Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, August 15, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5559.6 at 2014-08-15T16:41:06. Report at Friday, August 15, 2014. Processed Saturday at 2014-08-16T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
108.45,101.00,102.00,101.75,HBSHA,Heritage Bank,101.75,1.476,150.462,101.51,102.75,100.00,10.000q,17/08/14,27/10/14i,100.00,n/a,,
108.50,104.80,107.90,107.42,HBSHB,  bondjun17,107.60,1.336,143.844,107.60,110.00,100.00,7.250q,20/09/14,20/06/17h,100.00,4.8,,
Floating Rate Notes,,
109.00,101.90,108.60,107.60,AGKHA,AGL Energy,108.00,32.614,3523.87,107.71,108.00,100.00,6.487q,8/09/14,8/06/19i,100.00,+2.2,,
103.30,99.85,101.45,101.45,LEPHC,ALE Prop Grp,101.45,,,,,100.00,7.427q,17/08/14,15/05/14i,100.00,+2.5,,
105.49,100.30,104.60,103.80,AMPHA,AMP,104.25,9.057,943.004,104.30,104.49,100.00,5.355q,16/09/14,18/12/18i,100.00,+1.8,,
105.91,102.25,104.97,104.40,ANZHA,ANZ Banking Grp,104.90,92.755,9726.21,104.62,104.89,100.00,5.458q,20/09/14,20/6/17i,100.00,+1.3,,
109.00,104.00,109.00,108.30,AQHHA,APT Pipelines,108.40,15.290,1660.99,108.40,108.75,100.00,7.205q,30/09/14,31/03/18i,100.00,+2.3,,
105.05,102.10,103.70,103.56,AYUHA,Aust Unity,103.65,.542,56.196,103.75,105.00,100.00,6.215q,14/10/14,14/04/16i,100.00,+1.6,,
81.90,72.20,81.90,78.00,BENHB,Bendigo & Adelaide Bk,78.00,.590,46.935,78.10,81.00,100.00,3.78q,30/08/13,undated,100.00,+2.9,,
105.60,100.80,105.60,105.00,IMFHA,Bentham IMF,105.00,3.472,364.740,105.00,105.80,100,6.88,8/10/14,30/06/19,,,,
109.50,104.85,109.50,107.86,CTXHA,Caltex Aust,107.861,40.470,4386.08,107.86,108.50,100.00,7.185q,17/09/14,15/06/17i,100.00,+2.2,,
104.98,101.55,104.50,103.72,CNGHA,Colonial Hldgs,104.35,46.945,4890.77,104.35,104.40,100.00,5.955q,29/09/14,31/3/17i,100.00,+1.8,,
101.50,99.00,100.90,100.56,CBAHA,C'wlth Bank  of Aust,100.67,24.195,2434.88,100.67,100.85,100.00,3.715q,15/10/14,24/12/15h,100.00,+.8,,
112.39,104.05,110.90,109.56,CWNHA,Crown Resorts,109.75,35.413,3916.02,109.55,109.75,100.00,7.685q,14/09/14,14/09/18i,100.00,+2.7,,
89.25,73.15,88.90,88.201,MBLHB,Macquarie Bank,88.90,9.738,862.266,88.40,88.90,100.00,4.35q,15/10/14,undated,100.00,+2.5,,
82.50,71.20,81.70,80.48,NABHA,National Aust Bank,81.453,59.522,4818.62,81.45,81.50,100.00,3.893q,17/11/14,undated,100.00,+2.5,,
105.48,102.10,105.48,104.50,NABHB,  notejun22,105.00,72.897,7638.56,104.85,105.00,100.00,5.455q,18/09/14,18/6/17i,100.00,+1.2,,
96.00,90.30,96.00,96.00,NXBHD,Nexus Bonds,96.00,,,95.51,97.499,100.00,5.47q,20/11/14,23/06/15m,100.00,n/a,,
105.50,100.11,104.70,104.30,ORGHA,Origin Energy,104.40,37.972,3965.46,104.40,104.45,100.00,6.713q,22/09/14,22/12/16i,100.00,+2.5,,
106.00,102.05,103.65,103.00,PRYHA,Primary Health Care,103.65,3.121,321.872,103.05,103.65,100.00,6.705q,29/09/14,28/09/15i,100.00,+1.5,,
80.50,68.28,78.60,78.50,SBKHB,Suncorp-Metway,78.50,1.220,95.838,78.00,,100.00,3.39q,15/11/14,undated,100.00,+2.1,,
