Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, March 2, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4364.1 at 2012-03-02T16:38:53. Report at Friday, March 2, 2012. Processed Saturday at 2012-03-03T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
102.00,98.00,100.51,100.25,BZAHA,Brookfield Bonds A,100.30,3.000,300.988,100.30,101.50,100.00,7.820q,14/04/12,9/07/12,100.00,+11.9,,
103.90,99.50,101.60,100.75,BZBHA,Brookfield Bonds B,100.75,5.000,504.703,101.00,102.50,100.00,8.790q,14/04/12,23/11/12,100.00,+8.3,,
111.00,105.00,108.40,106.00,HBSHA,Heritage Bank,107.00,1.274,136.181,106.25,108.25,100.00,10.000q,17/05/12,27/10/14i,100.00,7.3,,
5697.365,5697.365,5697.365,5697.365,LSBHB,Pentagon Capital,5697.365,,,,,2357,n/a,1/04/12,1/10/14m,,n/a,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,2443,n/a,1/04/12,1/10/14m,,n/a,,
Floating Rate Notes,,
103.50,97.50,101.47,100.80,LEPHC,ALE Prop Grp,101.25,52.422,5244.35,101.10,101.47,100.00,9.095q,17/05/12,15/05/14i,100.00,+3.6,,
98.50,76.00,98.50,98.00,AFPHA,Alpha Financial Prod,98.35,1.900,186.898,98.20,98.35,100.00,7.06sa,20/03/12,20/03/12m,100.00,n/a,,
111.00,102.75,105.00,103.70,AQNHA,AMP Grp Finance,104.10,11.828,1234.41,104.10,104.60,100.00,9.110q,15/05/12,15/05/14i,100.00,+2.9,,
105.50,100.50,103.00,102.00,AYUHA,Aust Unity,102.00,37.222,3819.90,101.80,102.00,100.00,7.940q,14/04/12,14/04/16i,100.00,+3.3,,
102.30,98.00,99.50,99.50,BENHA,Bendigo And Adelaide,99.50,.998,99.301,96.00,98.90,100.00,5.945q,15/03/12,17/03/14h,100.00,+1.6,,
79.50,62.50,71.20,70.80,BENHB,  cap. note,71.20,.150,10.644,68.00,70.50,100.00,.00q,30/05/12,undated,100.00,+3.3,,
101.30,97.01,98.00,97.50,CBAHA,Commonwealth Bank,97.70,44.912,4384.27,97.65,97.75,100.00,5.440q,15/04/12,24/12/15h,100.00,+2.0,,
79.75,62.03,68.68,68.30,MBLHB,Macq Bank,68.30,15.241,1043.53,68.30,68.49,100.00,6.17q,16/04/12,undated,100.00,+5.0,,
84.00,73.10,75.25,73.65,NABHA,National Aust Bank,73.65,78.091,5801.77,73.65,73.75,100.00,5.61q,15/05/12,undated,100.00,+3.6,,
77.00,67.09,77.00,77.00,NXBHD,Nexus Bonds,77.00,.422,32.494,76.00,77.99,100.00,6.72q,20/05/12,23/06/15m,100.00,n/a,,
103.80,101.10,102.30,101.15,ORGHA,Origin Energy,102.00,50.255,5112.23,102.00,102.05,100.00,8.470q,22/03/12,22/12/16i,100.00,+4.0,,
101.25,90.00,98.50,96.04,PRYHA,Primary Health Care,98.50,9.472,921.975,98.00,98.50,100.00,8.500q,29/03/12,28/09/15i,100.00,+5.0,,
71.40,60.01,64.00,61.20,SBKHB,Suncorp-Metway,61.20,1.772,111.321,61.30,63.00,100.00,5.11q,15/05/12,undated,100.00,+4.5,,
108.00,101.30,104.00,102.00,TAHHA,Tabcorp Hldgs,104.00,8.654,893.980,103.35,103.90,100.00,8.610q,17/05/12,1/05/14i,100.00,+2.5,,
106.55,102.90,104.00,103.40,WOWHC,Woolworths,103.60,43.547,4514.33,103.55,103.75,100.00,7.610q,24/05/12,24/11/16i,100.00,+2.9,,
Convertible Notes,,
.97,.75,.82,.75,AYIG,A1 Invest & Res,.80,12.000,9.800,.80,.86,1.00,12.0q,31/03/12,30/09/12m,1.00,73.8,,
1.07,1.07,1.07,1.07,AVDG,Advance Energy,1.07,,,,1.07,1,.10,,4/1/2015,,,,
1.35,1.20,1.34,1.34,AGIG,Ainsworth Game Tech,1.34,,,1.40,,1.30,8.0sa,31/12/11,31/12/11m,,n/a,,
2.05,2.00,2.05,2.05,AZZG,Antares Energy,2.05,,,2.05,,2.00,10.0q,30/04/12,31/10/13h,2.00,9.0,,
106.00,101.15,104.49,103.50,AFIG,Aust Foundat,104.49,11.696,1218.53,104.10,104.45,100.00,6.25sa,31/08/12,28/02/17h,100.00,5.2,,
.15,.15,.15,.15,DVAG,Diversa,.15,,,,.144,.11,.11,,30/9/2014,,,,
101.00,91.50,100.25,99.01,HLNG,Healthscope Notes,100.00,30.779,3057.82,99.80,100.00,100.00,11.25q,25/03/12,17/06/16m,100.00,11.9,,
105.25,96.00,102.50,100.10,IANG,IAG Finance (Nz),101.50,21.281,2165.19,101.50,101.99,100.00,5.982q,15/03/12,15/12/19h,100.00,+3.7,,
1.83,1.635,1.74,1.72,IMFG,IMF (Aust),1.72,43.426,74.994,1.725,1.74,1.65,10.25q,31/03/12,30/12/14h,1.65,9.4,,
.43,.36,.389,.36,KBLGA,KBL Min,.365,44.968,16.757,.36,.388,.38,.10,,5/8/2016,,,,
.10,.035,.099,.07,MSTG,Metal Storm,.089,112.878,11.035,.089,.099,.14,12.0q,1/09/11,1/03/12m,,n/a,,
.10,.04,.10,.10,MSTGA,  sec cn15,.10,,,.07,.10,.135,,,1/3/2015,,,,
83.00,69.00,80.10,79.00,NFNG,Nufarm Finance (Nz),80.10,40.491,3204.93,79.75,81.40,100.00,8.610sa,15/04/12,undated,100.00,n/a,,
100.50,88.00,93.00,90.00,PPCG,Peet,92.50,4.105,376.561,91.90,92.50,100.00,9.5sa,16/06/12,16/06/16h,100.00,12.5,,
.16,.045,.08,.08,RSNG,Renison Cons,.08,,,.08,,.33,.12,,31/3/2012,,,,
.05,.04,.05,.05,VHLGA,Virax,.05,,,,,.10,,-,8/12/11m,.12,n/a,,
Hybrid Securities,,
105.50,96.80,99.50,97.82,ANZPA,ANZ Banking Grp,99.00,101.648,10029.6,98.70,99.00,100.00,5.352q,15/03/12,15/12/16i,100.00,+3.3,,
103.35,96.50,98.689,97.80,ANZPB,  pref cps1,97.80,52.360,5140.71,97.80,98.00,100.00,4.932q,15/03/12,15/06/14i,100.00,+3.5,,
104.00,96.88,98.00,96.88,ANZPC,  pref cps3,97.65,72.656,7088.10,97.50,97.65,100.00,5.529sa,1/06/12,1/09/17i,100.00,+3.8,,
98.00,81.25,92.40,91.50,AAZPB,Australand Assets,92.00,10.408,955.934,92.00,92.40,100.00,9.213q,31/03/12,undated,100.00,n/a,,
96.99,77.00,83.50,82.50,BOQPC,Bank Of Queensland,83.50,15.278,1264.38,82.01,83.50,100.00,4.697sa,15/04/12,17/12/12i,100.00,+23.1,,
109.00,99.99,102.50,102.10,BENPA,Bendigo And Adelaide,102.10,3.914,400.074,102.20,103.25,100.00,6.16sa,1/05/12,1/11/12h,100.00,10.3,,
94.50,85.00,90.24,90.00,BENPB,  pref,90.00,42.350,3818.34,89.38,92.00,100.00,4.232q,15/03/12,15/06/15h,100.00,+5.2,,
97.00,88.497,92.60,91.65,BENPC,  pref,91.70,16.059,1477.47,91.70,93.25,100.00,4.347q,10/04/12,10/10/14i,100.00,+5.9,,
1.975,1.62,1.88,1.85,CAMPA,Clime Capital,1.88,25.550,47.578,1.86,1.88,2.40,5.950q,6/04/12,30/04/17i,2.40,+6.9,,
.72,.38,.72,.655,CMIPC,CMI,.72,53.617,37.641,.71,.85,1.20,11.67q,n/a,undated,,n/a,,
210.39,195.01,202.99,200.50,CBAPA,Commonwealth Bank,201.99,27.004,5451.99,201.85,202.00,200.00,5.431q,1/05/12,31/10/14i,200.00,+3.3,,
200.88,192.50,198.10,196.55,CBAPB,  perls iv,197.80,123.090,24243.4,197.80,198.00,200.00,3.786q,30/04/12,31/10/12i,200.00,+3.7,,
99.20,90.70,97.79,96.05,DXRPA,Dexus Rents Tr,96.40,27.638,2680.17,96.40,97.50,100.00,5.713q,17/04/12,1/07/12i,100.00,+16.6,,
62.10,30.00,35.75,33.30,ELDPA,Elders,34.75,6.437,224.330,34.50,35.50,100.00,4.629q,31/03/12,undated,100.00,n/a,,
90.00,69.05,87.50,86.50,GMPPA,Goodman Plus Tr,87.19,4.920,428.318,87.10,87.19,100.00,6.370q,21/03/12,21/03/13i,100.00,+17.5,,
79.00,29.65,51.50,46.00,GNSPA,Gunns,48.00,12.996,627.891,46.00,48.00,100.00,6.573q,14/04/12,undated,100.00,n/a,,
104.50,99.70,101.25,100.70,IAGPA,Insurance Aust,101.01,46.602,4704.93,101.01,101.24,100.00,5.63sa,15/06/12,15/06/12h,100.00,11.1,,
110.50,96.00,103.40,101.00,MQCPA,Macq Cps Tr,102.00,42.013,4283.16,102.00,102.15,100.00,11.10sa,30/06/12,30/06/13h,100.00,11.1,,
87.96,67.50,77.40,75.59,MXUPA,Multiplex Sites,76.00,38.984,2969.24,75.80,76.00,100.00,8.313q,18/04/12,undated,100.00,+7.0,,
70.60,15.00,21.50,15.00,PXUPA,Paperlinx Sps Tr,17.94,120.145,1883.37,16.78,17.95,100.00,6.742sa,30/06/12,30/06/12i,100.00,n/a,,
189.00,175.00,178.90,177.05,PCAPA,Preferred Capital,177.80,55.249,9799.25,177.55,177.80,200.00,3.847q,6/04/12,6/04/16i,200.00,+4.6,,
105.75,97.00,104.50,103.10,RHCPA,Ramsay Health Care,103.50,7.602,787.921,103.50,104.50,100.00,6.670sa,20/04/12,undated,100.00,+4.9,,
96.25,81.00,86.45,85.43,SVWPA,Seven Grp,86.40,27.800,2387.13,86.10,86.49,100.00,6.405sa,31/05/12,undated,100.00,+6.7,,
102.80,89.50,100.00,96.00,SBKPA,Suncorp-Metway,99.50,1.041,103.501,97.00,99.00,100.00,4.211sa,14/03/12,14/09/16h,100.00,6.1,,
102.99,91.00,99.40,97.50,SBKPB,  pref,98.01,32.660,3206.96,98.00,98.40,100.00,5.416q,15/03/12,14/06/13i,100.00,+5.0,,
85.00,54.00,85.00,83.16,TPAPA,Transpacific Sps,85.00,9.656,810.557,83.40,85.00,100.00,7.463sa,15/04/12,undated,100.00,+8.7,,
102.90,96.50,99.82,98.70,WBCPA,Westpac Banking,99.50,42.578,4230.86,99.50,99.80,100.00,4.769q,31/03/12,26/09/13i,100.00,+3.6,,
109.00,99.60,103.10,101.651,WBCPB,  pref ii,101.737,48.485,4958.74,101.737,102.35,100.00,5.749q,31/03/12,30/09/14i,100.00,+3.7,,
94.75,83.26,89.60,88.51,WCTPA,Westpac Tps Tr,89.40,63.847,5690.29,88.70,89.40,100.00,3.789q,31/03/12,30/06/16i,100.00,+4.3,,
,
