Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4480.9 at 16:36 13/8/2010  Report at 19:06 Friday 13/8/2010. Processed 20:15 Saturday 14/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.15,,,,,,,,,,,,
Aug,10,0.01,15.16,-,-,-,-,-,4.30,,,
Aug,10,13.00,2.17,-,-,-,27.20,1.00,3.44,,,
Aug,10,13.50,1.68,1.40,-,17,26.70,0.99,4.30,,,
Aug,10,14.00,1.19,1.25,-,14,26.20,0.95,6.88,,,
Aug,10,14.50,0.71,0.50,23,102,21.00,0.88,10.33,,,
Aug,10,15.00,0.30,0.25,166,218,17.80,0.65,25.81,,,
Aug,10,15.50,0.08,0.05,17,182,17.60,0.27,13.77,,,
Aug,10,16.00,0.01,0.08,-,89,17.60,0.06,1.72,,,
Aug,10,16.50,0.00,0.13,-,16,17.60,-,0.17,,,
Sep,10,0.01,14.94,14.82,-,4,-,-,-,,,
Sep,10,13.00,2.19,-,-,5,20.30,0.99,2.29,,,
Sep,10,13.50,1.70,-,-,7,20.00,0.97,2.58,,,
Sep,10,14.00,1.21,1.00,2,45,19.80,0.91,3.44,,,
Sep,10,14.50,0.75,0.66,11,212,17.00,0.82,5.45,,,
Sep,10,15.00,0.34,0.36,42,276,14.20,0.64,10.90,,,
Sep,10,15.50,0.13,0.14,14,275,15.20,0.38,7.46,,,
Sep,10,16.00,0.04,0.40,-,32,15.80,0.19,2.29,,,
Sep,10,16.50,0.01,-,-,-,15.80,0.07,0.57,,,
Oct,10,0.01,15.01,-,-,-,-,-,-,,,
Oct,10,13.00,2.19,-,-,-,19.40,0.97,1.25,,,
Oct,10,13.50,1.70,-,-,-,19.30,0.93,1.56,,,
Oct,10,14.00,1.24,-,-,-,19.20,0.86,2.66,,,
Oct,10,14.50,0.82,0.42,-,10,18.30,0.76,5.32,,,
Oct,10,15.00,0.50,0.41,8,11,17.80,0.62,10.79,,,
Oct,10,15.50,0.27,0.19,42,170,17.30,0.46,8.29,,,
Oct,10,16.00,0.10,0.09,96,8,15.10,0.28,2.97,,,
Nov,10,13.00,2.21,-,-,-,23.40,0.92,1.38,,,
Nov,10,13.50,1.75,-,-,-,23.40,0.87,2.41,,,
Nov,10,14.00,1.27,-,-,-,19.00,0.84,2.75,,,
Nov,10,14.50,1.01,-,-,-,23.40,0.71,8.37,,,
Nov,10,15.00,0.54,-,-,-,16.50,0.64,8.83,,,
Nov,10,15.50,0.32,-,-,6,16.40,0.49,7.34,,,
Nov,10,16.00,0.17,0.18,-,50,16.00,0.34,3.90,,,
Dec,10,0.01,15.12,-,-,-,-,-,-,,,
Dec,10,13.00,2.19,-,-,-,17.50,0.96,0.82,,,
Dec,10,13.50,1.72,1.68,-,1,17.50,0.91,1.18,,,
Dec,10,14.00,1.28,-,-,14,17.50,0.84,2.45,,,
Dec,10,14.50,0.94,0.58,-,13,17.80,0.75,5.16,,,
Dec,10,15.00,0.64,0.42,-,26,17.20,0.64,8.79,,,
Dec,10,15.50,0.40,0.35,7,216,16.60,0.51,7.25,,,
Dec,10,16.00,0.26,0.19,-,55,16.80,0.39,4.62,,,
Dec,10,16.50,0.14,0.32,-,4,16.30,0.27,2.54,,,
Dec,10,17.00,0.09,0.30,-,8,16.60,0.19,1.54,,,
Dec,10,17.50,0.05,0.22,-,10,16.80,0.12,0.91,,,
Jan,11,13.50,1.71,-,-,-,15.20,0.92,0.86,,,
Jan,11,14.00,1.28,-,-,-,15.20,0.86,1.94,,,
Jan,11,14.50,0.94,-,-,-,15.20,0.77,4.09,,,
Jan,11,15.00,0.66,-,-,-,15.20,0.66,7.24,,,
Jan,11,15.50,0.44,-,-,-,15.20,0.54,6.24,,,
Jan,11,16.00,0.28,-,-,-,15.20,0.41,4.02,,,
Mar,11,0.01,15.32,-,-,-,-,-,1.88,,,
Mar,11,13.00,2.27,-,-,-,18.60,0.91,1.24,,,
Mar,11,13.50,1.87,-,-,-,18.50,0.87,2.31,,,
Mar,11,14.00,1.50,1.27,-,8,18.40,0.81,3.82,,,
Mar,11,14.50,1.16,-,-,-,17.60,0.74,5.43,,,
Mar,11,15.00,0.86,1.07,-,6,17.10,0.66,7.69,,,
Mar,11,15.50,0.63,0.52,-,22,16.60,0.56,6.72,,,
Mar,11,16.00,0.42,0.63,-,16,16.10,0.46,4.52,,,
Mar,11,16.50,0.30,0.37,-,25,16.50,0.37,3.28,,,
Jun,11,0.01,15.49,-,-,-,-,-,2.72,,,
Jun,11,13.50,2.00,-,-,-,17.50,0.86,2.64,,,
Jun,11,14.00,1.65,1.33,-,13,17.50,0.81,3.82,,,
Jun,11,14.50,1.32,-,-,-,17.00,0.75,5.12,,,
Jun,11,15.00,1.05,1.03,-,5,16.90,0.68,6.88,,,
Jun,11,15.50,0.82,0.76,-,4,16.80,0.60,6.27,,,
Jun,11,16.00,0.63,0.52,-,71,16.80,0.52,4.82,,,
Dec,12,13.00,3.11,2.56,-,10,17.50,0.91,2.69,,,
Dec,12,17.00,1.26,1.32,-,2,18.60,0.58,3.54,,,
Dec,12,18.00,1.00,1.07,-,15,18.90,0.47,2.80,,,
Jun,14,16.00,2.94,3.02,-,1,24.70,0.72,5.00,,,
Jun,14,16.50,2.75,-,-,-,24.70,0.72,4.69,,,
Asciano Grp Last Sale Price $1.69,,,,,,,,,,,,
Aug,10,0.01,1.68,-,-,-,-,-,7.74,,,
Aug,10,1.50,0.19,-,-,-,38.00,0.95,7.74,,,
Aug,10,1.60,0.09,0.11,-,90,23.90,0.89,7.74,,,
Aug,10,1.70,0.03,0.02,181,808,23.80,0.45,38.68,,,
Aug,10,1.80,0.01,0.01,-,841,42.40,0.22,23.21,,,
Aug,10,1.90,0.01,0.04,-,350,44.20,0.08,7.74,,,
Aug,10,2.00,0.00,0.12,-,5,46.10,0.03,3.09,,,
Aug,10,2.25,-,0.04,-,15,47.90,-,54.15,,,
Sep,10,0.01,1.69,-,-,-,-,-,5.16,,,
Sep,10,1.40,0.30,-,-,50,40.30,0.93,7.74,,,
Sep,10,1.50,0.20,-,-,11,32.70,0.88,10.32,,,
Sep,10,1.60,0.12,0.14,25,213,26.50,0.76,15.47,,,
Sep,10,1.70,0.06,0.05,140,534,27.90,0.51,30.95,,,
Sep,10,1.80,0.02,0.02,128,870,25.80,0.26,10.32,,,
Sep,10,1.90,0.01,0.01,100,1074,25.80,0.10,3.61,,,
Sep,10,2.00,0.00,0.02,-,106,25.80,0.03,1.03,,,
Sep,10,2.25,-,0.04,-,380,25.80,-,23.21,,,
Oct,10,0.01,1.69,-,-,-,-,-,4.22,,,
Oct,10,1.50,0.22,-,-,-,30.70,0.84,9.85,,,
Oct,10,1.60,0.14,-,-,10,28.20,0.71,16.88,,,
Oct,10,1.70,0.09,0.09,240,267,26.60,0.53,23.91,,,
Oct,10,1.80,0.04,0.04,29,609,26.60,0.35,12.66,,,
Oct,10,1.90,0.02,0.03,-,422,26.60,0.20,5.63,,,
Nov,10,1.50,0.23,-,-,-,29.90,0.82,10.32,,,
Nov,10,1.60,0.15,-,-,-,24.90,0.72,13.41,,,
Nov,10,1.70,0.09,-,-,20,23.40,0.55,18.57,,,
Nov,10,1.80,0.05,0.08,-,533,23.30,0.37,10.32,,,
Nov,10,1.90,0.03,0.04,-,33,23.30,0.22,5.16,,,
Dec,10,0.01,1.71,-,-,-,-,-,4.89,,,
Dec,10,1.48,0.25,0.54,-,26,23.90,0.87,7.33,,,
Dec,10,1.57,0.18,0.23,-,116,23.80,0.76,10.59,,,
Dec,10,1.66,0.12,0.12,-,532,22.40,0.63,15.47,,,
Dec,10,1.75,0.07,0.10,-,275,22.20,0.48,12.22,,,
Dec,10,1.96,0.02,0.06,-,139,22.20,0.18,3.26,,,
Dec,10,2.18,0.00,0.01,40,610,22.20,0.04,0.65,,,
Jan,11,1.50,0.23,-,-,-,20.90,0.86,6.45,,,
Jan,11,1.60,0.17,-,-,-,21.20,0.73,10.32,,,
Jan,11,1.70,0.11,-,-,-,22.20,0.58,14.18,,,
Jan,11,1.80,0.07,-,-,-,21.70,0.42,9.03,,,
Jan,11,1.90,0.04,-,-,-,21.70,0.29,5.16,,,
Mar,11,0.01,1.73,-,-,-,-,-,4.84,,,
Mar,11,1.50,0.27,-,-,-,23.10,0.82,7.74,,,
Mar,11,1.60,0.20,-,-,-,23.10,0.72,10.64,,,
Mar,11,1.70,0.14,-,-,-,23.00,0.59,13.54,,,
Mar,11,1.80,0.09,0.14,-,1020,22.50,0.47,8.70,,,
Mar,11,1.90,0.06,-,-,-,22.60,0.35,5.80,,,
Jun,11,0.01,1.75,-,-,-,-,-,4.81,,,
Jun,11,1.50,0.31,-,-,-,27.20,0.78,8.60,,,
Jun,11,1.60,0.25,0.28,-,50,27.20,0.70,11.00,,,
Jun,11,1.70,0.19,-,-,-,26.50,0.61,13.07,,,
Jun,11,1.80,0.14,-,-,-,25.70,0.52,9.63,,,
Jun,11,1.90,0.11,0.12,-,45,25.70,0.43,7.22,,,
Dec,12,1.13,0.71,-,-,10,29.30,0.94,4.03,,,
Dec,12,1.31,0.59,0.70,-,25,29.30,0.83,5.41,,,
Dec,12,1.40,0.54,0.69,-,8,29.30,0.83,6.29,,,
Dec,12,1.66,0.40,0.06,-,-,29.30,0.75,9.31,,,
Dec,12,1.75,0.35,-,-,-,28.80,0.65,8.81,,,
Dec,12,2.18,0.21,0.20,-,21,29.30,0.43,5.28,,,
Sep,14,1.70,0.70,-,-,-,44.70,0.72,10.08,,,
Sep,14,1.80,0.67,-,-,-,44.70,0.72,9.64,,,
Amcor Ltd Last Sale Price $6.53,,,,,,,,,,,,
Aug,10,0.01,6.36,-,-,-,-,-,-,,,
Aug,10,5.75,0.79,-,-,-,34.80,0.98,3.99,,,
Aug,10,6.00,0.55,0.65,-,2,34.40,0.91,7.99,,,
Aug,10,6.25,0.33,0.28,18,102,30.50,0.80,17.97,,,
Aug,10,6.50,0.13,0.13,17,395,23.30,0.57,37.93,,,
Aug,10,6.75,0.04,0.04,117,278,28.00,0.29,17.97,,,
Aug,10,7.00,0.02,0.04,-,79,32.60,0.14,7.99,,,
Aug,10,7.25,0.01,-,-,-,33.00,0.05,2.00,,,
Aug,10,7.50,0.00,-,-,-,33.50,0.02,0.40,,,
Sep,10,0.01,6.38,-,-,-,-,-,-,,,
Sep,10,4.75,1.78,1.93,-,57,55.10,0.97,0.67,,,
Sep,10,5.00,1.54,1.10,8,13,54.50,0.94,1.33,,,
Sep,10,5.50,1.04,0.73,-,1,41.80,0.91,2.00,,,
Sep,10,5.75,0.80,1.00,-,72,35.50,0.88,2.66,,,
Sep,10,6.00,0.56,0.32,-,107,29.10,0.84,3.33,,,
Sep,10,6.25,0.35,0.42,-,83,28.40,0.72,9.32,,,
Sep,10,6.50,0.17,0.16,144,422,23.40,0.57,17.97,,,
Sep,10,6.75,0.08,0.10,50,304,23.70,0.38,10.65,,,
Sep,10,7.00,0.04,0.09,-,750,23.60,0.22,4.66,,,
Sep,10,7.25,0.01,-,-,-,23.60,0.12,2.00,,,
Sep,10,7.50,0.00,-,-,-,23.60,0.05,0.53,,,
Oct,10,0.01,6.41,-,-,-,-,-,-,,,
Oct,10,5.75,0.79,-,-,-,25.30,0.90,0.73,,,
Oct,10,6.00,0.57,0.57,-,45,25.30,0.81,2.90,,,
Oct,10,6.25,0.39,0.50,-,193,25.20,0.71,7.99,,,
Oct,10,6.50,0.23,0.19,-,3,23.00,0.58,14.52,,,
Oct,10,6.75,0.14,0.17,-,36,22.30,0.44,9.80,,,
Oct,10,7.00,0.07,0.06,-,28,22.00,0.30,5.08,,,
Oct,10,7.25,0.04,0.12,-,50,22.00,0.19,2.90,,,
Oct,10,7.50,0.02,-,-,-,22.00,0.11,1.45,,,
Nov,10,0.01,6.43,-,-,-,-,-,-,,,
Nov,10,5.75,0.81,-,-,-,25.70,0.87,1.33,,,
Nov,10,6.00,0.60,-,-,-,25.50,0.79,3.99,,,
Nov,10,6.25,0.40,0.59,-,36,21.60,0.72,6.12,,,
Nov,10,6.50,0.25,0.34,8,19,20.50,0.60,11.71,,,
Nov,10,6.75,0.14,0.11,-,7,19.40,0.46,7.72,,,
Nov,10,7.00,0.09,-,-,-,19.60,0.33,4.52,,,
Nov,10,7.25,0.07,-,-,-,22.10,0.25,3.46,,,
Nov,10,7.50,0.04,-,-,-,22.10,0.16,1.86,,,
Dec,10,0.01,6.46,-,-,248,-,-,-,,,
Dec,10,5.50,1.04,0.70,-,2,23.60,0.92,0.42,,,
Dec,10,5.75,0.81,0.80,-,46,23.40,0.87,1.47,,,
Dec,10,6.00,0.63,0.82,-,37,23.30,0.80,3.99,,,
Dec,10,6.25,0.45,0.46,-,482,21.70,0.71,6.93,,,
Dec,10,6.50,0.30,0.47,-,206,20.70,0.61,11.35,,,
Dec,10,6.75,0.20,0.17,-,338,19.90,0.48,8.20,,,
Dec,10,7.00,0.12,0.28,-,188,19.80,0.36,5.04,,,
Dec,10,7.25,0.07,0.17,-,55,19.90,0.26,3.15,,,
Dec,10,7.50,0.04,-,-,-,20.20,0.18,1.89,,,
Jan,11,0.01,6.50,-,-,-,-,-,-,,,
Jan,11,6.00,0.67,-,-,-,22.70,0.79,4.66,,,
Jan,11,6.25,0.51,-,-,-,22.30,0.71,7.65,,,
Jan,11,6.50,0.40,-,-,-,22.90,0.61,12.14,,,
Jan,11,6.75,0.29,-,-,-,22.90,0.51,9.65,,,
Jan,11,7.00,0.21,-,-,-,22.90,0.42,6.99,,,
Mar,11,0.01,6.42,-,-,-,-,-,-,,,
Mar,11,5.50,1.09,1.03,5,21,22.60,0.90,1.37,,,
Mar,11,5.75,0.89,-,-,-,22.60,0.84,2.74,,,
Mar,11,6.00,0.72,-,-,-,22.50,0.78,4.74,,,
Mar,11,6.25,0.56,-,-,12,22.10,0.71,6.99,,,
Mar,11,6.50,0.42,0.54,-,6,21.60,0.63,9.86,,,
Mar,11,6.75,0.31,0.39,-,32,21.20,0.54,7.74,,,
Mar,11,7.00,0.23,0.30,-,4,21.00,0.45,5.61,,,
Mar,11,7.25,0.16,-,-,-,21.10,0.37,3.99,,,
Mar,11,7.50,0.12,-,-,-,21.30,0.30,2.87,,,
Jun,11,0.01,6.50,-,-,-,-,-,-,,,
Jun,11,5.75,0.98,-,8,-,25.70,0.81,3.55,,,
Jun,11,6.00,0.81,-,-,-,24.90,0.76,4.97,,,
Jun,11,6.25,0.66,-,-,40,24.20,0.70,6.65,,,
Jun,11,6.50,0.53,-,-,5,23.70,0.64,8.78,,,
Jun,11,6.75,0.42,-,-,-,23.50,0.57,7.45,,,
Jun,11,7.00,0.33,-,-,-,23.00,0.51,5.77,,,
Jun,11,7.25,0.26,0.46,-,4,23.10,0.44,4.52,,,
Jun,11,7.50,0.20,-,-,-,22.90,0.38,3.46,,,
AMP Ltd Last Sale Price $5.33,,,,,,,,,,,,
Aug,10,0.01,5.33,-,-,-,-,-,4.89,,,
Aug,10,4.75,0.60,-,-,-,41.80,0.94,9.78,,,
Aug,10,5.00,0.39,0.54,5,40,41.20,0.81,26.90,,,
Aug,10,5.25,0.19,0.17,697,515,34.90,0.62,53.81,,,
Aug,10,5.50,0.06,0.06,497,2203,29.10,0.31,26.90,,,
Aug,10,5.75,0.01,0.03,1204,2397,29.10,0.09,4.89,,,
Aug,10,6.00,0.00,0.01,200,409,29.10,0.02,0.98,,,
Aug,10,6.25,-,0.09,-,130,29.10,-,41.58,,,
Aug,10,6.50,-,0.05,-,45,29.10,-,24.46,,,
Aug,10,6.75,-,0.20,-,14,29.10,-,100.27,,,
Aug,10,7.00,-,0.19,-,68,29.10,-,90.49,,,
Sep,10,0.01,5.21,5.41,-,50,-,-,-,,,
Sep,10,4.00,1.34,-,-,1,31.20,1.00,1.63,,,
Sep,10,4.50,0.84,0.77,-,15,31.00,0.96,2.45,,,
Sep,10,4.75,0.61,-,-,-,30.80,0.89,4.89,,,
Sep,10,5.00,0.40,0.54,85,349,30.60,0.77,11.41,,,
Sep,10,5.25,0.22,0.35,38,539,28.60,0.61,22.83,,,
Sep,10,5.50,0.10,0.10,158,979,27.30,0.41,16.30,,,
Sep,10,5.75,0.04,0.04,41,888,27.00,0.24,6.52,,,
Sep,10,6.00,0.01,0.04,12,353,27.00,0.12,2.45,,,
Sep,10,6.25,0.01,0.03,-,596,31.00,0.08,1.63,,,
Sep,10,6.50,0.00,0.03,-,380,27.00,0.02,0.16,,,
Sep,10,6.75,-,0.01,-,253,27.00,-,2.45,,,
Sep,10,7.00,-,0.11,-,354,27.00,-,17.12,,,
Sep,10,7.25,-,0.10,-,170,27.00,-,15.49,,,
Sep,10,7.50,-,0.11,-,20,27.00,-,17.12,,,
Sep,10,8.00,-,0.19,-,41,27.00,-,30.16,,,
Sep,10,8.50,-,0.14,-,24,27.00,-,23.64,,,
Sep,10,9.00,-,0.09,-,10,27.00,-,14.67,,,
Oct,10,0.01,5.23,-,-,-,-,-,-,,,
Oct,10,4.75,0.61,-,-,-,27.70,0.86,3.11,,,
Oct,10,5.00,0.42,0.56,10,10,27.60,0.75,8.00,,,
Oct,10,5.25,0.26,0.25,23,712,26.40,0.61,15.56,,,
Oct,10,5.50,0.14,0.24,28,269,25.80,0.46,12.90,,,
Oct,10,5.75,0.07,0.13,5,54,23.80,0.30,5.78,,,
Oct,10,6.00,0.03,0.06,20,22,23.80,0.18,2.67,,,
Oct,10,6.25,0.01,0.14,-,11,23.80,0.10,1.33,,,
Oct,10,6.50,0.01,0.12,-,4,23.80,0.05,0.53,,,
Nov,10,0.01,5.25,-,-,-,-,-,-,,,
Nov,10,4.75,0.63,-,-,-,25.50,0.85,2.93,,,
Nov,10,4.76,0.65,-,-,-,33.10,0.79,5.22,,,
Nov,10,5.00,0.44,-,-,55,25.50,0.75,6.85,,,
Nov,10,5.01,0.50,-,-,-,33.10,0.70,11.41,,,
Nov,10,5.25,0.29,-,-,1212,26.00,0.62,14.02,,,
Nov,10,5.26,0.36,-,-,-,33.10,0.60,19.24,,,
Nov,10,5.50,0.17,0.22,-,56,24.60,0.48,11.41,,,
Nov,10,5.75,0.11,0.16,3,7,24.30,0.35,6.85,,,
Nov,10,6.00,0.06,-,-,-,24.50,0.24,3.91,,,
Dec,10,0.01,5.27,-,-,874,-,-,-,,,
Dec,10,4.00,1.35,1.15,-,62,27.40,0.97,0.77,,,
Dec,10,4.25,1.10,1.14,-,85,27.40,0.94,0.77,,,
Dec,10,4.75,0.66,-,-,-,27.30,0.82,4.12,,,
Dec,10,5.00,0.48,0.81,-,15,27.10,0.73,7.98,,,
Dec,10,5.25,0.33,0.40,5,46,25.40,0.62,12.87,,,
Dec,10,5.50,0.22,0.22,31,713,24.40,0.50,11.07,,,
Dec,10,5.75,0.14,0.12,9,1279,24.40,0.38,7.21,,,
Dec,10,6.00,0.09,0.11,-,355,24.20,0.28,4.38,,,
Dec,10,6.25,0.05,0.07,-,218,23.80,0.19,2.57,,,
Dec,10,6.50,0.03,0.15,-,47,23.80,0.12,1.29,,,
Dec,10,6.75,0.01,0.23,-,143,23.80,0.08,0.77,,,
Dec,10,7.00,0.01,0.17,-,84,23.80,0.05,0.41,,,
Dec,10,7.25,0.00,0.04,-,35,23.80,0.03,0.21,,,
Dec,10,7.75,0.00,0.32,-,40,23.80,-,-,,,
Dec,10,8.25,-,0.28,-,1,23.80,-,14.16,,,
Jan,11,0.01,5.29,-,-,-,-,-,-,,,
Jan,11,4.75,0.68,-,-,-,25.20,0.82,3.87,,,
Jan,11,5.00,0.52,-,-,-,25.20,0.73,7.54,,,
