Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4754.5 at 16:47 9/10/2009  Report at 19:07 Friday 9/10/2009. Processed 16:06 Sunday 11/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.12,,,,,,,,,,,,
Oct,09,13.00,1.15,1.05,3,19,17.30,0.98,3.10,,,
Oct,09,13.50,0.68,0.62,111,187,17.30,0.89,7.40,,,
Oct,09,14.00,0.32,0.34,107,230,17.90,0.62,24.00,,,
Oct,09,14.50,0.07,0.08,80,248,15.60,0.27,9.20,,,
Oct,09,15.00,0.01,0.08,-,68,15.60,0.06,1.20,,,
Oct,09,15.50,0.00,0.16,-,11,15.60,-,0.10,,,
Nov,09,13.00,1.24,1.20,5,5,20.10,0.90,6.10,,,
Nov,09,13.50,0.82,0.58,-,39,20.00,0.78,10.80,,,
Nov,09,14.00,0.50,0.41,4,9,19.50,0.60,19.80
Nov,09,14.50,0.24,0.24,37,83,18.30,0.40,12.70
Nov,09,15.00,0.11,0.09,-,20,18.30,0.22,5.80
Dec,09,12.00,2.21,-,-,3,20.70,0.98,3.50
Dec,09,13.00,1.31,1.01,-,15,20.60,0.86,7.00
Dec,09,13.50,0.93,0.68,4,231,20.50,0.75,11.30
Dec,09,14.00,0.60,0.54,15,202,20.00,0.61,17.70
Dec,09,14.50,0.35,0.36,55,268,19.20,0.44,12.90
Dec,09,15.00,0.18,0.18,-,69,18.80,0.29,6.60
Dec,09,15.50,0.09,0.32,-,131,18.60,0.16,3.10
Dec,09,16.00,0.04,0.23,-,272,18.90,0.09,1.50
Dec,09,16.50,0.01,0.72,-,53,19.00,0.04,0.60
Mar,10,14.00,0.93,0.67,-,162,21.00,0.63,12.40
Mar,10,14.50,0.68,0.54,-,28,20.70,0.53,10.40
Mar,10,15.00,0.47,0.42,-,19,20.20,0.43,7.20
Mar,10,15.50,0.33,0.26,50,69,20.50,0.34,5.10
Mar,10,16.00,0.24,0.64,-,22,21.00,0.27,3.70
Mar,10,16.50,0.17,0.44,-,5,21.20,0.20,2.50
Jun,10,12.00,2.54,2.17,-,2,25.00,0.86,4.20
Jun,10,13.00,1.80,2.14,-,1,24.00,0.76,6.80
Jun,10,14.00,1.21,1.15,-,30,23.30,0.64,10.90
Jun,10,14.50,0.94,1.30,-,5,22.50,0.57,9.40
Jun,10,15.00,0.73,0.71,5,5,22.10,0.50,7.30
Jun,10,15.50,0.60,0.54,-,23,22.90,0.43,6.00
Jun,10,16.00,0.47,0.41,-,16,22.90,0.37,4.70
Sep,10,15.00,1.06,0.95,-,5,24.90,0.54,7.80
Jun,11,14.00,2.13,2.00,-,2,29.00,0.72,8.30
