Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4596.9 at 16:34 29/1/2010  Report at 19:06 Friday 29/1/2010. Processed 19:21 Sunday 31/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.85,,,,,,,,,,,,
Feb,10,0.01,13.88,-,-,-,-,-,3.76,,,
Feb,10,12.50,1.39,-,-,-,15.10,1.00,3.29,,,
Feb,10,13.00,0.90,-,-,-,15.10,0.95,4.71,,,
Feb,10,13.50,0.47,0.53,17,18,15.10,0.77,11.29,,,
Feb,10,14.00,0.18,0.22,80,114,15.20,0.45,16.94,,,
Feb,10,14.50,0.04,0.04,2,110,14.40,0.15,3.76,,,
Feb,10,15.00,0.01,0.07,-,38,14.40,0.03,0.47,,,
Mar,10,0.01,13.66,-,-,-,-,-,-,,,
Mar,10,12.00,1.90,-,-,-,15.80,0.99,2.12,,,
Mar,10,12.50,1.40,-,-,-,15.80,0.97,2.35,,,
Mar,10,13.00,0.93,1.42,4,16,15.70,0.89,3.76,,,
Mar,10,13.50,0.53,0.41,26,66,15.70,0.72,8.24,,,
Mar,10,14.00,0.23,0.25,152,246,15.20,0.50,10.82,,,
Mar,10,14.50,0.09,0.07,7,168,15.50,0.28,4.00,,,
Mar,10,15.00,0.03,0.04,150,291,15.50,0.13,1.18,,,
Mar,10,15.50,0.01,0.16,-,69,15.50,0.05,0.28,,,
Mar,10,16.00,0.00,0.23,-,47,15.50,0.01,-,,,
Mar,10,16.50,-,0.44,-,5,15.50,-,20.71,,,
Apr,10,0.01,13.72,-,-,-,-,-,-,,,
Jun,10,0.01,13.82,-,-,-,-,-,-,,,
Jun,10,12.00,1.91,2.47,-,2,16.80,0.95,1.08,,,
Jun,10,12.50,1.46,1.80,-,1,16.80,0.89,1.97,,,
Jun,10,13.00,1.06,1.40,-,3,16.80,0.81,3.85,,,
Jun,10,13.50,0.75,-,-,-,16.80,0.70,7.17,,,
Jun,10,14.00,0.47,0.66,-,59,15.90,0.57,8.43,,,
Jun,10,14.50,0.29,0.33,-,176,16.20,0.43,5.29,,,
Jun,10,15.00,0.17,0.23,-,24,16.20,0.31,3.14,,,
Jun,10,15.50,0.10,0.18,-,73,16.20,0.21,1.79,,,
Jun,10,16.00,0.05,0.46,-,20,16.20,0.13,0.90,,,
Sep,10,0.01,13.69,-,-,-,-,-,-,,,
Sep,10,12.50,1.64,-,-,-,18.20,0.85,3.21,,,
Sep,10,13.00,1.29,-,-,-,18.20,0.78,4.87,,,
Sep,10,13.50,0.98,-,-,1,17.90,0.70,6.98,,,
Sep,10,14.00,0.70,1.11,-,43,17.30,0.60,7.81,,,
Sep,10,14.50,0.51,0.67,130,22,17.40,0.51,5.59,,,
Sep,10,15.00,0.35,0.95,-,5,17.40,0.41,3.88,,,
Sep,10,15.50,0.24,0.39,-,43,17.40,0.32,2.66,,,
Dec,10,0.01,13.86,-,-,-,-,-,0.12,,,
Dec,10,13.00,1.50,-,-,-,21.10,0.75,5.21,,,
Dec,10,15.00,0.56,-,-,-,19.80,0.48,4.45,,,
Jun,11,14.00,1.33,1.33,-,8,22.80,0.62,6.83,,,
Dec,12,13.00,2.69,-,-,-,26.70,0.77,4.58,,,
Dec,12,18.00,1.15,1.18,-,2,26.40,0.46,2.87,,,
Asciano Grp Last Sale Price $1.71,,,,,,,,,,,,
Jan,10,0.01,1.70,-,-,-,-,1.00,-,,,
Feb,10,0.01,1.71,-,-,45,-,-,3.81,,,
Feb,10,1.48,0.25,-,-,-,42.20,0.91,11.43,,,
Feb,10,1.57,0.17,-,-,-,41.90,0.80,22.87,,,
Feb,10,1.66,0.10,0.14,-,151,38.70,0.65,38.12,,,
Feb,10,1.75,0.05,0.06,331,746,36.20,0.44,38.12,,,
Feb,10,1.85,0.02,0.04,1500,906,33.40,0.22,15.25,,,
Feb,10,1.96,0.01,0.01,13,148,36.20,0.10,5.34,,,
Mar,10,0.01,1.71,-,-,-,-,-,3.81,,,
Mar,10,1.13,0.58,-,-,10,41.10,1.00,1.91,,,
Mar,10,1.22,0.50,-,-,40,40.80,0.99,3.81,,,
Mar,10,1.31,0.41,-,-,20,40.50,0.97,3.81,,,
Mar,10,1.40,0.33,0.52,-,310,40.20,0.92,7.62,,,
Mar,10,1.48,0.26,-,-,100,39.90,0.86,11.43,,,
Mar,10,1.57,0.19,0.37,-,57,39.60,0.75,19.06,,,
Mar,10,1.66,0.13,0.14,100,2390,36.80,0.63,30.49,,,
Mar,10,1.75,0.08,0.07,201,595,36.00,0.49,30.49,,,
Mar,10,1.96,0.03,0.03,115,276,36.60,0.20,9.53,,,
Mar,10,2.40,0.00,0.03,-,40,36.70,0.01,0.38,,,
Apr,10,0.01,1.72,-,-,-,-,-,4.69,,,
Apr,10,1.60,0.19,-,-,-,35.70,0.71,18.76,,,
Apr,10,1.70,0.14,-,-,-,35.70,0.58,29.32,,,
Apr,10,1.80,0.09,-,-,-,35.70,0.45,21.11,,,
Apr,10,1.90,0.06,-,-,-,35.70,0.34,14.07,,,
Jun,10,0.01,1.73,-,-,-,-,-,4.36,,,
Jun,10,1.40,0.36,0.34,15,85,33.20,0.88,7.26,,,
Jun,10,1.50,0.28,0.41,-,142,33.20,0.80,10.89,,,
Jun,10,1.60,0.22,0.29,-,43,33.20,0.70,15.25,,,
Jun,10,1.70,0.16,0.31,-,123,33.00,0.60,21.78,,,
Jun,10,1.80,0.12,0.16,-,213,32.40,0.49,16.70,,,
Jun,10,1.90,0.08,0.12,50,708,31.90,0.38,11.62,,,
Jun,10,2.00,0.06,0.12,-,104,31.90,0.29,7.99,,,
Jun,10,2.25,0.02,0.04,-,6,31.90,0.13,2.90,,,
Sep,10,0.01,1.75,-,-,-,-,-,4.48,,,
Sep,10,1.50,0.32,-,-,-,31.60,0.79,9.87,,,
Sep,10,1.60,0.26,-,-,10,31.60,0.70,13.00,,,
Sep,10,1.70,0.20,-,-,-,32.00,0.62,17.49,,,
Sep,10,1.80,0.16,0.30,-,702,32.10,0.53,14.35,,,
Sep,10,1.90,0.13,-,-,50,32.20,0.45,11.21,,,
Sep,10,2.00,0.09,0.17,-,15,31.40,0.37,8.07,,,
Sep,10,2.25,0.04,0.04,275,375,32.40,0.22,4.04,,,
Dec,10,0.01,1.77,-,-,-,-,-,4.87,,,
Dec,10,1.48,0.39,0.54,-,26,36.30,0.77,10.38,,,
Dec,10,1.57,0.33,-,-,-,35.10,0.72,12.33,,,
Dec,10,1.66,0.29,0.26,-,7,36.60,0.66,15.57,,,
Dec,10,1.75,0.22,0.32,-,10,32.00,0.60,14.27,,,
Dec,10,1.96,0.15,0.20,-,101,33.10,0.46,9.73,,,
Dec,12,1.13,0.79,-,-,10,31.00,0.90,4.14,,,
Dec,12,1.31,0.67,-,-,25,31.00,0.84,5.45,,,
Dec,12,1.66,0.47,0.06,-,-,30.20,0.77,8.58,,,
Dec,12,1.75,0.46,-,-,-,32.30,0.67,9.29,,,
Dec,12,1.96,0.40,-,-,-,34.00,0.67,7.98,,,
Sep,14,1.70,0.78,-,-,-,44.70,0.82,9.66,,,
Sep,14,1.80,0.75,-,-,-,44.70,0.73,9.41,,,
Amcor Ltd Last Sale Price $5.89,,,,,,,,,,,,
Feb,10,0.01,5.72,-,-,10,-,-,-,,,
Feb,10,4.81,1.10,0.88,-,-,24.70,1.00,3.32,,,
Feb,10,5.03,0.88,-,-,-,24.50,0.99,3.32,,,
