Derivatives: Call Options - Weekly
"Traded positions for the week ending Friday, September 18, 2015"
"Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:11 PM."



ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,
Jan,2016,78.70,2.70,2.15,1,1,20.10,.47,9.77,
Jan,2016,79.68,2.27,1.81,25,326,19.70,.43,8.22,
Jan,2016,80.68,1.89,1.87,5,105,19.30,.38,6.84,
Jan,2016,82.67,1.26,1.29,175,-,18.60,.30,4.56,
Jan,2016,82.68,1.25,1.25,10,10,18.60,.30,4.54,
Jan,2016,87.65,.41,.32,100,389,17.80,.14,1.50,
Feb,2016,65.00,12.48,12.07,60,50,27.10,.86,4.95,
Feb,2016,77.00,3.82,2.94,2,2,21.20,.56,11.42,
Feb,2016,81.00,2.06,1.67,10,30,19.80,.40,6.17,
Mar,2016,76.70,4.12,3.33,40,40,21.20,.58,10.54,
Mar,2016,77.69,3.61,2.80,235,317,20.90,.54,9.24,
Mar,2016,78.69,3.14,2.72,5,73,20.60,.51,8.04,
Mar,2016,82.68,1.48,1.25,260,148,19.50,.37,3.79,
Mar,2016,83.67,1.44,1.28,100,847,19.30,.33,3.67,
Mar,2016,83.68,1.25,.83,5,35,19.30,.33,3.21,
Mar,2016,87.65,.71,.76,321,404,18.90,.22,1.82,
Mar,2016,92.63,.29,.29,20,47,18.90,.12,.74,
Jun,2016,62.75,14.85,13.75,10,-,27.00,.87,3.04,
Jun,2016,75.70,5.39,5.50,2,1000,21.30,.63,9.04,
Jun,2016,76.70,4.84,3.55,4,14,21.00,.61,8.32,
Jun,2016,79.68,3.47,2.61,1,40,20.20,.52,5.97,
Jun,2016,81.68,2.71,2.67,5,59,19.70,.47,4.65,
Jun,2016,86.67,1.37,1.40,30,104,18.80,.32,2.35,
Jun,2016,89.65,.90,.99,10,150,18.50,.25,1.54,
Sep,2016,89.65,1.25,1.17,10,30,18.80,.28,1.59,
Dec,2016,85.66,2.48,1.90,10,40,19.40,.51,2.59,
Dec,2016,89.65,1.64,1.64,10,70,19.00,.40,1.71,
Dec,2016,95.62,.84,.84,10,40,18.50,.30,.88,
Jun,2017,75.70,6.78,5.40,5,5,20.90,.74,4.91,
Jun,2017,77.69,5.81,4.75,5,29,20.50,.65,4.30,
Jun,2017,79.68,5.00,3.97,10,15,20.10,.65,3.70,
Jun,2017,83.67,3.61,3.00,5,25,19.50,.54,2.67,
Jun,2017,85.66,3.02,2.90,5,45,19.20,.54,2.23,
Jun,2017,91.64,1.80,1.80,5,50,18.60,.44,1.33,
Dec,2017,97.61,1.52,1.38,10,20,19.10,.35,.89,
Dec,2017,103.59,1.00,.88,9,40,19.10,.35,.59,
Jun,2018,95.62,2.31,1.45,10,40,20.00,.48,1.10,

Coca-Cola Amatil Last Sale Price $8.83,
Sep,2015,8.75,.20,.16,136,215,35.40,.60,73.81,
Sep,2015,9.00,.10,.08,999,1091,36.30,.36,56.10,
Sep,2015,9.25,.04,.04,50,607,38.70,.19,26.57,
Sep,2015,10.00,.01,.01,650,2076,49.60,.03,3.54,
Oct,2015,9.00,.24,.17,545,920,25.90,.46,23.62,
Oct,2015,9.25,.16,.11,846,1051,26.20,.34,15.26,
Oct,2015,9.50,.10,.05,300,605,26.60,.24,9.84,
Nov,2015,9.00,.33,.23,400,197,25.30,.49,19.19,
Nov,2015,9.25,.23,.21,150,50,25.40,.40,13.88,
Dec,2015,7.71,1.25,1.10,100,-,27.40,.88,5.68,
Dec,2015,8.46,.68,.46,300,300,25.50,.70,13.85,
Dec,2015,8.71,.53,.44,400,400,25.20,.61,18.40,
Dec,2015,8.96,.40,.34,442,1292,25.00,.52,18.17,
Dec,2015,9.21,.30,.20,300,1347,24.90,.44,13.63,
Dec,2015,9.46,.22,.20,500,150,25.00,.35,9.99,
Mar,2016,9.50,.34,.25,150,300,24.00,.43,7.37,
Mar,2016,10.75,.11,.09,150,150,25.30,.20,2.42,
Mar,2016,11.00,.09,.07,150,150,25.80,.17,1.98,
Mar,2016,11.25,.07,.06,79,79,26.20,.15,1.65,
Mar,2016,11.50,.06,.05,150,150,26.60,.13,1.32,
Jun,2016,11.75,.11,.09,150,150,26.70,.18,1.62,

Cimic Grp Last Sale Price $23.59,
Sep,2015,22.34,1.36,.59,10,9,41.60,.86,23.21,
Sep,2015,23.34,.55,.69,50,50,34.10,.61,66.31,
Sep,2015,23.83,.28,.41,50,293,31.50,.42,61.89,
Sep,2015,24.33,.11,.16,7,101,29.70,.22,24.31,
Oct,2015,23.50,.95,.73,35,35,28.00,.56,31.87,
Mar,2016,23.83,1.71,1.62,31,31,26.30,.58,14.07,
Mar,2016,24.33,1.46,1.23,19,169,25.90,.53,12.02,
Mar,2016,24.82,1.24,1.18,53,103,25.40,.49,10.21,
Mar,2016,25.32,1.04,.97,50,50,25.00,.44,8.60,
Mar,2016,25.82,.86,.69,36,36,24.70,.40,7.12,
Mar,2016,27.31,.50,.48,35,35,24.20,.28,4.07,
Mar,2016,27.80,.41,.40,34,84,24.10,.24,3.33,

Computershare Last Sale Price $10.56,
Sep,2015,10.25,.36,.23,66,397,29.90,.79,24.69,
Sep,2015,10.50,.19,.22,279,1071,27.70,.58,61.72,
Oct,2015,10.25,.56,.45,50,353,26.50,.67,20.57,
Oct,2015,10.50,.40,.33,82,297,25.40,.57,27.98,
Oct,2015,10.75,.28,.19,25,1365,24.70,.46,22.63,
Oct,2015,11.00,.18,.19,20,1590,24.20,.35,14.81,
Nov,2015,10.75,.39,.31,65,160,25.00,.50,19.26,
Nov,2015,13.50,.03,.03,160,1190,31.80,.05,1.23,
Jan,2016,11.25,.34,.32,171,-,23.00,.41,8.97,
Jan,2016,12.25,.11,.12,319,455,21.70,.18,2.73,
Mar,2016,11.75,.29,.27,55,55,23.50,.35,5.42,
Mar,2016,12.50,.14,.14,174,264,22.90,.22,2.67,

CSL Last Sale Price $90.57,
Sep,2015,50.01,40.58,39.40,10,162,115.50,1.00,.86,
Sep,2015,54.01,36.58,39.92,20,119,115.50,1.00,1.15,
Sep,2015,74.01,16.61,15.85,7,-,66.40,.99,2.59,
Sep,2015,75.01,15.61,15.40,7,10,64.40,.99,2.88,
Sep,2015,83.00,7.64,6.95,3,-,36.40,.97,4.32,
Sep,2015,85.00,5.67,5.35,6,10,31.00,.95,6.05,
Sep,2015,86.00,4.71,4.53,10,50,28.80,.93,8.35,
Sep,2015,87.00,3.78,9.80,20,55,27.00,.89,12.09,
Sep,2015,89.00,2.09,2.46,32,210,24.10,.73,29.65,
Sep,2015,90.00,1.39,1.70,480,344,23.00,.60,46.92,
Sep,2015,90.01,1.38,2.20,10,139,23.00,.60,47.21,
Sep,2015,91.00,.84,.58,169,1146,22.10,.45,48.36,
Sep,2015,92.00,.46,.70,132,2564,21.50,.30,26.20,
Sep,2015,93.00,.22,.36,286,939,21.00,.18,12.38,
Sep,2015,93.01,.22,.45,5,750,21.00,.17,12.38,
Sep,2015,94.00,.09,.24,15,1229,20.70,.09,5.18,
Sep,2015,94.01,.09,.78,200,834,20.70,.09,5.18,
Sep,2015,95.00,.04,.09,37,2176,20.60,.04,2.02,
Sep,2015,96.00,.01,.04,70,2022,20.50,.02,.58,
Sep,2015,97.01,.00,.25,200,935,20.50,-,.23,
Oct,2015,86.00,5.80,5.80,10,110,23.70,.78,11.85,
Oct,2015,90.00,3.01,2.87,8,397,21.60,.58,23.41,
Oct,2015,91.00,2.46,2.30,6,108,21.20,.52,23.65,
Oct,2015,91.01,2.46,2.10,10,72,21.20,.52,23.56,
Oct,2015,92.00,1.99,2.42,100,40,20.90,.46,19.05,
Oct,2015,93.00,1.58,1.51,400,542,20.70,.40,15.11,
Oct,2015,94.00,1.24,1.45,6,749,20.50,.34,11.90,
Oct,2015,94.01,1.24,1.12,46,126,20.50,.34,11.85,
Oct,2015,95.00,.96,1.11,100,603,20.40,.28,9.26,
Oct,2015,95.01,.95,.85,5,10,20.40,.28,9.16,
Oct,2015,96.01,.73,.85,5,33,20.30,.23,7.00,
Oct,2015,97.00,.55,1.21,100,422,20.30,.19,5.28,
Oct,2015,98.00,.41,.55,30,1267,20.20,.15,3.98,
Oct,2015,98.01,.41,.47,287,160,20.20,.15,3.98,
Oct,2015,100.00,.23,.32,260,557,20.30,.09,2.16,
Oct,2015,102.00,.12,.19,50,227,20.40,.05,1.15,
Nov,2015,93.00,2.32,2.39,5,1041,20.40,.45,13.36,
Nov,2015,94.00,1.94,1.73,5,95,20.30,.40,11.14,
Nov,2015,95.00,1.61,1.73,685,665,20.20,.35,9.27,
Nov,2015,96.01,1.33,1.05,10,19,20.10,.31,7.63,
Nov,2015,97.00,1.09,1.00,120,117,20.10,.27,6.25,
Dec,2015,53.01,37.85,39.50,340,345,40.60,1.00,1.28,
Dec,2015,83.01,9.22,9.65,7,60,23.50,.82,7.37,
Dec,2015,87.00,6.21,6.35,5,46,22.00,.71,11.67,
Dec,2015,89.00,4.91,5.00,4,10,21.40,.64,14.77,
Dec,2015,90.00,4.32,4.25,3,30,21.20,.60,16.61,
Jan,2016,100.00,1.41,1.45,10,10,19.60,.27,4.26,
Jan,2016,102.00,1.02,1.00,5,5,19.50,.22,3.11,
Mar,2016,92.00,5.12,5.26,5,8,20.80,.57,10.98,
Mar,2016,96.00,3.41,3.29,50,62,20.30,.45,7.31,
Mar,2016,102.00,1.70,1.54,49,495,19.80,.29,3.64,
Mar,2016,114.00,.34,.34,47,238,19.60,.09,.72,

CSR Last Sale Price $3.24,
Sep,2015,2.90,.34,.28,100,53,41.30,.98,-,
Oct,2015,3.30,.11,.11,160,8240,30.80,.47,29.50,
Nov,2015,3.20,.20,.20,300,8827,33.70,.59,24.94,
Nov,2015,3.30,.14,.12,4863,10802,33.00,.51,23.34,
Dec,2015,3.10,.27,.24,800,800,33.30,.67,15.47,
Dec,2015,3.20,.20,.17,3600,3997,32.70,.60,20.43,

Caltex Aust Last Sale Price $31.96,
Oct,2015,33.00,.71,.57,40,-,26.10,.40,19.44,
Oct,2015,34.00,.41,.30,10,20,25.60,.27,11.15,
Nov,2015,33.00,1.04,.71,69,349,25.80,.45,17.05,
Dec,2015,35.00,.57,.53,300,500,24.40,.28,7.22,

Crown Resorts Last Sale Price $10.89,
Sep,2015,10.50,.46,.25,924,924,40.20,.77,31.12,
Sep,2015,11.25,.06,.04,500,1000,34.70,.25,26.33,
Sep,2015,14.00,-,.01,30,408,34.10,-,7.18,
Oct,2015,12.00,.07,.17,384,113,30.00,.20,5.99,
Nov,2015,12.50,.09,.08,3221,1992,29.50,.18,4.07,
Dec,2015,12.75,.10,.08,300,300,28.80,.18,3.50,
Dec,2015,13.00,.07,.07,300,365,28.90,.14,2.76,
Jan,2016,13.00,.11,.12,30,30,26.70,.19,2.77,

Flight Centre Travel Last Sale Price $36.80,
Sep,2015,35.50,1.50,.70,10,-,34.90,.80,28.34,
Sep,2015,36.00,1.11,.68,10,70,33.10,.71,43.22,
Sep,2015,36.50,.76,.75,60,160,31.60,.60,65.18,
Sep,2015,37.00,.48,.45,10,62,30.30,.46,68.72,
Oct,2015,35.00,2.46,1.84,5,10,27.30,.75,15.59,
Oct,2015,35.01,2.46,1.75,33,210,27.30,.75,15.70,
Oct,2015,36.00,1.77,1.10,12,32,26.30,.64,22.91,
Oct,2015,37.00,1.20,.97,40,44,25.40,.52,28.22,
Oct,2015,37.01,1.19,.79,10,87,25.40,.52,28.10,
Oct,2015,37.50,.96,.71,46,396,25.00,.46,22.67,
Nov,2015,37.00,1.62,1.07,5,5,25.70,.54,22.88,
Dec,2015,40.50,.58,.38,10,10,23.90,.27,6.38,

Fortescue Metals Grp Last Sale Price $2.06,
Sep,2015,1.90,.17,.12,240,2943,60.40,.86,25.31,
Sep,2015,1.95,.13,.19,75,10018,57.20,.79,50.62,
Sep,2015,2.10,.04,.07,50,12494,49.90,.40,88.59,
Sep,2015,2.20,.01,.02,1600,7366,46.80,.15,22.78,
Sep,2015,2.30,.00,.01,1937,17019,44.80,.03,2.53,
Oct,2015,1.60,.47,.51,1000,1255,49.20,.95,4.22,
Oct,2015,2.00,.17,.18,1800,4325,48.40,.62,44.30,
Oct,2015,2.10,.12,.13,3671,4031,47.90,.50,48.51,
Oct,2015,2.20,.08,.08,5012,7382,47.40,.38,33.75,
Oct,2015,2.30,.05,.05,13179,3344,47.20,.28,21.09,
Oct,2015,2.31,.05,.06,101,601,47.20,.27,21.09,
Oct,2015,2.40,.03,.04,550,1610,47.20,.20,12.66,
Oct,2015,2.50,.02,.02,17,450,47.30,.14,8.44,
Nov,2015,2.10,.16,.17,75,445,49.20,.53,40.50,
Nov,2015,2.20,.13,.12,200,3801,49.00,.44,31.64,
Nov,2015,2.30,.09,.09,282,832,48.90,.36,22.78,
Nov,2015,2.40,.07,.06,100,400,48.90,.29,17.72,
Dec,2015,2.00,.24,.23,19,1666,50.70,.62,35.05,
Dec,2015,2.10,.19,.14,440,2708,50.30,.54,36.99,
Dec,2015,2.50,.07,.08,60,2820,48.40,.27,12.66,
Dec,2015,2.51,.07,.06,450,100,48.40,.26,12.66,
Mar,2016,2.31,.20,.20,50,120,49.30,.47,18.38,
Dec,2017,2.00,.62,.65,12,12,53.30,.76,12.01,

Fairfax Media Last Sale Price $0.88,
Oct,2015,0.85,.04,.06,100,13364,21.70,.70,14.90,
Oct,2015,0.90,.02,.02,4312,15966,23.80,.41,19.86,
Dec,2015,0.95,.03,.04,2000,45949,28.00,.34,11.46,

GPT Grp Last Sale Price $4.48,
Oct,2015,4.50,.14,.14,50,165,23.00,.53,26.19,
Oct,2015,4.60,.09,.09,2000,-,22.60,.41,17.46,
Nov,2015,4.70,.10,.13,44,501,23.00,.37,11.64,
Mar,2016,4.80,.15,.15,300,-,23.00,.44,6.50,
Mar,2016,4.90,.13,.12,300,-,22.90,.39,5.42,
Mar,2016,5.00,.10,.10,300,-,22.90,.34,4.33,

Harvey Norman Last Sale Price $3.98,
Oct,2015,4.00,.16,.17,140,243,31.10,.53,33.84,
Dec,2015,3.95,.23,.22,50,-,32.60,.59,20.66,

Insurance Aust Grp Last Sale Price $5.00,
Sep,2015,5.00,.10,.03,100,356,36.60,.52,99.07,
Sep,2015,6.25,.01,.01,1000,6418,85.10,.02,5.21,
Oct,2015,5.00,.17,.11,1764,5413,23.60,.55,28.68,
Nov,2015,4.70,.41,.28,15,15,25.00,.77,10.95,
Nov,2015,5.25,.11,.10,2300,10611,22.20,.37,10.95,
Nov,2015,6.00,.00,.03,8919,10345,20.60,.03,.42,
Dec,2015,5.25,.14,.10,3750,11610,22.60,.40,10.83,
Mar,2016,5.50,.13,.12,1000,-,21.60,.36,5.05,
Mar,2016,6.01,.04,.19,110,610,21.00,.17,1.36,

IOOF Hldgs Last Sale Price $9.00,
Sep,2015,9.25,.01,.06,100,1155,23.60,.20,8.69,
Sep,2015,9.51,-,.20,255,40,23.30,.04,115.87,
Oct,2015,9.00,.22,.22,100,794,27.90,.55,21.24,
Oct,2015,9.25,.14,.17,75,697,27.70,.43,13.52,
Nov,2015,9.00,.33,.38,855,1792,28.80,.56,19.12,
Dec,2015,9.25,.28,.29,45,80,27.50,.49,12.70,
Jan,2016,9.00,.47,.46,40,-,26.80,.58,14.33,
Mar,2016,11.00,.07,.07,1000,1000,24.60,.19,1.51,

Iluka Res Last Sale Price $6.82,
Sep,2015,7.00,.10,.11,247,60,48.60,.36,72.63,
Oct,2015,6.75,.41,.47,75,75,40.70,.58,43.96,
Oct,2015,7.00,.29,.31,75,-,39.60,.47,36.95,
Oct,2015,7.25,.20,.24,119,99,38.90,.36,24.85,
Oct,2015,7.50,.13,.14,95,305,38.40,.27,15.93,
Nov,2015,7.00,.40,.52,90,45,39.40,.50,30.58,
Nov,2015,7.75,.16,.19,200,224,37.80,.26,11.85,

Incitec Pivot Last Sale Price $3.81,
Sep,2015,3.70,.14,.10,100,540,39.40,.73,47.90,
Sep,2015,3.80,.08,.09,200,2963,37.90,.54,95.80,
Oct,2015,3.60,.33,.13,250,571,39.80,.71,26.23,
Oct,2015,3.70,.26,.17,60,12745,38.90,.63,34.21,
Oct,2015,3.80,.20,.16,60,11199,38.00,.55,44.48,
Oct,2015,3.90,.16,.12,100,2327,37.30,.47,35.35,
Oct,2015,4.00,.12,.05,3,275,36.70,.39,26.23,
Nov,2015,3.80,.25,.07,250,1559,37.60,.57,32.16,
Nov,2015,3.91,.17,.10,200,620,36.90,.49,23.27,

James Hardie Ind Last Sale Price $17.74,
Sep,2015,18.18,.12,.22,35,1347,31.20,.28,35.27,
Oct,2015,17.69,.79,.89,9,73,31.40,.56,36.25,
Nov,2015,19.65,.29,.30,2,-,29.20,.26,8.67,
Mar,2016,18.67,1.04,1.10,152,152,27.70,.50,11.44,
Mar,2016,21.12,.34,.41,61,61,25.70,.24,3.67,
Mar,2016,22.11,.20,.27,100,151,25.10,.17,2.13,

Lend Lease Grp Last Sale Price $13.20,
Sep,2015,13.01,.33,.38,148,-,31.80,.66,53.33,
Sep,2015,13.50,.08,.11,170,180,28.00,.28,31.60,
Oct,2015,12.00,1.38,1.40,14,14,33.30,.83,11.52,
Oct,2015,13.00,.61,.65,12,12,27.90,.61,27.32,
Oct,2015,16.50,.00,.03,1900,5008,22.70,-,-,
Nov,2015,14.00,.28,.29,250,-,24.60,.35,11.06,
Nov,2015,14.25,.21,.21,40,150,24.10,.28,8.30,
Nov,2015,14.50,.15,.18,86,1792,23.80,.23,5.93,
Dec,2015,14.00,.38,.80,150,150,25.10,.38,11.39,

Medibank Private Last Sale Price $2.41,
Sep,2015,2.20,.22,.19,75,750,44.80,.95,10.82,
Sep,2015,2.40,.04,.03,430,10460,29.40,.56,64.91,
Oct,2015,2.30,.14,.09,200,2847,23.20,.77,12.62,
Oct,2015,2.40,.07,.05,400,790,21.40,.57,23.44,
Oct,2015,2.50,.03,.03,415,813,20.20,.34,10.82,
Nov,2015,2.40,.10,.06,136,13657,21.40,.58,19.47,

Macquarie Grp Last Sale Price $78.71,
Sep,2015,0.01,78.72,77.56,349,97,-,1.00,1.66,
Sep,2015,64.84,13.90,13.15,200,110,61.30,.99,2.32,
Sep,2015,70.74,8.04,2.85,20,189,42.90,.98,4.31,
Sep,2015,72.69,6.12,5.25,10,288,37.70,.95,6.62,
Sep,2015,73.67,5.17,4.78,52,120,35.20,.93,8.61,
Sep,2015,73.68,5.16,1.90,5,306,35.20,.93,8.61,
Sep,2015,74.66,4.23,2.52,295,295,32.70,.90,11.92,
Sep,2015,74.67,4.22,3.00,154,364,32.70,.90,11.92,
Sep,2015,75.64,3.33,2.33,10,933,30.40,.86,17.22,
Sep,2015,75.65,3.33,2.40,40,749,30.40,.86,17.56,
Sep,2015,76.62,2.48,1.70,658,599,28.30,.78,26.17,
Sep,2015,76.63,2.48,.57,298,557,28.30,.78,26.17,
Sep,2015,77.60,1.72,1.67,1274,1145,26.50,.68,40.41,
Sep,2015,77.61,1.72,.58,72,1535,26.50,.68,40.74,
Sep,2015,78.59,1.09,1.00,277,1315,25.00,.54,63.93,
Sep,2015,78.60,1.08,1.55,105,652,25.00,.54,63.93,
Sep,2015,79.57,.61,.64,1348,2249,24.00,.38,40.41,
Sep,2015,79.58,.60,.70,333,1988,24.00,.38,40.08,
Sep,2015,80.55,.30,.31,2081,2824,23.30,.23,20.21,
Sep,2015,80.56,.30,.33,30,450,23.30,.23,19.87,
Sep,2015,81.53,.14,.11,769,3128,22.90,.12,8.94,
Sep,2015,82.52,.06,.09,261,1916,22.90,.06,3.64,
Sep,2015,82.53,.06,.13,115,280,22.90,.06,3.64,
Sep,2015,83.50,.02,.04,25,335,23.10,.03,1.32,
Oct,2015,0.01,78.89,78.58,15,15,-,-,2.04,
Oct,2015,67.01,12.19,11.30,25,107,35.30,.93,5.35,
Oct,2015,75.00,5.12,4.95,3,535,26.80,.74,15.57,
Oct,2015,76.00,4.34,4.10,2,152,25.70,.70,18.00,
Oct,2015,77.00,3.62,3.15,10,110,24.70,.65,21.09,
Oct,2015,78.00,2.96,2.74,118,166,23.70,.59,24.79,
Oct,2015,79.00,2.35,2.36,30,1341,22.80,.53,25.95,
Oct,2015,79.01,2.34,1.35,110,305,22.80,.53,25.84,
Oct,2015,80.00,1.81,1.75,365,913,22.00,.46,20.04,
Oct,2015,81.00,1.37,1.43,276,462,21.30,.39,15.07,
Oct,2015,81.01,1.37,1.01,208,1350,21.30,.39,15.07,
Oct,2015,82.00,1.00,1.06,99,755,20.70,.32,11.04,
Oct,2015,83.00,.71,.78,200,200,20.20,.26,7.84,
Oct,2015,84.00,.50,.60,1590,1747,19.80,.20,5.47,
Oct,2015,84.01,.50,.50,10,10,19.80,.20,5.47,
Oct,2015,85.00,.34,.24,224,1261,19.50,.15,3.70,
Oct,2015,85.01,.34,.79,100,230,19.50,.15,3.70,
Oct,2015,87.00,.14,.18,63,1048,19.10,.08,1.60,
Oct,2015,90.00,.04,.09,200,310,19.00,.02,.44,
Nov,2015,72.00,7.93,7.62,10,-,29.20,.80,8.12,
Nov,2015,76.00,4.78,4.55,10,52,25.70,.68,13.68,
Nov,2015,77.00,4.09,4.05,10,34,24.90,.64,15.73,
Nov,2015,78.00,3.45,3.43,20,47,24.20,.60,18.15,
Nov,2015,79.00,2.87,2.94,13,9,23.60,.55,18.98,
Nov,2015,80.00,2.35,2.30,15,1047,23.00,.50,15.57,
Nov,2015,82.01,1.28,1.28,14,22,22.00,.39,8.51,
Nov,2015,83.00,1.18,1.30,32,182,21.60,.34,7.78,
Nov,2015,84.00,.91,2.90,25,30,21.30,.30,6.03,
Nov,2015,84.01,.78,.86,10,103,21.30,.30,5.17,
Nov,2015,86.00,.53,.35,1000,100,20.90,.21,3.48,
Dec,2015,79.58,2.62,2.70,2,2,22.90,.53,13.35,
Dec,2015,82.53,1.48,1.50,250,635,21.60,.40,7.54,
Jan,2016,80.00,3.25,3.17,13,59,22.50,.54,11.33,
Jan,2016,88.00,.76,.84,42,90,19.80,.24,2.65,
Jan,2016,90.00,.44,.57,25,27,18.90,.17,1.53,
Mar,2016,42.01,35.86,35.00,20,12,47.30,.98,-,
Mar,2016,82.00,3.25,2.35,12,292,22.00,.50,8.02,
Mar,2016,87.00,1.64,1.53,10,95,20.80,.35,4.03,
Mar,2016,90.00,1.02,1.12,50,62,20.20,.26,2.53,
Mar,2016,93.00,.63,.75,18,18,19.90,.19,1.55,

Metcash Last Sale Price $1.01,
Oct,2015,1.10,.03,.04,400,800,41.30,.32,21.41,

Myer Hldgs Last Sale Price $0.88,
Sep,2015,0.85,.04,.04,200,200,45.30,.71,59.59,
Sep,2015,0.90,.01,.01,1000,1000,33.30,.27,35.76,
Nov,2015,0.90,.04,.04,70,600,28.00,.47,20.86,
Dec,2015,0.85,.07,.08,500,500,32.50,.64,20.63,
Dec,2015,0.90,.04,.07,100,800,31.80,.50,20.63,
Dec,2015,0.95,.03,.04,250,550,31.50,.36,13.75,
Jun,2016,1.20,.03,.04,1000,4000,39.50,.27,3.72,

National Aust Bank Last Sale Price $31.06,
Sep,2015,23.73,7.34,6.42,40,204,58.00,1.00,1.68,
Sep,2015,27.69,3.39,3.25,44,198,44.30,.98,3.36,
Sep,2015,28.66,2.44,1.92,300,40,38.70,.95,6.72,
Sep,2015,28.67,2.43,2.65,300,505,38.60,.95,6.72,
Sep,2015,29.16,1.96,1.44,390,431,35.90,.92,10.07,
Sep,2015,29.66,1.50,.99,70,415,33.20,.87,16.79,
Sep,2015,30.15,1.08,.69,1605,1537,30.90,.79,27.70,
Sep,2015,30.64,.70,.88,2025,2756,29.10,.66,47.85,
Sep,2015,30.65,.70,.33,75,240,29.10,.66,48.68,
Sep,2015,31.14,.41,.40,675,1654,27.80,.49,68.83,
Sep,2015,31.15,.41,.46,500,300,27.80,.49,67.99,
Sep,2015,31.63,.22,.23,1682,2995,27.30,.32,36.09,
Sep,2015,32.12,.11,.12,563,6522,27.50,.18,17.63,
Sep,2015,32.13,.10,.14,146,1400,27.50,.18,16.79,
Sep,2015,32.62,.05,.04,780,7921,28.30,.10,8.39,
Sep,2015,32.63,.04,.07,30,1944,28.30,.09,7.55,
Sep,2015,34.59,.00,.01,45,3937,34.10,-,.50,
Sep,2015,34.60,.00,.02,60,1424,34.10,-,.50,
Sep,2015,35.09,.00,.01,40,2749,35.40,-,.34,
Sep,2015,35.58,.00,.01,112,2851,36.40,-,.17,
Oct,2015,0.01,31.12,30.59,20,248,-,-,1.96,
Oct,2015,30.15,1.74,1.19,200,444,29.00,.66,23.22,
Oct,2015,30.64,1.41,1.09,50,930,27.90,.60,27.70,
Oct,2015,31.14,1.11,1.05,80,659,26.90,.54,31.06,
Oct,2015,31.15,1.11,.85,20,20,26.90,.53,30.92,
Oct,2015,31.63,.85,.97,118,4905,26.00,.46,23.92,
Oct,2015,31.64,.85,.90,20,825,26.00,.46,23.78,
Oct,2015,32.12,.64,.64,673,4892,25.20,.39,17.91,
Oct,2015,32.13,.64,.48,500,750,25.10,.39,17.77,
Oct,2015,32.62,.46,.44,180,693,24.40,.32,12.87,
Oct,2015,33.11,.32,.23,83,7063,23.80,.25,8.95,
Oct,2015,33.12,.32,.34,250,334,23.80,.25,8.95,
Oct,2015,33.61,.22,.25,1708,3354,23.30,.19,6.02,
Oct,2015,34.10,.14,.13,20,2549,22.90,.14,4.06,
Oct,2015,34.59,.10,.10,300,1792,22.70,.10,2.66,
Oct,2015,35.58,.04,.02,375,2041,22.50,.05,1.12,
Oct,2015,36.57,.01,.01,400,2586,22.60,.02,.42,
Nov,2015,30.50,1.58,1.31,10,63,27.10,.62,17.12,
Nov,2015,31.00,1.28,1.36,142,1065,26.40,.57,20.48,
Nov,2015,31.01,1.02,.87,1025,1903,26.40,.57,16.28,
Nov,2015,31.50,1.01,1.08,310,897,25.70,.51,17.04,
Nov,2015,32.00,.79,.84,862,7100,25.00,.45,13.26,
Nov,2015,32.50,.60,.61,100,2751,24.40,.39,10.07,
Nov,2015,34.00,.23,.22,100,1462,23.00,.23,3.78,
Dec,2015,29.65,2.25,2.00,5,255,28.30,.69,10.85,
Dec,2015,30.16,1.66,2.50,44,62,27.40,.65,9.81,
Dec,2015,31.14,1.30,1.00,90,1816,25.90,.56,16.85,
Dec,2015,31.15,1.15,1.05,30,83,25.80,.56,14.79,
Dec,2015,32.12,.84,.86,2987,4322,24.60,.46,10.91,
Dec,2015,32.62,.66,1.14,37,1307,24.10,.41,8.52,
Dec,2015,32.63,.59,.58,50,335,24.10,.41,7.62,
Dec,2015,33.11,.51,.41,41,444,23.70,.36,6.59,
Dec,2015,33.61,.39,.28,10,1167,23.30,.31,4.97,
Dec,2015,34.11,.27,.25,20,204,23.00,.26,3.49,
Jan,2016,27.00,4.47,4.00,180,90,31.20,.83,3.67,
Jan,2016,33.00,.67,.60,10,920,22.00,.41,5.92,
Jan,2016,33.50,.53,.41,1005,1297,21.60,.36,4.64,
Jan,2016,34.50,.32,.30,42,1203,20.90,.27,2.83,
Feb,2016,33.00,.82,.69,419,763,22.20,.43,6.02,
Feb,2016,34.50,.41,.42,36,10,20.60,.30,2.99,
Mar,2016,22.74,8.02,7.05,5,-,36.00,.93,-,
Mar,2016,30.15,2.32,2.05,1220,1168,25.30,.66,8.81,
Mar,2016,31.64,1.52,1.17,10,650,23.70,.56,9.50,
Mar,2016,32.62,1.12,.90,100,584,22.70,.49,7.00,
Mar,2016,32.63,1.11,.88,87,184,22.70,.48,6.94,
Jun,2016,33.12,1.04,.81,210,392,22.30,.50,4.36,
Jun,2016,34.10,.88,.65,10,90,21.70,.44,3.67,

Newcrest Min Last Sale Price $12.63,
Sep,2015,9.50,3.14,1.85,90,34,98.00,.99,4.13,
