Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4656.3 at 16:34 19/2/2010  Report at 19:05 Friday 19/2/2010. Processed 15:04 Sunday 21/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.86,,,,,,,,,,,,
Feb,10,0.01,13.86,-,-,-,-,1.00,3.76,,,
Feb,10,12.50,1.37,-,-,-,28.40,1.00,3.76,,,
Feb,10,13.00,0.88,0.80,2,2,27.30,0.97,5.64,,,
Feb,10,13.50,0.38,0.53,-,41,16.00,0.91,7.52,,,
Feb,10,14.00,0.05,0.07,-,280,14.60,0.32,18.81,,,
Feb,10,14.50,0.00,0.04,-,93,14.30,-,0.38,,,
Feb,10,15.00,-,0.07,-,38,14.30,-,26.33,,,
Feb,10,15.50,-,-,-,-,14.30,-,-,,,
Mar,10,0.01,13.64,-,-,-,-,-,-,,,
Mar,10,12.00,1.88,-,-,-,16.50,1.00,1.50,,,
Mar,10,12.50,1.38,-,-,-,16.40,0.99,1.50,,,
Mar,10,13.00,0.89,1.42,-,13,16.40,0.92,1.88,,,
Mar,10,13.50,0.44,0.38,-,90,16.30,0.75,6.02,,,
Mar,10,14.00,0.15,0.21,-,433,15.90,0.47,11.29,,,
Mar,10,14.50,0.04,0.06,-,185,16.00,0.22,3.01,,,
Mar,10,15.00,0.01,0.04,-,155,16.00,0.07,0.53,,,
Mar,10,15.50,0.00,0.01,-,65,16.00,0.02,-,,,
Mar,10,16.00,-,0.23,-,47,16.00,-,17.68,,,
Mar,10,16.50,-,0.44,-,5,16.00,-,33.11,,,
Apr,10,0.01,13.70,-,-,-,-,-,-,,,
Apr,10,12.50,1.38,-,-,-,13.20,0.98,0.75,,,
Apr,10,13.00,0.89,-,-,-,13.20,0.91,0.94,,,
Apr,10,13.50,0.50,-,-,-,15.80,0.72,5.27,,,
Apr,10,14.00,0.23,0.32,-,31,15.10,0.52,8.84,,,
Apr,10,14.50,0.10,0.15,-,33,14.90,0.31,3.57,,,
Apr,10,15.00,0.04,-,-,-,15.70,0.17,1.50,,,
Apr,10,15.50,0.01,-,-,-,13.20,0.04,0.19,,,
May,10,0.01,13.74,-,-,-,-,-,-,,,
May,10,12.50,1.39,-,-,-,15.60,0.94,0.67,,,
May,10,13.00,0.93,-,-,-,15.60,0.85,1.75,,,
May,10,13.50,0.59,-,-,-,16.30,0.71,6.18,,,
May,10,14.00,0.34,-,-,-,15.90,0.54,9.14,,,
May,10,14.50,0.17,-,-,-,15.40,0.37,4.43,,,
May,10,15.00,0.08,-,-,-,15.60,0.23,2.15,,,
May,10,15.50,0.04,-,-,-,15.60,0.12,0.94,,,
Jun,10,0.01,13.79,-,-,-,-,-,-,,,
Jun,10,12.00,1.88,2.47,-,2,15.40,0.97,0.42,,,
Jun,10,12.50,1.40,1.80,-,1,15.40,0.92,0.73,,,
Jun,10,13.00,1.00,1.40,-,6,16.40,0.82,2.82,,,
Jun,10,13.50,0.68,0.65,5,5,16.50,0.70,6.69,,,
Jun,10,14.00,0.44,0.66,-,59,16.40,0.56,9.09,,,
Jun,10,14.50,0.23,0.22,-,189,15.40,0.41,4.81,,,
Jun,10,15.00,0.14,0.23,-,38,16.50,0.29,3.03,,,
Jun,10,15.50,0.06,0.18,-,73,15.30,0.16,1.25,,,
Jun,10,16.00,0.03,0.46,-,20,15.60,0.10,0.63,,,
Jul,10,0.01,13.85,-,-,-,-,-,-,,,
Jul,10,12.50,1.48,-,-,-,16.90,0.89,1.88,,,
Jul,10,13.00,1.11,-,-,-,16.90,0.80,4.01,,,
Jul,10,13.50,0.81,-,-,-,17.40,0.69,7.36,,,
Jul,10,14.00,0.55,-,-,-,16.90,0.58,8.91,,,
Jul,10,14.50,0.35,-,-,-,16.90,0.45,5.81,,,
Jul,10,15.00,0.23,-,-,-,16.90,0.34,3.68,,,
Jul,10,15.50,0.14,-,-,-,16.90,0.24,2.21,,,
Sep,10,0.01,13.65,-,-,-,-,-,-,,,
Sep,10,12.50,1.59,-,-,-,17.90,0.86,2.79,,,
Sep,10,13.00,1.23,-,-,-,17.90,0.78,4.49,,,
Sep,10,13.50,0.92,-,-,7,17.60,0.70,6.80,,,
Sep,10,14.00,0.66,1.11,-,43,17.30,0.60,7.95,,,
Sep,10,14.50,0.45,0.50,-,138,17.20,0.49,5.46,,,
Sep,10,15.00,0.30,0.95,-,5,17.10,0.39,3.70,,,
Sep,10,15.50,0.20,0.39,5,47,17.10,0.30,2.43,,,
Dec,10,0.01,13.82,-,-,-,-,-,-,,,
Dec,10,13.00,1.41,-,-,-,20.40,0.76,4.66,,,
Dec,10,15.00,0.49,0.51,-,8,19.40,0.47,4.19,,,
Jun,11,14.00,1.27,1.33,-,13,22.90,0.61,6.83,,,
Dec,12,13.00,2.55,-,-,-,25.70,0.77,4.30,,,
Dec,12,17.00,1.11,1.15,-,1,23.90,0.58,2.82,,,
Dec,12,18.00,0.92,0.95,-,8,24.00,0.46,2.34,,,
Asciano Grp Last Sale Price $1.75,,,,,,,,,,,,
Feb,10,0.01,1.75,-,-,45,-,1.00,-,,,
Feb,10,1.57,0.19,-,-,-,12.30,1.00,-,,,
Feb,10,1.66,0.11,0.11,-,139,54.30,0.80,44.57,,,
