Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4597.2 at 16:47 27/11/2009  Report at 19:06 Friday 27/11/2009. Processed 20:08 Sunday 29/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.71,,,,,,,,,,,,
Dec,09,0.01,13.73,-,-,-,-,-,3.17,,,
Dec,09,12.00,1.74,-,-,3,22.00,1.00,3.17,,,
Dec,09,12.50,1.25,-,-,-,22.00,0.97,4.44,,,
Dec,09,13.00,0.79,1.03,-,18,22.00,0.87,9.51,,,
Dec,09,13.50,0.41,0.56,29,294,22.10,0.65,25.99,,,
Dec,09,14.00,0.15,0.16,67,311,19.90,0.36,19.02,,,
Dec,09,14.50,0.04,0.08,57,537,20.70,0.14,5.70,,,
Dec,09,15.00,0.01,0.06,-,105,20.70,0.04,1.14,,,
Dec,09,15.50,0.00,0.32,-,131,20.80,-,0.13
Dec,09,16.00,-,0.23,-,272,20.90,-,28.52
Dec,09,16.50,-,0.72,-,53,20.90,-,91.91
Jan,10,0.01,13.79,-,-,-,-,-,3.80
Jan,10,12.50,1.37,-,-,-,21.60,0.88,6.76
Jan,10,13.00,0.97,0.98,57,105,21.50,0.78,10.99
Jan,10,13.50,0.63,0.85,4,32,20.70,0.63,17.54
Jan,10,14.00,0.35,0.45,27,25,19.70,0.46,15.00
Jan,10,14.50,0.17,0.17,39,49,18.30,0.28,6.97
Jan,10,15.00,0.07,0.11,10,10,17.70,0.14,2.75
Feb,10,0.01,13.83,-,-,-,-,-,3.80
Feb,10,13.00,1.10,-,-,-,22.30,0.75,11.26
Feb,10,13.50,0.77,-,-,-,21.60,0.63,16.24
Feb,10,14.00,0.48,0.49,-,-,20.60,0.49,14.19
Feb,10,14.50,0.29,-,-,-,20.20,0.36,8.63
Feb,10,15.00,0.17,-,-,-,20.20,0.24,5.12
Mar,10,0.01,13.61,-,-,-,-,-,-
Mar,10,12.00,1.90,-,-,-,21.20,0.91,4.25
Mar,10,12.50,1.48,-,-,-,21.20,0.84,6.04
Mar,10,13.00,1.12,1.42,-,9,21.50,0.74,9.06
Mar,10,13.50,0.79,0.92,12,40,20.80,0.64,12.86
Mar,10,14.00,0.54,0.65,23,163,20.90,0.52,12.08
Mar,10,14.50,0.31,0.49,16,49,19.40,0.39,6.94
Mar,10,15.00,0.18,0.26,10,188,19.20,0.28,4.03
Mar,10,15.50,0.10,0.16,5,69,18.90,0.18,2.24
Mar,10,16.00,0.06,0.23,-,47,19.20,0.12,1.23
Mar,10,16.50,0.03,0.44,-,5,19.30,0.07,0.67
Jun,10,0.01,13.78,-,-,-,-,-,1.01
Jun,10,12.00,2.00,2.47,-,2,21.40,0.87,3.68
Jun,10,12.50,1.69,-,-,-,23.40,0.79,6.02
Jun,10,13.00,1.29,1.39,-,1,21.40,0.73,7.42
Jun,10,13.50,1.02,-,-,-,21.70,0.65,10.33
Jun,10,14.00,0.77,0.78,-,30,21.10,0.56,9.76
Jun,10,14.50,0.55,1.30,-,5,20.20,0.47,6.91
Jun,10,15.00,0.39,0.71,-,5,20.00,0.38,4.88
Jun,10,15.50,0.28,0.36,-,70,20.30,0.31,3.61
Jun,10,16.00,0.19,0.46,-,20,20.00,0.23,2.41
Sep,10,0.01,13.64,-,-,-,-,-,-
Sep,10,12.50,1.83,-,-,-,22.40,0.79,5.48
Sep,10,13.00,1.52,-,-,-,22.40,0.73,7.16
Sep,10,13.50,1.24,-,-,1,22.10,0.66,9.07
Sep,10,14.00,0.98,1.11,-,43,21.70,0.59,8.71
Sep,10,14.50,0.74,0.83,-,20,20.80,0.52,6.55
Sep,10,15.00,0.60,0.95,-,5,21.40,0.45,5.31
Sep,10,15.50,0.42,0.47,-,39,20.30,0.38,3.71
Jun,11,14.00,1.59,1.91,-,8,26.20,0.62,7.35
Dec,12,13.00,2.30,-,-,-,21.10,0.79,3.78
Asciano Grp Last Sale Price $1.61,,,,,,,,,
Nov,09,0.01,1.60,-,90,-,-,1.00,-
Dec,09,0.01,1.60,1.63,-,100,-,-,5.41
Dec,09,0.44,1.17,0.68,-,30,43.40,1.00,-
Dec,09,0.70,0.91,0.39,-,10,43.40,1.00,-
Dec,09,0.79,0.81,0.76,-,-,43.40,1.00,-
Dec,09,0.87,0.73,0.65,-,30,43.40,1.00,-
Dec,09,0.96,0.65,0.59,-,15,43.40,1.00,-
Dec,09,1.05,0.56,0.50,-,10,43.40,1.00,-
Dec,09,1.13,0.47,0.41,-,2,43.40,1.00,-
Dec,09,1.22,0.39,0.27,-,1000,43.40,1.00,-
Dec,09,1.31,0.30,0.38,-,728,43.40,0.98,5.41
Dec,09,1.40,0.22,0.20,-,3748,43.40,0.92,10.83
Dec,09,1.48,0.14,0.18,-,830,43.40,0.81,21.66
Dec,09,1.57,0.09,0.12,18,2463,43.40,0.62,54.15
Dec,09,1.66,0.04,0.04,1394,3235,41.00,0.39,43.32
Dec,09,1.75,0.01,0.03,1927,3902,39.80,0.20,16.24
Dec,09,1.96,0.00,0.07,-,1008,39.80,0.02,1.08
Dec,09,2.18,-,0.04,-,150,39.80,-,37.90
Dec,09,2.40,-,-,-,1000,39.80,-,-
Jan,10,0.01,1.61,-,-,90,-,-,3.61
Jan,10,1.40,0.24,-,-,-,38.70,0.84,12.63
Jan,10,1.48,0.18,-,-,-,38.70,0.74,19.85
Jan,10,1.57,0.13,0.12,50,-,38.70,0.61,32.49
Jan,10,1.66,0.08,0.09,409,420,37.70,0.47,28.88
Jan,10,1.75,0.04,0.04,359,281,34.90,0.32,16.24
Feb,10,0.01,1.61,-,-,-,-,-,3.75
Feb,10,1.48,0.20,-,-,-,41.00,0.72,19.99
Feb,10,1.57,0.16,-,-,-,41.00,0.61,29.99
Feb,10,1.66,0.11,-,-,-,40.10,0.50,27.49
Feb,10,1.75,0.07,-,-,-,39.10,0.39,18.74
Mar,10,0.01,1.62,-,-,-,-,-,3.82
