Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4325.8 at 16:34 21/5/2010  Report at 19:25 Friday 21/5/2010. Processed 14:37 Sunday 23/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.15,,,,,,,,,,,,
May,10,0.01,14.15,-,-,-,-,1.00,3.69,,,
May,10,12.50,1.66,-,-,-,31.50,1.00,3.69,,,
May,10,13.00,1.17,-,-,-,31.30,0.98,5.53,,,
May,10,13.50,0.69,-,-,-,31.00,0.89,14.74,,,
May,10,14.00,0.30,-,-,3,28.80,0.63,55.28,,,
May,10,14.50,0.07,0.10,12,43,26.50,0.25,25.80,,,
May,10,15.00,0.01,0.11,3,201,26.70,0.05,3.32,,,
May,10,15.50,0.00,0.11,-,160,26.70,-,0.37,,,
May,10,16.00,-,0.17,-,89,26.70,-,64.49,,,
May,10,16.50,-,-,-,8,26.70,-,-,,,
Jun,10,0.01,14.20,-,-,-,-,-,4.42,,,
Jun,10,12.00,2.21,2.47,-,-,24.00,0.99,4.05,,,
Jun,10,12.50,1.72,2.06,-,1,24.00,0.96,5.16,,,
Jun,10,13.00,1.26,1.40,-,5,24.00,0.90,8.11,,,
Jun,10,13.50,0.85,1.80,-,5,24.00,0.77,15.11,,,
Jun,10,14.00,0.53,1.12,1,53,24.00,0.60,27.64,,,
Jun,10,14.50,0.27,0.28,22,234,22.70,0.41,19.90,,,
Jun,10,15.00,0.12,0.23,30,299,22.30,0.23,8.84,,,
Jun,10,15.50,0.04,0.11,-,347,20.50,0.09,2.58,,,
Jun,10,16.00,0.04,0.04,13,58,25.70,0.07,2.58,,,
Jul,10,0.01,14.27,-,-,-,-,-,4.79,,,
Jul,10,12.50,1.82,-,-,-,23.30,0.92,6.26,,,
Jul,10,13.00,1.40,-,-,-,23.30,0.84,9.03,,,
Jul,10,13.50,1.02,-,-,-,23.30,0.73,13.82,,,
Jul,10,14.00,0.71,-,-,1,23.30,0.60,20.82,,,
