Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4773.4 at 16:35 5/3/2010  Report at 19:05 Friday 5/3/2010. Processed 11:22 Sunday 7/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.47,,,,,,,,,,,,
Mar,10,0.01,14.49,-,-,-,-,-,3.60,,,
Mar,10,12.50,2.00,-,-,-,14.90,1.00,3.00,,,
Mar,10,13.00,1.50,0.98,-,-,14.80,1.00,3.60,,,
Mar,10,13.50,1.00,1.05,2,2,14.80,0.98,4.20,,,
Mar,10,14.00,0.54,0.48,212,9,14.70,0.86,8.41,,,
Mar,10,14.50,0.19,0.21,198,306,13.90,0.52,22.82,,,
Mar,10,15.00,0.04,0.06,16,155,13.40,0.15,4.20,,,
Mar,10,15.50,0.00,0.01,-,65,13.40,0.02,0.36,,,
Mar,10,16.00,-,0.23,-,47,13.40,-,28.23,,,
Mar,10,16.50,-,0.44,-,5,13.40,-,52.85,,,
Apr,10,0.01,14.55,-,-,-,-,-,4.05,,,
Apr,10,12.50,2.04,-,-,-,13.80,1.00,3.38,,,
Apr,10,13.00,1.55,-,-,-,13.70,0.99,3.83,,,
Apr,10,13.50,1.08,1.10,8,-,13.60,0.93,4.95,,,
Apr,10,14.00,0.66,0.71,67,1,13.50,0.79,8.33,,,
Apr,10,14.50,0.30,0.33,256,217,12.30,0.57,13.74,,,
Apr,10,15.00,0.12,0.13,120,50,12.60,0.30,5.41,,,
Apr,10,15.50,0.03,-,-,-,12.40,0.11,1.35,,,
May,10,0.01,14.60,-,-,-,-,-,4.20,,,
May,10,12.50,2.09,-,-,-,13.80,0.99,3.60,,,
May,10,13.00,1.61,-,-,-,13.80,0.97,4.05,,,
May,10,13.50,1.15,-,-,-,13.80,0.90,5.41,,,
May,10,14.00,0.75,-,-,3,13.80,0.77,8.41,,,
May,10,14.50,0.42,0.39,17,31,13.50,0.58,12.76,,,
May,10,15.00,0.20,0.22,34,32,12.80,0.37,5.86,,,
May,10,15.50,0.09,-,-,-,13.30,0.20,2.70,,,
Jun,10,0.01,14.65,-,-,-,-,-,4.17,,,
Jun,10,12.00,2.63,2.47,-,-,11.10,1.00,3.49,,,
Jun,10,12.50,2.13,2.06,1,1,11.10,1.00,3.60,,,
Jun,10,13.00,1.67,1.40,-,5,14.50,0.95,4.50,,,
Jun,10,13.50,1.24,0.65,-,5,15.00,0.86,6.08,,,
Jun,10,14.00,0.86,0.76,4,57,15.20,0.74,8.90,,,
Jun,10,14.50,0.56,0.42,218,210,15.00,0.59,12.50,,,
Jun,10,15.00,0.31,0.29,325,127,14.20,0.42,6.98,,,
Jun,10,15.50,0.19,0.18,-,73,15.10,0.28,4.17,,,
Jun,10,16.00,0.09,0.46,-,20,14.80,0.17,2.03,,,
Jul,10,0.01,14.71,-,-,-,-,-,4.29,,,
Jul,10,12.50,2.21,-,-,-,15.10,0.97,4.03,,,
Jul,10,13.00,1.75,-,-,-,15.10,0.92,4.80,,,
Jul,10,13.50,1.34,-,-,-,15.10,0.85,6.26,,,
Jul,10,14.00,0.96,-,-,1,15.10,0.74,8.49,,,
Jul,10,14.50,0.67,0.54,1,1,15.20,0.61,11.41,,,
Jul,10,15.00,0.41,0.45,4,2,14.80,0.46,7.12,,,
Jul,10,15.50,0.25,-,-,-,14.60,0.33,4.29,,,
Aug,10,13.00,1.81,-,-,-,15.10,0.91,4.97,,,
Aug,10,13.50,1.41,-,-,-,15.10,0.84,6.27,,,
Aug,10,14.00,1.04,-,-,-,15.10,0.74,8.29,,,
Aug,10,14.50,0.74,-,-,-,15.10,0.62,10.67,,,
Aug,10,15.00,0.52,0.48,10,10,15.50,0.49,7.50,,,
Aug,10,15.50,0.33,-,-,-,15.10,0.37,4.68,,,
Sep,10,0.01,14.53,-,-,-,-,-,0.87,,,
Sep,10,12.50,2.29,-,-,-,16.40,0.94,4.04,,,
Sep,10,13.00,1.86,-,-,-,16.40,0.89,4.85,,,
Sep,10,13.50,1.46,-,-,7,16.30,0.82,6.09,,,
Sep,10,14.00,1.10,1.11,-,43,15.80,0.73,7.77,,,
Sep,10,14.50,0.81,0.61,56,190,16.10,0.62,10.00,,,
Sep,10,15.00,0.54,0.50,6,11,15.40,0.51,6.71,,,
Sep,10,15.50,0.36,0.36,20,54,15.60,0.40,4.54,,,
Dec,10,0.01,14.71,-,-,-,-,-,2.10,,,
Dec,10,13.00,2.01,-,-,-,19.80,0.83,4.63,,,
Dec,10,13.50,1.66,-,-,-,19.70,0.77,5.88,,,
Dec,10,14.00,1.29,-,-,-,18.70,0.71,7.08,,,
Dec,10,14.50,1.02,-,-,-,18.60,0.64,8.75,,,
Dec,10,15.00,0.75,0.51,-,8,17.90,0.56,6.43,,,
