Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4586.3 at 16:37 6/8/2010  Report at 19:06 Friday 6/8/2010. Processed 17:51 Sunday 8/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.18,,,,,,,,,,,,
Aug,10,0.01,15.21,-,-,-,-,-,4.58,,,
Aug,10,13.00,2.21,-,-,-,2.00,1.00,3.43,,,
Aug,10,13.50,1.72,1.40,5,17,2.00,1.00,4.01,,,
Aug,10,14.00,1.22,1.25,-,14,2.00,1.00,4.01,,,
Aug,10,14.50,0.73,0.50,1,119,14.80,0.92,6.30,,,
Aug,10,15.00,0.33,0.27,80,171,14.40,0.68,17.17,,,
Aug,10,15.50,0.10,0.10,22,149,14.40,0.31,10.88,,,
Aug,10,16.00,0.01,0.08,10,89,14.40,0.07,1.72,,,
Aug,10,16.50,0.00,0.13,-,16,14.40,-,0.11,,,
Sep,10,0.01,14.98,14.82,-,4,-,-,-,,,
Sep,10,13.00,2.23,-,-,5,10.80,1.00,2.45,,,
Sep,10,13.50,1.74,-,-,7,10.80,1.00,2.70,,,
Sep,10,14.00,1.24,0.90,-,44,10.80,0.99,2.70,,,
Sep,10,14.50,0.78,0.44,20,212,14.10,0.86,4.66,,,
Sep,10,15.00,0.41,0.40,45,276,14.90,0.65,11.04,,,
Sep,10,15.50,0.17,0.10,25,267,14.80,0.41,8.10,,,
Sep,10,16.00,0.05,0.40,-,32,14.60,0.21,2.45,,,
Sep,10,16.50,0.01,-,-,-,14.60,0.08,0.49,,,
Oct,10,0.01,15.05,-,-,-,-,-,-,,,
Oct,10,13.00,2.23,-,-,-,14.90,0.99,1.43,,,
Oct,10,13.50,1.74,-,-,-,14.90,0.97,1.57,,,
Oct,10,14.00,1.25,-,-,-,14.90,0.91,2.00,,,
Oct,10,14.50,0.82,0.42,-,10,15.70,0.80,4.15,,,
Oct,10,15.00,0.49,0.47,4,6,15.80,0.65,8.87,,,
Oct,10,15.50,0.26,0.20,28,125,15.50,0.47,7.44,,,
Oct,10,16.00,0.13,0.18,-,8,15.50,0.31,3.58,,,
Nov,10,13.00,2.25,-,-,-,22.50,0.93,1.50,,,
Nov,10,13.50,1.79,-,-,-,22.50,0.87,2.47,,,
Nov,10,14.00,1.30,-,-,-,18.20,0.85,2.68,,,
Nov,10,14.50,1.04,-,-,-,22.50,0.72,7.84,,,
Nov,10,15.00,0.55,-,-,-,15.60,0.65,7.94,,,
Nov,10,15.50,0.32,-,-,6,15.10,0.50,6.76,,,
Nov,10,16.00,0.17,0.18,-,50,15.10,0.35,3.76,,,
Dec,10,0.01,15.16,-,-,-,-,-,-,,,
Dec,10,13.00,2.23,-,-,-,17.40,0.96,0.94,,,
Dec,10,13.50,1.76,1.68,-,1,17.30,0.91,1.37,,,
Dec,10,14.00,1.33,-,-,11,17.30,0.85,2.58,,,
Dec,10,14.50,0.96,0.58,-,13,17.00,0.76,4.81,,,
Dec,10,15.00,0.65,0.42,-,26,16.30,0.65,7.99,,,
Dec,10,15.50,0.40,0.31,18,216,15.40,0.52,6.78,,,
Dec,10,16.00,0.24,0.19,14,55,15.30,0.39,4.12,,,
Dec,10,16.50,0.14,0.32,-,4,15.40,0.28,2.40,,,
Dec,10,17.00,0.08,0.30,-,8,15.60,0.18,1.37,,,
Dec,10,17.50,0.06,0.22,-,10,16.60,0.13,0.94,,,
Jan,11,13.50,1.76,-,-,-,15.20,0.92,1.10,,,
Jan,11,14.00,1.33,-,-,-,15.20,0.86,2.06,,,
Jan,11,14.50,0.97,-,-,-,15.20,0.77,4.05,,,
Jan,11,15.00,0.69,-,-,-,15.20,0.67,7.01,,,
Jan,11,15.50,0.47,-,-,-,15.20,0.55,6.39,,,
Jan,11,16.00,0.30,-,-,-,15.20,0.43,4.19,,,
Mar,11,0.01,15.36,-,-,-,-,-,1.93,,,
Mar,11,13.00,2.29,-,-,-,17.90,0.92,1.20,,,
Mar,11,13.50,1.89,-,-,-,17.80,0.88,2.13,,,
Mar,11,14.00,1.52,1.27,-,8,17.80,0.82,3.54,,,
Mar,11,14.50,1.17,-,-,-,17.10,0.75,5.10,,,
Mar,11,15.00,0.91,1.07,-,6,17.20,0.66,7.55,,,
Mar,11,15.50,0.67,0.52,22,22,16.90,0.57,6.92,,,
Mar,11,16.00,0.45,0.63,-,16,16.00,0.48,4.63,,,
Mar,11,16.50,0.34,0.37,-,25,16.60,0.39,3.49,,,
Jun,11,0.01,15.54,-,-,-,-,-,2.76,,,
Jun,11,13.50,2.02,-,-,-,17.20,0.87,2.58,,,
Jun,11,14.00,1.68,1.33,-,13,17.20,0.82,3.70,,,
Jun,11,14.50,1.37,-,-,-,17.30,0.75,5.15,,,
Jun,11,15.00,1.10,1.03,-,5,17.10,0.68,6.83,,,
Jun,11,15.50,0.86,0.76,-,4,17.00,0.61,6.42,,,
Jun,11,16.00,0.66,0.52,6,71,16.90,0.53,4.93,,,
Dec,12,13.00,3.20,2.56,-,10,18.40,0.85,2.83,,,
Dec,12,17.00,1.29,1.32,-,2,18.60,0.58,3.57,,,
Dec,12,18.00,1.02,1.07,-,15,18.90,0.47,2.83,,,
Jun,14,16.00,2.98,3.02,-,1,24.70,0.72,5.03,,,
Jun,14,16.50,2.79,-,-,-,24.70,0.72,4.72,,,
Asciano Grp Last Sale Price $1.71,,,,,,,,,,,,
Aug,10,0.01,1.71,-,-,-,-,-,5.08,,,
Aug,10,1.50,0.22,-,-,-,42.00,0.92,10.16,,,
Aug,10,1.60,0.13,0.11,12,100,31.00,0.84,15.25,,,
Aug,10,1.70,0.04,0.04,357,808,18.80,0.59,30.49,,,
Aug,10,1.80,0.01,0.01,350,841,21.30,0.17,8.13,,,
Aug,10,1.90,0.00,0.04,300,350,21.50,0.02,1.02,,,
Aug,10,2.00,-,0.12,-,5,21.80,-,116.89,,,
Aug,10,2.25,-,0.04,-,15,22.00,-,35.58,,,
Sep,10,0.01,1.71,-,-,-,-,-,4.36,,,
Sep,10,1.40,0.33,-,-,50,38.30,0.94,6.53,,,
Sep,10,1.50,0.23,-,-,11,32.00,0.89,8.71,,,
Sep,10,1.60,0.14,0.13,-,213,27.70,0.78,15.25,,,
Sep,10,1.70,0.08,0.07,-,514,27.10,0.57,30.49,,,
Sep,10,1.80,0.03,0.03,50,948,21.10,0.30,10.89,,,
Sep,10,1.90,0.01,0.02,-,1074,21.10,0.11,2.61,,,
Sep,10,2.00,0.00,0.02,-,106,21.10,0.03,0.44,,,
Sep,10,2.25,-,0.04,-,380,21.10,-,19.60,,,
Oct,10,0.01,1.72,-,-,-,-,-,5.08,,,
Oct,10,1.50,0.25,-,-,-,32.50,0.84,10.16,,,
Oct,10,1.60,0.17,-,-,10,26.90,0.75,13.98,,,
Oct,10,1.70,0.10,0.09,10,27,24.80,0.59,21.60,,,
Oct,10,1.80,0.06,0.05,-,602,26.70,0.41,15.25,,,
Oct,10,1.90,0.03,0.03,20,422,26.90,0.26,7.62,,,
Nov,10,1.50,0.26,-,-,-,27.30,0.86,8.58,,,
Nov,10,1.60,0.17,-,-,-,22.30,0.77,10.48,,,
Nov,10,1.70,0.10,-,-,20,22.00,0.60,17.15,,,
Nov,10,1.80,0.05,0.08,-,533,19.90,0.40,9.53,,,
Nov,10,1.90,0.03,0.04,-,33,20.80,0.24,4.76,,,
Dec,10,0.01,1.73,-,-,-,-,-,4.57,,,
Dec,10,1.48,0.27,0.54,-,26,20.50,0.92,5.34,,,
