Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4831.5 at 16:35 12/3/2010  Report at 19:06 Friday 12/3/2010. Processed 13:29 Sunday 14/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.95,,,,,,,,,,,,
Mar,10,0.01,14.96,-,-,-,-,-,3.49,,,
Mar,10,13.00,1.97,0.98,-,-,15.80,1.00,3.49,,,
Mar,10,13.50,1.47,1.05,-,2,15.80,1.00,3.49,,,
Mar,10,14.00,0.97,0.74,8,14,15.80,0.99,3.49,,,
Mar,10,14.50,0.50,0.60,160,310,15.80,0.87,8.72,,,
Mar,10,15.00,0.17,0.18,164,213,15.80,0.49,28.77,,,
Mar,10,15.50,0.03,0.01,-,65,16.30,0.14,5.23,,,
Mar,10,16.00,0.00,0.23,25,47,16.30,0.02,0.52,,,
Mar,10,16.50,-,0.44,-,5,16.40,-,76.73,,,
Apr,10,0.01,15.02,-,-,-,-,-,3.99,,,
Apr,10,13.00,2.02,-,-,-,14.80,1.00,3.49,,,
Apr,10,13.50,1.53,1.10,-,-,14.80,0.98,3.99,,,
Apr,10,14.00,1.06,1.15,11,11,14.70,0.92,5.48,,,
Apr,10,14.50,0.65,0.68,107,307,14.70,0.77,9.72,,,
Apr,10,15.00,0.33,0.36,82,167,14.60,0.54,16.44,,,
Apr,10,15.50,0.14,0.14,13,10,14.50,0.30,6.98,,,
Apr,10,16.00,0.04,-,-,-,14.60,0.13,2.24,,,
May,10,0.01,15.07,-,-,-,-,-,4.12,,,
May,10,13.00,2.07,-,-,-,16.40,0.98,3.80,,,
May,10,13.50,1.60,-,-,-,16.30,0.94,4.76,,,
May,10,14.00,1.16,-,-,3,16.30,0.86,6.66,,,
May,10,14.50,0.78,0.69,1,32,16.20,0.73,10.46,,,
May,10,15.00,0.45,0.45,30,34,14.90,0.56,14.11,,,
May,10,15.50,0.23,0.23,13,7,14.60,0.37,7.29,,,
May,10,16.00,0.13,-,-,-,15.80,0.23,4.12,,,
Jun,10,0.01,15.13,-,-,-,-,-,4.30,,,
Jun,10,12.00,3.10,2.47,-,-,17.00,1.00,3.49,,,
Jun,10,12.50,2.61,2.06,-,1,16.90,0.99,3.72,,,
Jun,10,13.00,2.13,1.40,-,5,16.90,0.96,4.30,,,
Jun,10,13.50,1.68,0.65,-,5,17.10,0.91,5.35,,,
Jun,10,14.00,1.26,1.18,4,57,16.80,0.83,7.21,,,
