Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4507.4 at 16:36 30/7/2010  Report at 19:06 Friday 30/7/2010. Processed 18:13 Saturday 31/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
Mar,11,13.00,2.00,-,-,-,19.00,0.88,2.34,,,
Mar,11,13.50,1.63,-,-,-,18.90,0.82,3.69,,,
Mar,11,14.00,1.29,1.27,-,8,18.70,0.75,5.45,,,
Mar,11,14.50,0.94,-,-,-,16.90,0.68,6.96,,,
Mar,11,15.00,0.72,1.07,-,6,17.30,0.59,7.48,,,
Mar,11,15.50,0.53,-,-,-,17.10,0.50,5.45,,,
Mar,11,16.00,0.38,0.63,-,16,17.10,0.41,3.89,,,
Mar,11,16.50,0.26,0.37,-,25,17.00,0.32,2.65,,,
Jun,11,0.01,15.15,-,-,-,-,-,2.89,,,
Jun,11,13.50,1.75,-,-,-,17.70,0.82,3.61,,,
Jun,11,14.00,1.43,1.33,-,13,17.60,0.76,4.96,,,
Jun,11,14.50,1.15,-,-,-,17.40,0.70,6.57,,,
Jun,11,15.00,0.88,1.03,-,5,16.80,0.62,6.57,,,
Jun,11,15.50,0.70,0.76,-,4,17.40,0.54,5.30,,,
Jun,11,16.00,0.54,0.48,11,65,17.40,0.47,4.06,,,
Dec,12,13.00,2.85,2.56,-,10,17.80,0.86,3.05,,,
Dec,12,17.00,1.14,1.32,-,2,18.80,0.58,3.22,,,
Dec,12,18.00,0.92,1.07,-,15,19.40,0.46,2.60,,,
Jun,14,16.00,2.73,3.02,-,1,24.70,0.72,4.73,,,
Jun,14,16.50,2.58,-,-,-,24.70,0.72,4.46,,,
Asciano Grp Last Sale Price $1.69,,,,,,,,,,,,
Jul,10,0.01,1.68,-,-,-,-,1.00,-,,,
Aug,10,0.01,1.69,-,-,-,-,-,3.86,,,
Aug,10,1.50,0.20,-,-,-,39.20,0.89,11.57,,,
Aug,10,1.60,0.12,0.14,-,102,33.30,0.76,23.14,,,
Aug,10,1.70,0.03,0.06,203,453,16.10,0.49,23.14,,,
Aug,10,1.80,0.01,0.02,88,645,24.70,0.20,7.71,,,
Aug,10,1.90,0.00,0.04,-,50,25.50,0.06,2.31,,,
Aug,10,2.00,-,0.12,-,5,26.40,0.01,88.70,,,
Aug,10,2.25,-,0.04,-,15,27.20,-,27.00,,,
Sep,10,0.01,1.69,-,-,-,-,-,3.86,,,
Sep,10,1.40,0.31,-,-,50,38.70,0.92,7.71,,,
Sep,10,1.50,0.22,-,-,11,34.70,0.85,11.57,,,
Sep,10,1.60,0.14,0.13,25,213,28.40,0.74,17.36,,,
Sep,10,1.70,0.06,0.07,40,514,20.60,0.53,21.21,,,
Sep,10,1.80,0.02,0.04,15,898,20.50,0.26,7.71,,,
Sep,10,1.90,0.01,0.02,200,1052,20.50,0.09,1.93,,,
Sep,10,2.00,0.00,0.02,-,106,20.50,0.02,0.39,,,
Sep,10,2.25,-,0.04,-,380,20.50,-,17.36,,,
Oct,10,0.01,1.70,-,-,-,-,-,4.75,,,
Oct,10,1.50,0.23,-,-,-,31.70,0.82,10.68,,,
Oct,10,1.60,0.16,-,-,10,27.60,0.72,15.43,,,
Oct,10,1.70,0.09,0.09,-,27,24.60,0.55,20.17,,,
Oct,10,1.80,0.04,0.05,561,602,23.20,0.36,10.68,,,
Oct,10,1.90,0.02,0.03,116,402,23.20,0.20,4.75,,,
Nov,10,1.50,0.25,-,-,-,30.20,0.81,9.98,,,
Nov,10,1.60,0.17,-,-,-,28.20,0.71,14.52,,,
Nov,10,1.70,0.10,-,-,20,22.60,0.57,17.24,,,
Nov,10,1.80,0.06,0.08,500,533,22.80,0.39,9.98,,,
Nov,10,1.90,0.03,0.04,-,33,23.60,0.25,5.44,,,
Dec,10,0.01,1.72,-,-,-,-,-,5.14,,,
Dec,10,1.48,0.26,0.54,-,26,24.50,0.86,7.35,,,
Dec,10,1.57,0.20,0.23,-,116,24.50,0.76,11.02,,,
Dec,10,1.66,0.14,0.12,-,532,24.50,0.63,15.43,,,
Dec,10,1.75,0.08,0.08,6,215,21.50,0.49,11.75,,,
Dec,10,1.96,0.03,0.06,-,139,23.10,0.22,3.67,,,
Dec,10,2.18,0.01,0.02,60,570,23.30,0.07,1.03,,,
Jan,11,1.50,0.25,-,-,-,21.70,0.85,7.12,,,
Jan,11,1.60,0.17,-,-,-,21.70,0.73,10.09,,,
Jan,11,1.70,0.12,-,-,-,21.70,0.59,14.24,,,
Jan,11,1.80,0.07,-,-,-,21.70,0.44,8.90,,,
Jan,11,1.90,0.04,-,-,-,21.70,0.31,5.34,,,
Mar,11,0.01,1.74,-,-,-,-,-,4.99,,,
Mar,11,1.50,0.28,-,-,-,25.20,0.81,8.17,,,
Mar,11,1.60,0.22,-,-,-,25.10,0.71,11.34,,,
Mar,11,1.70,0.16,-,-,-,24.40,0.60,14.07,,,
Mar,11,1.80,0.11,0.14,-,1020,23.90,0.49,9.98,,,
Mar,11,1.90,0.07,-,-,-,24.30,0.38,6.81,,,
Jun,11,0.01,1.76,-,-,-,-,-,5.25,,,
Jun,11,1.50,0.33,-,-,-,28.40,0.78,8.86,,,
Jun,11,1.60,0.27,0.28,-,50,28.40,0.70,11.49,,,
Jun,11,1.70,0.21,-,-,-,28.10,0.62,13.79,,,
Jun,11,1.80,0.16,-,-,-,27.60,0.54,10.50,,,
Jun,11,1.90,0.13,0.12,-,45,27.10,0.45,8.21,,,
Dec,12,1.13,0.72,-,-,10,30.10,0.94,4.07,,,
Dec,12,1.31,0.60,0.70,-,25,30.10,0.83,5.55,,,
Dec,12,1.40,0.55,0.69,-,8,30.10,0.83,6.42,,,
Dec,12,1.66,0.41,0.06,-,-,30.10,0.75,9.38,,,
Dec,12,1.75,0.37,-,-,-,30.00,0.65,9.13,,,
Dec,12,2.18,0.23,0.20,-,21,30.40,0.54,5.68,,,
Sep,14,1.70,0.71,-,-,-,44.70,0.72,10.10,,,
Sep,14,1.80,0.68,-,-,-,44.70,0.72,9.67,,,
Amcor Ltd Last Sale Price $6.56,,,,,,,,,,,,
Aug,10,0.01,6.40,-,-,-,-,-,-,,,
Aug,10,5.75,0.83,-,-,-,25.10,0.98,3.97,,,
Aug,10,6.00,0.59,0.65,-,2,24.90,0.92,5.96,,,
Aug,10,6.25,0.38,0.60,100,102,24.80,0.79,12.92,,,
Aug,10,6.50,0.20,0.22,42,454,23.20,0.60,26.83,,,
Aug,10,6.75,0.08,0.24,121,374,22.10,0.35,15.90,,,
Aug,10,7.00,0.03,0.04,20,79,21.80,0.16,4.97,,,
Aug,10,7.25,0.01,-,-,-,21.80,0.06,1.19,,,
Aug,10,7.50,0.00,-,-,-,21.80,0.02,0.20,,,
Sep,10,0.01,6.42,-,-,-,-,-,-,,,
Sep,10,4.75,1.83,1.93,-,57,26.20,1.00,1.49,,,
Sep,10,5.00,1.58,1.10,-,13,26.10,1.00,1.49,,,
Sep,10,5.50,1.08,0.73,-,1,25.70,0.97,1.99,,,
Sep,10,5.75,0.83,1.00,-,72,25.60,0.93,2.48,,,
Sep,10,6.00,0.60,0.32,-,107,25.40,0.85,4.47,,,
Sep,10,6.25,0.40,0.42,5,83,25.30,0.74,8.94,,,
Sep,10,6.50,0.23,0.22,3,248,23.70,0.60,16.89,,,
Sep,10,6.75,0.11,0.27,139,220,21.90,0.42,10.93,,,
Sep,10,7.00,0.04,0.09,755,750,21.30,0.26,4.47,,,
Sep,10,7.25,0.02,-,-,-,21.30,0.14,1.99,,,
Sep,10,7.50,0.01,-,-,-,21.30,0.07,0.70,,,
Oct,10,0.01,6.46,-,-,-,-,-,-,,,
Oct,10,5.75,0.84,-,-,-,24.80,0.89,1.83,,,
Oct,10,6.00,0.63,0.57,-,45,24.60,0.82,3.97,,,
Oct,10,6.25,0.44,0.50,-,193,24.40,0.72,7.95,,,
Oct,10,6.50,0.27,0.19,-,2,22.10,0.61,12.84,,,
Oct,10,6.75,0.16,-,-,30,21.20,0.47,9.78,,,
Oct,10,7.00,0.09,0.13,14,28,20.30,0.33,5.20,,,
Oct,10,7.25,0.04,0.12,-,50,20.30,0.21,2.75,,,
Oct,10,7.50,0.02,-,-,-,20.30,0.13,1.22,,,
Nov,10,0.01,6.48,-,-,-,-,-,-,,,
Nov,10,5.75,0.86,-,-,-,26.00,0.86,2.57,,,
Nov,10,6.00,0.67,-,-,-,25.80,0.79,4.91,,,
Nov,10,6.25,0.48,0.59,-,36,24.10,0.71,7.95,,,
Nov,10,6.50,0.30,0.34,-,11,20.70,0.62,11.22,,,
Nov,10,6.75,0.19,0.16,-,6,20.30,0.49,8.88,,,
Nov,10,7.00,0.14,-,-,-,22.30,0.38,6.78,,,
Nov,10,7.25,0.09,-,-,-,22.30,0.28,4.21,,,
Nov,10,7.50,0.06,-,-,-,22.30,0.20,2.57,,,
Dec,10,0.01,6.50,-,-,248,-,-,-,,,
Dec,10,5.50,1.09,0.70,-,2,24.30,0.92,1.14,,,
Dec,10,5.75,0.88,0.80,-,46,24.10,0.86,2.46,,,
Dec,10,6.00,0.68,0.82,-,37,23.90,0.79,4.54,,,
Dec,10,6.25,0.50,0.60,-,462,21.90,0.72,7.00,,,
Dec,10,6.50,0.34,0.47,-,206,21.00,0.62,10.79,,,
Dec,10,6.75,0.23,0.35,-,338,19.90,0.51,8.52,,,
Dec,10,7.00,0.14,0.28,-,188,19.70,0.39,5.49,,,
Dec,10,7.25,0.10,0.17,-,55,19.90,0.29,3.60,,,
Dec,10,7.50,0.06,-,-,-,19.90,0.21,2.08,,,
Jan,11,0.01,6.54,-,-,-,-,-,-,,,
Jan,11,6.00,0.72,-,-,-,22.90,0.79,4.89,,,
Jan,11,6.25,0.56,-,-,-,22.90,0.71,7.80,,,
Jan,11,6.50,0.44,-,-,-,22.90,0.62,11.46,,,
Jan,11,6.75,0.33,-,-,-,22.90,0.53,10.09,,,
Jan,11,7.00,0.24,-,-,-,22.90,0.44,7.34,,,
Mar,11,0.01,6.46,-,-,-,-,-,-,,,
Mar,11,5.50,1.14,1.25,10,10,23.20,0.89,1.75,,,
Mar,11,5.75,0.94,-,-,-,23.10,0.84,3.16,,,
Mar,11,6.00,0.77,-,-,-,23.00,0.78,4.91,,,
Mar,11,6.25,0.60,-,-,-,22.20,0.72,6.90,,,
Mar,11,6.50,0.46,0.54,-,6,21.60,0.64,9.35,,,
Mar,11,6.75,0.34,0.39,-,32,21.00,0.56,7.95,,,
Mar,11,7.00,0.25,0.30,-,4,20.60,0.47,5.73,,,
Mar,11,7.25,0.18,-,-,-,20.70,0.39,4.21,,,
Mar,11,7.50,0.13,-,-,-,20.80,0.31,3.04,,,
Jun,11,0.01,6.54,-,-,-,-,-,-,,,
Jun,11,5.75,1.02,-,-,-,25.30,0.81,3.55,,,
Jun,11,6.00,0.86,-,-,-,25.20,0.76,5.07,,,
Jun,11,6.25,0.70,-,-,40,24.40,0.71,6.60,,,
Jun,11,6.50,0.56,-,-,5,23.80,0.65,8.54,,,
Jun,11,6.75,0.45,-,-,-,23.30,0.59,7.61,,,
Jun,11,7.00,0.35,-,-,-,23.00,0.52,6.00,,,
Jun,11,7.25,0.28,0.46,-,4,22.90,0.46,4.74,,,
Jun,11,7.50,0.22,-,-,-,22.70,0.39,3.64,,,
AMP Ltd Last Sale Price $5.30,,,,,,,,,,,,
Aug,10,0.01,5.31,-,-,-,-,-,4.92,,,
Aug,10,4.75,0.58,-,-,-,30.90,0.92,8.61,,,
Aug,10,5.00,0.35,0.44,15,38,25.80,0.82,13.53,,,
Aug,10,5.25,0.17,0.18,142,247,24.60,0.59,30.74,,,
Aug,10,5.50,0.06,0.07,330,393,21.60,0.30,13.53,,,
Aug,10,5.75,0.02,0.04,55,1371,23.30,0.12,4.92,,,
Aug,10,6.00,0.00,0.02,-,209,23.50,0.03,0.98,,,
Aug,10,6.25,0.00,0.09,-,130,23.70,-,0.25,,,
Aug,10,6.50,-,0.05,-,45,23.80,-,12.30,,,
Aug,10,6.75,-,0.20,-,14,24.00,-,50.42,,,
Aug,10,7.00,-,0.19,-,68,24.20,-,45.50,,,
Sep,10,0.01,5.18,5.41,-,50,-,-,-,,,
Sep,10,4.00,1.32,-,-,1,26.80,1.00,2.46,,,
Sep,10,4.50,0.82,0.77,-,15,26.70,0.96,3.07,,,
Sep,10,4.75,0.59,-,-,-,26.60,0.88,5.53,,,
Sep,10,5.00,0.38,0.44,-,349,25.50,0.77,9.84,,,
Sep,10,5.25,0.20,0.21,423,302,23.30,0.60,19.06,,,
Sep,10,5.50,0.10,0.11,72,849,23.70,0.40,12.30,,,
Sep,10,5.75,0.06,0.06,586,847,26.20,0.25,6.76,,,
Sep,10,6.00,0.03,0.11,-,341,27.10,0.15,3.07,,,
Sep,10,6.25,0.01,0.03,-,596,27.20,0.08,1.23,,,
Sep,10,6.50,0.00,0.03,-,380,27.30,0.04,0.49,,,
Sep,10,6.75,0.00,0.01,-,253,27.40,0.02,0.12,,,
Sep,10,7.00,-,0.11,-,354,27.50,-,12.91,,,
Sep,10,7.25,-,0.10,-,170,27.50,-,11.68,,,
Sep,10,7.50,-,0.11,-,20,27.60,-,12.91,,,
Sep,10,8.00,-,0.19,-,41,27.70,-,22.75,,,
Sep,10,8.50,-,0.14,-,24,27.80,-,17.83,,,
Sep,10,9.00,-,0.09,-,10,27.90,-,11.07,,,
Oct,10,0.01,5.21,-,-,-,-,-,-,,,
Oct,10,4.75,0.61,-,-,-,26.30,0.84,4.54,,,
Oct,10,5.00,0.41,-,-,5,26.10,0.73,8.70,,,
Oct,10,5.25,0.25,0.25,143,672,23.70,0.60,14.76,,,
Oct,10,5.50,0.14,0.17,46,96,24.30,0.45,10.97,,,
Oct,10,5.75,0.09,0.07,19,10,24.60,0.31,6.43,,,
Oct,10,6.00,0.04,0.12,-,2,24.60,0.20,3.41,,,
Oct,10,6.25,0.02,0.14,-,11,24.70,0.12,1.51,,,
Oct,10,6.50,0.01,0.12,-,4,24.70,0.07,0.76,,,
Nov,10,0.01,5.23,-,-,-,-,-,-,,,
Nov,10,4.75,0.66,-,-,-,30.90,0.79,6.37,,,
Nov,10,5.00,0.45,-,-,55,26.60,0.72,8.68,,,
Nov,10,5.25,0.29,-,-,1212,24.90,0.61,14.18,,,
Nov,10,5.50,0.19,0.27,2,19,24.60,0.48,10.71,,,
Nov,10,5.75,0.13,0.13,-,4,25.80,0.36,7.23,,,
Nov,10,6.00,0.07,-,-,-,23.90,0.24,3.76,,,
Dec,10,0.01,5.25,-,-,874,-,-,-,,,
Dec,10,4.00,1.34,1.15,-,62,36.40,0.92,1.64,,,
Dec,10,4.25,1.10,1.14,5,85,33.00,0.90,2.34,,,
Dec,10,4.75,0.67,-,-,-,28.30,0.80,5.62,,,
Dec,10,5.00,0.49,0.81,-,15,27.00,0.71,8.90,,,
Dec,10,5.25,0.34,0.41,29,51,25.10,0.61,13.35,,,
Dec,10,5.50,0.25,0.23,69,692,26.60,0.50,11.71,,,
Dec,10,5.75,0.14,0.14,8,1270,23.30,0.37,6.32,,,
Dec,10,6.00,0.09,0.12,-,369,23.60,0.27,3.98,,,
Dec,10,6.25,0.06,0.07,-,131,24.40,0.20,2.58,,,
Dec,10,6.50,0.03,0.15,-,47,24.00,0.13,1.41,,,
Dec,10,6.75,0.03,0.23,-,143,25.20,0.10,1.17,,,
Dec,10,7.00,0.01,0.17,-,84,25.30,0.07,0.70,,,
Dec,10,7.25,0.01,0.04,-,35,25.40,0.04,0.37,,,
Dec,10,7.75,0.00,0.32,-,40,25.50,0.02,0.14,,,
Dec,10,8.25,0.00,0.28,-,1,25.80,-,-,,,
Jan,11,0.01,5.28,-,-,-,-,-,-,,,
Jan,11,4.75,0.68,-,-,-,25.20,0.81,4.73,,,
Jan,11,5.00,0.52,-,-,-,25.20,0.72,8.14,,,
Jan,11,5.25,0.39,-,-,-,25.20,0.62,12.68,,,
Jan,11,5.50,0.28,-,-,-,25.20,0.52,10.60,,,
Jan,11,5.75,0.20,-,-,-,25.20,0.42,7.38,,,
Mar,11,0.01,5.16,-,-,-,-,-,-,,,
Mar,11,4.75,0.75,-,-,-,28.50,0.78,5.64,,,
Mar,11,5.00,0.57,0.63,-,41,27.30,0.71,7.96,,,
Mar,11,5.25,0.44,-,-,-,26.60,0.63,11.29,,,
Mar,11,5.50,0.32,0.59,120,120,25.80,0.54,9.26,,,
Mar,11,5.75,0.23,0.23,21,96,25.20,0.45,6.51,,,
Mar,11,6.00,0.16,0.40,-,51,24.80,0.37,4.49,,,
Mar,11,6.25,0.11,0.54,-,46,24.70,0.30,3.18,,,
Mar,11,6.50,0.07,0.07,-,343,24.70,0.23,2.17,,,
Mar,11,7.50,0.01,-,-,100,24.70,0.07,0.43,,,
Mar,11,9.00,0.00,-,-,4,24.70,-,-,,,
Jun,11,0.01,5.21,-,-,-,-,-,-,,,
Jun,11,4.75,0.81,-,-,-,30.30,0.76,5.34,,,
Jun,11,5.00,0.65,-,-,-,29.00,0.71,7.22,,,
Jun,11,5.25,0.52,-,-,-,28.30,0.64,9.73,,,
Jun,11,5.50,0.40,-,-,-,27.30,0.57,8.27,,,
Jun,11,5.75,0.29,-,-,-,26.30,0.50,6.18,,,
Jun,11,6.00,0.22,0.22,10,20,26.00,0.43,4.61,,,
Sep,11,5.75,0.38,0.39,-,1,27.80,0.59,6.05,,,
Sep,11,6.00,0.30,-,-,-,27.40,0.48,4.84,,,
Dec,11,5.00,0.77,1.00,-,68,30.30,0.71,6.27,,,
Dec,11,6.00,0.35,0.37,-,108,27.60,0.50,4.72,,,
Dec,11,7.00,0.14,1.21,-,151,25.90,0.28,1.89,,,
Dec,11,7.50,0.09,0.65,-,109,25.40,0.20,1.15,,,
Dec,11,8.00,0.06,0.61,-,11,25.40,0.20,0.74,,,
Dec,11,8.50,0.04,0.27,-,84,25.40,0.13,0.47,,,
Dec,11,10.00,0.01,0.19,-,46,25.40,0.04,0.12,,,
Dec,11,10.50,0.01,0.14,-,11,25.40,0.02,-,,,
Dec,11,11.00,0.00,0.10,-,1,25.40,0.02,-,,,
Dec,11,11.50,0.00,0.08,-,1,25.40,0.01,-,,,
Dec,11,12.00,0.00,0.07,-,141,25.40,0.01,-,,,
Dec,11,12.50,0.00,0.06,-,1,25.40,-,-,,,
Dec,12,4.50,1.20,1.91,-,51,32.20,0.83,3.15,,,
Dec,12,5.00,0.92,1.70,-,190,30.30,0.75,4.84,,,
Dec,12,5.50,0.70,1.12,-,134,29.30,0.65,5.51,,,
Dec,12,8.00,0.22,0.82,-,1,29.50,0.32,1.73,,,
Dec,12,8.50,0.17,0.66,-,5,29.50,0.32,1.38,,,
Mar,13,6.00,0.56,-,-,-,28.30,0.67,3.96,,,
Mar,13,6.25,0.49,0.60,-,10,27.90,0.56,3.47,,,
Dec,13,3.00,2.31,3.47,-,5,19.60,0.99,-,,,
Dec,13,4.00,1.68,1.68,10,242,37.10,0.85,2.11,,,
Jun,14,5.75,0.79,-,-,10,28.80,0.71,3.79,,,
Jun,14,6.00,0.72,1.37,-,13,28.80,0.71,3.47,,,
Sep,14,7.50,0.43,1.23,-,1,27.90,0.50,1.95,,,
Sep,14,7.75,0.38,1.14,-,1,27.60,0.50,1.72,,,
Dec,14,5.00,1.04,-,-,-,27.70,0.81,3.18,,,
ANZ Banking Grp Last Sale Price $23.05,,,,,,,,,,,,
Jul,10,0.01,23.04,-,18,-,-,1.00,-,,,
Aug,10,0.01,23.11,-,-,1,-,-,4.24,,,
Aug,10,18.00,5.11,-,-,3,34.40,1.00,3.39,,,
Aug,10,20.00,3.16,2.55,5,25,33.50,0.95,6.22,,,
Aug,10,20.50,2.70,-,-,29,33.20,0.92,8.48,,,
Aug,10,21.00,2.23,1.75,25,90,31.00,0.88,10.46,,,
Aug,10,21.50,1.74,1.76,5,173,25.80,0.86,10.75,,,
Aug,10,22.00,1.31,1.40,50,250,23.80,0.79,14.70,,,
Aug,10,22.50,0.91,0.84,284,606,22.00,0.69,20.36,,,
Aug,10,23.00,0.56,0.54,763,1542,20.00,0.56,29.13,,,
Aug,10,23.50,0.30,0.28,1018,955,18.60,0.39,17.25,,,
Aug,10,24.00,0.16,0.16,658,816,18.30,0.24,8.77,,,
Aug,10,24.50,0.06,0.07,196,391,16.90,0.11,3.11,,,
Aug,10,25.00,0.02,0.05,10,668,16.90,0.05,1.13,,,
Aug,10,25.50,0.01,0.06,-,126,16.90,0.02,0.40,,,
Aug,10,26.00,0.00,0.02,-,83,16.90,-,0.11,,,
Aug,10,26.50,-,0.12,-,64,16.90,-,6.50,,,
Aug,10,27.50,-,0.05,-,15,16.90,-,2.83,,,
Sep,10,0.01,23.20,-,-,459,-,-,4.67,,,
Sep,10,17.00,6.17,6.25,-,5,30.80,1.00,3.53,,,
Sep,10,18.00,5.19,5.07,-,2,30.60,0.99,3.96,,,
Sep,10,19.50,3.76,-,-,9,30.10,0.94,5.94,,,
Sep,10,20.00,3.31,2.21,-,20,30.00,0.91,7.35,,,
Sep,10,20.50,2.85,3.02,-,39,28.40,0.88,8.48,,,
Sep,10,21.00,2.41,2.26,-,142,27.10,0.85,10.18,,,
Sep,10,21.50,1.99,1.92,2,396,25.70,0.80,12.30,,,
Sep,10,22.00,1.58,1.57,411,681,24.00,0.74,14.85,,,
Sep,10,22.50,1.21,1.13,93,227,22.70,0.66,18.52,,,
Sep,10,23.00,0.88,0.82,319,734,21.70,0.57,23.47,,,
Sep,10,23.50,0.60,0.56,112,432,20.40,0.46,16.97,,,
Sep,10,24.00,0.37,0.35,237,1249,19.00,0.35,10.46,,,
Sep,10,24.50,0.23,0.22,136,1141,19.00,0.25,6.65,,,
Sep,10,25.00,0.14,0.14,85,691,18.70,0.17,3.96,,,
Sep,10,25.50,0.08,0.07,-,292,18.70,0.11,2.26,,,
Sep,10,26.00,0.04,0.10,-,764,18.70,0.07,1.27,,,
Sep,10,26.50,0.03,0.03,1,161,18.70,0.04,0.71,,,
Sep,10,27.00,0.01,0.05,-,129,18.70,0.02,0.28,,,
Sep,10,27.50,0.01,0.13,-,100,18.70,0.01,0.17,,,
Oct,10,0.01,23.32,-,-,-,-,-,4.79,,,
Oct,10,18.01,5.27,-,-,10,24.80,0.99,4.00,,,
Oct,10,18.51,4.92,5.27,-,39,35.70,0.92,6.70,,,
Oct,10,19.01,4.39,3.75,-,4,30.60,0.92,6.18,,,
Oct,10,19.50,3.89,-,-,2,26.30,0.93,5.92,,,
Oct,10,20.00,3.45,-,-,-,26.20,0.90,6.96,,,
Oct,10,20.01,3.33,-,-,3,19.20,0.95,4.96,,,
Oct,10,20.50,3.03,-,-,-,26.10,0.86,8.35,,,
Oct,10,20.51,2.84,-,-,-,17.70,0.94,5.22,,,
Oct,10,21.00,2.63,2.41,-,58,26.00,0.82,10.09,,,
Oct,10,21.50,2.26,2.18,-,20,25.90,0.76,12.35,,,
Oct,10,22.00,1.87,1.96,1,83,24.70,0.71,14.27,,,
Oct,10,22.50,1.51,1.35,3,46,23.60,0.65,16.79,,,
Oct,10,23.00,1.19,1.16,290,386,22.60,0.58,19.84,,,
Oct,10,23.50,0.91,0.88,301,210,21.60,0.50,15.75,,,
Oct,10,24.00,0.67,0.65,31,661,20.90,0.42,11.66,,,
Oct,10,24.01,0.68,-,-,-,21.10,0.42,11.75,,,
Oct,10,24.50,0.47,0.45,300,336,20.20,0.34,8.27,,,
Oct,10,25.00,0.34,0.33,125,115,20.20,0.27,6.00,,,
Oct,10,25.01,0.26,-,-,-,17.70,0.24,4.44,,,
