Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4771.9 at 16:36 22/1/2010  Report at 19:06 Friday 22/1/2010. Processed 19:49 Friday 22/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.79,,,,,,,,,,,,
Jan,10,0.01,13.79,-,-,-,-,1.00,3.78,,,
Jan,10,12.50,1.30,-,-,-,36.30,0.98,3.78,,,
Jan,10,13.00,0.82,1.32,-,81,34.50,0.92,11.34,,,
Jan,10,13.50,0.32,0.45,-,32,16.50,0.86,11.34,,,
Jan,10,14.00,0.03,0.04,34,196,14.00,0.22,11.34,,,
Jan,10,14.50,-,0.01,13,185,14.20,-,3.78,,,
Jan,10,15.00,-,0.11,-,10,14.20,-,41.59,,,
Feb,10,0.01,13.83,-,-,-,-,-,3.78,,,
Feb,10,12.50,1.34,-,-,-,15.90,0.98,3.78,,,
Feb,10,13.00,0.87,-,-,-,15.80,0.91,6.05,,,
Feb,10,13.50,0.47,0.74,-,24,15.80,0.72,13.23,,,
Feb,10,14.00,0.20,0.20,3,98,15.80,0.43,14.75,,,
Feb,10,14.50,0.04,0.14,-,112,14.40,0.16,3.40,,,
Feb,10,15.00,0.01,0.07,-,38,14.40,0.04,0.60,,,
Mar,10,0.01,13.62,-,-,-,-,-,-,,,
Mar,10,12.00,1.85,-,-,-,17.40,0.98,2.52,,,
Mar,10,12.50,1.37,-,-,-,17.30,0.94,3.15,,,
Mar,10,13.00,0.91,1.42,-,12,17.20,0.84,5.04,,,
Mar,10,13.50,0.51,0.92,-,43,15.80,0.70,9.24,,,
Mar,10,14.00,0.23,0.23,33,246,15.20,0.48,9.66,,,
Mar,10,14.50,0.08,0.09,29,178,14.80,0.26,3.36,,,
Mar,10,15.00,0.03,0.07,18,300,15.60,0.13,1.26,,,
Mar,10,15.50,0.01,0.16,-,69,15.70,0.05,0.38,,,
Mar,10,16.00,0.00,0.23,-,47,15.80,0.02,-,,,
Mar,10,16.50,-,0.44,-,5,15.90,-,18.49,,,
Jun,10,0.01,13.77,-,-,-,-,-,-,,,
Jun,10,12.00,1.87,2.47,-,2,16.80,0.94,1.37,,,
Jun,10,12.50,1.43,1.80,-,1,16.80,0.88,2.32,,,
Jun,10,13.00,1.04,1.40,-,3,16.80,0.79,4.38,,,
Jun,10,13.50,0.72,-,-,-,16.50,0.68,7.48,,,
Jun,10,14.00,0.47,0.66,-,59,16.20,0.56,8.16,,,
Jun,10,14.50,0.29,0.33,7,176,16.10,0.42,5.07,,,
Jun,10,15.00,0.17,0.23,13,24,15.80,0.30,2.84,,,
Jun,10,15.50,0.09,0.18,-,73,15.80,0.20,1.55,,,
Jun,10,16.00,0.04,0.46,-,20,15.80,0.12,0.77,,,
Sep,10,0.01,13.64,-,-,-,-,-,-,,,
Sep,10,12.50,1.61,-,-,-,18.20,0.84,3.46,,,
Sep,10,13.00,1.27,-,-,-,18.20,0.77,5.19,,,
Sep,10,13.50,0.96,-,-,1,17.90,0.69,7.29,,,
Sep,10,14.00,0.70,1.11,-,43,17.60,0.59,7.62,,,
Sep,10,14.50,0.51,0.67,-,22,17.60,0.50,5.46,,,
Sep,10,15.00,0.35,0.95,-,5,17.40,0.40,3.78,,,
Sep,10,15.50,0.23,0.39,-,43,17.40,0.32,2.54,,,
Dec,10,0.01,13.81,-,-,-,-,-,0.20,,,
Dec,10,13.00,1.47,-,-,-,21.10,0.74,5.36,,,
Dec,10,15.00,0.55,-,-,-,19.80,0.47,4.29,,,
Jun,11,14.00,1.32,1.33,1,8,23.10,0.62,6.74,,,
Dec,12,13.00,2.66,-,-,-,26.70,0.77,4.65,,,
Dec,12,18.00,1.14,1.18,-,2,26.40,0.46,2.84,,,
