Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4600.7 at 16:40 10/9/2010  Report at 19:06 Friday 10/9/2010. Processed 16:18 Sunday 12/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.59,,,,,,,,,,,,
Sep,10,0.01,15.61,14.82,4,4,-,-,4.18,,,
Sep,10,13.00,2.61,2.05,-,-,17.40,1.00,3.34,,,
Sep,10,13.50,2.11,-,-,-,17.30,1.00,3.34,,,
Sep,10,14.00,1.61,1.40,1,1,17.30,1.00,3.34,,,
Sep,10,14.50,1.12,0.97,10,10,17.30,0.99,4.18,,,
Sep,10,15.00,0.64,0.57,14,14,17.00,0.90,8.36,,,
Sep,10,15.50,0.23,0.22,57,304,13.90,0.62,22.58,,,
Sep,10,16.00,0.03,0.40,-,32,12.40,0.16,5.02,,,
Sep,10,16.50,0.00,-,-,-,12.40,0.01,0.17,,,
Oct,10,0.01,15.68,-,-,-,-,-,4.54,,,
Oct,10,13.50,2.17,-,-,-,17.30,0.99,4.06,,,
Oct,10,14.00,1.69,-,-,-,17.10,0.97,4.54,,,
Oct,10,14.50,1.22,0.42,-,-,17.00,0.91,6.21,,,
Oct,10,15.00,0.78,0.70,23,76,15.00,0.81,8.84,,,
Oct,10,15.50,0.41,0.30,41,415,14.10,0.61,15.53,,,
Oct,10,16.00,0.17,0.11,1,121,13.40,0.36,8.36,,,
Oct,10,16.50,0.06,-,-,-,13.30,0.16,2.87,,,
Nov,10,0.01,15.73,-,-,-,-,-,4.71,,,
Nov,10,13.50,2.23,-,-,-,16.10,0.98,4.26,,,
Nov,10,14.00,1.75,-,-,-,16.00,0.95,4.86,,,
Nov,10,14.50,1.30,-,-,-,16.00,0.88,6.39,,,
Nov,10,15.00,0.90,0.52,-,63,15.40,0.78,9.27,,,
Nov,10,15.50,0.55,0.41,8,68,14.80,0.62,13.99,,,
Nov,10,16.00,0.29,0.25,3,84,14.20,0.43,8.82,,,
Nov,10,16.50,0.14,0.14,179,179,14.20,0.26,4.26,,,
Dec,10,0.01,15.79,-,-,4,-,-,4.68,,,
Dec,10,13.50,2.28,1.68,-,3,14.10,0.99,4.24,,,
Dec,10,14.00,1.80,-,-,11,14.10,0.95,4.79,,,
Dec,10,14.50,1.36,0.95,-,17,14.10,0.89,5.91,,,
Dec,10,15.00,0.98,0.42,-,79,14.90,0.77,8.70,,,
Dec,10,15.50,0.61,0.38,-,274,13.60,0.63,11.59,,,
Dec,10,16.00,0.38,0.27,5,63,13.90,0.46,8.36,,,
Dec,10,16.50,0.20,0.32,-,4,13.50,0.30,4.35,,,
Dec,10,17.00,0.10,0.30,-,8,13.60,0.18,2.12,,,
Dec,10,17.50,0.05,0.22,-,10,14.00,0.10,1.11,,,
Jan,11,13.50,2.36,-,-,-,14.80,0.97,4.43,,,
Jan,11,14.00,1.90,-,-,-,14.80,0.93,5.10,,,
Jan,11,14.50,1.47,-,-,-,14.80,0.86,6.27,,,
Jan,11,15.00,1.09,-,-,-,14.80,0.76,8.28,,,
Jan,11,15.50,0.73,-,-,63,13.80,0.64,10.70,,,
Jan,11,16.00,0.47,-,-,-,13.60,0.50,7.78,,,
Jan,11,16.50,0.29,0.28,10,10,13.80,0.36,4.85,,,
Feb,11,14.00,1.99,-,-,-,15.90,0.90,5.50,,,
Feb,11,14.50,1.53,-,-,5,14.40,0.86,6.20,,,
Feb,11,15.00,1.17,-,-,-,14.80,0.76,8.08,,,
Feb,11,15.50,0.90,-,-,-,15.90,0.64,11.22,,,
Feb,11,16.00,0.58,0.34,-,10,14.50,0.52,8.08,,,
Feb,11,16.50,0.36,-,-,-,14.10,0.39,5.09,,,
Mar,11,0.01,15.69,-,-,-,-,-,1.31,,,
Mar,11,13.50,2.44,-,-,-,15.70,0.94,4.18,,,
Mar,11,14.00,2.00,1.27,-,8,15.70,0.90,4.90,,,
Mar,11,14.50,1.59,-,-,-,15.60,0.83,5.91,,,
Mar,11,15.00,1.20,1.07,-,13,15.00,0.76,7.29,,,
Mar,11,15.50,0.88,0.47,-,29,15.00,0.65,9.44,,,
Mar,11,16.00,0.61,0.63,1,16,14.80,0.54,7.35,,,
Mar,11,16.50,0.42,0.37,-,25,14.80,0.43,5.02,,,
Jun,11,0.01,15.89,-,-,-,-,-,2.49,,,
Jun,11,13.50,2.50,-,-,-,16.70,0.91,3.39,,,
Jun,11,14.00,2.10,2.00,1,13,16.70,0.87,4.12,,,
Jun,11,14.50,1.73,-,-,-,16.70,0.81,5.18,,,
