Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4532.5 at 16:45 5/2/2010  Report at 19:06 Friday 5/2/2010. Processed 18:17 Sunday 7/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.82,,,,,,,,,,,,
Feb,10,0.01,13.84,-,-,-,-,-,3.77,,,
Feb,10,12.50,1.35,-,-,-,16.50,1.00,3.14,,,
Feb,10,13.00,0.85,-,-,-,16.40,0.96,4.40,,,
Feb,10,13.50,0.42,0.60,17,26,16.30,0.76,13.21,,,
Feb,10,14.00,0.13,0.15,157,284,15.00,0.40,16.35,,,
Feb,10,14.50,0.02,0.04,24,104,14.30,0.09,2.52,,,
Feb,10,15.00,0.00,0.07,-,38,14.40,0.01,0.13,,,
Feb,10,15.50,-,-,-,-,14.40,-,-,,,
Mar,10,0.01,13.62,-,-,-,-,-,-,,,
Mar,10,12.00,1.86,-,-,-,17.00,0.99,1.89,,,
Mar,10,12.50,1.36,-,-,-,17.00,0.96,2.16,,,
Mar,10,13.00,0.89,1.42,-,16,17.00,0.87,3.77,,,
Mar,10,13.50,0.49,0.47,9,75,17.00,0.70,9.16,,,
Mar,10,14.00,0.23,0.28,113,418,17.00,0.48,12.13,,,
Mar,10,14.50,0.07,0.07,13,181,16.00,0.25,3.77,,,
Mar,10,15.00,0.02,0.04,14,169,16.00,0.11,1.08,,,
Mar,10,15.50,0.00,0.01,4,69,16.00,0.03,0.22,,,
Mar,10,16.00,0.00,0.23,-,47,16.00,-,-,,,
Mar,10,16.50,-,0.44,-,5,16.00,-,23.72,,,
Apr,10,0.01,13.68,-,-,-,-,-,-,,,
Apr,10,12.50,1.36,-,-,-,14.80,0.95,1.26,,,
Apr,10,13.00,0.90,-,-,-,14.80,0.86,2.36,,,
Apr,10,13.50,0.55,-,-,-,16.30,0.70,7.07,,,
Apr,10,14.00,0.26,0.26,17,10,14.70,0.52,8.02,,,
Apr,10,14.50,0.14,0.20,6,6,16.20,0.34,4.56,,,
Apr,10,15.00,0.04,-,-,-,14.80,0.17,1.41,,,
Apr,10,15.50,0.01,-,-,-,14.80,0.08,0.47,,,
May,10,0.01,13.72,-,-,-,-,-,-,,,
May,10,12.50,1.37,-,-,-,15.40,0.92,1.18,,,
May,10,13.00,0.94,-,-,-,15.40,0.83,2.71,,,
May,10,13.50,0.59,-,-,-,15.40,0.70,6.37,,,
May,10,14.00,0.35,-,-,-,15.60,0.54,8.25,,,
May,10,14.50,0.18,-,-,-,15.20,0.37,4.24,,,
May,10,15.00,0.09,-,-,-,15.40,0.24,2.12,,,
