Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4577.6 at 16:40 3/9/2010  Report at 19:07 Friday 3/9/2010. Processed 17:20 Sunday 5/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.40,,,,,,,,,,,,
Sep,10,0.01,15.13,14.82,-,4,-,-,-,,,
Sep,10,13.00,2.40,2.05,-,3,2.00,1.00,0.56,,,
Sep,10,13.50,1.91,-,-,7,2.00,1.00,0.56,,,
Sep,10,14.00,1.41,1.21,1,43,2.00,1.00,0.56,,,
Sep,10,14.50,0.91,0.90,30,200,2.00,1.00,0.56,,,
Sep,10,15.00,0.41,0.41,184,362,2.00,1.00,0.56,,,
Sep,10,15.50,0.06,0.05,62,277,12.10,0.46,6.21,,,
Sep,10,16.00,0.00,0.40,-,32,12.10,0.11,0.45,,,
Sep,10,16.50,-,-,-,-,12.10,0.01,-,,,
Oct,10,0.01,15.20,-,-,-,-,-,-,,,
Oct,10,13.50,1.91,-,-,-,2.00,1.00,0.21,,,
Oct,10,14.00,1.41,-,-,-,2.00,1.00,0.21,,,
Oct,10,14.50,0.91,0.42,15,16,2.00,1.00,0.21,,,
Oct,10,15.00,0.43,0.26,10,58,12.60,0.77,1.27,,,
Oct,10,15.50,0.18,0.19,74,374,12.80,0.53,7.62,,,
Oct,10,16.00,0.07,0.06,7,113,13.10,0.29,2.75,,,
Oct,10,16.50,0.02,-,-,-,13.10,0.12,0.85,,,
Nov,10,0.01,15.25,-,-,-,-,-,-,,,
Nov,10,13.50,1.91,-,-,-,2.00,1.00,0.14,,,
Nov,10,14.00,1.41,-,-,-,2.00,1.00,0.14,,,
Nov,10,14.50,0.91,-,-,-,2.00,1.00,0.14,,,
Nov,10,15.00,0.53,0.52,63,14,13.40,0.74,3.53,,,
Nov,10,15.50,0.27,0.24,32,45,13.00,0.56,7.62,,,
Nov,10,16.00,0.13,0.13,16,79,13.20,0.36,3.67,,,
Nov,10,16.50,0.05,-,-,11,13.20,0.20,1.41,,,
Dec,10,0.01,15.31,-,-,-,-,-,-,,,
Dec,10,13.50,1.91,1.68,-,4,14.80,0.97,0.11,,,
Dec,10,14.00,1.41,-,-,11,14.70,0.92,0.11,,,
Dec,10,14.50,0.98,0.95,-,17,14.80,0.84,1.80,,,
Dec,10,15.00,0.62,0.42,6,73,13.60,0.73,4.66,,,
Dec,10,15.50,0.37,0.38,58,246,13.50,0.57,7.83,,,
Dec,10,16.00,0.19,0.17,2,62,13.20,0.40,4.02,,,
Dec,10,16.50,0.11,0.32,-,4,13.90,0.26,2.22,,,
Dec,10,17.00,0.04,0.30,-,8,13.70,0.15,0.95,,,
Dec,10,17.50,0.02,0.22,-,10,13.70,0.08,0.42,,,
Jan,11,13.50,1.91,-,-,-,14.80,0.96,0.16,,,
Jan,11,14.00,1.48,-,-,-,14.80,0.91,1.21,,,
Jan,11,14.50,1.09,-,-,-,14.80,0.83,3.06,,,
Jan,11,15.00,0.77,-,-,-,14.80,0.72,5.97,,,
Jan,11,15.50,0.48,-,63,-,13.80,0.59,7.74,,,
Jan,11,16.00,0.31,-,-,-,14.40,0.45,5.00,,,
Jan,11,16.50,0.18,-,-,-,14.40,0.32,2.90,,,
Feb,11,14.00,1.58,-,-,-,15.90,0.88,2.37,,,
Feb,11,14.50,1.16,-,5,-,14.40,0.83,3.45,,,
Feb,11,15.00,0.85,-,-,-,14.80,0.72,6.16,,,
Feb,11,15.50,0.64,-,-,-,15.90,0.60,8.60,,,
Feb,11,16.00,0.40,0.34,10,10,15.00,0.48,5.42,,,
Feb,11,16.50,0.25,-,-,-,14.90,0.36,3.39,,,
Mar,11,0.01,15.19,-,-,-,-,-,-,,,
Mar,11,13.50,1.99,-,-,-,15.20,0.93,1.05,,,
Mar,11,14.00,1.58,1.27,-,8,15.20,0.88,2.04,,,
Mar,11,14.50,1.21,-,-,-,15.20,0.81,3.56,,,
Mar,11,15.00,0.88,1.07,10,13,15.00,0.72,5.60,,,
Mar,11,15.50,0.60,0.47,4,29,14.70,0.61,7.06,,,
Mar,11,16.00,0.40,0.63,-,16,14.40,0.50,4.61,,,
