Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4643.0 at 16:36 14/5/2010  Report at 19:06 Friday 14/5/2010. Processed 13:09 Sunday 16/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.82,,,,,,,,,,,,
May,10,0.01,14.84,-,-,-,-,-,4.40,,,
May,10,13.00,1.84,-,-,-,16.00,1.00,3.52,,,
May,10,13.50,1.34,-,-,-,16.00,1.00,3.52,,,
May,10,14.00,0.84,-,-,3,16.00,0.98,4.40,,,
May,10,14.50,0.41,0.36,22,53,16.80,0.78,14.95,,,
May,10,15.00,0.12,0.10,119,204,16.50,0.38,20.23,,,
May,10,15.50,0.02,0.11,24,160,16.60,0.09,3.52,,,
May,10,16.00,0.00,0.17,24,89,16.60,-,0.18,,,
May,10,16.50,-,-,-,8,16.60,-,-,,,
Jun,10,0.01,14.89,-,-,-,-,-,4.69,,,
Jun,10,12.00,2.88,2.47,-,-,16.70,1.00,3.81,,,
Jun,10,12.50,2.38,2.06,-,1,16.70,1.00,3.81,,,
Jun,10,13.00,1.89,1.40,-,5,16.60,0.99,4.10,,,
Jun,10,13.50,1.41,1.80,-,5,16.60,0.97,4.98,,,
Jun,10,14.00,0.94,1.12,-,53,16.60,0.88,7.33,,,
Jun,10,14.50,0.56,0.78,1,216,16.50,0.71,14.07,,,
Jun,10,15.00,0.27,0.23,76,299,16.10,0.47,15.83,,,
Jun,10,15.50,0.10,0.11,3,347,15.60,0.24,5.86,,,
Jun,10,16.00,0.03,0.19,-,56,15.60,0.09,1.76,,,
Jun,10,16.50,0.01,-,-,-,15.60,0.03,0.47,,,
Jul,10,0.01,14.96,-,-,-,-,-,4.80,,,
Jul,10,13.00,1.96,-,-,-,16.60,0.97,4.48,,,
Jul,10,13.50,1.50,-,-,-,16.60,0.92,5.60,,,
Jul,10,14.00,1.07,-,-,1,16.60,0.83,8.00,,,
Jul,10,14.50,0.71,4.48,-,1,16.60,0.69,12.47,,,
Jul,10,15.00,0.44,4.29,-,12,16.60,0.52,13.91,,,
Jul,10,15.50,0.23,0.30,-,13,16.10,0.34,7.20,,,
Jul,10,16.00,0.11,3.92,-,6,16.10,0.20,3.52,,,
Jul,10,16.50,0.05,-,-,2,16.10,0.10,1.60,,,
Aug,10,13.00,2.03,-,-,-,17.40,0.95,4.93,,,
Aug,10,13.50,1.59,-,-,-,17.40,0.89,6.22,,,
Aug,10,14.00,1.19,-,-,-,17.50,0.80,8.56,,,
Aug,10,14.50,0.84,-,-,-,17.50,0.68,12.20,,,
Aug,10,15.00,0.55,0.48,-,13,16.80,0.54,12.78,,,
Aug,10,15.50,0.33,-,-,6,16.30,0.39,7.62,,,
Aug,10,16.00,0.20,-,-,20,16.90,0.27,4.69,,,
Aug,10,16.50,0.16,0.13,2,16,19.40,0.20,3.75,,,
Sep,10,0.01,14.79,-,-,-,-,-,-,,,
Sep,10,13.00,2.06,-,-,-,17.50,0.93,4.44,,,
Sep,10,13.50,1.62,-,-,7,17.50,0.87,5.56,,,
Sep,10,14.00,1.22,1.11,-,44,17.40,0.79,7.41,,,
Sep,10,14.50,0.86,1.16,2,192,16.90,0.68,10.00,,,
Sep,10,15.00,0.58,0.91,-,20,16.90,0.56,10.83,,,
Sep,10,15.50,0.37,0.47,-,138,16.60,0.43,6.85,,,
Sep,10,16.00,0.23,0.40,-,32,16.90,0.31,4.26,,,
Sep,10,16.50,0.14,-,-,-,17.30,0.22,2.59,,,
Oct,10,13.50,1.63,-,-,-,17.10,0.86,4.54,,,
Oct,10,14.00,1.25,-,-,-,17.10,0.78,6.23,,,
Oct,10,14.50,0.91,-,-,-,17.10,0.68,8.65,,,
Oct,10,15.00,0.65,-,-,-,17.10,0.57,9.46,,,
Oct,10,15.50,0.44,-,-,-,17.10,0.46,6.38,,,
Oct,10,16.00,0.28,-,-,-,17.10,0.35,4.18,,,
Dec,10,0.01,14.98,-,-,-,-,-,1.81,,,
Dec,10,13.00,2.14,-,-,-,19.20,0.88,3.52,,,
Dec,10,13.50,1.75,-,-,-,19.20,0.82,4.67,,,
Dec,10,14.00,1.39,-,-,-,19.20,0.76,6.27,,,
Dec,10,14.50,1.07,-,-,-,18.80,0.68,8.25,,,
Dec,10,15.00,0.81,1.01,-,33,18.60,0.59,8.91,,,
Dec,10,15.50,0.60,0.65,-,6,18.40,0.50,6.60,,,
