Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4472.4 at 16:37 4/6/2010  Report at 19:06 Friday 4/6/2010. Processed 14:08 Sunday 6/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.38,,,,,,,,,,,,
Jun,10,0.01,14.40,-,-,-,-,-,4.23,,,
Jun,10,12.00,2.41,2.47,-,-,23.50,1.00,3.63,,,
Jun,10,12.50,1.91,2.06,-,1,23.30,1.00,3.63,,,
Jun,10,13.00,1.42,1.12,4,5,23.10,0.97,4.83,,,
Jun,10,13.50,0.95,0.55,2,10,22.90,0.90,9.07,,,
Jun,10,14.00,0.53,0.50,123,260,20.70,0.74,18.13,,,
Jun,10,14.50,0.23,0.25,61,246,19.60,0.46,27.20,,,
Jun,10,15.00,0.07,0.11,58,255,18.80,0.19,7.86,,,
Jun,10,15.50,0.01,0.11,-,347,18.80,0.05,1.81,,,
Jun,10,16.00,0.00,0.04,-,58,18.80,-,0.24,,,
Jun,10,16.50,-,-,-,-,18.80,-,-,,,
Jul,10,0.01,14.47,-,-,-,-,-,4.53,,,
Jul,10,12.50,1.99,-,-,-,21.40,0.97,4.76,,,
Jul,10,13.00,1.52,-,-,-,21.30,0.91,6.57,,,
Jul,10,13.50,1.10,-,-,-,21.20,0.82,9.97,,,
Jul,10,14.00,0.72,0.53,2,4,20.20,0.69,15.64,,,
Jul,10,14.50,0.41,0.45,36,46,18.90,0.52,18.81,,,
Jul,10,15.00,0.22,0.11,30,57,19.00,0.34,9.97,,,
Jul,10,15.50,0.10,0.14,-,13,18.70,0.19,4.53,,,
Jul,10,16.00,0.04,3.92,-,6,18.70,0.09,1.81,,,
