Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4588.8 at 16:39 12/2/2010  Report at 19:05 Friday 12/2/2010. Processed 18:12 Sunday 14/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.74,,,,,,,,,,,,
Feb,10,0.01,13.75,-,-,-,-,-,3.79,,,
Feb,10,12.50,1.25,-,-,-,13.50,1.00,2.85,,,
Feb,10,13.00,0.76,-,-,-,13.50,0.99,3.79,,,
Feb,10,13.50,0.33,0.53,30,41,16.30,0.74,16.13,,,
Feb,10,14.00,0.07,0.07,32,285,14.80,0.28,12.33,,,
Feb,10,14.50,0.01,0.04,11,93,16.00,0.04,1.33,,,
Feb,10,15.00,-,0.07,-,38,16.00,-,13.28,,,
Feb,10,15.50,-,-,-,-,16.00,-,-,,,
Mar,10,0.01,13.53,-,-,-,-,-,-,,,
Mar,10,12.00,1.76,-,-,-,16.70,0.99,1.58,,,
Mar,10,12.50,1.27,-,-,-,16.70,0.97,1.90,,,
Mar,10,13.00,0.80,1.42,3,13,16.70,0.87,3.48,,,
Mar,10,13.50,0.40,0.38,15,83,16.70,0.68,10.12,,,
Mar,10,14.00,0.14,0.21,36,433,15.80,0.42,8.85,,,
Mar,10,14.50,0.04,0.06,14,185,15.50,0.19,2.21,,,
Mar,10,15.00,0.01,0.04,-,155,15.50,0.06,0.44,,,
Mar,10,15.50,0.00,0.01,-,65,15.50,0.02,-,,,
Mar,10,16.00,-,0.23,-,47,15.50,-,14.86,,,
Mar,10,16.50,-,0.44,-,5,15.50,-,27.83,,,
Apr,10,0.01,13.59,-,-,-,-,-,-,,,
Apr,10,12.50,1.27,-,-,-,13.20,0.96,1.03,,,
Apr,10,13.00,0.79,-,-,-,13.20,0.88,1.72,,,
Apr,10,13.50,0.48,-,-,-,17.10,0.66,8.45,,,
Apr,10,14.00,0.23,0.32,30,31,15.60,0.48,7.76,,,
Apr,10,14.50,0.09,0.15,30,33,14.80,0.28,2.93,,,
Apr,10,15.00,0.02,-,-,-,13.20,0.11,0.69,,,
Apr,10,15.50,0.00,-,-,-,13.20,0.04,0.14,,,
May,10,0.01,13.63,-,-,-,-,-,-,,,
May,10,12.50,1.28,-,-,-,15.40,0.92,1.01,,,
May,10,13.00,0.85,-,-,-,15.40,0.82,2.78,,,
May,10,13.50,0.52,-,-,-,15.40,0.68,7.08,,,
