Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 5007.3 at 16:34 16/4/2010  Report at 19:06 Friday 16/4/2010. Processed 19:52 Friday 16/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.41,,,,,,,,,,,,
Apr,10,0.01,15.43,-,-,-,-,-,4.23,,,
Apr,10,13.50,1.93,1.10,-,-,2.00,1.00,3.38,,,
Apr,10,14.00,1.43,1.14,2,11,2.00,1.00,3.38,,,
Apr,10,14.50,0.94,1.03,38,277,13.10,0.99,4.23,,,
Apr,10,15.00,0.47,0.55,55,239,15.00,0.85,10.15,,,
Apr,10,15.50,0.14,0.20,41,122,14.40,0.45,22.84,,,
Apr,10,16.00,0.02,0.03,-,20,15.00,0.11,3.38,,,
Apr,10,16.50,0.00,-,-,-,15.00,0.01,0.17,,,
May,10,0.01,15.48,-,-,-,-,-,4.23,,,
May,10,13.50,1.98,-,-,-,12.30,1.00,3.67,,,
May,10,14.00,1.48,-,-,3,12.30,0.99,3.95,,,
May,10,14.50,1.01,0.69,-,32,15.00,0.91,5.92,,,
May,10,15.00,0.60,0.55,17,153,15.00,0.76,11.00,,,
May,10,15.50,0.29,0.33,31,85,14.60,0.52,16.64,,,
May,10,16.00,0.11,0.17,91,89,14.20,0.26,6.20,,,
May,10,16.50,0.04,-,-,-,14.60,0.11,1.97,,,
Jun,10,0.01,15.53,-,-,-,-,-,4.40,,,
Jun,10,12.00,3.51,2.47,-,-,14.80,1.00,3.38,,,
Jun,10,12.50,3.02,2.06,-,1,14.80,1.00,3.55,,,
Jun,10,13.00,2.52,1.40,2,5,14.80,1.00,3.72,,,
Jun,10,13.50,2.03,1.80,-,5,14.80,0.99,4.06,,,
Jun,10,14.00,1.55,1.70,3,57,14.80,0.95,4.74,,,
Jun,10,14.50,1.11,0.42,-,210,15.30,0.87,6.77,,,
Jun,10,15.00,0.72,0.80,1,226,15.20,0.73,10.66,,,
Jun,10,15.50,0.42,0.46,14,266,15.00,0.54,14.21,,,
Jun,10,16.00,0.22,0.20,7,49,14.80,0.35,7.27,,,
Jun,10,16.50,0.10,-,-,-,14.80,0.20,3.21,,,
Jul,10,0.01,15.61,-,-,-,-,-,4.62,,,
Jul,10,13.50,2.10,-,-,-,15.10,0.97,4.29,,,
Jul,10,14.00,1.64,-,-,1,15.10,0.92,5.19,,,
Jul,10,14.50,1.24,0.54,-,1,16.10,0.83,7.33,,,
Jul,10,15.00,0.86,0.79,-,12,15.50,0.71,10.15,,,
Jul,10,15.50,0.55,-,-,2,15.10,0.57,12.41,,,
Jul,10,16.00,0.35,0.20,4,6,15.80,0.42,8.01,,,
Jul,10,16.50,0.17,-,-,2,14.30,0.26,3.72,,,
Aug,10,13.50,2.17,-,-,-,15.40,0.96,4.54,,,
Aug,10,14.00,1.75,-,-,-,17.60,0.88,6.14,,,
Aug,10,14.50,1.30,-,-,-,15.40,0.82,7.03,,,
Aug,10,15.00,0.95,0.48,-,10,15.60,0.71,9.71,,,
Aug,10,15.50,0.66,-,-,2,15.40,0.58,11.66,,,
Aug,10,16.00,0.40,-,-,20,14.50,0.44,7.03,,,
Aug,10,16.50,0.25,0.20,3,3,14.90,0.31,4.45,,,
Sep,10,0.01,15.43,-,-,-,-,-,0.44,,,
Sep,10,13.50,2.20,-,-,7,16.30,0.94,4.27,,,
Sep,10,14.00,1.75,1.11,1,44,16.10,0.88,5.08,,,
Sep,10,14.50,1.31,1.16,-,190,14.50,0.83,5.88,,,
Sep,10,15.00,0.97,0.91,20,20,15.20,0.72,8.31,,,
Sep,10,15.50,0.69,0.73,10,131,15.40,0.60,10.08,,,
Sep,10,16.00,0.45,0.38,-,15,15.10,0.47,6.62,,,
Sep,10,16.50,0.28,-,-,-,15.10,0.35,4.19,,,
Dec,10,0.01,15.62,-,-,-,-,-,2.07,,,
Dec,10,13.50,2.29,-,-,-,18.40,0.89,3.52,,,
Dec,10,14.00,1.87,-,-,-,17.60,0.84,4.28,,,
Dec,10,14.50,1.50,-,-,-,17.50,0.78,5.55,,,
Dec,10,15.00,1.14,1.01,-,31,16.50,0.71,6.86,,,
Dec,10,15.50,0.88,0.53,-,4,16.70,0.62,8.27,,,
Dec,10,16.00,0.68,0.62,-,19,17.10,0.54,6.34,,,
Dec,10,16.50,0.49,-,-,-,16.90,0.45,4.61,,,
Dec,10,17.00,0.35,0.30,8,8,16.90,0.37,3.34,,,
Dec,10,17.50,0.26,0.22,10,10,17.10,0.29,2.44,,,
Mar,11,0.01,15.82,-,-,-,-,-,2.90,,,
Mar,11,14.00,2.05,-,-,-,19.10,0.82,4.42,,,
Mar,11,14.50,1.69,-,-,-,18.20,0.77,5.35,,,
Mar,11,15.00,1.39,1.26,-,6,18.10,0.71,6.77,,,
Mar,11,15.50,1.12,-,-,-,17.70,0.64,7.70,,,
Mar,11,16.00,0.89,0.79,2,12,17.60,0.57,6.11,,,
Mar,11,16.50,0.70,-,-,-,17.60,0.50,4.83,,,
Jun,11,14.00,2.18,1.33,-,13,18.40,0.81,4.20,,,
Dec,12,17.00,1.65,1.15,-,1,18.50,0.60,3.99,,,
Dec,12,18.00,1.36,1.46,7,15,18.90,0.59,3.29,,,
Jun,14,16.00,3.56,-,-,-,24.90,0.72,5.50,,,
Jun,14,16.50,3.34,-,-,-,24.60,0.73,5.15,,,
Asciano Grp Last Sale Price $1.86,,,,,,,,,,,,
Apr,10,0.01,1.86,-,-,-,-,-,7.01,,,
Apr,10,1.60,0.27,-,-,45,34.80,0.99,7.01,,,
Apr,10,1.70,0.17,0.16,5,295,34.30,0.93,7.01,,,
Apr,10,1.80,0.08,0.14,-,433,29.70,0.74,28.03,,,
Apr,10,1.90,0.03,0.03,40,2517,27.70,0.37,35.04,,,
Apr,10,2.00,0.00,0.02,-,522,27.70,0.09,5.61,,,
May,10,0.01,1.86,-,-,-,-,-,4.67,,,
May,10,1.60,0.28,-,-,-,32.40,0.93,7.01,,,
May,10,1.70,0.19,0.21,-,121,32.20,0.83,14.02,,,
May,10,1.80,0.11,0.13,-,500,29.40,0.67,23.36,,,
May,10,1.90,0.06,0.06,113,6292,28.30,0.46,25.70,,,
May,10,2.00,0.03,0.03,-,3182,29.40,0.27,14.02,,,
Jun,10,0.01,1.87,-,-,-,-,-,4.21,,,
Jun,10,1.40,0.47,0.34,-,85,32.00,0.99,4.21,,,
Jun,10,1.50,0.38,0.34,-,122,31.90,0.96,5.61,,,
Jun,10,1.60,0.29,0.30,-,43,31.70,0.89,8.41,,,
Jun,10,1.70,0.21,0.27,-,1273,31.50,0.79,14.02,,,
Jun,10,1.80,0.14,0.11,-,513,29.80,0.66,21.03,,,
Jun,10,1.90,0.07,0.07,558,736,27.30,0.49,21.03,,,
Jun,10,2.00,0.04,0.06,-,371,27.30,0.32,11.21,,,
Jun,10,2.25,0.01,0.04,-,6,27.30,0.07,1.68,,,
Jul,10,0.01,1.88,-,-,-,-,-,4.67,,,
Jul,10,1.60,0.30,-,-,-,27.90,0.88,7.48,,,
Jul,10,1.70,0.22,-,-,-,27.90,0.79,11.21,,,
Jul,10,1.80,0.16,-,-,8,27.90,0.66,17.75,,,
Jul,10,1.90,0.11,0.10,10,10,29.20,0.52,20.56,,,
Jul,10,2.00,0.07,-,-,22,30.50,0.40,14.02,,,
Aug,10,1.60,0.30,-,-,-,22.90,0.91,5.90,,,
Aug,10,1.70,0.22,-,-,-,22.90,0.81,8.85,,,
Aug,10,1.80,0.18,-,-,-,29.70,0.65,17.71,,,
Aug,10,1.90,0.12,0.14,-,39,27.80,0.53,17.71,,,
Aug,10,2.00,0.09,0.12,-,5,29.10,0.42,12.54,,,
Aug,10,2.25,0.03,0.04,-,15,27.70,0.18,3.69,,,
Sep,10,0.01,1.89,-,-,-,-,-,4.88,,,
Sep,10,1.60,0.33,-,-,10,29.70,0.84,8.53,,,
Sep,10,1.70,0.27,0.27,-,80,33.60,0.74,13.41,,,
Sep,10,1.80,0.20,0.30,-,702,29.80,0.65,16.45,,,
Sep,10,1.90,0.14,0.15,248,710,28.70,0.55,17.06,,,
Sep,10,2.00,0.12,0.14,-,106,31.60,0.45,14.02,,,
Sep,10,2.25,0.04,0.04,-,380,29.70,0.23,4.88,,,
Dec,10,0.01,1.91,-,-,-,-,-,4.67,,,
Dec,10,1.48,0.46,0.54,-,26,29.10,0.89,5.84,,,
Dec,10,1.66,0.33,0.26,-,7,30.10,0.77,10.12,,,
Dec,10,1.75,0.28,0.32,-,62,32.90,0.69,13.63,,,
Dec,10,1.96,0.17,0.22,-,169,29.50,0.53,12.85,,,
Dec,10,2.18,0.10,-,-,500,29.90,0.36,7.40,,,
Mar,11,0.01,1.94,-,-,-,-,-,4.86,,,
Mar,11,1.60,0.40,-,-,-,28.00,0.81,7.72,,,
Mar,11,1.70,0.34,-,-,-,29.00,0.74,10.01,,,
Mar,11,1.80,0.28,-,-,-,29.20,0.67,12.59,,,
Mar,11,1.90,0.23,-,-,-,29.30,0.60,13.16,,,
Mar,11,2.00,0.19,-,-,-,29.50,0.53,10.87,,,
Dec,12,1.13,0.90,-,-,10,24.40,0.97,3.30,,,
Dec,12,1.31,0.76,0.70,-,25,24.40,0.94,4.10,,,
Dec,12,1.40,0.66,0.69,8,8,15.90,0.96,3.90,,,
Dec,12,1.66,0.53,0.06,-,-,24.40,0.84,6.51,,,
Dec,12,1.75,0.48,-,-,-,25.00,0.77,7.41,,,
Dec,12,1.96,0.40,-,-,-,26.50,0.67,7.91,,,
Sep,14,1.70,0.89,-,-,-,44.70,0.81,8.76,,,
Sep,14,1.80,0.85,-,-,-,44.70,0.81,9.55,,,
Amcor Ltd Last Sale Price $6.50,,,,,,,,,,,,
Apr,10,0.01,6.50,-,-,-,-,-,4.01,,,
Apr,10,5.49,1.02,0.55,-,-,2.00,1.00,4.01,,,
Apr,10,5.72,0.79,0.32,-,64,2.00,1.00,4.01,,,
Apr,10,5.95,0.56,0.38,150,249,2.00,1.00,4.01,,,
Apr,10,6.18,0.33,0.32,88,323,2.00,1.00,4.01,,,
Apr,10,6.41,0.13,0.11,5,262,14.20,0.73,16.04,,,
Apr,10,6.64,0.03,-,-,65,14.60,0.25,10.03,,,
Apr,10,6.87,0.00,-,-,25,14.60,0.03,0.80,,,
May,10,0.01,6.52,-,-,-,-,-,4.01,,,
May,10,5.72,0.81,0.45,-,89,14.70,1.00,4.01,,,
May,10,5.95,0.58,0.27,-,186,14.70,0.97,4.68,,,
May,10,6.18,0.38,0.16,-,42,16.10,0.86,8.02,,,
May,10,6.41,0.20,0.19,170,234,15.70,0.66,15.38,,,
May,10,6.64,0.09,0.11,-,9,15.70,0.40,12.03,,,
May,10,6.87,0.03,-,-,-,15.40,0.18,4.01,,,
Jun,10,0.01,6.54,-,-,2887,-,-,4.41,,,
Jun,10,3.89,2.65,2.02,-,-,17.00,1.00,2.81,,,
Jun,10,4.12,2.42,1.96,-,9,17.00,1.00,2.81,,,
Jun,10,4.58,1.96,1.55,-,-,17.00,1.00,3.21,,,
Jun,10,4.81,1.73,1.30,-,40,17.00,1.00,3.21,,,
Jun,10,5.03,1.51,0.43,-,-,17.00,1.00,3.21,,,
Jun,10,5.26,1.28,0.82,-,2,17.00,1.00,3.61,,,
Jun,10,5.49,1.05,0.54,-,52,17.00,0.99,3.61,,,
Jun,10,5.72,0.83,0.63,-,64,17.00,0.97,4.41,,,
Jun,10,5.95,0.62,-,-,441,17.00,0.92,5.62,,,
Jun,10,6.18,0.43,0.36,10,98,17.20,0.81,8.82,,,
Jun,10,6.41,0.27,0.26,211,427,16.80,0.65,14.44,,,
Jun,10,6.64,0.15,0.12,10,99,16.40,0.46,12.03,,,
Jun,10,6.87,0.07,-,-,-,16.40,0.28,6.02,,,
Jun,10,7.09,0.04,-,-,-,16.40,0.15,2.81,,,
Jun,10,7.32,0.01,-,-,-,16.40,0.07,1.20,,,
Jul,10,0.01,6.58,-,-,-,-,-,4.55,,,
Jul,10,5.75,0.88,-,-,-,23.00,0.88,6.68,,,
Jul,10,6.00,0.61,0.37,-,5,16.10,0.88,6.15,,,
