Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4905.2 at 16:37 26/3/2010  Report at 19:06 Friday 26/3/2010. Processed 19:06 Sunday 28/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.18,,,,,,,,,,,,
Apr,10,0.01,15.23,-,-,-,-,-,4.12,,,
Apr,10,13.00,2.23,-,-,-,17.60,1.00,3.43,,,
Apr,10,13.50,1.74,1.10,-,-,17.50,0.99,3.78,,,
Apr,10,14.00,1.25,1.14,3,13,17.40,0.95,4.81,,,
Apr,10,14.50,0.81,0.68,12,319,17.30,0.84,8.93,,,
Apr,10,15.00,0.44,0.47,85,242,16.30,0.65,17.52,,,
Apr,10,15.50,0.18,0.18,70,62,15.80,0.38,12.37,,,
Apr,10,16.00,0.06,-,-,-,15.50,0.17,4.12,,,
May,10,0.01,15.28,-,-,-,-,-,4.20,,,
May,10,13.00,2.27,-,-,-,16.20,0.99,3.63,,,
May,10,13.50,1.79,-,-,-,16.10,0.97,4.20,,,
May,10,14.00,1.32,-,-,3,16.10,0.92,5.34,,,
May,10,14.50,0.90,0.69,-,32,16.10,0.81,8.40,,,
May,10,15.00,0.55,0.50,39,71,15.70,0.64,14.12,,,
May,10,15.50,0.29,0.28,45,57,15.30,0.44,11.07,,,
May,10,16.00,0.14,-,-,-,15.30,0.26,5.15,,,
Jun,10,0.01,15.33,-,-,-,-,-,4.23,,,
Jun,10,12.00,3.31,2.47,-,-,16.00,1.00,3.30,,,
Jun,10,12.50,2.81,2.06,-,1,16.00,1.00,3.43,,,
Jun,10,13.00,2.32,1.40,3,5,16.00,0.99,3.70,,,
Jun,10,13.50,1.85,0.65,-,5,16.00,0.96,4.36,,,
Jun,10,14.00,1.40,1.18,3,57,16.00,0.89,5.68,,,
Jun,10,14.50,1.00,0.42,-,210,16.00,0.79,8.32,,,
Jun,10,15.00,0.66,0.70,63,226,15.80,0.65,12.68,,,
Jun,10,15.50,0.39,0.42,109,200,15.20,0.48,10.17,,,
Jun,10,16.00,0.21,0.20,3,41,15.20,0.32,5.55,,,
Jul,10,0.01,15.40,-,-,-,-,-,4.48,,,
Jul,10,13.00,2.39,-,-,-,15.10,0.98,4.01,,,
Jul,10,13.50,1.92,-,-,-,15.10,0.94,4.58,,,
Jul,10,14.00,1.49,-,-,1,15.10,0.88,5.82,,,
Jul,10,14.50,1.12,0.54,-,1,16.10,0.77,8.30,,,
Jul,10,15.00,0.79,0.79,4,10,16.00,0.65,11.55,,,
Jul,10,15.50,0.50,-,-,2,15.10,0.51,9.45,,,
Jul,10,16.00,0.29,0.20,8,8,14.70,0.37,5.53,,,
Jul,10,16.50,0.16,-,-,-,14.40,0.24,2.96,,,
Aug,10,13.00,2.45,-,-,-,15.40,0.97,4.22,,,
Aug,10,13.50,1.99,-,-,-,15.40,0.93,4.84,,,
Aug,10,14.00,1.56,-,-,-,15.40,0.87,5.93,,,
Aug,10,14.50,1.18,-,-,-,15.40,0.77,7.81,,,
Aug,10,15.00,0.88,0.48,-,10,15.90,0.66,10.85,,,
Aug,10,15.50,0.59,-,-,-,15.60,0.53,9.29,,,
Aug,10,16.00,0.41,-,-,20,16.00,0.41,6.40,,,
Sep,10,0.01,15.23,-,-,-,-,-,0.73,,,
Sep,10,13.00,2.48,-,-,-,16.50,0.95,3.90,,,
Sep,10,13.50,2.04,-,-,7,17.10,0.90,4.76,,,
Sep,10,14.00,1.61,1.11,-,43,16.30,0.84,5.68,,,
Sep,10,14.50,1.24,1.28,1,190,16.40,0.76,7.40,,,
Sep,10,15.00,0.91,0.50,1,11,16.00,0.66,9.58,,,
Sep,10,15.50,0.61,0.61,33,134,15.30,0.55,8.13,,,
Sep,10,16.00,0.44,0.38,5,15,16.10,0.44,5.81,,,
Dec,10,0.01,15.41,-,-,-,-,-,2.11,,,
Dec,10,13.00,2.56,-,-,-,19.10,0.90,3.35,,,
Dec,10,13.50,2.15,-,-,-,18.80,0.86,4.10,,,
Dec,10,14.00,1.76,-,-,-,18.60,0.80,5.15,,,
Dec,10,14.50,1.43,-,-,-,18.40,0.74,6.56,,,
Dec,10,15.00,1.12,1.01,-,31,18.00,0.67,8.28,,,
Dec,10,15.50,0.86,0.53,-,4,17.80,0.59,7.62,,,
Dec,10,16.00,0.65,0.62,-,16,17.60,0.51,5.72,,,
Mar,11,0.01,15.61,-,-,-,-,-,2.91,,,
Mar,11,14.00,1.77,-,-,-,15.70,0.83,3.90,,,
Mar,11,14.50,1.45,-,-,-,15.70,0.77,5.05,,,
Mar,11,15.00,1.16,-,-,-,15.70,0.70,6.47,,,
Mar,11,15.50,0.92,-,-,-,15.70,0.62,6.04,,,
Mar,11,16.00,0.71,-,-,-,15.70,0.54,4.69,,,
Jun,11,14.00,2.11,1.33,-,13,19.30,0.81,4.91,,,
Dec,12,13.00,3.50,-,-,-,17.90,0.87,3.18,,,
Dec,12,17.00,1.70,1.15,-,1,19.80,0.59,4.07,,,
Dec,12,18.00,1.42,0.95,-,8,20.20,0.59,3.40,,,
Jun,14,16.00,3.42,-,-,-,24.90,0.73,5.30,,,
Jun,14,16.50,3.21,-,-,-,24.60,0.73,4.96,,,
Asciano Grp Last Sale Price $1.86,,,,,,,,,,,,
Apr,10,0.01,1.86,-,-,-,-,-,2.80,,,
Apr,10,1.60,0.27,-,-,45,29.90,0.96,5.61,,,
Apr,10,1.70,0.18,0.16,-,295,29.90,0.86,11.21,,,
Apr,10,1.80,0.11,0.14,-,433,28.90,0.68,25.23,,,
Apr,10,1.90,0.04,0.04,214,2366,24.90,0.43,22.43,,,
Apr,10,2.00,0.02,0.02,79,482,27.60,0.23,11.21,,,
May,10,0.01,1.87,-,-,-,-,-,4.67,,,
May,10,1.60,0.28,-,-,-,31.10,0.91,7.79,,,
May,10,1.70,0.20,0.21,106,121,31.00,0.80,12.46,,,
May,10,1.80,0.13,0.12,74,494,29.90,0.66,21.80,,,
May,10,1.90,0.08,0.07,183,6230,29.30,0.49,24.92,,,
May,10,2.00,0.04,0.03,53,198,25.40,0.29,10.90,,,
Jun,10,0.01,1.87,-,-,-,-,-,4.31,,,
Jun,10,1.40,0.47,0.34,-,85,29.00,0.98,3.23,,,
Jun,10,1.50,0.38,0.34,-,122,29.00,0.95,4.31,,,
Jun,10,1.60,0.29,0.30,-,43,29.00,0.89,7.55,,,
Jun,10,1.70,0.22,0.27,-,1273,29.00,0.79,11.86,,,
Jun,10,1.80,0.16,0.11,-,263,30.40,0.65,20.49,,,
Jun,10,1.90,0.10,0.11,20,736,29.70,0.51,21.56,,,
Jun,10,2.00,0.06,0.06,60,211,28.60,0.37,12.94,,,
Jun,10,2.25,0.01,0.04,-,6,28.60,0.12,3.23,,,
Jul,10,0.01,1.88,-,-,-,-,-,4.67,,,
Jul,10,1.60,0.29,-,-,-,20.80,0.93,4.67,,,
Jul,10,1.70,0.27,-,-,-,37.70,0.73,16.35,,,
Jul,10,1.80,0.17,-,-,8,30.20,0.65,17.91,,,
Jul,10,1.90,0.12,-,-,-,27.20,0.53,17.91,,,
Jul,10,2.00,0.09,-,-,22,30.20,0.42,13.24,,,
Aug,10,1.60,0.30,-,-,-,22.90,0.90,5.73,,,
Aug,10,1.70,0.23,-,-,-,22.90,0.80,8.28,,,
Aug,10,1.80,0.19,-,-,-,29.70,0.65,16.57,,,
Aug,10,1.90,0.13,0.12,19,-,26.50,0.54,15.93,,,
Aug,10,2.00,0.10,0.12,-,5,29.10,0.44,12.74,,,
