Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4414.5 at 16:35 9/7/2010  Report at 19:06 Friday 9/7/2010. Processed 15:06 Sunday 11/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.88,,,,,,,,,,,,
Jul,10,0.01,14.90,-,-,-,-,-,4.09,,,
Jul,10,13.00,1.91,-,-,-,18.50,1.00,3.50,,,
Jul,10,13.50,1.42,-,-,-,18.40,0.99,4.09,,,
Jul,10,14.00,0.94,0.88,10,52,18.40,0.93,6.42,,,
Jul,10,14.50,0.51,0.48,12,94,18.00,0.76,15.18,,,
Jul,10,15.00,0.20,0.17,43,131,17.10,0.46,23.36,,,
Jul,10,15.50,0.05,0.07,-,98,16.60,0.17,5.84,,,
Jul,10,16.00,0.01,0.09,-,16,16.60,0.04,0.93,,,
Jul,10,16.50,0.00,-,-,2,16.60,-,0.12,,,
Aug,10,0.01,14.97,-,-,-,-,-,4.76,,,
Aug,10,13.00,1.97,-,-,-,17.70,0.99,4.26,,,
Aug,10,13.50,1.49,1.35,10,17,17.70,0.95,5.26,,,
Aug,10,14.00,1.03,1.25,-,9,17.70,0.86,7.76,,,
Aug,10,14.50,0.66,0.69,20,54,17.60,0.71,13.77,,,
Aug,10,15.00,0.35,0.32,53,116,17.10,0.51,17.77,,,
Aug,10,15.50,0.15,0.14,25,141,15.90,0.29,7.51,,,
Aug,10,16.00,0.05,0.08,4,76,15.70,0.13,2.50,,,
Aug,10,16.50,0.01,0.13,-,16,15.70,0.05,0.75,,,
Sep,10,0.01,14.73,14.82,-,4,-,-,-,,,
Sep,10,13.00,1.99,-,-,3,17.10,0.97,3.34,,,
Sep,10,13.50,1.51,-,-,11,17.00,0.93,4.14,,,
Sep,10,14.00,1.07,0.90,-,44,17.00,0.84,6.05,,,
Sep,10,14.50,0.69,0.70,8,198,16.80,0.70,10.03,,,
Sep,10,15.00,0.41,0.50,4,123,17.00,0.54,13.06,,,
Sep,10,15.50,0.22,0.20,3,275,16.80,0.37,6.85,,,
Sep,10,16.00,0.10,0.40,-,32,16.80,0.23,3.19,,,
Sep,10,16.50,0.04,-,-,-,16.80,0.12,1.43,,,
Oct,10,13.00,2.00,-,-,-,17.10,0.95,2.52,,,
Oct,10,13.50,1.59,-,-,-,21.30,0.85,4.60,,,
Oct,10,14.00,1.11,-,-,-,17.10,0.81,4.93,,,
Oct,10,14.50,0.86,0.42,-,10,21.10,0.67,10.62,,,
Oct,10,15.00,0.47,0.47,6,9,17.00,0.56,10.40,,,
Oct,10,15.50,0.32,-,-,-,18.20,0.43,7.01,,,
Oct,10,16.00,0.17,0.18,4,4,17.10,0.30,3.61,,,
Nov,10,13.00,2.06,-,-,-,22.50,0.89,3.15,,,
Nov,10,13.50,1.65,-,-,-,22.50,0.82,4.73,,,
Nov,10,14.00,1.29,-,-,-,22.50,0.75,7.18,,,
Nov,10,14.50,0.98,-,-,-,22.50,0.66,10.60,,,
Nov,10,15.00,0.58,-,-,-,18.30,0.57,10.25,,,
