Derivatives: Call Options - Weekly
"Traded positions for the week ending Friday, October 30, 2015"
"Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:52 PM."



ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,
Dec,2015,80.68,.65,.75,556,1696,17.40,.26,6.26,
Dec,2015,80.69,.65,.82,30,390,17.40,.26,6.26,
Dec,2015,81.68,.44,.41,542,2182,17.10,.20,4.22,
Dec,2015,81.69,.44,.50,26,741,17.10,.20,4.22,
Dec,2015,82.67,.28,.30,1375,1412,16.90,.14,2.77,
Dec,2015,82.68,.28,.40,190,1166,16.90,.14,2.77,
Dec,2015,83.67,.19,.26,100,1003,16.70,.10,1.80,
Dec,2015,83.68,.19,.21,44,5982,16.70,.10,1.80,
Dec,2015,84.66,.12,.17,750,3073,16.60,.07,1.12,
Dec,2015,86.66,.04,.08,145,729,16.60,.03,.44,
Dec,2015,86.67,.04,.38,200,805,16.60,.03,.44,
Jan,2016,69.73,8.18,8.60,150,350,22.60,.85,6.17,
Jan,2016,74.70,4.25,4.65,55,567,19.30,.68,11.63,
Jan,2016,77.69,2.42,2.65,300,300,17.60,.53,12.62,
Jan,2016,78.69,1.93,2.24,30,199,17.10,.47,10.09,
Jan,2016,78.70,1.92,1.75,5,135,17.10,.47,10.04,
Jan,2016,79.69,1.50,1.82,1,2,16.70,.40,7.84,
Jan,2016,80.68,1.15,1.27,83,192,16.30,.34,6.01,
Jan,2016,81.68,.86,.75,17,235,16.10,.29,4.52,
Jan,2016,82.68,.65,.80,150,100,15.80,.23,3.37,
Jan,2016,88.65,.10,.10,10,10,15.80,.05,.50,
Feb,2016,70.00,8.21,9.20,5,70,22.60,.82,5.92,
Feb,2016,75.00,4.42,3.47,15,887,19.80,.67,10.73,
Feb,2016,78.00,2.65,2.75,1,83,18.40,.53,10.57,
Feb,2016,78.01,2.00,2.14,5,41,18.40,.53,7.99,
Feb,2016,80.00,1.77,2.17,27,611,17.70,.43,7.10,
Feb,2016,80.01,1.29,1.41,100,100,17.70,.43,5.18,
Feb,2016,82.00,1.14,1.12,189,330,17.30,.33,4.56,
Feb,2016,82.01,.81,1.00,60,257,17.30,.33,3.24,
Mar,2016,76.71,3.04,2.22,350,479,19.30,.60,9.86,
Mar,2016,77.69,3.04,3.42,32,337,19.00,.56,9.92,
Mar,2016,78.69,2.56,2.75,5,1035,18.70,.52,8.36,
Mar,2016,80.68,1.76,1.88,2,536,18.10,.43,5.75,
Mar,2016,82.68,.99,1.10,202,384,17.60,.34,3.23,
Mar,2016,84.66,.73,.90,145,680,17.30,.26,2.39,
Mar,2016,84.67,.64,.79,7,771,17.30,.26,2.07,
Mar,2016,85.66,.58,.55,165,784,17.20,.23,1.89,
Jun,2016,80.68,2.56,2.83,230,333,18.20,.50,5.12,
Jun,2016,83.67,1.62,1.77,3,535,17.60,.39,3.23,
Jun,2016,85.66,1.18,1.10,5,70,17.30,.33,2.35,
Sep,2016,85.66,1.73,2.00,5,88,18.30,.41,2.45,
Sep,2016,85.67,1.51,1.42,10,10,18.30,.41,2.14,
Sep,2016,89.65,1.01,1.13,100,100,18.00,.31,1.44,
Dec,2016,79.68,4.17,4.63,100,1135,19.70,.61,4.72,
Dec,2016,81.68,3.39,3.76,120,360,19.30,.50,3.84,
Dec,2016,85.66,2.18,2.02,8,65,18.60,.51,2.47,
Dec,2016,87.65,1.73,1.66,30,45,18.30,.40,1.95,
Dec,2016,89.65,1.36,1.60,25,70,18.00,.40,1.54,
Dec,2016,91.64,1.05,1.05,10,20,17.90,.29,1.19,
Jun,2017,73.71,8.03,8.04,3,20,21.90,.74,3.91,
Jun,2017,79.68,5.18,5.44,10,5,20.60,.64,4.05,
Jun,2017,81.68,4.41,3.40,10,10,20.30,.64,3.44,
Jun,2017,83.67,3.75,3.65,10,20,20.00,.53,2.93,
Jun,2017,85.66,3.16,3.58,10,45,19.70,.53,2.47,
Jun,2017,89.65,2.23,2.25,5,135,19.30,.42,1.75,
Dec,2017,91.64,2.42,2.30,15,110,19.80,.45,1.47,
Dec,2017,99.61,1.41,1.50,5,10,19.60,.34,.85,

Coca-Cola Amatil Last Sale Price $9.11,
Nov,2015,9.00,.27,.38,154,367,20.10,.63,22.18,
Nov,2015,9.25,.14,.21,242,552,19.40,.43,19.32,
Nov,2015,9.26,.14,.14,340,80,19.40,.42,19.32,
Nov,2015,9.50,.06,.06,184,416,18.70,.24,7.87,
Nov,2015,9.75,.02,.01,3,903,18.10,.10,2.86,
Nov,2015,10.00,.01,.03,60,340,17.60,.03,.72,
Dec,2015,8.96,.38,.38,120,1372,21.40,.64,18.40,
Dec,2015,9.21,.24,.30,35,1357,21.00,.50,19.62,
Dec,2015,9.46,.15,.14,400,750,20.90,.36,12.27,
Dec,2015,9.71,.09,.12,380,9645,21.00,.24,6.95,
Dec,2015,9.96,.05,.06,40,3740,21.20,.15,4.09,
Jan,2016,9.25,.30,.39,8,808,19.20,.52,13.43,
Feb,2016,9.75,.21,.25,40,40,21.50,.37,7.07,

Cimic Grp Last Sale Price $27.72,
Nov,2015,24.50,3.29,2.11,10,47,27.50,.96,3.53,
Nov,2015,25.00,2.82,1.86,70,440,26.60,.94,4.70,
Nov,2015,25.50,2.36,1.97,50,95,25.60,.90,6.35,
Nov,2015,26.00,1.91,1.11,7,64,24.40,.86,8.94,
Nov,2015,26.50,1.49,1.34,107,293,23.30,.79,12.70,
Nov,2015,27.00,1.11,1.00,141,178,22.30,.70,18.34,
Dec,2015,25.82,2.22,2.00,1738,1822,23.80,.83,8.60,
Dec,2015,27.31,1.12,.53,10,10,21.50,.63,18.94,
Jan,2016,27.50,1.31,.62,7,17,20.50,.61,15.77,
Mar,2016,24.82,3.50,2.58,50,53,22.90,.84,5.37,
Mar,2016,25.32,3.11,2.19,23,56,22.80,.81,6.40,
Mar,2016,29.29,.98,.81,118,190,22.70,.44,8.88,
Jun,2016,28.30,1.89,1.32,50,50,24.90,.57,10.43,
Jun,2016,29.29,1.46,1.04,43,43,24.40,.50,8.08,

Computershare Last Sale Price $10.81,
Nov,2015,10.50,.47,.44,190,308,23.50,.71,18.69,
Nov,2015,11.00,.19,.16,570,1745,22.60,.43,22.91,
Nov,2015,11.25,.11,.17,16,306,22.70,.29,13.26,
Nov,2015,11.50,.06,.07,6,133,23.00,.19,7.24,
Dec,2015,10.25,.74,.66,2,80,24.70,.77,12.40,
Dec,2015,10.50,.56,.57,30,800,23.80,.68,17.23,
Dec,2015,11.25,.17,.14,100,-,21.40,.35,12.06,
Dec,2015,11.50,.11,.09,1040,42,20.80,.25,7.24,
Dec,2015,12.00,.03,.03,6,153,20.00,.10,2.07,
Jan,2016,11.50,.20,.20,105,205,20.40,.34,7.42,

CSL Last Sale Price $93.79,
Nov,2015,80.01,13.96,11.60,20,100,29.60,.98,2.50,
Nov,2015,82.01,11.98,11.90,20,130,27.20,.97,2.85,
Nov,2015,87.00,7.20,3.30,100,110,22.40,.91,5.63,
Nov,2015,89.00,5.39,3.55,13,85,20.70,.85,8.34,
Nov,2015,90.00,4.54,3.02,260,295,20.00,.81,10.35,
Nov,2015,91.00,3.73,3.90,316,1558,19.30,.75,13.13,
Nov,2015,91.01,3.73,2.18,460,464,19.30,.75,13.20,
Nov,2015,92.00,3.00,3.40,287,971,18.70,.69,16.82,
Nov,2015,93.00,2.35,2.55,2521,3464,18.20,.61,21.68,
Nov,2015,93.01,2.34,1.31,350,355,18.20,.61,21.68,
Nov,2015,94.00,1.79,1.88,603,627,17.90,.53,24.88,
Nov,2015,94.01,1.78,1.55,345,394,17.90,.53,24.74,
Nov,2015,95.00,1.33,1.25,749,1408,17.60,.44,18.42,
Nov,2015,96.00,.95,1.00,1324,1114,17.50,.35,13.27,
Nov,2015,96.01,.95,1.02,65,310,17.50,.35,13.20,
Nov,2015,97.00,.67,.80,1198,289,17.40,.28,9.31,
Nov,2015,97.01,.67,.60,180,655,17.40,.27,9.24,
Nov,2015,98.00,.46,.58,216,1969,17.40,.21,6.39,
Nov,2015,99.00,.31,.38,75,510,17.40,.15,4.31,
Nov,2015,100.00,.20,.25,680,948,17.50,.11,2.78,
Nov,2015,102.00,.08,.08,205,527,17.50,.05,1.11,
Dec,2015,45.01,48.90,47.97,2,152,49.80,1.00,.95,
Dec,2015,58.01,35.94,34.21,1,315,41.70,1.00,1.27,
Dec,2015,77.00,17.09,17.05,1,12,28.60,.98,2.34,
Dec,2015,80.01,14.15,13.80,1,19,26.40,.96,2.94,
Dec,2015,90.00,5.16,4.40,53,463,20.10,.76,10.84,
Dec,2015,91.00,4.42,2.65,66,247,19.70,.71,12.91,
Dec,2015,92.00,3.73,3.45,91,560,19.20,.66,15.45,
Dec,2015,93.00,3.11,3.15,73,55,18.90,.61,18.39,
Dec,2015,94.00,2.54,2.50,55,869,18.60,.55,20.17,
Dec,2015,95.00,2.04,1.99,1252,1888,18.30,.48,16.24,
Dec,2015,96.00,1.63,1.62,713,1227,18.10,.42,12.91,
Dec,2015,97.00,1.27,1.34,150,610,17.90,.36,10.13,
Dec,2015,97.50,1.11,1.30,3,-,17.80,.33,8.82,
Dec,2015,99.00,.74,.83,398,50,17.70,.24,5.88,
Dec,2015,99.01,.74,1.05,40,300,17.70,.24,5.88,
Dec,2015,99.50,.65,.61,15,-,17.70,.22,5.12,
Dec,2015,100.00,.55,.55,110,444,17.60,.20,4.37,
Jan,2016,92.00,4.58,3.75,5,5,18.20,.66,11.93,
Jan,2016,94.00,3.44,1.90,15,23,17.80,.57,14.69,
Jan,2016,95.00,2.94,2.55,600,701,17.60,.52,12.57,
Jan,2016,95.01,2.93,1.60,15,-,17.60,.52,12.53,
Jan,2016,96.00,2.49,1.60,15,325,17.40,.48,10.65,
Feb,2016,98.00,2.50,2.65,250,-,18.60,.43,8.18,
Mar,2016,95.00,4.17,3.95,90,103,18.80,.56,11.10,
Mar,2016,96.00,3.71,3.54,8,54,18.60,.52,9.89,
Jun,2016,95.00,5.45,4.56,5,5,19.30,.59,8.90,
Jun,2016,102.00,2.77,2.06,5,5,18.70,.41,4.54,
Sep,2016,112.00,1.62,1.60,20,-,18.90,.28,1.88,
Jun,2017,68.00,27.51,25.00,21,42,24.40,.93,1.10,

CSR Last Sale Price $2.77,
Nov,2015,2.90,.06,.06,530,550,42.10,.38,25.88,
Nov,2015,3.00,.03,.04,350,2650,42.40,.28,14.12,
Nov,2015,3.10,.02,.04,980,6453,42.70,.19,9.41,
Dec,2015,2.70,.14,.24,50,50,36.90,.62,20.17,
Dec,2015,3.10,.03,.05,200,1000,35.50,.23,6.72,
Jan,2016,2.80,.14,.11,500,-,33.20,.54,19.55,
Jan,2016,2.90,.10,.10,350,-,32.80,.46,13.76,
Jun,2016,3.50,.04,.06,100,100,29.30,.24,2.21,

Caltex Aust Last Sale Price $31.60,
Jan,2016,34.00,.64,.64,811,811,23.10,.32,8.12,

Crown Resorts Last Sale Price $11.46,
Nov,2015,11.75,.26,.43,23,166,30.20,.42,29.57,
Nov,2015,12.00,.17,.15,436,763,29.60,.32,19.34,
Nov,2015,12.25,.11,.14,65,115,29.20,.23,12.51,
Nov,2015,12.50,.07,.17,25,1827,28.90,.16,7.39,
Dec,2015,11.75,.39,.60,50,130,30.50,.46,25.35,
Dec,2015,11.76,.39,.41,20,20,30.50,.46,25.35,
Dec,2015,12.50,.16,.19,150,150,29.30,.24,10.07,
Dec,2015,13.00,.07,.14,500,765,28.90,.14,4.87,
Dec,2015,13.25,.05,.09,180,180,28.80,.10,3.25,
Jan,2016,12.50,.27,.22,72,-,27.30,.32,9.45,
Jan,2016,13.00,.17,.25,25,230,27.00,.22,5.77,
Feb,2016,12.01,.54,.50,200,200,28.30,.46,14.45,
Mar,2016,12.00,.64,.69,10,10,29.00,.49,13.85,
Mar,2016,12.75,.38,.45,320,320,28.40,.35,8.29,
Jun,2016,13.75,.29,.34,90,130,26.60,.29,3.88,

Echo Entertainment Last Sale Price $5.11,
Nov,2015,5.00,.23,.22,17,287,31.10,.64,31.89,

Flight Centre Travel Last Sale Price $37.95,
Nov,2015,36.01,2.40,1.31,10,50,28.30,.78,15.80,
Nov,2015,37.00,1.68,2.17,10,20,27.10,.67,24.90,
Nov,2015,37.50,1.36,1.73,80,110,26.50,.60,31.09,
Nov,2015,40.00,.35,.57,275,300,25.10,.25,12.02,
Nov,2015,41.50,.13,.23,30,30,25.00,.11,4.29,
Dec,2015,37.50,1.71,2.35,10,110,25.90,.60,24.63,

Fortescue Metals Grp Last Sale Price $2.09,
Nov,2015,1.71,.41,.42,180,180,66.70,.89,15.59,
Nov,2015,1.90,.26,.58,600,1709,63.40,.75,40.54,
Nov,2015,2.00,.19,.19,2519,3817,62.30,.64,62.37,
Nov,2015,2.10,.14,.14,1440,2197,61.50,.53,84.20,
Nov,2015,2.20,.10,.09,8645,19538,61.10,.42,59.25,
Nov,2015,2.21,.09,.26,2650,2800,61.10,.41,56.13,
Nov,2015,2.30,.07,.07,3563,5374,61.10,.32,40.54,
Nov,2015,2.31,.06,.06,700,650,61.10,.31,37.42,
Nov,2015,2.40,.04,.04,3351,2846,61.40,.24,28.07,
Nov,2015,2.41,.04,.07,470,300,61.40,.23,24.95,
Nov,2015,2.50,.03,.04,452,3840,62.00,.17,18.71,
Nov,2015,2.51,.03,.03,770,1060,62.10,.16,18.71,
Nov,2015,2.60,.02,.03,2288,2788,62.80,.12,12.47,
Nov,2015,2.70,.01,.05,50,200,63.60,.09,9.36,
Nov,2015,2.71,.01,.02,700,1105,63.60,.08,6.24,
Nov,2015,2.80,.01,.03,200,510,64.30,.06,4.99,
Nov,2015,2.90,.01,.04,420,420,64.90,.04,3.12,
Dec,2015,1.75,.39,.41,305,317,58.80,.84,17.82,
Dec,2015,1.80,.35,.32,2100,2175,58.60,.80,21.38,
Dec,2015,1.90,.28,.31,650,800,58.30,.72,33.86,
Dec,2015,1.95,.25,.35,45,703,58.20,.68,39.21,
Dec,2015,2.00,.23,.44,480,2633,58.10,.64,48.12,
Dec,2015,2.10,.17,.51,823,3412,57.90,.55,62.37,
Dec,2015,2.20,.13,.14,1110,3737,58.00,.46,46.33,
Dec,2015,2.30,.10,.11,3861,6245,58.20,.38,35.64,
Dec,2015,2.31,.10,.13,200,260,58.30,.37,33.86,
Dec,2015,2.40,.07,.12,1061,4134,58.80,.31,26.73,
Dec,2015,2.50,.06,.13,370,3521,59.50,.25,19.60,
Dec,2015,2.70,.04,.07,1370,2940,61.60,.16,12.47,
Dec,2015,3.00,.01,.06,6400,6686,65.10,.08,5.35,
Jan,2016,2.20,.17,.16,117,3332,51.90,.49,33.58,
Jan,2016,2.30,.14,.29,110,160,51.40,.42,25.91,
Jan,2016,2.60,.07,.07,300,2170,51.30,.25,12.47,
Mar,2016,0.01,2.08,2.36,250,2025,-,-,-,
Mar,2016,1.95,.36,.41,100,103,56.70,.67,26.32,
Mar,2016,2.10,.28,.23,100,300,54.70,.59,33.49,
Mar,2016,2.20,.23,.29,55,10082,53.70,.53,28.11,
Mar,2016,2.40,.17,.16,50,647,52.40,.43,19.74,
Mar,2016,2.50,.14,.34,40,1335,51.80,.38,16.15,
Mar,2016,2.80,.07,.09,150,150,50.80,.25,8.97,
Mar,2016,3.00,.05,.20,40,115,50.50,.18,5.98,
Mar,2016,3.01,.05,.14,1000,1000,50.50,.18,5.98,
Dec,2016,1.00,1.14,1.25,120,120,61.50,.92,1.87,
Jun,2018,2.40,.57,.88,12,24,54.10,.68,10.23,

GPT Grp Last Sale Price $4.77,
Nov,2015,4.60,.23,.23,475,575,22.40,.76,15.03,
Nov,2015,4.70,.15,.12,150,664,20.90,.64,21.86,
Dec,2015,4.50,.34,.33,75,100,22.80,.80,10.15,
Dec,2015,4.80,.13,.14,100,300,20.00,.52,20.30,
Dec,2015,4.90,.09,.10,100,800,19.60,.41,13.27,
Mar,2016,4.70,.25,.20,245,962,19.90,.64,9.17,

Harvey Norman Last Sale Price $3.98,
Nov,2015,4.10,.07,.09,100,483,27.50,.38,22.93,
Dec,2015,3.95,.18,.14,430,50,28.10,.58,28.07,
Dec,2015,4.05,.14,.16,200,275,27.70,.48,25.27,
Dec,2015,4.24,.07,.04,400,540,27.20,.30,12.17,
Jan,2016,4.30,.09,.10,51,51,25.00,.33,9.07,
Feb,2016,4.00,.25,.20,103,255,27.20,.57,19.27,
Mar,2016,4.14,.22,.22,591,591,26.60,.49,13.51,
Mar,2016,4.33,.14,.17,461,461,26.30,.39,9.11,
Jun,2016,4.40,.16,.20,198,198,25.20,.42,6.17,

Insurance Aust Grp Last Sale Price $5.61,
Nov,2015,5.50,.20,.13,946,1637,22.40,.67,20.91,
Nov,2015,5.75,.07,.07,209,1074,20.40,.37,16.27,
Dec,2015,5.50,.24,.22,2422,3607,21.40,.65,17.26,
Dec,2015,5.75,.11,.11,5349,4929,20.20,.42,14.61,
Dec,2015,5.76,.11,.11,38,-,20.20,.41,13.94,
Jan,2016,5.25,.47,.44,300,1000,21.00,.80,7.86,
Jan,2016,5.75,.16,.14,670,1000,18.90,.48,11.44,
Jan,2016,6.00,.07,.09,45,200,18.30,.30,5.36,

IOOF Hldgs Last Sale Price $9.34,
Nov,2015,9.00,.47,.23,50,1867,24.80,.74,17.45,
Nov,2015,9.25,.29,.27,275,630,24.00,.60,28.61,
Nov,2015,9.50,.17,.18,315,533,23.10,.43,23.73,
Nov,2015,9.75,.09,.08,45,200,22.30,.27,11.86,
Dec,2015,9.50,.27,.18,45,632,24.00,.47,21.13,
Dec,2015,9.75,.17,.12,25,443,23.20,.35,13.16,
Jan,2016,9.50,.37,.25,255,355,22.70,.51,15.89,
Jan,2016,10.25,.11,.07,120,-,20.50,.24,4.51,
Mar,2016,10.00,.28,.24,20,20,22.90,.40,7.63,
Sep,2016,11.00,.14,.12,95,95,19.20,.31,1.69,

Iluka Res Last Sale Price $6.42,
Nov,2015,6.50,.25,.24,60,266,40.10,.49,50.76,
Nov,2015,7.00,.08,.26,15,205,38.50,.23,16.24,
Dec,2015,6.75,.24,.23,350,120,39.60,.41,27.85,
Dec,2015,9.00,.00,.03,500,2800,39.50,.01,.35,
Dec,2015,10.00,-,.01,500,382,39.70,-,1.16,
Jan,2016,6.75,.34,.53,40,40,36.00,.46,20.93,
Jan,2016,7.25,.19,.26,100,100,35.50,.30,11.56,
Jan,2016,7.50,.13,.12,50,70,35.30,.24,8.12,
Feb,2016,7.75,.14,.17,6978,6978,35.30,.23,6.69,
Mar,2016,8.50,.07,.12,65,203,34.90,.14,2.73,

Incitec Pivot Last Sale Price $3.95,
Nov,2015,3.80,.20,.23,200,1779,30.50,.71,18.15,
Nov,2015,3.91,.11,.07,170,520,30.20,.59,23.10,
Nov,2015,4.00,.10,.12,60,2710,29.90,.48,31.35,
Dec,2015,3.70,.30,.14,200,5641,31.20,.76,9.43,
Dec,2015,3.90,.17,.48,60,272,30.60,.59,23.57,
Dec,2015,4.00,.13,.13,60,961,30.20,.50,23.57,
Dec,2015,4.10,.09,.11,160,886,29.80,.41,16.03,
Jan,2016,3.81,.27,.29,60,150,29.40,.66,12.69,
Jan,2016,3.90,.22,.09,210,2210,28.70,.60,16.75,

James Hardie Ind Last Sale Price $18.30,
Nov,2015,15.72,2.67,2.47,19,19,39.30,.94,6.05,
Nov,2015,17.19,1.39,.99,36,185,35.10,.77,19.95,
Nov,2015,18.18,.71,.73,520,1541,32.30,.57,42.38,
Nov,2015,18.67,.47,.34,156,184,31.00,.44,33.12,
Nov,2015,19.16,.28,.26,440,2777,30.00,.32,19.95,
Dec,2015,17.69,1.12,.25,1000,1650,28.40,.68,20.56,
Dec,2015,18.67,.56,.56,39,655,26.90,.47,23.00,
Dec,2015,19.16,.38,.38,15,2558,26.20,.36,15.47,
Jan,2016,20.50,.20,.21,100,12,23.80,.22,4.38,
Dec,2016,17.69,2.21,2.07,100,2015,26.60,.70,7.60,
Dec,2016,20.63,1.03,.70,100,2015,25.30,.48,4.89,

Lend Lease Grp Last Sale Price $13.00,
Nov,2015,13.00,.36,.36,106,158,25.30,.54,36.60,
Nov,2015,13.25,.25,.29,400,2020,24.50,.43,24.57,
Nov,2015,13.50,.16,.15,114,336,23.80,.31,15.54,
Nov,2015,13.75,.09,.10,8,1715,23.20,.22,9.02,
Nov,2015,14.00,.05,.06,627,877,22.80,.14,5.01,
Dec,2015,12.00,1.20,1.12,80,-,29.30,.81,11.17,
Dec,2015,13.25,.37,.46,500,650,24.90,.47,21.20,
Dec,2015,13.50,.27,.27,54,1715,24.30,.38,15.47,
Dec,2015,13.75,.19,.17,2411,40,23.70,.30,10.60,
Dec,2015,14.25,.08,.10,500,520,22.90,.17,4.58,
Jan,2016,14.25,.17,.19,1959,4632,21.50,.25,5.25,
Jan,2016,14.50,.13,.10,26,-,21.40,.20,3.86,
Mar,2016,14.51,.22,.21,64,-,23.10,.30,4.13,

Medibank Private Last Sale Price $2.36,
Nov,2015,2.30,.09,.15,1087,1176,19.50,.72,13.81,
Nov,2015,2.40,.03,.03,630,14067,18.40,.41,16.57,
Dec,2015,2.50,.03,.03,1080,2590,20.40,.26,7.89,

Macquarie Grp Last Sale Price $85.70,
Nov,2015,0.01,84.19,83.26,100,25,-,-,-,
Nov,2015,73.00,12.74,10.38,9,9,27.20,.99,.61,
Nov,2015,73.01,11.16,10.01,10,29,27.20,.99,-,
Nov,2015,74.01,10.18,9.04,59,106,25.90,.99,-,
Nov,2015,75.01,9.21,3.90,5,67,25.00,.98,-,
Nov,2015,76.01,8.24,2.08,100,111,24.20,.97,-,
Nov,2015,77.00,8.75,8.99,5,36,23.60,.96,.76,
Nov,2015,77.01,7.30,3.50,3,92,23.60,.96,-,
Nov,2015,78.01,6.38,4.78,115,186,23.00,.95,-,
Nov,2015,79.00,6.77,6.90,8,60,22.50,.92,1.06,
Nov,2015,79.01,5.50,3.56,478,659,22.50,.92,-,
Nov,2015,80.00,5.80,3.35,160,1240,22.00,.89,1.52,
Nov,2015,80.01,4.66,3.48,1345,1417,22.00,.89,-,
Nov,2015,81.00,4.86,5.15,50,1074,21.50,.86,2.36,
Nov,2015,81.01,3.86,2.55,666,886,21.50,.86,-,
Nov,2015,82.00,3.95,4.50,296,1668,20.90,.81,3.80,
Nov,2015,82.01,3.13,2.35,1961,1644,20.90,.81,-,
Nov,2015,83.00,3.11,3.40,326,752,20.40,.75,6.16,
Nov,2015,83.01,2.46,1.74,2226,1872,20.40,.75,-,
Nov,2015,84.00,2.34,2.00,545,505,19.80,.68,9.66,
Nov,2015,84.01,1.86,2.50,1528,1570,19.80,.68,2.59,
Nov,2015,85.00,1.67,2.17,293,936,19.20,.60,14.75,
Nov,2015,85.01,1.35,1.05,2085,1800,19.20,.60,10.04,
Nov,2015,86.00,1.14,1.20,667,1678,18.60,.52,17.26,
Nov,2015,86.01,.94,.75,2116,1730,18.60,.52,14.30,
Nov,2015,87.00,.73,.82,1087,1319,18.20,.42,11.10,
Nov,2015,87.01,.62,.89,1238,831,18.20,.42,9.43,
Nov,2015,88.00,.44,.48,1927,586,17.80,.33,6.69,
Nov,2015,89.00,.25,.35,355,240,17.40,.25,3.80,
Nov,2015,90.00,.14,.20,360,331,17.20,.18,2.13,
Nov,2015,91.00,.08,.05,190,60,17.10,.12,1.22,
Dec,2015,0.01,84.22,83.00,5,5944,-,-,-,
Dec,2015,34.39,51.33,48.70,2,155,111.60,.99,.17,
Dec,2015,69.75,15.99,13.60,1,80,32.70,.97,.35,
Dec,2015,76.62,9.14,6.85,20,25,24.00,.92,.52,
Dec,2015,77.60,8.18,6.88,274,519,23.30,.90,.70,
Dec,2015,78.60,6.36,5.40,50,180,22.70,.88,-,
Dec,2015,79.57,6.29,5.90,120,192,22.20,.85,1.39,
Dec,2015,79.58,5.57,6.25,21,32,22.20,.85,-,
Dec,2015,80.55,5.41,5.50,10,361,21.70,.82,2.22,
Dec,2015,80.56,4.81,2.93,155,213,21.70,.82,-,
Dec,2015,81.53,4.55,3.33,23,1178,21.30,.78,3.35,
Dec,2015,81.54,4.11,2.85,20,70,21.30,.78,-,
Dec,2015,82.52,3.76,2.83,23,344,20.80,.74,5.04,
Dec,2015,82.53,3.44,3.00,436,729,20.80,.74,2.35,
Dec,2015,83.50,3.06,2.00,45,195,20.40,.69,7.48,
Dec,2015,83.51,2.84,1.70,97,97,20.40,.69,5.65,
Dec,2015,84.48,2.44,1.51,424,1068,20.00,.63,10.60,
Dec,2015,85.46,1.90,1.97,160,538,19.50,.57,14.39,
Dec,2015,85.47,1.82,1.79,256,140,19.50,.57,13.82,
Dec,2015,86.45,1.43,.95,17,742,19.10,.51,12.43,
Dec,2015,88.41,.77,.45,120,120,18.20,.37,6.69,
Dec,2015,88.43,.76,.44,302,39,18.20,.37,6.61,
Dec,2015,89.39,.54,.70,560,445,17.80,.31,4.69,
Dec,2015,89.40,.54,.32,20,46,17.80,.31,4.65,
Jan,2016,79.01,6.78,2.65,10,58,21.30,.83,.42,
Jan,2016,80.00,6.22,2.60,7,88,20.80,.80,2.43,
Jan,2016,81.00,5.43,2.20,11,77,20.40,.77,3.44,
Jan,2016,83.00,4.04,2.75,195,215,19.60,.70,6.27,
Jan,2016,84.00,3.41,2.77,51,61,19.20,.66,8.00,
Jan,2016,87.00,1.89,1.30,578,604,17.70,.51,8.82,
Jan,2016,88.00,1.50,1.24,12,90,17.20,.46,7.00,
Jan,2016,88.01,1.49,1.00,80,210,17.20,.46,6.95,
Jan,2016,89.00,1.15,1.23,32,-,16.70,.40,5.38,
Jan,2016,90.00,.86,.83,10,175,16.30,.35,4.05,
Jan,2016,91.00,.67,.54,50,-,16.30,.30,3.14,
Feb,2016,80.00,6.76,7.00,20,20,21.90,.78,3.79,
Feb,2016,83.00,4.74,5.15,1,-,20.60,.69,7.30,
Feb,2016,86.00,3.07,1.95,2,2,19.50,.58,10.99,
Feb,2016,91.00,1.13,.98,11,-,17.30,.36,4.03,
Mar,2016,84.00,4.65,3.55,49,139,20.40,.66,8.61,
Mar,2016,86.00,3.58,3.58,20,860,19.70,.59,10.43,
Mar,2016,91.00,1.60,1.19,2,13,18.00,.39,4.67,
Jun,2016,62.87,22.86,21.15,10,10,24.50,.97,-,
Jun,2016,90.37,2.70,2.11,20,13,18.90,.49,4.83,
Jun,2017,88.00,7.21,6.25,10,10,23.30,.63,5.04,

Metcash Last Sale Price $1.19,
Nov,2015,1.00,.20,.20,196,196,51.00,.91,10.95,
Nov,2015,1.05,.16,.28,90,-,48.80,.85,16.43,
Nov,2015,1.15,.08,.07,450,900,44.40,.65,43.82,
Nov,2015,1.20,.05,.04,365,3,42.70,.51,54.77,
Nov,2015,1.25,.03,.06,300,465,41.50,.37,32.86,
Dec,2015,1.30,.04,.03,165,180,41.80,.32,21.91,

Myer Hldgs Last Sale Price $0.96,
Nov,2015,1.00,.02,.01,250,191,35.70,.37,27.16,
Nov,2015,1.05,.01,.02,350,350,35.20,.20,12.22,
Dec,2015,0.85,.12,.16,10,500,34.00,.87,7.76,
Dec,2015,0.90,.09,.08,500,700,34.00,.74,19.40,
Jan,2016,1.00,.05,.04,350,-,34.10,.47,20.89,

National Aust Bank Last Sale Price $30.15,
Nov,2015,0.01,29.19,29.49,35,-,-,-,-,
Nov,2015,29.01,.86,1.75,80,321,24.10,.75,-,
Nov,2015,29.50,.83,1.08,260,-,23.10,.67,7.78,
Nov,2015,30.00,.51,.69,310,478,22.30,.57,15.35,
Nov,2015,30.01,.38,.52,4035,5565,22.30,.57,10.38,
Nov,2015,30.50,.28,.36,185,1500,21.50,.46,11.89,
Nov,2015,30.51,.23,.27,7252,204,21.50,.46,9.94,
Nov,2015,31.00,.14,.19,2914,3816,21.00,.35,6.27,
