Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4264.9 at 16:46 2/7/2010  Report at 19:06 Friday 2/7/2010. Processed 18:17 Sunday 4/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.78,,,,,,,,,,,,
Jul,10,0.01,14.82,-,-,-,-,-,4.41,,,
Jul,10,13.00,1.83,-,-,-,20.10,0.99,3.97,,,
Jul,10,13.50,1.34,-,-,-,20.00,0.96,5.29,,,
Jul,10,14.00,0.89,0.88,30,52,19.90,0.87,9.26,,,
Jul,10,14.50,0.50,0.35,5,96,19.00,0.68,18.96,,,
Jul,10,15.00,0.22,0.22,45,122,18.30,0.43,19.40,,,
Jul,10,15.50,0.06,0.07,39,94,16.80,0.18,5.29,,,
Jul,10,16.00,0.01,0.09,-,16,16.80,0.05,1.32,,,
Jul,10,16.50,0.00,-,-,2,16.80,0.01,0.18,,,
Aug,10,0.01,14.88,-,-,-,-,-,4.63,,,
Aug,10,13.00,1.89,-,-,-,20.20,0.96,4.85,,,
Aug,10,13.50,1.43,1.35,-,17,20.10,0.91,6.61,,,
Aug,10,14.00,1.01,1.25,16,9,20.00,0.80,10.36,,,
Aug,10,14.50,0.65,0.69,-,34,19.20,0.66,16.32,,,
Aug,10,15.00,0.38,0.38,24,63,18.60,0.48,16.54,,,
Aug,10,15.50,0.20,0.20,2,116,18.50,0.31,8.60,,,
Aug,10,16.00,0.08,0.08,23,76,17.70,0.16,3.53,,,
Aug,10,16.50,0.03,0.13,-,16,17.70,0.07,1.32,,,
Sep,10,0.01,14.65,14.82,-,4,-,-,-,,,
Sep,10,13.00,1.91,-,-,3,18.80,0.95,3.82,,,
Sep,10,13.50,1.46,-,-,11,18.80,0.89,5.14,,,
Sep,10,14.00,1.04,0.90,2,44,18.80,0.79,7.79,,,
Sep,10,14.50,0.70,0.70,10,198,18.70,0.66,12.35,,,
Sep,10,15.00,0.43,0.50,44,123,18.50,0.51,12.64,,,
Sep,10,15.50,0.24,0.28,58,272,18.20,0.36,7.06,,,
Sep,10,16.00,0.13,0.40,-,32,18.20,0.24,3.67,,,
Sep,10,16.50,0.06,-,-,-,18.20,0.14,1.76,,,
Oct,10,13.00,1.95,-,-,-,21.30,0.90,3.53,,,
Oct,10,13.50,1.46,-,-,-,17.10,0.88,3.63,,,
Oct,10,14.00,1.15,-,-,-,21.10,0.75,7.68,,,
Oct,10,14.50,0.73,0.42,-,10,17.70,0.67,9.34,,,
Oct,10,15.00,0.46,0.33,4,5,17.10,0.54,9.55,,,
Oct,10,15.50,0.28,-,-,-,17.10,0.40,5.81,,,
Oct,10,16.00,0.16,-,-,4,17.10,0.28,3.32,,,
Nov,10,13.00,2.00,-,-,-,22.50,0.87,3.61,,,
Nov,10,13.50,1.60,-,-,-,22.50,0.81,5.38,,,
Nov,10,14.00,1.25,-,-,-,22.50,0.73,7.90,,,
Nov,10,14.50,0.91,-,-,-,21.10,0.65,10.50,,,
Nov,10,15.00,0.71,-,-,-,22.50,0.55,12.01,,,
Nov,10,15.50,0.38,-,-,-,18.20,0.44,6.30,,,
Nov,10,16.00,0.24,0.27,25,25,18.20,0.33,4.03,,,
Dec,10,0.01,14.84,-,-,-,-,-,0.92,,,
Dec,10,13.00,1.98,-,-,-,20.00,0.88,2.82,,,
Dec,10,13.50,1.58,1.68,-,1,19.90,0.82,4.16,,,
Dec,10,14.00,1.20,-,-,11,19.10,0.75,5.93,,,
Dec,10,14.50,0.90,0.58,-,13,19.10,0.66,8.75,,,
Dec,10,15.00,0.65,0.69,-,24,18.70,0.57,9.10,,,
Dec,10,15.50,0.46,0.35,25,213,18.70,0.46,6.49,,,
Dec,10,16.00,0.31,0.62,-,19,18.50,0.37,4.37,,,
Dec,10,16.50,0.21,0.32,-,4,18.70,0.28,2.96,,,
Dec,10,17.00,0.14,0.30,-,8,18.70,0.21,1.98,,,
Dec,10,17.50,0.09,0.22,-,10,18.70,0.15,1.27,,,
Mar,11,0.01,15.03,-,-,-,-,-,2.37,,,
Mar,11,13.00,2.09,-,-,-,19.60,0.87,2.88,,,
Mar,11,13.50,1.73,-,-,-,19.60,0.81,4.18,,,
Mar,11,14.00,1.40,1.27,-,8,19.20,0.75,5.76,,,
Mar,11,14.50,1.11,-,-,-,18.90,0.68,7.66,,,
Mar,11,15.00,0.87,1.07,-,6,18.90,0.60,8.08,,,
Mar,11,15.50,0.68,-,-,-,18.90,0.52,6.27,,,
Mar,11,16.00,0.52,0.63,-,16,19.00,0.44,4.78,,,
Mar,11,16.50,0.39,0.37,9,34,19.00,0.37,3.57,,,
Jun,11,0.01,15.20,-,-,-,-,-,2.97,,,
Jun,11,13.50,1.87,-,-,-,18.90,0.81,4.08,,,
Jun,11,14.00,1.61,1.33,-,13,19.70,0.75,5.71,,,
Jun,11,14.50,1.29,-,-,-,18.90,0.69,6.99,,,
Jun,11,15.00,1.04,-,-,-,18.70,0.63,7.23,,,
Jun,11,15.50,0.85,0.76,4,4,18.90,0.56,5.91,,,
Jun,11,16.00,0.68,0.65,26,6,18.80,0.49,4.70,,,
Dec,12,13.00,2.92,2.56,10,10,19.10,0.85,3.13,,,
Dec,12,17.00,1.29,1.32,-,2,20.60,0.57,3.54,,,
Dec,12,18.00,0.98,1.46,-,15,20.10,0.46,2.69,,,
Jun,14,16.00,2.77,3.02,-,1,24.70,0.72,4.70,,,
Jun,14,16.50,2.62,-,-,-,24.70,0.72,4.44,,,
Asciano Grp Last Sale Price $1.61,,,,,,,,,,,,
Jul,10,0.01,1.60,1.62,-,50,-,-,4.06,,,
Jul,10,1.40,0.22,-,-,-,40.20,0.91,8.12,,,
Jul,10,1.50,0.14,0.20,-,503,39.20,0.77,24.37,,,
Jul,10,1.60,0.06,0.07,60,775,30.10,0.55,44.67,,,
Jul,10,1.70,0.03,0.02,241,1478,34.90,0.30,24.37,,,
Jul,10,1.80,0.01,0.01,60,488,35.30,0.14,8.12,,,
Jul,10,1.90,0.00,0.10,-,60,35.80,0.05,2.44,,,
Jul,10,2.00,0.00,-,-,22,36.30,0.02,0.81,,,
Aug,10,0.01,1.61,-,-,-,-,-,4.06,,,
Aug,10,1.40,0.23,-,-,-,30.60,0.90,8.12,,,
Aug,10,1.50,0.14,-,-,-,30.50,0.76,16.24,,,
Aug,10,1.60,0.09,-,11,38,29.90,0.56,32.49,,,
Aug,10,1.70,0.04,0.05,35,20,31.20,0.37,18.27,,,
Aug,10,1.80,0.03,0.04,12,514,33.00,0.22,10.15,,,
Aug,10,1.90,0.01,0.04,-,50,33.20,0.12,4.06,,,
Aug,10,2.00,0.01,0.12,-,5,33.40,0.06,2.03,,,
Aug,10,2.25,-,0.04,-,15,33.50,-,14.21,,,
Sep,10,0.01,1.62,-,-,-,-,-,5.41,,,
Sep,10,1.40,0.24,-,-,50,31.30,0.86,9.48,,,
Sep,10,1.50,0.17,-,-,11,31.20,0.73,16.24,,,
Sep,10,1.60,0.11,0.13,-,203,30.80,0.57,27.07,,,
Sep,10,1.70,0.06,0.10,11,265,28.20,0.40,14.89,,,
Sep,10,1.80,0.03,0.06,210,883,28.20,0.25,8.12,,,
Sep,10,1.90,0.01,0.02,20,1052,28.20,0.14,4.06,,,
Sep,10,2.00,0.01,0.02,-,106,28.20,0.07,1.62,,,
Sep,10,2.25,0.00,0.04,-,380,28.20,-,0.27,,,
Oct,10,1.40,0.26,-,-,-,33.10,0.82,10.51,,,
Oct,10,1.50,0.19,-,-,-,30.80,0.72,15.29,,,
Oct,10,1.60,0.13,-,-,10,30.00,0.58,22.93,,,
Oct,10,1.70,0.08,-,-,-,29.70,0.44,15.29,,,
Oct,10,1.80,0.04,-,-,-,29.10,0.31,8.60,,,
Nov,10,1.40,0.27,-,-,-,31.70,0.82,10.06,,,
Nov,10,1.50,0.20,-,-,-,30.20,0.72,13.92,,,
Nov,10,1.60,0.13,-,-,-,28.20,0.59,19.34,,,
Nov,10,1.70,0.09,-,-,20,28.60,0.46,13.92,,,
Nov,10,1.80,0.06,0.09,-,33,28.80,0.34,9.28,,,
Dec,10,0.01,1.64,-,-,-,-,-,5.20,,,
Dec,10,1.40,0.30,-,-,-,37.70,0.78,12.35,,,
Dec,10,1.48,0.24,0.54,-,26,35.40,0.71,14.94,,,
Dec,10,1.57,0.19,0.23,-,116,34.40,0.63,19.49,,,
Dec,10,1.66,0.13,0.12,150,384,30.10,0.53,16.24,,,
Dec,10,1.75,0.10,0.10,200,213,30.60,0.43,12.35,,,
Dec,10,1.96,0.04,0.06,-,139,28.60,0.22,4.55,,,
Dec,10,2.18,0.02,0.02,-,510,33.10,0.13,2.60,,,
Mar,11,0.01,1.66,-,-,-,-,-,5.13,,,
Mar,11,1.40,0.34,-,-,-,35.40,0.77,11.11,,,
Mar,11,1.50,0.27,-,-,-,35.20,0.70,14.11,,,
Mar,11,1.60,0.21,-,-,-,33.20,0.62,17.53,,,
Mar,11,1.70,0.17,-,-,-,33.20,0.53,14.11,,,
Mar,11,1.80,0.13,0.14,-,1020,32.30,0.45,10.69,,,
Jun,11,0.01,1.68,-,-,-,-,-,5.10,,,
Jun,11,1.40,0.39,-,-,-,39.30,0.76,11.47,,,
Jun,11,1.50,0.33,-,-,-,39.30,0.70,14.33,,,
Jun,11,1.60,0.28,0.28,50,-,38.10,0.64,17.20,,,
Jun,11,1.70,0.23,-,-,-,37.20,0.57,14.65,,,
Jun,11,1.80,0.19,-,-,-,36.40,0.51,11.78,,,
Dec,12,1.13,0.68,-,-,10,35.80,0.89,5.04,,,
Dec,12,1.31,0.57,0.70,-,25,35.80,0.83,6.93,,,
Dec,12,1.40,0.53,0.69,-,8,35.80,0.75,8.06,,,
Dec,12,1.66,0.41,0.06,-,-,35.80,0.65,10.20,,,
Dec,12,1.75,0.37,-,-,-,35.70,0.65,9.32,,,
Sep,14,1.70,0.66,-,-,-,44.70,0.72,9.63,,,
Sep,14,1.80,0.63,-,-,-,44.70,0.72,9.19,,,
Amcor Ltd Last Sale Price $6.39,,,,,,,,,,,,
Jul,10,0.01,6.40,-,-,-,-,-,4.08,,,
Jul,10,5.50,0.91,-,-,-,25.20,0.99,4.08,,,
Jul,10,5.75,0.67,0.40,-,6,25.10,0.95,6.12,,,
Jul,10,6.00,0.45,0.37,-,5,25.00,0.85,11.22,,,
Jul,10,6.25,0.26,0.32,-,169,24.10,0.67,24.48,,,
Jul,10,6.50,0.12,0.18,-,340,22.30,0.43,23.46,,,
Jul,10,6.75,0.05,0.17,-,73,23.30,0.22,10.20,,,
Jul,10,7.00,0.01,-,-,-,23.40,0.09,3.06,,,
