Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4651.1 at 16:35 26/2/2010  Report at 19:06 Friday 26/2/2010. Processed 17:14 Sunday 28/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.37,,,,,,,,,,,,
Mar,10,0.01,14.14,-,-,-,-,-,-,,,
Mar,10,12.50,1.88,-,-,-,2.00,1.00,0.91,,,
Mar,10,13.00,1.38,0.98,9,13,2.00,1.00,0.91,,,
Mar,10,13.50,0.88,0.86,75,69,2.00,1.00,0.91,,,
Mar,10,14.00,0.39,0.41,151,475,12.80,0.81,1.81,,,
Mar,10,14.50,0.08,0.08,140,230,12.90,0.45,7.26,,,
Mar,10,15.00,0.01,0.04,-,155,12.90,0.14,0.91,,,
Mar,10,15.50,0.00,0.01,-,65,12.90,0.02,-,,,
Mar,10,16.00,-,0.23,-,47,12.90,-,21.32,,,
Mar,10,16.50,-,0.44,-,5,12.90,-,39.91,,,
Apr,10,0.01,14.20,-,-,-,-,-,-,,,
Apr,10,12.50,1.88,-,-,-,2.00,1.00,0.40,,,
Apr,10,13.00,1.38,-,-,-,2.00,1.00,0.40,,,
Apr,10,13.50,0.88,0.48,8,8,2.00,1.00,0.40,,,
Apr,10,14.00,0.43,0.38,78,93,12.40,0.77,2.42,,,
Apr,10,14.50,0.19,0.19,49,33,13.50,0.52,7.66,,,
Apr,10,15.00,0.07,-,-,-,13.20,0.28,2.62,,,
Apr,10,15.50,0.02,-,-,-,13.20,0.12,0.81,,,
May,10,0.01,14.24,-,-,-,-,-,-,,,
May,10,12.50,1.88,-,-,-,14.50,0.99,0.28,,,
May,10,13.00,1.38,-,-,-,14.50,0.95,0.28,,,
May,10,13.50,0.90,-,-,-,14.50,0.86,0.84,,,
May,10,14.00,0.54,-,-,-,14.40,0.73,4.75,,,
May,10,14.50,0.28,0.26,12,2,14.00,0.54,7.95,,,
May,10,15.00,0.14,-,-,-,14.20,0.36,3.91,,,
May,10,15.50,0.05,-,-,-,13.70,0.19,1.40,,,
Jun,10,0.01,14.29,-,-,-,-,-,-,,,
Jun,10,12.00,2.38,2.47,-,2,13.70,1.00,0.21,,,
Jun,10,12.50,1.88,1.80,-,1,13.70,0.98,0.21,,,
Jun,10,13.00,1.38,1.40,-,6,13.70,0.94,0.21,,,
Jun,10,13.50,0.94,0.65,-,5,14.10,0.85,1.60,,,
Jun,10,14.00,0.62,0.66,2,59,14.40,0.72,5.34,,,
Jun,10,14.50,0.38,0.35,213,342,14.40,0.56,8.00,,,
Jun,10,15.00,0.17,0.19,262,232,13.40,0.39,3.74,,,
Jun,10,15.50,0.10,0.18,-,73,14.00,0.25,2.03,,,
Jun,10,16.00,0.04,0.46,-,20,14.30,0.15,0.96,,,
Jul,10,0.01,14.36,-,-,-,-,-,-,,,
Jul,10,12.50,1.91,-,-,-,16.90,0.94,0.58,,,
Jul,10,13.00,1.49,-,-,-,16.90,0.88,1.98,,,
Jul,10,13.50,1.12,-,-,-,16.90,0.80,4.04,,,
Jul,10,14.00,0.82,-,-,1,17.40,0.69,7.50,,,
Jul,10,14.50,0.56,-,-,-,17.10,0.58,9.24,,,
Jul,10,15.00,0.32,-,-,-,15.60,0.45,5.28,,,
Jul,10,15.50,0.22,-,-,-,16.50,0.33,3.63,,,
Aug,10,13.00,1.51,-,-,-,15.10,0.90,2.02,,,
Aug,10,13.50,1.14,-,-,-,15.10,0.82,3.70,,,
Aug,10,14.00,0.82,-,-,-,15.10,0.72,6.28,,,
Aug,10,14.50,0.56,-,-,-,15.10,0.59,7.82,,,
Aug,10,15.00,0.36,-,-,-,15.10,0.47,5.09,,,
Sep,10,0.01,14.16,-,-,-,-,-,-,,,
Sep,10,12.50,2.00,-,-,-,17.90,0.91,1.63,,,
Sep,10,13.00,1.61,-,-,-,17.90,0.85,2.84,,,
Sep,10,13.50,1.25,-,-,7,17.90,0.78,4.60,,,
Sep,10,14.00,0.95,1.11,-,43,17.90,0.69,7.02,,,
Sep,10,14.50,0.66,0.50,-,138,17.10,0.60,7.98,,,
Sep,10,15.00,0.48,0.95,-,5,17.60,0.50,5.81,,,
Sep,10,15.50,0.28,0.25,6,47,16.20,0.39,3.45,,,
Dec,10,0.01,14.33,-,-,-,-,-,-,,,
Dec,10,13.00,1.80,-,-,-,21.60,0.80,3.67,,,
Dec,10,13.50,1.44,-,-,-,20.40,0.75,4.77,,,
Dec,10,14.00,1.16,-,-,-,20.40,0.69,6.67,,,
Dec,10,14.50,0.84,-,-,-,18.70,0.62,7.09,,,
Dec,10,15.00,0.68,0.51,-,8,19.50,0.55,5.74,,,
Jun,11,14.00,1.54,1.33,-,13,22.90,0.71,6.18,,,
Dec,12,13.00,2.87,-,-,-,25.70,0.77,3.70,,,
Dec,12,17.00,1.37,1.15,-,1,24.50,0.57,3.37,,,
Dec,12,18.00,1.09,0.95,-,8,24.00,0.57,2.68,,,
Jun,14,16.00,2.27,-,-,-,24.90,0.73,3.64,,,
Jun,14,16.50,2.10,-,-,-,24.60,0.73,3.36,,,
Asciano Grp Last Sale Price $1.80,,,,,,,,,,,,
Feb,10,0.01,1.79,-,45,-,-,1.00,-,,,
Mar,10,0.01,1.79,-,-,-,-,-,3.62,,,
Mar,10,1.13,0.68,-,-,10,31.50,1.00,3.62,,,
Mar,10,1.22,0.58,0.67,40,40,31.40,1.00,3.62,,,
Mar,10,1.31,0.50,-,-,20,31.40,1.00,3.62,,,
Mar,10,1.40,0.41,0.47,48,238,31.30,1.00,3.62,,,
Mar,10,1.48,0.33,0.39,50,69,31.20,0.99,3.62,,,
Mar,10,1.57,0.23,0.37,-,57,31.20,0.96,3.62,,,
Mar,10,1.66,0.16,0.10,-,2558,29.40,0.87,10.86,,,
Mar,10,1.75,0.10,0.08,101,763,31.80,0.66,32.59,,,
Mar,10,1.85,0.03,0.04,138,242,24.90,0.38,21.73,,,
Mar,10,1.96,0.03,0.04,19,280,39.00,0.24,18.11,,,
Mar,10,2.40,-,0.03,-,40,40.70,-,18.11,,,
Apr,10,0.01,1.80,-,-,-,-,-,4.83,,,
Apr,10,1.60,0.23,-,-,45,28.70,0.87,8.05,,,
Apr,10,1.70,0.15,0.11,-,295,28.70,0.73,16.09,,,
Apr,10,1.80,0.10,0.13,23,116,29.30,0.56,30.58,,,
Apr,10,1.90,0.04,0.05,187,177,25.80,0.36,14.48,,,
Apr,10,2.00,0.03,-,-,-,29.60,0.24,9.66,,,
May,10,0.01,1.81,-,-,-,-,-,4.46,,,
May,10,1.60,0.24,-,-,-,29.30,0.84,8.91,,,
May,10,1.70,0.17,0.23,8,8,29.30,0.71,15.60,,,
May,10,1.80,0.12,0.15,64,76,29.10,0.57,25.63,,,
May,10,1.90,0.07,0.06,296,5733,29.00,0.42,15.60,,,
May,10,2.00,0.04,-,-,-,29.00,0.29,8.91,,,
Jun,10,0.01,1.81,-,-,-,-,-,4.26,,,
Jun,10,1.40,0.43,0.34,-,85,33.10,0.94,5.11,,,
Jun,10,1.50,0.34,0.34,-,122,33.10,0.88,7.67,,,
Jun,10,1.60,0.27,0.30,15,43,33.10,0.79,11.08,,,
Jun,10,1.70,0.20,0.14,-,273,33.10,0.69,17.04,,,
Jun,10,1.80,0.14,0.11,-,263,33.10,0.58,24.71,,,
Jun,10,1.90,0.10,0.07,8,716,31.20,0.46,16.19,,,
Jun,10,2.00,0.06,0.12,10,123,28.60,0.33,9.37,,,
Jun,10,2.25,0.01,0.04,-,6,28.60,0.12,2.56,,,
Jul,10,0.01,1.83,-,-,-,-,-,4.61,,,
Jul,10,1.60,0.30,-,-,-,37.70,0.76,13.83,,,
Jul,10,1.70,0.24,-,-,-,37.70,0.68,18.43,,,
Jul,10,1.80,0.14,-,-,-,28.30,0.59,19.09,,,
Jul,10,1.90,0.12,-,-,-,30.60,0.48,15.14,,,
Jul,10,2.00,0.08,-,-,-,30.60,0.38,10.53,,,
Aug,10,1.60,0.27,-,-,-,22.90,0.84,7.24,,,
Aug,10,1.70,0.20,-,-,-,22.90,0.73,10.58,,,
Aug,10,1.80,0.14,-,-,-,22.90,0.60,15.04,,,
Aug,10,1.90,0.09,-,-,-,22.90,0.47,10.03,,,
Aug,10,2.00,0.06,-,-,-,22.90,0.35,6.68,,,
Sep,10,0.01,1.84,-,-,-,-,-,4.35,,,
Sep,10,1.60,0.32,-,-,10,33.60,0.76,11.10,,,
Sep,10,1.70,0.23,0.26,20,20,28.40,0.70,12.55,,,
Sep,10,1.80,0.20,0.30,-,702,32.10,0.60,18.83,,,
Sep,10,1.90,0.16,-,-,50,32.50,0.52,14.97,,,
Sep,10,2.00,0.12,0.17,-,15,31.90,0.43,11.10,,,
Sep,10,2.25,0.05,0.04,40,380,30.50,0.24,4.83,,,
Dec,10,0.01,1.86,-,-,-,-,-,4.72,,,
Dec,10,1.48,0.42,0.54,-,26,30.80,0.84,7.07,,,
Dec,10,1.57,0.36,-,-,-,30.80,0.79,8.76,,,
Dec,10,1.66,0.30,0.26,-,7,30.80,0.73,11.12,,,
Dec,10,1.75,0.27,0.22,-,12,33.50,0.66,14.82,,,
Dec,10,1.96,0.15,0.20,-,101,28.40,0.49,10.11,,,
Dec,10,2.18,0.13,-,-,500,35.30,0.39,8.42,,,
Dec,12,1.13,0.85,-,-,10,29.50,0.94,3.55,,,
Dec,12,1.31,0.69,0.70,25,25,21.00,0.95,3.84,,,
Dec,12,1.66,0.49,0.06,-,-,25.90,0.77,6.90,,,
Dec,12,1.75,0.46,-,-,-,26.60,0.77,7.98,,,
Dec,12,1.96,0.38,-,-,-,28.60,0.67,7.49,,,
Sep,14,1.70,0.84,-,-,-,44.70,0.82,8.97,,,
Sep,14,1.80,0.81,-,-,-,44.70,0.77,9.76,,,
Amcor Ltd Last Sale Price $5.93,,,,,,,,,,,,
Mar,10,0.01,5.82,-,-,-,-,-,-,,,
Mar,10,4.12,1.81,2.00,-,18,23.80,1.00,-,,,
Mar,10,4.81,1.12,1.32,13,8,23.30,1.00,-,,,
Mar,10,5.03,0.90,0.85,-,38,23.20,1.00,-,,,
Mar,10,5.26,0.67,-,-,-,23.00,0.98,-,,,
Mar,10,5.49,0.44,0.44,2,51,22.90,0.91,-,,,
Mar,10,5.71,0.20,-,-,-,21.10,0.78,-,,,
Mar,10,5.72,0.23,0.38,10,448,21.40,0.77,3.30,,,
Mar,10,5.94,0.06,-,-,-,17.20,0.53,13.19,,,
Mar,10,5.95,0.07,0.06,510,539,18.70,0.52,15.39,,,
Mar,10,6.17,0.02,-,-,-,18.50,0.25,4.40,,,
Mar,10,6.18,0.03,0.08,25,292,21.10,0.27,5.50,,,
Mar,10,6.41,0.01,0.06,-,157,21.30,0.11,1.54,,,
Mar,10,6.64,0.00,-,-,-,21.60,0.03,0.44,,,
Apr,10,0.01,5.84,-,-,-,-,-,-,,,
Apr,10,5.26,0.67,-,-,-,23.80,0.92,-,,,
Apr,10,5.49,0.45,0.55,40,38,22.10,0.84,0.98,,,
Apr,10,5.72,0.27,0.30,-,26,20.60,0.72,5.37,,,
Apr,10,5.95,0.15,0.27,118,224,20.10,0.55,14.66,,,
Apr,10,6.18,0.07,0.14,23,202,20.10,0.37,7.33,,,
Apr,10,6.41,0.03,0.13,-,35,19.30,0.21,2.93,,,
Apr,10,6.64,0.01,-,-,-,19.30,0.10,0.98,,,
May,10,0.01,5.86,-,-,-,-,-,-,,,
May,10,5.26,0.68,-,-,-,21.90,0.90,0.34,,,
May,10,5.49,0.48,-,-,-,21.80,0.82,2.71,,,
May,10,5.72,0.33,-,-,77,21.40,0.70,7.78,,,
May,10,5.95,0.20,0.17,20,95,21.10,0.56,13.87,,,
May,10,6.18,0.12,0.09,12,3,20.50,0.42,8.12,,,
May,10,6.41,0.07,0.12,-,123,20.50,0.28,4.40,,,
May,10,6.64,0.04,0.15,-,5,20.50,0.18,2.37,,,
Jun,10,0.01,5.88,-,-,3525,-,-,-,,,
Jun,10,3.89,2.04,2.02,-,-,22.90,1.00,-,,,
Jun,10,4.12,1.81,1.96,20,20,22.80,1.00,-,,,
Jun,10,4.58,1.35,1.55,6,-,22.60,0.99,-,,,
Jun,10,4.81,1.12,1.30,35,51,22.50,0.97,-,,,
Jun,10,5.03,0.91,0.43,-,30,22.40,0.93,0.26,,,
Jun,10,5.26,0.69,-,-,-,22.30,0.88,1.29,,,
Jun,10,5.49,0.52,0.54,-,52,22.20,0.79,4.14,,,
Jun,10,5.72,0.36,0.45,33,39,21.00,0.70,8.02,,,
Jun,10,5.95,0.24,-,-,239,20.50,0.58,12.41,,,
Jun,10,6.18,0.14,0.13,70,13,19.70,0.44,7.50,,,
Jun,10,6.41,0.10,0.29,-,94,20.30,0.33,4.91,,,
Jun,10,6.64,0.06,-,-,35,20.30,0.22,2.84,,,
Jul,10,0.01,5.91,-,-,-,-,-,-,,,
Jul,10,5.25,0.75,-,-,-,22.10,0.86,2.60,,,
Jul,10,5.50,0.56,-,-,-,22.10,0.78,5.40,,,
Jul,10,5.75,0.41,-,-,-,22.10,0.68,9.39,,,
Jul,10,6.00,0.32,0.37,-,5,23.80,0.56,12.79,,,
Jul,10,6.25,0.19,0.22,40,40,20.80,0.44,7.39,,,
Jul,10,6.50,0.14,-,-,-,22.90,0.35,5.80,,,
Jul,10,6.75,0.09,-,-,-,22.10,0.25,3.40,,,
Aug,10,0.01,5.75,-,-,-,-,-,-,,,
Aug,10,5.50,0.56,-,-,-,20.20,0.79,4.57,,,
Aug,10,5.75,0.41,-,-,-,20.20,0.69,7.78,,,
Aug,10,6.00,0.29,-,-,-,20.20,0.58,9.81,,,
Aug,10,6.25,0.20,-,-,-,20.20,0.46,6.59,,,
Aug,10,6.50,0.13,-,-,-,20.20,0.36,4.23,,,
Sep,10,0.01,5.77,-,-,-,-,-,-,,,
Sep,10,4.75,1.26,1.29,-,35,32.80,0.88,2.49,,,
Sep,10,5.00,1.03,1.10,13,13,29.30,0.85,3.08,,,
Sep,10,5.25,0.90,-,-,-,32.50,0.77,6.45,,,
Sep,10,5.50,0.63,0.73,-,1,24.20,0.75,5.72,,,
Sep,10,5.75,0.47,0.47,-,12,23.70,0.67,8.65,,,
Sep,10,6.00,0.37,0.42,20,20,24.60,0.58,10.84,,,
Sep,10,6.25,0.26,0.38,-,26,23.80,0.49,7.62,,,
Sep,10,6.50,0.20,-,-,17,25.10,0.42,6.01,,,
Sep,10,6.75,0.14,-,-,-,24.10,0.33,3.96,,,
Dec,10,0.01,5.84,-,-,-,-,-,-,,,
Dec,10,5.25,0.84,-,-,-,25.20,0.80,3.37,,,
Dec,10,5.50,0.70,-,-,-,26.00,0.74,5.52,,,
Dec,10,5.75,0.56,0.86,-,20,25.40,0.68,7.67,,,
Dec,10,6.00,0.42,0.47,10,10,24.70,0.61,8.69,,,
