Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4972.9 at 16:33 9/4/2010  Report at 19:06 Friday 9/4/2010. Processed 19:39 Friday 9/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.25,,,,,,,,,,,,
Apr,10,0.01,15.28,-,-,-,-,-,3.99,,,
Apr,10,13.00,2.28,-,-,-,18.00,1.00,3.42,,,
Apr,10,13.50,1.78,1.10,-,-,17.70,1.00,3.42,,,
Apr,10,14.00,1.28,1.14,-,13,17.30,0.99,3.99,,,
Apr,10,14.50,0.81,0.68,6,294,17.00,0.91,6.84,,,
Apr,10,15.00,0.37,0.37,10,220,13.60,0.74,13.68,,,
Apr,10,15.50,0.12,0.14,20,92,14.50,0.36,13.68,,,
Apr,10,16.00,0.02,0.03,-,20,14.60,0.10,2.28,,,
Apr,10,16.50,0.00,-,-,-,14.70,0.01,0.23,,,
May,10,0.01,15.33,-,-,-,-,-,4.40,,,
May,10,13.00,2.33,-,-,-,14.00,1.00,3.66,,,
May,10,13.50,1.83,-,-,-,14.00,1.00,3.91,,,
May,10,14.00,1.34,-,-,3,14.00,0.97,4.40,,,
May,10,14.50,0.89,0.69,-,32,13.90,0.88,6.59,,,
May,10,15.00,0.50,0.57,91,152,13.90,0.69,12.21,,,
May,10,15.50,0.23,0.21,3,74,13.60,0.44,11.23,,,
May,10,16.00,0.09,0.06,1,11,13.60,0.21,4.15,,,
May,10,16.50,0.04,-,-,-,14.80,0.10,1.71,,,
Jun,10,0.01,15.38,-,-,-,-,-,4.35,,,
Jun,10,12.00,3.36,2.47,-,-,15.30,1.00,3.42,,,
Jun,10,12.50,2.87,2.06,-,1,15.30,1.00,3.57,,,
Jun,10,13.00,2.37,1.40,-,5,15.30,0.99,3.73,,,
Jun,10,13.50,1.89,1.80,-,5,15.30,0.97,4.20,,,
Jun,10,14.00,1.42,1.34,2,57,15.30,0.92,5.28,,,
Jun,10,14.50,1.00,0.42,-,210,15.60,0.82,7.77,,,
Jun,10,15.00,0.61,0.70,-,226,14.30,0.68,11.35,,,
Jun,10,15.50,0.36,0.37,34,253,14.80,0.49,11.19,,,
Jun,10,16.00,0.20,0.20,-,42,15.40,0.32,6.22,,,
Jun,10,16.50,0.09,-,-,-,14.80,0.17,2.64,,,
Jul,10,0.01,15.45,-,-,-,-,-,4.49,,,
Jul,10,13.00,2.44,-,-,-,15.10,0.99,3.95,,,
Jul,10,13.50,1.96,-,-,-,15.10,0.96,4.49,,,
Jul,10,14.00,1.51,-,-,1,15.10,0.90,5.56,,,
Jul,10,14.50,1.13,0.54,-,1,16.10,0.79,8.12,,,
Jul,10,15.00,0.77,0.79,-,12,15.50,0.67,11.11,,,
Jul,10,15.50,0.48,-,-,2,15.10,0.52,10.36,,,
Jul,10,16.00,0.28,0.20,-,8,14.70,0.37,5.98,,,
Jul,10,16.50,0.14,-,-,-,14.40,0.23,3.10,,,
Aug,10,13.00,2.50,-,-,-,15.40,0.98,4.19,,,
