Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4507.4 at 16:37 7/5/2010  Report at 19:07 Friday 7/5/2010. Processed 14:29 Sunday 9/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.69,,,,,,,,,,,,
May,10,0.01,14.72,-,-,-,-,-,4.14,,,
May,10,12.50,2.22,-,-,-,20.40,1.00,3.55,,,
May,10,13.00,1.73,-,-,-,20.30,1.00,4.14,,,
May,10,13.50,1.23,-,-,-,20.20,0.97,4.73,,,
May,10,14.00,0.78,-,-,3,20.10,0.87,10.06,,,
May,10,14.50,0.39,0.69,-,53,18.80,0.65,23.07,,,
May,10,15.00,0.14,0.19,54,210,17.80,0.34,15.97,,,
May,10,15.50,0.03,0.11,40,184,17.40,0.11,3.55,,,
May,10,16.00,0.01,0.17,-,113,17.40,0.02,0.59,,,
May,10,16.50,-,-,-,8,17.40,-,-,,,
Jun,10,0.01,14.77,-,-,-,-,-,4.56,,,
Jun,10,12.00,2.76,2.47,-,-,19.20,1.00,3.55,,,
Jun,10,12.50,2.27,2.06,-,1,19.20,0.99,3.80,,,
Jun,10,13.00,1.78,1.40,-,5,19.10,0.97,4.56,,,
Jun,10,13.50,1.31,1.80,-,5,19.00,0.91,6.34,,,
Jun,10,14.00,0.90,1.12,2,53,18.90,0.80,10.40,,,
Jun,10,14.50,0.54,0.78,-,216,18.10,0.64,17.49,,,
Jun,10,15.00,0.28,0.61,70,236,17.60,0.43,13.94,,,
Jun,10,15.50,0.12,0.16,3,344,16.80,0.23,5.83,,,
Jun,10,16.00,0.04,0.19,-,56,16.50,0.10,2.03,,,
Jun,10,16.50,0.01,-,-,-,16.50,0.04,0.51,,,
Jul,10,0.01,14.84,-,-,-,-,-,4.58,,,
Jul,10,12.50,2.34,-,-,-,19.00,0.98,4.29,,,
Jul,10,13.00,1.87,-,-,-,19.00,0.94,5.18,,,
Jul,10,13.50,1.43,-,-,-,18.90,0.87,7.10,,,
Jul,10,14.00,1.03,-,-,1,18.90,0.77,10.20,,,
Jul,10,14.50,0.70,4.48,-,1,18.50,0.63,15.09,,,
Jul,10,15.00,0.43,4.29,-,12,18.00,0.48,12.72,,,
Jul,10,15.50,0.24,0.30,13,13,17.40,0.33,7.10,,,
Jul,10,16.00,0.13,3.92,-,6,17.40,0.20,3.70,,,
Jul,10,16.50,0.06,-,-,2,17.40,0.12,1.77,,,
Aug,10,13.00,1.92,-,-,-,17.40,0.93,5.10,,,
Aug,10,13.50,1.49,-,-,-,17.40,0.87,6.66,,,
Aug,10,14.00,1.11,-,-,-,17.50,0.77,9.21,,,
Aug,10,14.50,0.78,-,-,-,17.50,0.64,13.09,,,
Aug,10,15.00,0.52,0.48,-,13,17.30,0.51,11.43,,,
Aug,10,15.50,0.32,-,-,2,17.00,0.37,6.99,,,
Aug,10,16.00,0.18,-,-,20,16.90,0.25,3.99,,,
Aug,10,16.50,0.09,0.07,4,16,16.30,0.15,2.00,,,
Sep,10,0.01,14.66,-,-,-,-,-,-,,,
Sep,10,12.50,2.42,-,-,-,19.60,0.94,4.17,,,
Sep,10,13.00,1.98,-,-,-,19.50,0.90,5.06,,,
Sep,10,13.50,1.56,-,-,7,19.40,0.83,6.57,,,
Sep,10,14.00,1.19,1.11,-,44,19.30,0.74,8.87,,,
Sep,10,14.50,0.84,1.16,-,190,18.50,0.64,11.62,,,
Sep,10,15.00,0.57,0.91,-,20,18.10,0.53,10.20,,,
Sep,10,15.50,0.37,0.47,-,138,17.80,0.41,6.57,,,
Sep,10,16.00,0.23,0.40,-,32,17.90,0.30,4.17,,,
Sep,10,16.50,0.14,-,-,-,17.90,0.21,2.57,,,
Oct,10,13.50,1.54,-,-,-,17.10,0.84,4.97,,,
Oct,10,14.00,1.17,-,-,-,17.10,0.76,6.74,,,
Oct,10,14.50,0.85,-,-,-,17.10,0.66,9.37,,,
Oct,10,15.00,0.59,-,-,-,17.10,0.55,8.45,,,
Oct,10,15.50,0.40,-,-,-,17.10,0.44,5.68,,,
Oct,10,16.00,0.27,-,-,-,17.10,0.33,3.76,,,
Dec,10,0.01,14.85,-,-,-,-,-,1.83,,,
Dec,10,13.00,2.08,-,-,-,20.60,0.85,4.14,,,
Dec,10,13.50,1.70,-,-,-,20.50,0.80,5.49,,,
Dec,10,14.00,1.37,-,-,-,20.50,0.73,7.31,,,
Dec,10,14.50,1.05,-,-,-,19.70,0.65,9.30,,,
Dec,10,15.00,0.80,1.01,-,33,19.30,0.57,8.55,,,
Dec,10,15.50,0.59,0.65,1,6,19.00,0.49,6.35,,,
Dec,10,16.00,0.43,0.62,-,19,18.90,0.40,4.63,,,
Dec,10,16.50,0.30,0.52,-,10,18.80,0.32,3.28,,,
Dec,10,17.00,0.22,0.30,-,8,18.90,0.26,2.37,,,
Dec,10,17.50,0.16,0.22,-,10,19.00,0.20,1.67,,,
Mar,11,0.01,15.04,-,-,-,-,-,2.78,,,
Mar,11,13.50,1.91,-,-,-,21.70,0.78,5.56,,,
Mar,11,14.00,1.58,-,-,-,21.00,0.73,6.83,,,
Mar,11,14.50,1.28,-,-,-,20.50,0.67,8.45,,,
Mar,11,15.00,1.03,1.26,-,6,20.10,0.60,7.95,,,
Mar,11,15.50,0.81,-,-,-,19.80,0.53,6.29,,,
Mar,11,16.00,0.65,0.79,-,12,19.80,0.46,5.02,,,
Mar,11,16.50,0.51,0.69,-,19,19.70,0.40,3.90,,,
Jun,11,14.00,1.75,1.33,-,13,20.70,0.71,6.41,,,
Dec,12,13.00,3.10,-,-,-,19.20,0.86,3.65,,,
Dec,12,17.00,1.45,1.32,-,2,20.60,0.58,3.74,,,
Dec,12,18.00,1.08,1.46,-,15,19.70,0.47,2.80,,,
Jun,14,16.00,2.99,3.02,-,1,24.70,0.72,4.91,,,
Jun,14,16.50,2.83,-,-,-,24.70,0.72,4.64,,,
Asciano Grp Last Sale Price $1.60,,,,,,,,,,,,
May,10,0.01,1.60,1.64,200,167,-,-,5.43,,,
May,10,1.40,0.20,-,-,-,36.80,0.95,5.43,,,
May,10,1.50,0.12,-,-,-,36.80,0.80,21.73,,,
May,10,1.60,0.06,-,-,-,36.80,0.53,59.75,,,
May,10,1.70,0.03,0.04,45,336,38.50,0.28,27.16,,,
May,10,1.80,0.02,0.02,-,669,52.20,0.19,21.73,,,
May,10,1.90,0.02,0.01,100,6266,65.80,0.15,21.73,,,
May,10,2.00,0.01,0.03,-,3182,67.10,0.09,10.86,,,
Jun,10,0.01,1.60,-,-,-,-,-,4.66,,,
Jun,10,1.40,0.22,0.34,-,85,33.20,0.89,9.31,,,
Jun,10,1.50,0.14,0.33,-,122,33.20,0.75,18.62,,,
Jun,10,1.60,0.08,0.09,35,43,33.20,0.55,37.24,,,
Jun,10,1.70,0.04,0.05,30,1713,31.70,0.34,18.62,,,
Jun,10,1.80,0.02,0.03,165,1060,32.60,0.19,9.31,,,
Jun,10,1.90,0.01,0.03,-,1220,32.70,0.09,3.72,,,
Jun,10,2.00,0.00,0.06,-,371,32.80,0.04,1.40,,,
Jun,10,2.25,-,0.04,-,6,32.90,-,20.95,,,
Jul,10,0.01,1.61,-,-,-,-,-,4.07,,,
Jul,10,1.40,0.23,-,-,-,31.20,0.86,9.51,,,
Jul,10,1.50,0.16,-,-,-,31.00,0.73,16.29,,,
Jul,10,1.60,0.10,-,-,-,30.40,0.57,27.16,,,
Jul,10,1.70,0.06,-,-,-,29.70,0.40,14.94,,,
Jul,10,1.80,0.03,0.04,50,68,28.40,0.24,8.15,,,
Jul,10,1.90,0.01,0.10,-,60,27.70,0.13,2.72,,,
Jul,10,2.00,0.01,-,-,22,27.70,0.06,1.36,,,
Aug,10,1.40,0.23,-,-,-,22.90,0.90,6.11,,,
Aug,10,1.50,0.16,-,-,-,22.90,0.76,11.20,,,
Aug,10,1.60,0.09,-,-,-,22.90,0.58,18.33,,,
Aug,10,1.70,0.07,-,-,-,29.60,0.43,15.28,,,
Aug,10,1.80,0.04,-,-,-,30.10,0.30,9.17,,,
Aug,10,1.90,0.02,0.14,-,39,27.80,0.18,4.07,,,
Aug,10,2.00,0.01,0.12,-,5,25.90,0.09,1.63,,,
Aug,10,2.25,0.00,0.04,-,15,27.70,0.02,0.41,,,
Sep,10,0.01,1.62,-,-,-,-,-,4.89,,,
Sep,10,1.40,0.26,-,-,-,28.50,0.83,8.96,,,
Sep,10,1.50,0.19,-,-,-,28.40,0.72,13.85,,,
Sep,10,1.60,0.13,-,-,10,27.90,0.59,20.37,,,
Sep,10,1.70,0.09,0.27,-,195,29.00,0.45,13.85,,,
Sep,10,1.80,0.06,0.09,-,860,29.30,0.33,8.96,,,
Sep,10,1.90,0.04,0.04,333,963,30.30,0.24,5.70,,,
Sep,10,2.00,0.02,0.14,-,106,28.80,0.15,3.26,,,
Sep,10,2.25,0.01,0.04,-,380,30.70,0.06,0.98,,,
Dec,10,0.01,1.64,-,-,-,-,-,4.94,,,
Dec,10,1.48,0.23,0.54,-,26,26.30,0.74,10.37,,,
Dec,10,1.57,0.17,-,-,-,26.30,0.64,14.32,,,
Dec,10,1.66,0.12,0.16,50,52,24.60,0.54,11.85,,,
Dec,10,1.75,0.08,0.19,-,65,23.00,0.42,7.90,,,
Dec,10,1.96,0.03,0.22,-,169,23.00,0.21,2.96,,,
Dec,10,2.18,0.01,0.09,-,510,23.00,0.08,0.89,,,
Mar,11,0.01,1.66,-,-,-,-,-,4.96,,,
Mar,11,1.40,0.32,-,-,-,27.30,0.80,8.15,,,
Mar,11,1.50,0.25,-,-,-,27.30,0.72,10.63,,,
Mar,11,1.60,0.20,-,-,-,27.60,0.63,13.82,,,
Mar,11,1.70,0.17,-,-,-,29.30,0.54,11.69,,,
Mar,11,1.80,0.12,0.16,10,10,27.90,0.45,8.50,,,
Dec,12,1.13,0.65,-,-,10,24.70,0.94,4.16,,,
Dec,12,1.31,0.52,0.70,-,25,24.70,0.84,5.47,,,
Dec,12,1.40,0.47,0.69,-,8,24.70,0.84,6.30,,,
Dec,12,1.66,0.33,0.06,-,-,24.70,0.67,7.85,,,
Dec,12,1.75,0.30,-,-,-,25.80,0.67,7.14,,,
Sep,14,1.70,0.68,-,-,-,44.70,0.73,9.61,,,
Sep,14,1.80,0.65,-,-,-,44.70,0.73,9.18,,,
Amcor Ltd Last Sale Price $6.48,,,,,,,,,,,,
May,10,0.01,6.49,-,-,-,-,-,4.02,,,
May,10,5.72,0.78,0.45,-,89,24.60,0.99,4.02,,,
May,10,5.95,0.56,0.51,-,178,24.50,0.94,6.71,,,
May,10,6.18,0.35,0.60,1,45,24.40,0.82,14.75,,,
May,10,6.41,0.19,0.23,47,347,23.40,0.61,30.85,,,
May,10,6.64,0.07,0.12,10,161,22.10,0.35,20.12,,,
May,10,6.87,0.03,-,-,-,22.10,0.15,6.71,,,
May,10,7.09,0.01,-,-,-,22.10,0.05,1.88,,,
Jun,10,0.01,6.51,-,-,1334,-,-,4.60,,,
Jun,10,3.89,2.62,2.02,-,-,23.20,1.00,2.87,,,
Jun,10,4.12,2.38,1.96,-,9,23.10,1.00,2.87,,,
Jun,10,4.58,1.93,1.55,-,-,22.90,1.00,2.87,,,
Jun,10,4.81,1.70,1.30,-,40,22.80,1.00,3.45,,,
Jun,10,5.03,1.48,0.43,-,-,22.70,1.00,3.45,,,
Jun,10,5.26,1.25,0.82,-,2,22.60,1.00,3.45,,,
Jun,10,5.49,1.02,0.54,-,52,22.50,0.98,4.02,,,
Jun,10,5.72,0.81,0.63,-,64,22.50,0.95,5.17,,,
Jun,10,5.95,0.60,0.51,-,442,22.40,0.88,8.05,,,
Jun,10,6.18,0.41,0.39,-,98,22.30,0.76,13.22,,,
Jun,10,6.41,0.26,0.40,320,588,21.40,0.61,21.84,,,
Jun,10,6.64,0.15,0.25,64,221,21.70,0.43,17.24,,,
Jun,10,6.87,0.07,0.14,11,11,20.80,0.26,8.05,,,
Jun,10,7.09,0.03,-,-,-,20.50,0.14,3.45,,,
Jun,10,7.32,0.01,-,-,-,20.50,0.07,1.72,,,
Jul,10,0.01,6.54,-,-,-,-,-,4.69,,,
Jul,10,5.75,0.82,-,-,-,22.30,0.90,6.37,,,
Jul,10,6.00,0.62,0.37,-,5,22.20,0.82,9.39,,,
Jul,10,6.25,0.44,0.58,20,43,21.80,0.70,13.75,,,
Jul,10,6.50,0.29,0.21,-,40,21.60,0.56,19.45,,,
Jul,10,6.75,0.17,0.17,-,22,20.80,0.41,11.40,,,
Jul,10,7.00,0.10,-,-,-,20.80,0.28,6.71,,,
Jul,10,7.25,0.06,-,-,-,20.80,0.17,3.69,,,
Aug,10,0.01,6.39,-,-,-,-,-,-,,,
Aug,10,5.75,0.83,-,-,-,18.70,0.92,5.28,,,
Aug,10,6.00,0.63,-,-,-,18.70,0.83,7.29,,,
Aug,10,6.25,0.44,-,-,-,18.70,0.72,10.56,,,
Aug,10,6.50,0.33,0.31,-,8,21.20,0.57,16.34,,,
Aug,10,6.75,0.17,0.17,-,5,17.40,0.42,8.30,,,
Aug,10,7.00,0.13,0.11,-,20,20.80,0.32,6.54,,,
Aug,10,7.25,0.06,-,-,-,18.30,0.19,2.77,,,
Sep,10,0.01,6.42,-,-,-,-,-,-,,,
Sep,10,4.75,1.80,1.29,-,35,28.20,0.98,2.82,,,
Sep,10,5.00,1.56,1.10,-,13,28.10,0.96,3.42,,,
Sep,10,5.50,1.10,0.73,-,1,25.80,0.89,4.83,,,
Sep,10,5.75,0.88,0.47,-,12,24.60,0.84,6.04,,,
Sep,10,6.00,0.68,0.32,-,107,23.50,0.78,8.05,,,
Sep,10,6.25,0.50,0.63,6,78,22.30,0.69,10.86,,,
Sep,10,6.50,0.34,0.28,-,208,21.10,0.58,13.68,,,
Sep,10,6.75,0.23,0.25,-,84,21.30,0.47,9.45,,,
Sep,10,7.00,0.15,-,-,-,21.00,0.36,6.04,,,
Sep,10,7.25,0.09,-,-,-,20.90,0.26,3.62,,,
Oct,10,0.01,6.45,-,-,-,-,-,-,,,
Oct,10,6.00,0.65,-,-,-,18.90,0.81,5.31,,,
Oct,10,6.25,0.47,-,-,-,18.90,0.71,7.89,,,
Oct,10,6.50,0.34,-,-,-,18.90,0.60,10.78,,,
Oct,10,6.75,0.23,-,-,-,18.90,0.49,7.24,,,
Oct,10,7.00,0.14,-,-,-,18.90,0.38,4.67,,,
Oct,10,7.25,0.10,-,-,-,18.90,0.28,3.06,,,
Dec,10,0.01,6.50,-,-,-,-,-,0.61,,,
Dec,10,5.50,1.11,0.70,-,2,22.40,0.89,3.17,,,
Dec,10,5.75,0.91,0.86,-,20,22.30,0.83,4.39,,,
Dec,10,6.00,0.73,0.44,-,11,22.30,0.77,6.22,,,
Dec,10,6.25,0.58,0.52,-,26,22.20,0.69,8.53,,,
Dec,10,6.50,0.44,0.27,-,23,21.60,0.61,10.73,,,
Dec,10,6.75,0.33,0.40,255,281,21.10,0.52,7.92,,,
Dec,10,7.00,0.23,-,-,-,20.70,0.43,5.73,,,
Dec,10,7.25,0.17,-,-,1,20.80,0.35,4.15,,,
Mar,11,0.01,6.45,-,-,-,-,-,-,,,
Mar,11,5.75,0.98,-,-,-,23.20,0.81,4.46,,,
Mar,11,6.00,0.82,-,-,-,23.10,0.76,6.04,,,
Mar,11,6.25,0.68,-,-,-,23.00,0.70,7.87,,,
Mar,11,6.50,0.54,-,-,5,22.30,0.63,9.45,,,
Mar,11,6.75,0.42,0.39,-,15,21.70,0.56,7.35,,,
Mar,11,7.00,0.34,-,-,-,22.00,0.49,5.95,,,
Mar,11,7.25,0.27,-,-,-,22.00,0.42,4.64,,,
AMP Ltd Last Sale Price $5.76,,,,,,,,,,,,
May,10,0.01,5.76,-,-,-,-,-,4.53,,,
May,10,5.00,0.78,-,-,-,33.40,0.97,6.04,,,
May,10,5.25,0.55,-,-,-,33.40,0.90,10.56,,,
May,10,5.50,0.34,-,-,-,33.40,0.75,25.65,,,
May,10,5.75,0.19,0.22,584,42,33.40,0.54,54.32,,,
May,10,6.00,0.09,0.09,478,106,32.20,0.32,25.65,,,
May,10,6.25,0.04,0.05,256,818,34.10,0.17,12.07,,,
May,10,6.50,0.03,0.04,163,893,40.90,0.12,9.05,,,
May,10,6.75,0.03,0.04,170,1699,46.60,0.09,7.54,,,
May,10,7.00,0.01,0.03,260,1214,49.70,0.06,4.53,,,
May,10,7.25,0.01,0.03,-,84,55.30,0.05,4.53,,,
Jun,10,0.01,5.79,6.34,-,50,-,-,4.53,,,
Jun,10,4.09,1.70,2.24,2,4,29.00,1.00,3.23,,,
Jun,10,5.05,0.77,1.43,-,6,29.00,0.92,7.11,,,
Jun,10,5.29,0.56,-,-,-,29.00,0.83,12.29,,,
Jun,10,5.53,0.39,0.75,-,34,29.00,0.70,20.69,,,
Jun,10,5.77,0.27,0.27,35,88,30.40,0.54,34.27,,,
Jun,10,6.02,0.15,0.16,215,220,29.30,0.39,19.40,,,
Jun,10,6.26,0.09,0.11,249,1054,29.60,0.26,11.64,,,
Jun,10,6.50,0.06,0.05,26,1397,31.40,0.17,7.11,,,
Jun,10,6.74,0.03,0.03,5,582,30.30,0.10,3.23,,,
Jun,10,6.98,0.01,0.07,-,1236,30.30,0.05,1.94,,,
Jun,10,7.22,0.01,0.22,-,258,30.30,0.03,0.78,,,
Jun,10,7.46,0.00,0.04,-,141,30.30,0.01,0.39,,,
Jun,10,7.70,0.00,0.03,-,99,30.30,-,0.13,,,
Jun,10,7.94,-,0.14,-,52,30.30,-,18.75,,,
Jun,10,8.18,-,0.11,-,131,30.30,-,14.23,,,
