Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4404.1 at 16:38 27/8/2010  Report at 19:06 Friday 27/8/2010. Processed 15:36 Sunday 29/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.18,,,,,,,,,,,,
Sep,10,0.01,14.92,14.82,-,4,-,-,-,,,
Sep,10,13.00,2.19,2.05,2,3,24.80,0.99,1.29,,,
Sep,10,13.50,1.70,-,-,7,24.10,0.97,1.29,,,
Sep,10,14.00,1.21,1.00,-,44,23.40,0.91,2.15,,,
Sep,10,14.50,0.71,0.66,10,220,16.50,0.87,2.58,,,
Sep,10,15.00,0.28,0.24,40,335,14.20,0.67,8.16,,,
Sep,10,15.50,0.06,0.10,13,291,13.50,0.33,4.72,,,
Sep,10,16.00,0.01,0.40,4,32,13.50,0.10,0.60,,,
Sep,10,16.50,0.00,-,-,-,13.50,0.02,-,,,
Oct,10,0.01,14.99,-,-,-,-,-,-,,,
Oct,10,13.00,2.19,-,-,-,18.00,0.99,0.57,,,
Oct,10,13.50,1.70,-,-,-,17.90,0.96,0.57,,,
Oct,10,14.00,1.21,-,-,-,17.70,0.90,0.95,,,
Oct,10,14.50,0.74,0.42,5,26,16.00,0.81,2.29,,,
Oct,10,15.00,0.38,0.26,52,20,15.20,0.65,7.63,,,
Oct,10,15.50,0.16,0.15,175,222,14.30,0.44,6.11,,,
Oct,10,16.00,0.07,0.16,9,113,14.50,0.25,2.48,,,
Oct,10,16.50,0.02,-,-,-,14.50,0.12,0.76,,,
Nov,10,0.01,15.04,-,-,-,-,-,-,,,
Nov,10,13.00,2.19,-,-,-,16.10,0.98,0.40,,,
Nov,10,13.50,1.70,-,-,-,16.10,0.95,0.40,,,
Nov,10,14.00,1.21,-,-,-,16.10,0.89,0.79,,,
Nov,10,14.50,0.80,-,-,-,16.00,0.79,3.17,,,
Nov,10,15.00,0.49,-,-,-,15.70,0.65,8.19,,,
Nov,10,15.50,0.25,0.25,17,33,14.40,0.48,6.47,,,
Nov,10,16.00,0.11,0.11,17,60,13.50,0.30,2.77,,,
Nov,10,16.50,0.04,-,-,11,13.50,0.16,1.06,,,
Dec,10,0.01,15.10,-,-,-,-,-,-,,,
Dec,10,13.00,2.19,-,-,-,16.90,0.97,0.30,,,
Dec,10,13.50,1.71,1.68,3,4,16.80,0.93,0.51,,,
Dec,10,14.00,1.25,-,-,11,16.40,0.87,1.52,,,
Dec,10,14.50,0.88,0.95,4,17,15.80,0.78,4.04,,,
Dec,10,15.00,0.57,0.42,47,73,15.30,0.65,7.88,,,
Dec,10,15.50,0.33,0.35,3,216,14.60,0.51,6.67,,,
Dec,10,16.00,0.19,0.30,5,60,14.50,0.36,3.74,,,
Dec,10,16.50,0.09,0.32,-,4,14.40,0.23,1.82,,,
Dec,10,17.00,0.05,0.30,-,8,15.00,0.14,1.01,,,
Dec,10,17.50,0.03,0.22,-,10,15.00,0.08,0.51,,,
Jan,11,13.50,1.73,-,-,-,15.20,0.93,0.78,,,
Jan,11,14.00,1.32,-,-,-,15.20,0.87,2.19,,,
Jan,11,14.50,0.96,-,-,-,15.20,0.78,4.45,,,
Jan,11,15.00,0.73,-,-,-,16.80,0.65,8.67,,,
Jan,11,15.50,0.45,-,-,-,15.20,0.53,6.95,,,
Jan,11,16.00,0.28,-,-,-,15.20,0.41,4.37,,,
Jan,11,16.50,0.17,-,-,-,15.20,0.29,2.65,,,
Feb,11,14.00,1.42,-,-,-,15.90,0.85,3.10,,,
Feb,11,14.50,1.07,-,-,-,15.90,0.77,5.15,,,
Feb,11,15.00,0.79,-,-,-,15.90,0.66,7.99,,,
Feb,11,15.50,0.55,-,-,-,15.90,0.55,7.27,,,
Feb,11,16.00,0.38,-,-,-,15.90,0.44,4.95,,,
Mar,11,0.01,14.98,-,-,-,-,-,-,,,
Mar,11,13.00,2.27,-,-,-,17.00,0.94,1.09,,,
Mar,11,13.50,1.85,-,-,-,17.00,0.89,1.95,,,
Mar,11,14.00,1.48,1.27,-,8,17.10,0.83,3.38,,,
Mar,11,14.50,1.11,-,-,-,16.20,0.76,4.87,,,
Mar,11,15.00,0.81,1.07,-,8,16.00,0.67,7.16,,,
Mar,11,15.50,0.56,0.47,25,25,15.80,0.57,6.47,,,
Mar,11,16.00,0.37,0.63,-,16,15.40,0.46,4.24,,,
Mar,11,16.50,0.26,0.37,-,25,15.90,0.36,2.92,,,
Jun,11,0.01,15.15,-,-,-,-,-,-,,,
Jun,11,13.50,1.95,-,-,-,17.70,0.87,2.16,,,
Jun,11,14.00,1.60,1.33,-,13,17.70,0.81,3.32,,,
Jun,11,14.50,1.29,-,-,-,17.80,0.75,4.91,,,
Jun,11,15.00,1.00,1.02,-,6,17.20,0.68,6.51,,,
Jun,11,15.50,0.75,0.73,5,6,16.80,0.60,5.99,,,
Jun,11,16.00,0.57,0.52,-,71,16.80,0.52,4.55,,,
Jun,11,16.50,0.43,-,-,-,17.00,0.44,3.43,,,
Dec,12,13.00,2.65,2.56,-,10,17.40,0.91,1.33,,,
Dec,12,17.00,0.94,1.32,-,2,18.60,0.58,2.68,,,
Dec,12,18.00,0.72,1.07,-,15,18.90,0.46,2.06,,,
Jun,14,16.00,2.32,3.02,-,1,24.70,0.71,3.98,,,
Jun,14,16.50,2.17,-,-,-,24.70,0.71,3.72,,,
Asciano Grp Last Sale Price $1.63,,,,,,,,,,,,
Sep,10,0.01,1.62,1.65,600,300,-,-,-,,,
Sep,10,1.40,0.23,-,-,50,25.50,0.99,4.00,,,
Sep,10,1.50,0.14,-,-,11,29.20,0.87,12.00,,,
Sep,10,1.60,0.07,0.11,60,153,24.90,0.64,27.99,,,
Sep,10,1.70,0.01,0.02,385,1144,23.00,0.28,12.00,,,
Sep,10,1.80,0.01,0.02,-,920,33.20,0.16,8.00,,,
Sep,10,1.90,0.00,0.01,-,1074,34.20,0.06,3.20,,,
Sep,10,2.00,0.00,0.02,-,106,35.20,0.02,0.80,,,
Sep,10,2.25,-,0.04,-,380,36.20,-,35.99,,,
Oct,10,0.01,1.64,-,-,-,-,-,5.33,,,
Oct,10,1.40,0.25,-,-,-,31.20,0.91,7.11,,,
Oct,10,1.50,0.16,-,-,-,25.40,0.83,10.66,,,
Oct,10,1.60,0.09,-,-,10,24.60,0.63,21.33,,,
Oct,10,1.70,0.04,0.04,48,320,20.90,0.37,12.44,,,
Oct,10,1.80,0.01,0.01,405,609,20.90,0.16,3.55,,,
Oct,10,1.90,0.00,0.03,-,422,20.90,0.05,1.07,,,
Nov,10,0.01,1.64,-,-,-,-,-,4.92,,,
Nov,10,1.40,0.26,-,-,-,27.30,0.90,6.15,,,
Nov,10,1.50,0.17,-,-,-,27.20,0.79,11.07,,,
Nov,10,1.60,0.11,-,-,-,25.90,0.63,19.69,,,
Nov,10,1.70,0.05,-,-,20,22.30,0.42,12.30,,,
Nov,10,1.80,0.03,0.04,64,673,23.20,0.25,6.15,,,
Nov,10,1.90,0.01,0.04,-,33,23.30,0.13,2.46,,,
Dec,10,0.01,1.65,-,-,-,-,-,4.70,,,
Dec,10,1.40,0.26,-,-,-,23.60,0.91,5.65,,,
Dec,10,1.48,0.20,0.54,-,26,23.50,0.82,8.47,,,
Dec,10,1.57,0.14,0.23,-,116,23.40,0.69,14.11,,,
Dec,10,1.66,0.08,0.12,20,552,22.20,0.53,15.05,,,
Dec,10,1.75,0.04,0.10,-,275,22.30,0.36,8.47,,,
Dec,10,1.96,0.01,0.06,-,139,22.30,0.11,1.69,,,
