Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:07 Friday 30/4/2010. Processed 13:26 Sunday 2/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.05,,,,,,,,,,,,
May,10,0.01,15.09,-,-,-,-,-,3.90,,,
May,10,13.00,2.09,-,-,-,16.10,1.00,3.46,,,
May,10,13.50,1.60,-,-,-,16.10,1.00,3.90,,,
May,10,14.00,1.11,-,-,3,16.10,0.96,4.76,,,
May,10,14.50,0.66,0.69,21,53,16.10,0.83,9.53,,,
May,10,15.00,0.33,0.32,66,204,16.80,0.58,23.82,,,
May,10,15.50,0.11,0.11,53,180,15.70,0.29,9.09,,,
May,10,16.00,0.03,0.17,24,113,15.60,0.09,2.17,,,
May,10,16.50,0.00,-,-,8,15.60,0.02,0.35,,,
Jun,10,0.01,15.14,-,-,-,-,-,4.33,,,
Jun,10,12.00,3.13,2.47,-,-,16.70,1.00,3.46,,,
Jun,10,12.50,2.63,2.06,-,1,16.70,1.00,3.46,,,
Jun,10,13.00,2.14,1.40,-,5,16.60,0.99,3.90,,,
Jun,10,13.50,1.65,1.80,-,5,16.60,0.97,4.33,,,
Jun,10,14.00,1.19,1.70,12,53,16.50,0.90,6.06,,,
Jun,10,14.50,0.79,0.78,32,216,16.50,0.77,10.18,,,
Jun,10,15.00,0.45,0.61,14,236,16.00,0.59,17.32,,,
Jun,10,15.50,0.23,0.21,73,334,16.00,0.38,9.96,,,
Jun,10,16.00,0.10,0.19,-,56,15.60,0.20,4.11,,,
Jun,10,16.50,0.04,-,-,-,15.60,0.09,1.52,,,
Jul,10,0.01,15.21,-,-,-,-,-,4.40,,,
Jul,10,13.00,2.21,-,-,-,17.10,0.97,4.13,,,
Jul,10,13.50,1.74,-,-,-,17.00,0.93,5.06,,,
Jul,10,14.00,1.31,-,-,1,17.00,0.86,6.93,,,
Jul,10,14.50,0.93,4.48,-,1,17.00,0.74,10.13,,,
Jul,10,15.00,0.61,4.29,-,12,16.60,0.60,14.92,,,
Jul,10,15.50,0.36,4.10,-,-,16.40,0.44,9.73,,,
Jul,10,16.00,0.20,3.92,-,6,16.20,0.29,5.33,,,
Jul,10,16.50,0.11,-,-,2,16.20,0.18,2.80,,,
Aug,10,13.00,2.27,-,-,-,17.40,0.96,4.48,,,
Aug,10,13.50,1.82,-,-,-,17.40,0.91,5.50,,,
Aug,10,14.00,1.41,-,-,-,17.50,0.83,7.23,,,
Aug,10,14.50,1.04,-,-,-,17.50,0.73,9.99,,,
Aug,10,15.00,0.73,0.48,6,13,17.30,0.61,13.86,,,
Aug,10,15.50,0.48,-,-,2,17.00,0.48,9.88,,,
Aug,10,16.00,0.30,-,-,20,16.90,0.35,6.11,,,
Aug,10,16.50,0.17,0.16,4,18,16.70,0.23,3.57,,,
Sep,10,0.01,15.03,-,-,-,-,-,-,,,
Sep,10,13.00,2.29,-,-,-,17.50,0.94,4.04,,,
Sep,10,13.50,1.84,-,-,7,16.80,0.90,4.70,,,
Sep,10,14.00,1.43,1.11,-,44,17.10,0.83,6.27,,,
Sep,10,14.50,1.06,1.16,-,190,16.90,0.73,8.41,,,
