Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4913.5 at 16:37 23/4/2010  Report at 19:06 Friday 23/4/2010. Processed 19:47 Friday 23/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.28,,,,,,,,,,,,
Apr,10,0.01,15.28,-,-,-,-,1.00,3.41,,,
Apr,10,13.00,2.29,-,-,-,2.00,1.00,3.41,,,
Apr,10,13.50,1.79,1.10,-,-,2.00,1.00,3.41,,,
Apr,10,14.00,1.29,1.14,-,11,2.00,1.00,3.41,,,
Apr,10,14.50,0.79,0.84,32,271,2.00,1.00,3.41,,,
Apr,10,15.00,0.32,0.23,90,241,14.60,0.85,11.94,,,
Apr,10,15.50,0.04,0.20,60,128,15.60,0.26,15.36,,,
Apr,10,16.00,0.00,0.03,-,20,15.60,0.01,0.34,,,
Apr,10,16.50,-,-,-,-,15.60,-,-,,,
May,10,0.01,15.33,-,-,-,-,-,4.09,,,
May,10,13.00,2.34,-,-,-,15.20,1.00,3.75,,,
May,10,13.50,1.84,-,-,-,15.20,1.00,3.75,,,
May,10,14.00,1.35,-,-,3,15.20,0.98,4.44,,,
May,10,14.50,0.88,0.69,-,32,15.20,0.90,6.48,,,
May,10,15.00,0.49,0.43,67,173,15.70,0.70,14.33,,,
May,10,15.50,0.22,0.24,79,86,15.30,0.43,14.67,,,
May,10,16.00,0.07,0.17,5,89,15.20,0.20,4.78,,,
May,10,16.50,0.03,-,4,-,16.00,0.08,1.71,,,
Jun,10,0.01,15.39,-,-,-,-,-,4.36,,,
Jun,10,12.00,3.37,2.47,-,-,17.30,1.00,3.41,,,
Jun,10,12.50,2.88,2.06,-,1,17.20,1.00,3.60,,,
Jun,10,13.00,2.38,1.40,-,5,17.10,0.99,3.79,,,
Jun,10,13.50,1.90,1.80,-,5,17.00,0.97,4.36,,,
Jun,10,14.00,1.43,1.70,-,57,16.90,0.92,5.50,,,
Jun,10,14.50,1.00,1.00,10,210,16.80,0.82,8.34,,,
Jun,10,15.00,0.62,0.80,6,232,15.80,0.68,12.89,,,
Jun,10,15.50,0.34,0.46,6,272,15.60,0.49,13.08,,,
Jun,10,16.00,0.18,0.19,19,49,16.00,0.30,6.82,,,
Jun,10,16.50,0.08,-,-,-,16.10,0.16,3.03,,,
Jul,10,0.01,15.46,-,-,-,-,-,4.51,,,
Jul,10,13.00,2.44,-,-,-,16.50,0.98,4.02,,,
Jul,10,13.50,1.97,-,-,-,16.50,0.95,4.63,,,
Jul,10,14.00,1.52,-,-,1,16.50,0.89,5.85,,,
Jul,10,14.50,1.12,0.54,-,1,16.40,0.80,8.17,,,
