Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4479.0 at 16:37 28/5/2010  Report at 19:06 Friday 28/5/2010. Processed 15:18 Sunday 30/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.51,,,,,,,,,,,,
Jun,10,0.01,13.55,-,-,-,-,-,4.34,,,
Jun,10,12.00,1.58,2.47,-,-,29.00,0.94,6.27,,,
Jun,10,12.50,1.12,2.06,-,1,26.60,0.88,10.13,,,
Jun,10,13.00,0.69,1.40,-,5,24.20,0.75,17.37,,,
Jun,10,13.50,0.36,0.40,3,5,22.80,0.54,33.77,,,
Jun,10,14.00,0.14,0.17,150,88,21.30,0.30,13.99,,,
Jun,10,14.50,0.04,0.06,52,236,21.10,0.13,4.34,,,
Jun,10,15.00,0.03,0.03,20,269,23.90,0.07,2.41,,,
Jun,10,15.50,0.01,0.11,-,347,24.10,0.02,0.68,,,
Jun,10,16.00,0.00,0.04,-,58,24.40,-,0.19,,,
Jul,10,0.01,13.61,-,-,-,-,-,4.72,,,
Jul,10,12.50,1.22,-,-,-,22.10,0.84,9.01,,,
Jul,10,13.00,0.84,-,-,-,22.00,0.72,14.37,,,
Jul,10,13.50,0.54,-,-,-,21.60,0.57,22.51,,,
Jul,10,14.00,0.30,0.38,2,2,20.80,0.40,13.08,,,
Jul,10,14.50,0.15,0.19,40,3,20.20,0.25,6.43,,,
Jul,10,15.00,0.07,0.11,25,23,19.40,0.13,2.79,,,
Jul,10,15.50,0.03,0.14,-,13,19.40,0.06,1.07,,,
Jul,10,16.00,0.01,3.92,-,6,19.40,0.03,0.39,,,
Jul,10,16.50,0.00,-,-,2,19.40,-,0.13,,,
Aug,10,0.01,13.66,-,-,-,-,-,4.75,,,
Aug,10,12.50,1.31,-,-,-,21.40,0.82,8.91,,,
Aug,10,13.00,0.95,-,-,-,21.40,0.71,13.06,,,
Aug,10,13.50,0.66,-,-,-,21.40,0.58,19.15,,,
Aug,10,14.00,0.42,0.70,1,1,20.90,0.44,12.47,,,
Aug,10,14.50,0.25,0.28,29,20,20.50,0.31,7.27,,,
Aug,10,15.00,0.14,0.18,9,18,20.20,0.20,4.01,,,
Aug,10,15.50,0.07,-,-,6,20.20,0.12,2.08,,,
Aug,10,16.00,0.04,0.13,-,10,20.20,0.07,1.04,,,
Aug,10,16.50,0.01,0.13,-,16,20.20,0.04,0.45,,,
Sep,10,0.01,13.43,-,-,-,-,-,-,,,
Sep,10,12.50,1.36,-,-,-,22.00,0.80,7.95,,,
Sep,10,13.00,1.01,-,3,-,21.90,0.70,11.35,,,
Sep,10,13.50,0.69,-,-,7,21.00,0.59,15.44,,,
Sep,10,14.00,0.45,0.90,2,44,20.50,0.47,10.22,,,
Sep,10,14.50,0.28,0.30,10,190,20.60,0.35,6.47,,,
Sep,10,15.00,0.17,0.91,-,25,20.10,0.24,3.75,,,
Sep,10,15.50,0.10,0.47,-,138,20.10,0.16,2.16,,,
Sep,10,16.00,0.05,0.40,-,32,20.10,0.10,1.14,,,
Oct,10,12.50,1.29,-,-,-,17.10,0.84,4.91,,,
Oct,10,13.00,0.93,-,-,-,17.10,0.73,7.28,,,
Oct,10,13.50,0.63,-,-,-,17.10,0.61,10.79,,,
Oct,10,14.00,0.41,-,-,-,17.10,0.48,7.11,,,
Oct,10,14.50,0.25,-,-,-,17.10,0.36,4.30,,,
Oct,10,15.00,0.14,-,-,-,17.10,0.25,2.54,,,
Oct,10,15.50,0.08,-,-,-,17.10,0.17,1.40,,,
Nov,10,12.50,1.45,-,-,-,22.50,0.77,6.53,,,
Nov,10,13.00,1.13,-,-,-,22.50,0.69,9.20,,,
Nov,10,13.50,0.86,-,-,-,22.50,0.60,12.62,,,
Nov,10,14.00,0.64,-,-,-,22.50,0.51,9.50,,,
Nov,10,14.50,0.47,-,-,-,22.50,0.43,6.98,,,
Dec,10,0.01,13.60,-,-,-,-,-,1.22,,,
Dec,10,12.50,1.55,-,-,-,24.10,0.76,6.95,,,
Dec,10,13.00,1.19,-,-,-,22.40,0.69,8.68,,,
Dec,10,13.50,0.89,1.12,1,1,21.50,0.61,11.26,,,
Dec,10,14.00,0.66,-,-,11,21.30,0.53,8.49,,,
Dec,10,14.50,0.48,0.58,1,-,21.20,0.44,6.24,,,
Dec,10,15.00,0.34,0.50,16,20,20.90,0.36,4.37,,,
Dec,10,15.50,0.24,0.65,6,12,21.00,0.28,3.09,,,
Dec,10,16.00,0.17,0.62,-,19,20.90,0.22,2.12,,,
Dec,10,16.50,0.12,0.52,-,10,21.10,0.17,1.48,,,
Dec,10,17.00,0.08,0.30,-,8,21.10,0.12,1.03,,,
Dec,10,17.50,0.06,0.22,-,10,21.10,0.09,0.71,,,
Mar,11,0.01,13.76,-,-,-,-,-,2.33,,,
Mar,11,12.50,1.73,-,-,-,24.10,0.75,6.42,,,
Mar,11,13.00,1.41,-,-,-,23.30,0.70,8.08,,,
Mar,11,13.50,1.11,-,-,-,22.20,0.63,9.87,,,
Mar,11,14.00,0.84,1.27,8,8,21.10,0.56,7.58,,,
Mar,11,14.50,0.67,-,-,-,21.10,0.49,5.97,,,
Mar,11,15.00,0.52,1.26,-,7,21.00,0.42,4.62,,,
Mar,11,15.50,0.38,-,-,-,20.70,0.35,3.41,,,
Mar,11,16.00,0.28,0.79,-,12,20.60,0.29,2.56,,,
Mar,11,16.50,0.21,0.40,10,34,20.60,0.24,1.88,,,
Jun,11,14.00,1.05,1.33,-,13,21.80,0.60,7.24,,,
Dec,12,13.00,2.33,-,-,-,21.70,0.77,5.24,,,
Dec,12,17.00,1.04,1.32,-,2,22.70,0.46,3.01,,,
Dec,12,18.00,0.80,1.46,-,15,22.20,0.46,2.30,,,
Jun,14,16.00,2.19,3.02,-,1,24.70,0.62,3.98,,,
Asciano Grp Last Sale Price $1.60,,,,,,,,,,,,
May,10,0.01,1.59,-,-,-,-,1.00,-,,,
Jun,10,0.01,1.60,-,-,-,-,-,4.07,,,
Jun,10,1.40,0.21,0.34,-,85,34.70,0.93,8.15,,,
Jun,10,1.50,0.13,0.33,-,122,32.80,0.79,20.37,,,
Jun,10,1.60,0.05,0.04,454,139,27.30,0.54,40.74,,,
Jun,10,1.70,0.01,0.03,10,1707,25.00,0.21,12.22,,,
Jun,10,1.80,0.00,0.01,2,967,25.00,0.05,1.63,,,
Jun,10,1.90,-,0.01,-,1220,25.00,-,8.15,,,
Jun,10,2.00,-,0.06,-,371,25.00,-,48.88,,,
Jun,10,2.25,-,0.04,-,6,25.00,-,36.66,,,
Jul,10,0.01,1.61,1.62,-,50,-,-,5.43,,,
Jul,10,1.40,0.22,-,-,-,26.90,0.91,7.24,,,
Jul,10,1.50,0.14,0.13,70,770,27.60,0.76,14.48,,,
Jul,10,1.60,0.08,0.07,140,150,28.20,0.56,28.97,,,
Jul,10,1.70,0.04,0.04,557,12,27.30,0.35,14.48,,,
Jul,10,1.80,0.01,0.04,10,78,27.30,0.18,5.43,,,
Jul,10,1.90,0.01,0.10,-,60,27.30,0.08,2.17,,,
Jul,10,2.00,0.00,-,-,22,27.30,0.03,0.72,,,
Aug,10,0.01,1.61,-,-,-,-,-,5.01,,,
Aug,10,1.40,0.23,-,-,-,28.30,0.87,8.77,,,
Aug,10,1.50,0.16,-,-,-,28.30,0.74,13.79,,,
Aug,10,1.60,0.10,-,-,6,28.90,0.57,25.07,,,
Aug,10,1.70,0.06,-,-,-,28.80,0.40,15.04,,,
Aug,10,1.80,0.03,-,-,-,28.80,0.26,7.52,,,
Aug,10,1.90,0.01,0.14,-,39,28.80,0.15,3.76,,,
Aug,10,2.00,0.01,0.12,-,5,28.80,0.08,2.01,,,
Aug,10,2.25,0.00,0.04,-,15,28.80,0.01,0.25,,,
Sep,10,0.01,1.62,-,-,-,-,-,4.79,,,
Sep,10,1.40,0.25,-,-,50,29.80,0.84,9.59,,,
Sep,10,1.50,0.17,-,-,-,29.80,0.72,14.38,,,
Sep,10,1.60,0.12,0.12,8,118,29.90,0.58,23.00,,,
