Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2013-06-10T20:00:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
07/06/2013,AIA Group Ltd,32.7,,
07/06/2013,Aluminum Corp Of China Ltd,2.9,,
07/06/2013,Bank of China Ltd,3.36,,
07/06/2013,Bank of Communications Co Ltd,5.79,,
07/06/2013,Belle International Holdings Ltd,11.9,,
07/06/2013,BOC Hong Kong Ltd,24.95,,
07/06/2013,Cathay Pacific Airways Ltd,13.66,,
07/06/2013,Cheung Kong  Ltd,103.9,,
07/06/2013,China Coal Energy Co Ltd,5,,
07/06/2013,China Construction Bank Corp,6.09,,
07/06/2013,China Life Insurance Co Ltd,19.4,,
07/06/2013,China Merchants Holdings Co Ltd,25,,
07/06/2013,China Mobile Ltd,78.65,,
07/06/2013,China Overseas Land & Investment Ltd,22,,
07/06/2013,China Petroleum & Chemical Corp,7.7,,
07/06/2013,China Resources Enterprise Ltd,25.45,,
07/06/2013,China Resources Land Ltd,23,,
07/06/2013,China Resources Power Holdings Co Ltd,18.64,,
07/06/2013,China Shenhua Energy Co Ltd,25.05,,
07/06/2013,China Unicom  Ltd,10.3,,
07/06/2013,Citic Pacific Ltd,8.83,,
07/06/2013,CLP Holdings Ltd,63.7,,
07/06/2013,Cnooc Ltd,13.42,,
07/06/2013,COSCO Pacific Ltd,11,,
07/06/2013,Esprit Holdings Ltd,11.62,,
07/06/2013,Hang Lung Properties Ltd,26.55,,
07/06/2013,Hang Seng Bank Ltd,119.1,,
07/06/2013,Henderson Land Development Co Ltd,46.35,,
07/06/2013,Hengan International Group Co Ltd,79.7,,
07/06/2013,Hong Kong Exchanges And Clearing Ltd,126.4,,
07/06/2013,HSBC Holdings PLC,84.2,,
07/06/2013,Hutchison Whampoa Ltd,79.75,,
07/06/2013,Industrial and Commercial Bank of China Ltd,5.24,,
07/06/2013,Li & Fung Ltd,11.1,,
07/06/2013,MTR Corp Ltd,28.9,,
07/06/2013,New World Development Co Ltd,11.76,,
07/06/2013,PetroChina Co Ltd,8.89,,
07/06/2013,Ping An Insurance Co Of China Ltd,56.8,,
07/06/2013,Power Assets Holdings Ltd,66.95,,
07/06/2013,Sino Land Co Ltd,11.18,,
07/06/2013,Sun Hung Kai Properties Ltd,99.1,,
07/06/2013,Swire Pacific Ltd,91.65,,
07/06/2013,Tencent Holdings Ltd,299.8,,
07/06/2013,The Bank Of East Asia Ltd,28.5,,
07/06/2013,The Hong Kong and China Gas Co Ltd,18.98,,
07/06/2013,Wharf Ltd,68.6,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
07/06/2013,adidas AG,81.58,,
07/06/2013,Allianz Se,116.9,,
07/06/2013,BASF SE,72.83,,
07/06/2013,Bayer AG,83.27,,
07/06/2013,Beiersdorf AG,68.16,,
07/06/2013,BMW AG,72.2,,
07/06/2013,COMMERZBANK AG,7.658,,
07/06/2013,Daimler AG,48.615,,
07/06/2013,Deutsche Bank AG,36.34,,
07/06/2013,Deutsche Boerse AG,48.74,,
07/06/2013,Deutsche Lufthansa AG,16.345,,
07/06/2013,Deutsche Post AG,19.495,,
07/06/2013,Deutsche Telekom AG,8.844,,
07/06/2013,EON AG,12.92,,
07/06/2013,Fresenius Medical Care AG & Co Kgaa,52.27,,
07/06/2013,Fresenius SE & Co KGaA,91.72,,
07/06/2013,Heidelbergcement AG,57.93,,
07/06/2013,Henkel AG & Co KGaA,74.47,,
07/06/2013,Infineon Technologies AG,6.441,,
07/06/2013,K+S AG,30.515,,
07/06/2013,Linde AG,145.05,,
