Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2013-01-28T16:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
25/01/2013,AIA Group Ltd,30.85,,
25/01/2013,Aluminum Corp Of China Ltd,3.78,,
25/01/2013,Bank of China Ltd,3.76,,
25/01/2013,Bank of Communications Co Ltd,6.39,,
25/01/2013,Belle International Holdings Ltd,17.3,,
25/01/2013,BOC Hong Kong Ltd,26.45,,
25/01/2013,Cathay Pacific Airways Ltd,15.5,,
25/01/2013,Cheung Kong  Ltd,129.7,,
25/01/2013,China Coal Energy Co Ltd,8.52,,
25/01/2013,China Construction Bank Corp,6.67,,
25/01/2013,China Life Insurance Co Ltd,25.65,,
25/01/2013,China Merchants Holdings Co Ltd,26.85,,
25/01/2013,China Mobile Ltd,84,,
25/01/2013,China Overseas Land & Investment Ltd,24.2,,
25/01/2013,China Petroleum & Chemical Corp,9.44,,
25/01/2013,China Resources Enterprise Ltd,27.3,,
25/01/2013,China Resources Land Ltd,22.8,,
25/01/2013,China Resources Power Holdings Co Ltd,20.4,,
25/01/2013,China Shenhua Energy Co Ltd,32.35,,
25/01/2013,China Unicom  Ltd,12.24,,
25/01/2013,Citic Pacific Ltd,12.52,,
25/01/2013,CLP Holdings Ltd,65.3,,
25/01/2013,Cnooc Ltd,15.82,,
25/01/2013,COSCO Pacific Ltd,12.24,,
25/01/2013,Esprit Holdings Ltd,10.96,,
25/01/2013,Hang Lung Properties Ltd,29.2,,
25/01/2013,Hang Seng Bank Ltd,124.5,,
25/01/2013,Henderson Land Development Co Ltd,58.5,,
25/01/2013,Hengan International Group Co Ltd,76.35,,
25/01/2013,Hong Kong Exchanges And Clearing Ltd,147,,
25/01/2013,HSBC Holdings PLC,86.5,,
25/01/2013,Hutchison Whampoa Ltd,87.05,,
25/01/2013,Industrial and Commercial Bank of China Ltd,5.91,,
25/01/2013,Li & Fung Ltd,11.52,,
25/01/2013,MTR Corp Ltd,31.35,,
25/01/2013,New World Development Co Ltd,15.06,,
25/01/2013,PetroChina Co Ltd,11.04,,
25/01/2013,Ping An Insurance Co Of China Ltd,68.65,,
25/01/2013,Power Assets Holdings Ltd,66.4,,
25/01/2013,Sino Land Co Ltd,15.18,,
25/01/2013,Sun Hung Kai Properties Ltd,129.9,,
25/01/2013,Swire Pacific Ltd,98.5,,
25/01/2013,Tencent Holdings Ltd,267.2,,
25/01/2013,The Bank Of East Asia Ltd,31.8,,
25/01/2013,The Hong Kong and China Gas Co Ltd,21.55,,
25/01/2013,Wharf Ltd,68.65,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
25/01/2013,adidas AG,70.16,,
25/01/2013,Allianz Se,105.2,,
25/01/2013,BASF SE,75.6,,
25/01/2013,Bayer AG,75.92,,
25/01/2013,Beiersdorf AG,64.75,,
25/01/2013,BMW AG,75.85,,
25/01/2013,COMMERZBANK AG,1.658,,
25/01/2013,Daimler AG,43.805,,
25/01/2013,Deutsche Bank AG,36.655,,
25/01/2013,Deutsche Boerse AG,49.18,,
25/01/2013,Deutsche Lufthansa AG,15.275,,
25/01/2013,Deutsche Post AG,17.535,,
25/01/2013,Deutsche Telekom AG,8.905,,
25/01/2013,EON AG,13.315,,
25/01/2013,Fresenius Medical Care AG & Co Kgaa,51.95,,
25/01/2013,Fresenius SE & Co KGaA,88.56,,
25/01/2013,Heidelbergcement AG,45.925,,
25/01/2013,Henkel AG & Co KGaA,65.26,,
25/01/2013,Infineon Technologies AG,6.695,,
25/01/2013,K+S AG,34.45,,
25/01/2013,Linde AG,136.65,,
25/01/2013,MAN SE,88.74,,
25/01/2013,Merck KGaA,103.05,,
25/01/2013,METRO AG,22.92,,
25/01/2013,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,135.35,,
25/01/2013,Rwe AG,28.435,,
25/01/2013,SAP AG,60.04,,
25/01/2013,Siemens AG,81.83,,
25/01/2013,ThyssenKrupp AG,17.745,,
25/01/2013,Volkswagen AG,184.65,,
25/01/2013,Singapore Telecom,2.037,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
25/01/2013,Advantest Corp,"1,320",,
25/01/2013,AEON Co Ltd,"1,018",,
25/01/2013,Ajinomoto Co Inc,"1,249",,
25/01/2013,All Nippon Airways Co Ltd,180,,
25/01/2013,Alps Electric Co Ltd,492,,
25/01/2013,Asahi Breweries Ltd,"1,920",,
25/01/2013,Asahi Glass Co Ltd,601,,
25/01/2013,Asahi Kasei Corp,529,,
25/01/2013,Astellas Pharma Inc,"4,600",,
25/01/2013,Bank Of Yokohama Ltd,440,,
25/01/2013,Bridgestone Corp,"2,383",,
25/01/2013,Canon Inc,"3,350",,
25/01/2013,Casio Computer Co Ltd,805,,
25/01/2013,Central Japan Railway Co,"7,640",,
25/01/2013,Chiba Bank Ltd,570,,
25/01/2013,Chiyoda Corp,"1,174",,
25/01/2013,Chubu Electric Power Co Inc,"1,160",,
