Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-07-20T17:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
19/07/2013,AIA Group Ltd,34.55,,
19/07/2013,Aluminum Corp Of China Ltd,2.48,,
19/07/2013,Bank of China Ltd,3.14,,
19/07/2013,Bank of Communications Co Ltd,4.94,,
19/07/2013,Belle International Holdings Ltd,10.76,,
19/07/2013,BOC Hong Kong Ltd,24.1,,
19/07/2013,Cathay Pacific Airways Ltd,13.24,,
19/07/2013,Cheung Kong  Ltd,107.1,,
19/07/2013,China Coal Energy Co Ltd,4.17,,
19/07/2013,China Construction Bank Corp,5.49,,
19/07/2013,China Life Insurance Co Ltd,18.36,,
19/07/2013,China Merchants Holdings Co Ltd,23.5,,
19/07/2013,China Mobile Ltd,81.7,,
19/07/2013,China Overseas Land & Investment Ltd,20.75,,
19/07/2013,China Petroleum & Chemical Corp,5.58,,
19/07/2013,China Resources Enterprise Ltd,23.2,,
19/07/2013,China Resources Land Ltd,19.72,,
19/07/2013,China Resources Power Holdings Co Ltd,16.86,,
19/07/2013,China Shenhua Energy Co Ltd,23.05,,
19/07/2013,China Unicom  Ltd,10.8,,
19/07/2013,Citic Pacific Ltd,8.67,,
19/07/2013,CLP Holdings Ltd,63.6,,
19/07/2013,Cnooc Ltd,13.86,,
19/07/2013,COSCO Pacific Ltd,10.4,,
19/07/2013,Esprit Holdings Ltd,12.02,,
19/07/2013,Hang Lung Properties Ltd,24.65,,
19/07/2013,Hang Seng Bank Ltd,115.8,,
19/07/2013,Henderson Land Development Co Ltd,48.85,,
19/07/2013,Hengan International Group Co Ltd,80.6,,
19/07/2013,Hong Kong Exchanges And Clearing Ltd,120.5,,
19/07/2013,HSBC Holdings PLC,86.7,,
19/07/2013,Hutchison Whampoa Ltd,84.55,,
19/07/2013,Industrial and Commercial Bank of China Ltd,4.92,,
19/07/2013,Li & Fung Ltd,10.74,,
19/07/2013,MTR Corp Ltd,28.85,,
19/07/2013,New World Development Co Ltd,11.08,,
19/07/2013,PetroChina Co Ltd,9.24,,
19/07/2013,Ping An Insurance Co Of China Ltd,49.75,,
19/07/2013,Power Assets Holdings Ltd,68.7,,
19/07/2013,Sino Land Co Ltd,10.88,,
19/07/2013,Sun Hung Kai Properties Ltd,102.1,,
19/07/2013,Swire Pacific Ltd,92.5,,
19/07/2013,Tencent Holdings Ltd,333.8,,
19/07/2013,The Bank Of East Asia Ltd,27.7,,
19/07/2013,The Hong Kong and China Gas Co Ltd,19.04,,
19/07/2013,Wharf Ltd,64.15,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
19/07/2013,adidas AG,84.87,,
19/07/2013,Allianz Se,117.65,,
19/07/2013,BASF SE,70,,
19/07/2013,Bayer AG,84.98,,
19/07/2013,Beiersdorf AG,69.57,,
19/07/2013,BMW AG,72.23,,
19/07/2013,COMMERZBANK AG,6.519,,
19/07/2013,Daimler AG,53.29,,
19/07/2013,Deutsche Bank AG,35.1,,
19/07/2013,Deutsche Boerse AG,54.18,,
19/07/2013,Deutsche Lufthansa AG,15.555,,
19/07/2013,Deutsche Post AG,20.83,,
19/07/2013,Deutsche Telekom AG,8.955,,
19/07/2013,EON AG,12.405,,
19/07/2013,Fresenius Medical Care AG & Co Kgaa,49.855,,
19/07/2013,Fresenius SE & Co KGaA,99.58,,
19/07/2013,Heidelbergcement AG,52.53,,
19/07/2013,Henkel AG & Co KGaA,73.59,,
19/07/2013,Infineon Technologies AG,7.05,,
19/07/2013,K+S AG,26.275,,
19/07/2013,Linde AG,147,,
19/07/2013,MAN SE,86.11,,
19/07/2013,Merck KGaA,119.85,,
19/07/2013,METRO AG,25.62,,
19/07/2013,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,148,,
19/07/2013,Rwe AG,22.465,,
19/07/2013,SAP AG,55.73,,
19/07/2013,Siemens AG,83.44,,
19/07/2013,ThyssenKrupp AG,17.02,,
19/07/2013,Volkswagen AG,172,,
19/07/2013,Singapore Telecom,2.227,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
