Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-07-29T16:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
27/07/2012,AIA Group Ltd,26.75,,
27/07/2012,Aluminum Corp Of China Ltd,3.09,,
27/07/2012,Bank of China Ltd,2.91,,
27/07/2012,Bank of Communications Co Ltd,4.99,,
27/07/2012,Belle International Holdings Ltd,13.36,,
27/07/2012,BOC Hong Kong Ltd,23.55,,
27/07/2012,Cathay Pacific Airways Ltd,12.88,,
27/07/2012,Cheung Kong  Ltd,100.5,,
27/07/2012,China Coal Energy Co Ltd,6.62,,
27/07/2012,China Construction Bank Corp,4.94,,
27/07/2012,China Life Insurance Co Ltd,21.15,,
27/07/2012,China Merchants Holdings Co Ltd,23.8,,
27/07/2012,China Mobile Ltd,88.9,,
27/07/2012,China Overseas Land & Investment Ltd,17.96,,
27/07/2012,China Petroleum & Chemical Corp,6.8,,
27/07/2012,China Resources Enterprise Ltd,20.35,,
27/07/2012,China Resources Land Ltd,15.54,,
27/07/2012,China Resources Power Holdings Co Ltd,16.12,,
27/07/2012,China Shenhua Energy Co Ltd,28.4,,
27/07/2012,China Unicom  Ltd,11.5,,
27/07/2012,Citic Pacific Ltd,10.94,,
27/07/2012,CLP Holdings Ltd,65.75,,
27/07/2012,Cnooc Ltd,15.24,,
27/07/2012,COSCO Pacific Ltd,10.42,,
27/07/2012,Esprit Holdings Ltd,9.11,,
27/07/2012,Hang Lung Properties Ltd,25.95,,
27/07/2012,Hang Seng Bank Ltd,106.9,,
27/07/2012,Henderson Land Development Co Ltd,43.6,,
27/07/2012,Hengan International Group Co Ltd,72.75,,
27/07/2012,Hong Kong Exchanges And Clearing Ltd,101.8,,
27/07/2012,HSBC Holdings PLC,64.15,,
27/07/2012,Hutchison Whampoa Ltd,68.6,,
27/07/2012,Industrial and Commercial Bank of China Ltd,4.24,,
27/07/2012,Li & Fung Ltd,14.76,,
27/07/2012,MTR Corp Ltd,26.8,,
27/07/2012,New World Development Co Ltd,9.68,,
27/07/2012,PetroChina Co Ltd,9.5,,
27/07/2012,Ping An Insurance Co Of China Ltd,60.05,,
27/07/2012,Power Assets Holdings Ltd,59.9,,
27/07/2012,Sino Land Co Ltd,12.66,,
27/07/2012,Sun Hung Kai Properties Ltd,95.05,,
27/07/2012,Swire Pacific Ltd,90.6,,
27/07/2012,Tencent Holdings Ltd,229,,
27/07/2012,The Bank Of East Asia Ltd,26.5,,
27/07/2012,The Hong Kong and China Gas Co Ltd,17.62,,
27/07/2012,Wharf Ltd,43.05,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
27/07/2012,adidas AG,60.98,,
27/07/2012,Allianz Se,79.68,,
27/07/2012,BASF SE,58.94,,
27/07/2012,Bayer AG,60.99,,
27/07/2012,Beiersdorf AG,54.95,,
27/07/2012,BMW AG,59.15,,
27/07/2012,COMMERZBANK AG,1.233,,
27/07/2012,Daimler AG,39.325,,
27/07/2012,Deutsche Bank AG,24.355,,
27/07/2012,Deutsche Boerse AG,40.25,,
27/07/2012,Deutsche Lufthansa AG,10.085,,
27/07/2012,Deutsche Post AG,14.665,,
27/07/2012,Deutsche Telekom AG,9.26,,
27/07/2012,EON AG,17.335,,
27/07/2012,Fresenius Medical Care AG & Co Kgaa,59.36,,
27/07/2012,Fresenius SE & Co KGaA,87.4,,
27/07/2012,Heidelbergcement AG,37.865,,
27/07/2012,Henkel AG & Co KGaA,58.44,,
27/07/2012,Infineon Technologies AG,5.509,,
27/07/2012,K+S AG,39.495,,
27/07/2012,Linde AG,121.5,,
27/07/2012,MAN SE,76,,
27/07/2012,Merck KGaA,81.64,,
27/07/2012,METRO AG,20.98,,
27/07/2012,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,115.05,,
27/07/2012,Rwe AG,31.82,,
27/07/2012,SAP AG,52.22,,
27/07/2012,Siemens AG,66.9,,
27/07/2012,ThyssenKrupp AG,14.79,,
27/07/2012,Volkswagen AG,134.1,,
27/07/2012,Singapore Telecom,2.201,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
27/07/2012,Advantest Corp,977,,
27/07/2012,AEON Co Ltd,946,,
27/07/2012,Ajinomoto Co Inc,"1,107",,
27/07/2012,All Nippon Airways Co Ltd,180,,
27/07/2012,Alps Electric Co Ltd,471,,
27/07/2012,Asahi Breweries Ltd,"1,752",,
27/07/2012,Asahi Glass Co Ltd,450,,
27/07/2012,Asahi Kasei Corp,411,,
27/07/2012,Astellas Pharma Inc,"3,610",,
27/07/2012,Bank Of Yokohama Ltd,360,,
27/07/2012,Bridgestone Corp,"1,730",,
27/07/2012,Canon Inc,"2,518",,
27/07/2012,Casio Computer Co Ltd,501,,
27/07/2012,Central Japan Railway Co,"643,000",,
27/07/2012,Chiba Bank Ltd,459,,
27/07/2012,Chiyoda Corp,"1,003",,
27/07/2012,Chubu Electric Power Co Inc,925,,
27/07/2012,Chugai Pharmaceutical Co Ltd,"1,486",,
27/07/2012,Citizen Holdings Co Ltd,430,,
27/07/2012,Comsys Holdings Corp,953,,
27/07/2012,Credit Saison Co Ltd,"1,776",,
27/09/2011,CSK Corp,279,,
27/07/2012,Dai Nippon Printing Co Ltd,590,,
27/07/2012,Daiichi Sankyo Co Ltd,"1,304",,
27/07/2012,Daiichi Sankyo Co Ltd,"1,304",,
27/07/2012,Daikin Industries Ltd,"2,098",,
27/07/2012,Dainippon Screen Mfg Co Ltd,511,,
27/07/2012,Dainippon Sumitomo Pharma Co Ltd,840,,
27/07/2012,Daiwa House Industry Co Ltd,"1,082",,
27/07/2012,Daiwa Securities Group Inc,280,,
27/07/2012,Denki Kagaku Kogyo KK,249,,
27/07/2012,Denso Corp,"2,455",,
27/07/2012,Dentsu Inc,"2,054",,
27/07/2012,DOWA Holdings Co Ltd,482,,
27/07/2012,East Japan Railway Co,"4,990",,
27/07/2012,Ebara Corp,289,,
27/07/2012,Eisai Co Ltd,"3,400",,
27/07/2012,Fanuc Ltd,"12,690",,
27/07/2012,Fast Retailing Co Ltd,"15,950",,
27/07/2012,Fuji Electric Co Ltd,166,,
27/07/2012,Fuji Heavy Industries Ltd,580,,
27/07/2012,Fujifilm Holdings Corp,"1,307",,
27/07/2012,Fujikura Ltd,216,,
27/07/2012,Fujitsu Ltd,337,,
27/07/2012,Fukuoka Financial Group Inc,286,,
27/07/2012,Furukawa Co Ltd,64,,
27/07/2012,Furukawa Electric Co Ltd,157,,
27/07/2012,GS Yuasa Corp,304,,
27/07/2012,Heiwa Real Estate Co Ltd,178,,
27/07/2012,Hino Motors Ltd,526,,
27/07/2012,Hitachi Construction Machinery Co Ltd,"1,396",,
27/07/2012,Hitachi Ltd,454,,
27/07/2012,Hitachi Zosen Corp,93,,
27/07/2012,Hokuetsu Kishu Paper Co Ltd,347,,
27/07/2012,Honda Motor Co Ltd,"2,485",,
27/07/2012,Ihi Corp,161,,
27/07/2012,Inpex Corp,"432,500",,
27/07/2012,Isetan Mitsukoshi Holdings Ltd,814,,
27/07/2012,Isuzu Motors Ltd,394,,
27/07/2012,Itochu Corp,807,,
27/07/2012,J.Front Retailing Co Ltd,384,,
27/07/2012,Japan Steel Works Ltd,427,,
27/07/2012,Japan Tobacco Inc,"2,413",,
27/07/2012,JFE Holdings Inc,"1,061",,
27/07/2012,JGC CORP,"2,361",,
27/07/2012,Jtekt Corp,660,,
27/07/2012,JX Holdings Inc,369,,
27/07/2012,Kajima Corp,219,,
27/07/2012,Kansai Electric Power Co Inc,625,,
27/07/2012,Kao Corp,"2,095",,
27/07/2012,Kawasaki Heavy Industries Ltd,192,,
27/07/2012,Kawasaki Kisen Kaisha Ltd,110,,
27/07/2012,Kddi Corp,"532,000",,
27/07/2012,Keio Corp,570,,
27/07/2012,Keisei Electric Railway Co Ltd,702,,
27/07/2012,Kikkoman Corp,986,,
27/07/2012,Kirin Holdings Co Ltd,881,,
27/07/2012,Kobe Steel Ltd,75,,
27/07/2012,KOMATSU Ltd,"1,763",,
27/07/2012,Konami Corp,"1,642",,
27/07/2012,Konica Minolta Holdings Inc,520,,
27/07/2012,Kubota Corp,732,,
27/07/2012,Kuraray Co Ltd,930,,
27/07/2012,Kyocera Corp,"6,140",,
27/07/2012,Kyowa Hakko Kirin Co Ltd,863,,
27/07/2012,Marubeni Corp,518,,
27/07/2012,Maruha Nichiro Holdings Inc,116,,
27/07/2012,Marui Group Co Ltd,570,,
27/07/2012,Matsui Securities Co Ltd,455,,
27/07/2012,Mazda Motor Corp,93,,
27/07/2012,Meidensha Corp,279,,
27/07/2012,Meiji Holding Co Ltd,"3,585",,
27/07/2012,Minebea Co Ltd,274,,
27/07/2012,Mitsubishi Chemical Hldg Corp,328,,
27/07/2012,Mitsubishi Corp,"1,531",,
27/07/2012,Mitsubishi Electric Corp,602,,
27/07/2012,Mitsubishi Estate Co Ltd,"1,406",,
27/07/2012,Mitsubishi Heavy Industries Ltd,301,,
27/07/2012,Mitsubishi Logistics Corp,817,,
27/07/2012,Mitsubishi Materials Corp,208,,
27/07/2012,Mitsubishi Motors Corp,72,,
27/07/2012,Mitsubishi Paper Mills Ltd,66,,
27/07/2012,Mitsubishi UFJ Financial Group Inc,380,,
27/07/2012,Mitsui & Co Ltd,"1,134",,
27/07/2012,Mitsui Chemicals Inc,176,,
27/07/2012,Mitsui Engineering and Shipbuilding Co Ltd,96,,
27/07/2012,Mitsui Fudosan Co Ltd,"1,495",,
27/07/2012,Mitsui Mining And Smelting Co Ltd,158,,
27/07/2012,Mitsui OSK Lines Ltd,236,,
27/07/2012,Mitsumi Electric Co Ltd,478,,
27/07/2012,Mizuho Financial Group Inc,129,,
26/08/2011,Mizuho Securities Co Ltd,165,,
26/08/2011,Mizuho Trust & Banking Co Ltd,59,,
27/07/2012,Ms&Ad Insurance Group Holding Inc,"1,238",,
27/07/2012,Nec Corp,101,,
27/07/2012,NGK Insulators Ltd,846,,
27/07/2012,Nichirei Corp,390,,
27/07/2012,Nikon Corp,"2,136",,
27/07/2012,Nippon Electric Glass Co Ltd,404,,
27/07/2012,Nippon Express Co Ltd,314,,
