Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-08-02T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
01/08/2014,AIA Group Ltd,42.05,,
01/08/2014,Aluminum Corp Of China Ltd,3.47,,
01/08/2014,Bank of China Ltd,3.66,,
01/08/2014,Bank of Communications Co Ltd,5.88,,
01/08/2014,Belle International Holdings Ltd,9.75,,
01/08/2014,BOC Hong Kong Ltd,24.4,,
01/08/2014,Cathay Pacific Airways Ltd,14.68,,
01/08/2014,Cheung Kong  Ltd,143.6,,
01/08/2014,China Coal Energy Co Ltd,4.71,,
01/08/2014,China Construction Bank Corp,5.92,,
01/08/2014,China Life Insurance Co Ltd,23,,
01/08/2014,China Merchants Holdings Co Ltd,25.85,,
01/08/2014,China Mobile Ltd,85.3,,
01/08/2014,China Overseas Land & Investment Ltd,23.25,,
01/08/2014,China Petroleum & Chemical Corp,7.54,,
01/08/2014,China Resources Enterprise Ltd,23.1,,
01/08/2014,China Resources Land Ltd,18.04,,
01/08/2014,China Resources Power Holdings Co Ltd,21.8,,
01/08/2014,China Shenhua Energy Co Ltd,23.3,,
01/08/2014,China Unicom  Ltd,13.34,,
01/08/2014,Citic Pacific Ltd,15.22,,
01/08/2014,CLP Holdings Ltd,64.2,,
01/08/2014,Cnooc Ltd,13.78,,
01/08/2014,COSCO Pacific Ltd,11.56,,
01/08/2014,Esprit Holdings Ltd,12.08,,
01/08/2014,Hang Lung Properties Ltd,23.8,,
01/08/2014,Hang Seng Bank Ltd,131.1,,
01/08/2014,Henderson Land Development Co Ltd,48.5,,
01/08/2014,Hengan International Group Co Ltd,83.65,,
01/08/2014,Hong Kong Exchanges And Clearing Ltd,171,,
01/08/2014,HSBC Holdings PLC,82.75,,
01/08/2014,Hutchison Whampoa Ltd,106.2,,
01/08/2014,Industrial and Commercial Bank of China Ltd,5.24,,
01/08/2014,Li & Fung Ltd,10.44,,
01/08/2014,MTR Corp Ltd,30.5,,
01/08/2014,New World Development Co Ltd,9.69,,
01/08/2014,PetroChina Co Ltd,10.14,,
01/08/2014,Ping An Insurance Co Of China Ltd,65.55,,
01/08/2014,Power Assets Holdings Ltd,69.65,,
01/08/2014,Sino Land Co Ltd,13.2,,
01/08/2014,Sun Hung Kai Properties Ltd,115.5,,
01/08/2014,Swire Pacific Ltd,99.9,,
01/08/2014,Tencent Holdings Ltd,128.2,,
01/08/2014,The Bank Of East Asia Ltd,32.95,,
01/08/2014,The Hong Kong and China Gas Co Ltd,17.04,,
01/08/2014,Wharf Ltd,61.15,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
01/08/2014,adidas AG,58.35,,
01/08/2014,Allianz Se,122.7,,
01/08/2014,BASF SE,76.04,,
01/08/2014,Bayer AG,95.73,,
01/08/2014,Beiersdorf AG,66.89,,
01/08/2014,BMW AG,87.63,,
01/08/2014,COMMERZBANK AG,10.555,,
01/08/2014,Daimler AG,60.85,,
01/08/2014,Deutsche Bank AG,25.25,,
01/08/2014,Deutsche Boerse AG,53.23,,
01/08/2014,Deutsche Lufthansa AG,13.135,,
01/08/2014,Deutsche Post AG,23.52,,
01/08/2014,Deutsche Telekom AG,12.09,,
