Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Tuesday at 2015-04-07T13:15:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
02/04/2015,AIA Group Ltd,49.35,,
02/04/2015,Aluminum Corp Of China Ltd,4.17,,
02/04/2015,Bank of China Ltd,4.62,,
02/04/2015,Bank of Communications Co Ltd,6.76,,
02/04/2015,Belle International Holdings Ltd,9.14,,
02/04/2015,BOC Hong Kong Ltd,28.1,,
02/04/2015,Cathay Pacific Airways Ltd,18.56,,
10/03/2015,Cheung Kong  Ltd,153.1,,
02/04/2015,China Coal Energy Co Ltd,4.43,,
02/04/2015,China Construction Bank Corp,6.56,,
02/04/2015,China Life Insurance Co Ltd,34.95,,
02/04/2015,China Merchants Holdings Co Ltd,30.7,,
02/04/2015,China Mobile Ltd,102.8,,
02/04/2015,China Overseas Land & Investment Ltd,26.15,,
02/04/2015,China Petroleum & Chemical Corp,6.23,,
02/04/2015,China Resources Enterprise Ltd,15.2,,
02/04/2015,China Resources Land Ltd,22.55,,
02/04/2015,China Resources Power Holdings Co Ltd,20.1,,
02/04/2015,China Shenhua Energy Co Ltd,20.35,,
02/04/2015,China Unicom  Ltd,12.9,,
02/04/2015,Citic Pacific Ltd,13.78,,
02/04/2015,CLP Holdings Ltd,65.45,,
02/04/2015,Cnooc Ltd,11.18,,
02/04/2015,COSCO Pacific Ltd,10.66,,
02/04/2015,Esprit Holdings Ltd,7.81,,
02/04/2015,Hang Lung Properties Ltd,22.15,,
02/04/2015,Hang Seng Bank Ltd,140.6,,
02/04/2015,Henderson Land Development Co Ltd,55.4,,
02/04/2015,Hengan International Group Co Ltd,94.75,,
02/04/2015,Hong Kong Exchanges And Clearing Ltd,196,,
02/04/2015,HSBC Holdings PLC,67,,
02/04/2015,Hutchison Whampoa Ltd,108.7,,
02/04/2015,Industrial and Commercial Bank of China Ltd,5.85,,
02/04/2015,Li & Fung Ltd,7.59,,
02/04/2015,MTR Corp Ltd,37.55,,
02/04/2015,New World Development Co Ltd,9.14,,
02/04/2015,PetroChina Co Ltd,8.75,,
02/04/2015,Ping An Insurance Co Of China Ltd,93.15,,
02/04/2015,Power Assets Holdings Ltd,77.7,,
02/04/2015,Sino Land Co Ltd,12.7,,
02/04/2015,Sun Hung Kai Properties Ltd,121,,
02/04/2015,Swire Pacific Ltd,105.7,,
02/04/2015,Tencent Holdings Ltd,149.8,,
02/04/2015,The Bank Of East Asia Ltd,30.9,,
02/04/2015,The Hong Kong and China Gas Co Ltd,17.96,,
02/04/2015,Wharf Ltd,55.25,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
02/04/2015,adidas AG,74.32,,
02/04/2015,Allianz Se,163.5,,
02/04/2015,BASF SE,92.64,,
02/04/2015,Bayer AG,138.8,,
02/04/2015,Beiersdorf AG,81.37,,
02/04/2015,BMW AG,114.95,,
02/04/2015,COMMERZBANK AG,13.12,,
02/04/2015,Daimler AG,87.7,,
02/04/2015,Deutsche Bank AG,32.77,,
02/04/2015,Deutsche Boerse AG,76.76,,
02/04/2015,Deutsche Lufthansa AG,12.715,,
02/04/2015,Deutsche Post AG,29.105,,
02/04/2015,Deutsche Telekom AG,17.03,,
02/04/2015,EON AG,13.745,,
02/04/2015,Fresenius Medical Care AG & Co Kgaa,77.68,,
02/04/2015,Fresenius SE & Co KGaA,55,,
02/04/2015,Heidelbergcement AG,73.81,,
02/04/2015,Henkel AG & Co KGaA,109.8,,
02/04/2015,Infineon Technologies AG,11.195,,
02/04/2015,K+S AG,30.96,,
02/04/2015,Linde AG,190.5,,
02/04/2015,MAN SE,97.83,,
02/04/2015,Merck KGaA,105.65,,
02/04/2015,METRO AG,32.8,,
02/04/2015,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,200.9,,
02/04/2015,Rwe AG,24.03,,
02/04/2015,SAP AG,67.07,,
02/04/2015,Siemens AG,100.85,,
02/04/2015,ThyssenKrupp AG,24.76,,
02/04/2015,Volkswagen AG,243.8,,
02/04/2015,Singapore Telecom,2.908,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
03/04/2015,Advantest Corp,"1,483",,
03/04/2015,AEON Co Ltd,"1,365",,
03/04/2015,Ajinomoto Co Inc,"2,733.5",,
03/04/2015,All Nippon Airways Co Ltd,326.8,,
03/04/2015,Alps Electric Co Ltd,"2,988",,
03/04/2015,Asahi Breweries Ltd,"3,901.5",,
03/04/2015,Asahi Glass Co Ltd,782,,
03/04/2015,Asahi Kasei Corp,"1,159",,
03/04/2015,Astellas Pharma Inc,"1,954.5",,
03/04/2015,Bank Of Yokohama Ltd,716.4,,
03/04/2015,Bridgestone Corp,"5,000",,
03/04/2015,Canon Inc,"4,401.5",,
03/04/2015,Casio Computer Co Ltd,"2,314",,
03/04/2015,Central Japan Railway Co,"22,660",,
03/04/2015,Chiba Bank Ltd,891,,
03/04/2015,Chiyoda Corp,"1,000",,
03/04/2015,Chubu Electric Power Co Inc,"1,435",,
03/04/2015,Chugai Pharmaceutical Co Ltd,"3,775",,
03/04/2015,Citizen Holdings Co Ltd,929,,
03/04/2015,Comsys Holdings Corp,"1,546",,
03/04/2015,Credit Saison Co Ltd,"2,209",,
27/09/2011,CSK Corp,279,,
03/04/2015,Dai Nippon Printing Co Ltd,"1,182.5",,
03/04/2015,Daiichi Sankyo Co Ltd,"1,871.5",,
03/04/2015,Daiichi Sankyo Co Ltd,"1,871.5",,
03/04/2015,Daikin Industries Ltd,"8,164",,
03/04/2015,Dainippon Screen Mfg Co Ltd,872,,
03/04/2015,Dainippon Sumitomo Pharma Co Ltd,"1,397",,
03/04/2015,Daiwa House Industry Co Ltd,"2,424",,
03/04/2015,Daiwa Securities Group Inc,960.9,,
03/04/2015,Denki Kagaku Kogyo KK,473,,
03/04/2015,Denso Corp,"5,486",,
03/04/2015,Dentsu Inc,"5,450",,
03/04/2015,DOWA Holdings Co Ltd,"1,037",,
03/04/2015,East Japan Railway Co,"10,185",,
03/04/2015,Ebara Corp,507,,
03/04/2015,Eisai Co Ltd,"8,320",,
03/04/2015,Fanuc Ltd,"26,665",,
03/04/2015,Fast Retailing Co Ltd,"47,610",,
03/04/2015,Fuji Electric Co Ltd,574,,
03/04/2015,Fuji Heavy Industries Ltd,"4,133",,
03/04/2015,Fujifilm Holdings Corp,"4,412",,
03/04/2015,Fujikura Ltd,538,,
03/04/2015,Fujitsu Ltd,818.2,,
03/04/2015,Fukuoka Financial Group Inc,631,,
