Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-03-11T16:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
09/03/2012,AIA Group Ltd,27.35,,
09/03/2012,Aluminum Corp Of China Ltd,3.95,,
09/03/2012,Bank of China Ltd,3.27,,
09/03/2012,Bank of Communications Co Ltd,6.17,,
09/03/2012,Belle International Holdings Ltd,14.3,,
09/03/2012,BOC Hong Kong Ltd,21.2,,
09/03/2012,Cathay Pacific Airways Ltd,15.16,,
09/03/2012,Cheung Kong  Ltd,106.9,,
09/03/2012,China Coal Energy Co Ltd,9.45,,
09/03/2012,China Construction Bank Corp,6.29,,
09/03/2012,China Life Insurance Co Ltd,20.95,,
09/03/2012,China Merchants Holdings Co Ltd,26.8,,
09/03/2012,China Mobile Ltd,84.2,,
09/03/2012,China Overseas Land & Investment Ltd,15.6,,
09/03/2012,China Petroleum & Chemical Corp,9,,
09/03/2012,China Resources Enterprise Ltd,29.45,,
09/03/2012,China Resources Land Ltd,13.82,,
09/03/2012,China Resources Power Holdings Co Ltd,15.2,,
09/03/2012,China Shenhua Energy Co Ltd,34.45,,
09/03/2012,China Unicom  Ltd,14.18,,
09/03/2012,Citic Pacific Ltd,13.64,,
09/03/2012,CLP Holdings Ltd,67.55,,
09/03/2012,Cnooc Ltd,16.98,,
09/03/2012,COSCO Pacific Ltd,11.68,,
09/03/2012,Esprit Holdings Ltd,18.52,,
09/03/2012,Hang Lung Properties Ltd,27.8,,
09/03/2012,Hang Seng Bank Ltd,108.7,,
09/03/2012,Henderson Land Development Co Ltd,45.5,,
09/03/2012,Hengan International Group Co Ltd,74.55,,
09/03/2012,Hong Kong Exchanges And Clearing Ltd,137.2,,
09/03/2012,HSBC Holdings PLC,68.35,,
09/03/2012,Hutchison Whampoa Ltd,77.6,,
09/03/2012,Industrial and Commercial Bank of China Ltd,5.3,,
09/03/2012,Li & Fung Ltd,17.76,,
09/03/2012,MTR Corp Ltd,27.85,,
09/03/2012,New World Development Co Ltd,9.59,,
09/03/2012,PetroChina Co Ltd,11.54,,
09/03/2012,Ping An Insurance Co Of China Ltd,62.7,,
09/03/2012,Power Assets Holdings Ltd,59.15,,
09/03/2012,Sino Land Co Ltd,13.44,,
09/03/2012,Sun Hung Kai Properties Ltd,116.8,,
09/03/2012,Swire Pacific Ltd,86.75,,
09/03/2012,Tencent Holdings Ltd,198.8,,
09/03/2012,The Bank Of East Asia Ltd,30.5,,
09/03/2012,The Hong Kong and China Gas Co Ltd,19.56,,
09/03/2012,Wharf Ltd,44.65,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
09/03/2012,adidas AG,58.1,,
09/03/2012,Allianz Se,88.6,,
09/03/2012,BASF SE,65.22,,
09/03/2012,Bayer AG,54.7,,
09/03/2012,Beiersdorf AG,48.625,,
09/03/2012,BMW AG,70.5,,
09/03/2012,COMMERZBANK AG,1.845,,
09/03/2012,Daimler AG,46.94,,
09/03/2012,Deutsche Bank AG,35.23,,
09/03/2012,Deutsche Boerse AG,47.92,,
09/03/2012,Deutsche Lufthansa AG,9.868,,
09/03/2012,Deutsche Post AG,13.75,,
09/03/2012,Deutsche Telekom AG,8.706,,
09/03/2012,EON AG,16.935,,
09/03/2012,Fresenius Medical Care AG & Co Kgaa,51.05,,
09/03/2012,Fresenius SE & Co KGaA,78.26,,
09/03/2012,Heidelbergcement AG,41.685,,
09/03/2012,Henkel AG & Co KGaA,51.4,,
09/03/2012,Infineon Technologies AG,7.557,,
09/03/2012,K+S AG,36.59,,
09/03/2012,Linde AG,133.05,,
09/03/2012,MAN SE,89.99,,
09/03/2012,Merck KGaA,79.6,,
09/03/2012,METRO AG,28.205,,
09/03/2012,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,108.4,,
09/03/2012,Rwe AG,35.27,,
09/03/2012,SAP AG,52.4,,
09/03/2012,Siemens AG,74.68,,
09/03/2012,ThyssenKrupp AG,19.35,,
09/03/2012,Volkswagen AG,142.8,,
09/03/2012,Singapore Telecom,1.83,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
