Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-12-20T13:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
19/12/2014,AIA Group Ltd,42.5,,
19/12/2014,Aluminum Corp Of China Ltd,3.59,,
19/12/2014,Bank of China Ltd,4.17,,
19/12/2014,Bank of Communications Co Ltd,6.8,,
19/12/2014,Belle International Holdings Ltd,8.5,,
19/12/2014,BOC Hong Kong Ltd,24.95,,
19/12/2014,Cathay Pacific Airways Ltd,16.62,,
19/12/2014,Cheung Kong  Ltd,129.5,,
19/12/2014,China Coal Energy Co Ltd,4.76,,
19/12/2014,China Construction Bank Corp,6.12,,
19/12/2014,China Life Insurance Co Ltd,27.8,,
19/12/2014,China Merchants Holdings Co Ltd,25.55,,
19/12/2014,China Mobile Ltd,90.25,,
19/12/2014,China Overseas Land & Investment Ltd,21.45,,
19/12/2014,China Petroleum & Chemical Corp,6.09,,
19/12/2014,China Resources Enterprise Ltd,15.36,,
19/12/2014,China Resources Land Ltd,18.88,,
19/12/2014,China Resources Power Holdings Co Ltd,20.15,,
19/12/2014,China Shenhua Energy Co Ltd,22.25,,
19/12/2014,China Unicom  Ltd,10.5,,
19/12/2014,Citic Pacific Ltd,13.36,,
19/12/2014,CLP Holdings Ltd,65.5,,
19/12/2014,Cnooc Ltd,10.12,,
19/12/2014,COSCO Pacific Ltd,10.88,,
19/12/2014,Esprit Holdings Ltd,8.79,,
19/12/2014,Hang Lung Properties Ltd,21.35,,
19/12/2014,Hang Seng Bank Ltd,127.7,,
19/12/2014,Henderson Land Development Co Ltd,51.8,,
19/12/2014,Hengan International Group Co Ltd,79.5,,
19/12/2014,Hong Kong Exchanges And Clearing Ltd,170.7,,
19/12/2014,HSBC Holdings PLC,73.4,,
19/12/2014,Hutchison Whampoa Ltd,90,,
