Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-11-28T13:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
27/11/2015,AIA Group Ltd,46.5,,
27/11/2015,Aluminum Corp Of China Ltd,2.45,,
27/11/2015,Bank of China Ltd,3.45,,
27/11/2015,Bank of Communications Co Ltd,5.48,,
27/11/2015,Belle International Holdings Ltd,6.83,,
27/11/2015,BOC Hong Kong Ltd,24.15,,
27/11/2015,Cathay Pacific Airways Ltd,13.64,,
10/03/2015,Cheung Kong  Ltd,153.1,,
27/11/2015,China Coal Energy Co Ltd,3.25,,
27/11/2015,China Construction Bank Corp,5.36,,
27/11/2015,China Life Insurance Co Ltd,27.3,,
27/11/2015,China Merchants Holdings Co Ltd,24.95,,
27/11/2015,China Mobile Ltd,88.8,,
27/11/2015,China Overseas Land & Investment Ltd,25.45,,
27/11/2015,China Petroleum & Chemical Corp,4.76,,
27/11/2015,China Resources Enterprise Ltd,14.62,,
27/11/2015,China Resources Land Ltd,20.85,,
27/11/2015,China Resources Power Holdings Co Ltd,14.58,,
27/11/2015,China Shenhua Energy Co Ltd,12.14,,
27/11/2015,China Unicom  Ltd,9.67,,
27/11/2015,Citic Pacific Ltd,13.68,,
27/11/2015,CLP Holdings Ltd,65.4,,
27/11/2015,Cnooc Ltd,8.51,,
07/08/2015,COSCO Pacific Ltd,10.2,,
27/11/2015,Esprit Holdings Ltd,8.6,,
27/11/2015,Hang Lung Properties Ltd,18.32,,
27/11/2015,Hang Seng Bank Ltd,140.8,,
27/11/2015,Henderson Land Development Co Ltd,48,,
27/11/2015,Hengan International Group Co Ltd,77.95,,
27/11/2015,Hong Kong Exchanges And Clearing Ltd,203.8,,
27/11/2015,HSBC Holdings PLC,62,,
26/05/2015,Hutchison Whampoa Ltd,115,,
27/11/2015,Industrial and Commercial Bank of China Ltd,4.69,,
27/11/2015,Li & Fung Ltd,5.33,,
27/11/2015,MTR Corp Ltd,36,,
27/11/2015,New World Development Co Ltd,7.7,,
27/11/2015,PetroChina Co Ltd,5.54,,
27/11/2015,Ping An Insurance Co Of China Ltd,43.3,,
27/11/2015,Power Assets Holdings Ltd,69.45,,
27/11/2015,Sino Land Co Ltd,11.34,,
27/11/2015,Sun Hung Kai Properties Ltd,96.3,,
27/11/2015,Swire Pacific Ltd,85.2,,
27/11/2015,Tencent Holdings Ltd,153.2,,
27/11/2015,The Bank Of East Asia Ltd,27.8,,
27/11/2015,The Hong Kong and China Gas Co Ltd,15.46,,
27/11/2015,Wharf Ltd,44.6,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
27/11/2015,adidas AG,89.47,,
27/11/2015,Allianz Se,167.3,,
27/11/2015,BASF SE,77.88,,
27/11/2015,Bayer AG,125.8,,
27/11/2015,Beiersdorf AG,88.81,,
27/11/2015,BMW AG,101.5,,
27/11/2015,COMMERZBANK AG,10.335,,
27/11/2015,Daimler AG,82.45,,
27/11/2015,Deutsche Bank AG,23.995,,
27/11/2015,Deutsche Boerse AG,80.85,,
27/11/2015,Deutsche Lufthansa AG,13.375,,
27/11/2015,Deutsche Post AG,27.555,,
27/11/2015,Deutsche Telekom AG,17.48,,
27/11/2015,EON AG,9.004,,
27/11/2015,Fresenius Medical Care AG & Co Kgaa,78.91,,
27/11/2015,Fresenius SE & Co KGaA,69.59,,
27/11/2015,Heidelbergcement AG,74.74,,
27/11/2015,Henkel AG & Co KGaA,108.5,,
27/11/2015,Infineon Technologies AG,13.6,,
27/11/2015,K+S AG,26.395,,
27/11/2015,Linde AG,168.3,,
27/11/2015,MAN SE,93.91,,
27/11/2015,Merck KGaA,96.39,,
27/11/2015,METRO AG,31.485,,
