Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-06-23T19:30:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
21/06/2013,AIA Group Ltd,32.5,,
21/06/2013,Aluminum Corp Of China Ltd,2.4,,
21/06/2013,Bank of China Ltd,3.07,,
21/06/2013,Bank of Communications Co Ltd,5.22,,
21/06/2013,Belle International Holdings Ltd,10.9,,
21/06/2013,BOC Hong Kong Ltd,23.95,,
21/06/2013,Cathay Pacific Airways Ltd,13.3,,
21/06/2013,Cheung Kong  Ltd,100.5,,
21/06/2013,China Coal Energy Co Ltd,4.55,,
21/06/2013,China Construction Bank Corp,5.19,,
21/06/2013,China Life Insurance Co Ltd,18.52,,
21/06/2013,China Merchants Holdings Co Ltd,22.5,,
21/06/2013,China Mobile Ltd,77.1,,
21/06/2013,China Overseas Land & Investment Ltd,18.98,,
21/06/2013,China Petroleum & Chemical Corp,5.32,,
21/06/2013,China Resources Enterprise Ltd,22.95,,
21/06/2013,China Resources Land Ltd,18.94,,
21/06/2013,China Resources Power Holdings Co Ltd,17.8,,
21/06/2013,China Shenhua Energy Co Ltd,22.65,,
21/06/2013,China Unicom  Ltd,10.02,,
21/06/2013,Citic Pacific Ltd,8.05,,
21/06/2013,CLP Holdings Ltd,61.8,,
21/06/2013,Cnooc Ltd,12.72,,
21/06/2013,COSCO Pacific Ltd,9.65,,
21/06/2013,Esprit Holdings Ltd,11.34,,
21/06/2013,Hang Lung Properties Ltd,25.9,,
21/06/2013,Hang Seng Bank Ltd,114.4,,
21/06/2013,Henderson Land Development Co Ltd,44.7,,
21/06/2013,Hengan International Group Co Ltd,75.25,,
21/06/2013,Hong Kong Exchanges And Clearing Ltd,119.2,,
21/06/2013,HSBC Holdings PLC,80.65,,
21/06/2013,Hutchison Whampoa Ltd,78.05,,
21/06/2013,Industrial and Commercial Bank of China Ltd,4.62,,
21/06/2013,Li & Fung Ltd,10.64,,
21/06/2013,MTR Corp Ltd,27.85,,
21/06/2013,New World Development Co Ltd,10.44,,
21/06/2013,PetroChina Co Ltd,8.11,,
21/06/2013,Ping An Insurance Co Of China Ltd,53,,
21/06/2013,Power Assets Holdings Ltd,67,,
21/06/2013,Sino Land Co Ltd,10.3,,
21/06/2013,Sun Hung Kai Properties Ltd,95.8,,
21/06/2013,Swire Pacific Ltd,91.05,,
21/06/2013,Tencent Holdings Ltd,285.8,,
21/06/2013,The Bank Of East Asia Ltd,27.35,,
21/06/2013,The Hong Kong and China Gas Co Ltd,18.46,,
21/06/2013,Wharf Ltd,64.4,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
