Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-04-28T18:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
26/04/2013,AIA Group Ltd,34.25,,
26/04/2013,Aluminum Corp Of China Ltd,2.87,,
26/04/2013,Bank of China Ltd,3.58,,
26/04/2013,Bank of Communications Co Ltd,6.08,,
26/04/2013,Belle International Holdings Ltd,12.98,,
26/04/2013,BOC Hong Kong Ltd,26.4,,
26/04/2013,Cathay Pacific Airways Ltd,13.3,,
26/04/2013,Cheung Kong  Ltd,117.1,,
26/04/2013,China Coal Energy Co Ltd,6.3,,
26/04/2013,China Construction Bank Corp,6.38,,
26/04/2013,China Life Insurance Co Ltd,20.9,,
26/04/2013,China Merchants Holdings Co Ltd,24.95,,
26/04/2013,China Mobile Ltd,84.1,,
26/04/2013,China Overseas Land & Investment Ltd,23.45,,
26/04/2013,China Petroleum & Chemical Corp,8.47,,
26/04/2013,China Resources Enterprise Ltd,26.1,,
26/04/2013,China Resources Land Ltd,23.25,,
26/04/2013,China Resources Power Holdings Co Ltd,24.95,,
26/04/2013,China Shenhua Energy Co Ltd,27.05,,
26/04/2013,China Unicom  Ltd,11.08,,
26/04/2013,Citic Pacific Ltd,9.51,,
26/04/2013,CLP Holdings Ltd,68.15,,
26/04/2013,Cnooc Ltd,14.4,,
26/04/2013,COSCO Pacific Ltd,10.44,,
26/04/2013,Esprit Holdings Ltd,10.04,,
26/04/2013,Hang Lung Properties Ltd,30.1,,
26/04/2013,Hang Seng Bank Ltd,128.7,,
26/04/2013,Henderson Land Development Co Ltd,56.2,,
26/04/2013,Hengan International Group Co Ltd,78.25,,
26/04/2013,Hong Kong Exchanges And Clearing Ltd,130,,
26/04/2013,HSBC Holdings PLC,83.4,,
26/04/2013,Hutchison Whampoa Ltd,83,,
26/04/2013,Industrial and Commercial Bank of China Ltd,5.41,,
26/04/2013,Li & Fung Ltd,10.16,,
26/04/2013,MTR Corp Ltd,31.4,,
26/04/2013,New World Development Co Ltd,13.54,,
26/04/2013,PetroChina Co Ltd,9.88,,
26/04/2013,Ping An Insurance Co Of China Ltd,60.15,,
26/04/2013,Power Assets Holdings Ltd,74.5,,
26/04/2013,Sino Land Co Ltd,12.96,,
26/04/2013,Sun Hung Kai Properties Ltd,113.9,,
26/04/2013,Swire Pacific Ltd,98.4,,
26/04/2013,Tencent Holdings Ltd,259,,
26/04/2013,The Bank Of East Asia Ltd,31.3,,
26/04/2013,The Hong Kong and China Gas Co Ltd,23.35,,
26/04/2013,Wharf Ltd,70.15,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
26/04/2013,adidas AG,79.1,,
26/04/2013,Allianz Se,111,,
26/04/2013,BASF SE,72.59,,
26/04/2013,Bayer AG,81.16,,
26/04/2013,Beiersdorf AG,68.79,,
26/04/2013,BMW AG,68.62,,
26/04/2013,COMMERZBANK AG,10.195,,
26/04/2013,Daimler AG,41.565,,
26/04/2013,Deutsche Bank AG,32.35,,
26/04/2013,Deutsche Boerse AG,46.145,,
26/04/2013,Deutsche Lufthansa AG,14.72,,
26/04/2013,Deutsche Post AG,17.93,,
26/04/2013,Deutsche Telekom AG,8.978,,
26/04/2013,EON AG,13.685,,
26/04/2013,Fresenius Medical Care AG & Co Kgaa,52.55,,
26/04/2013,Fresenius SE & Co KGaA,96.97,,
26/04/2013,Heidelbergcement AG,53.38,,
26/04/2013,Henkel AG & Co KGaA,71.3,,
26/04/2013,Infineon Technologies AG,5.905,,
26/04/2013,K+S AG,32.885,,
26/04/2013,Linde AG,141.6,,
26/04/2013,MAN SE,84.31,,
26/04/2013,Merck KGaA,116.05,,
26/04/2013,METRO AG,23.105,,
26/04/2013,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,148.9,,
26/04/2013,Rwe AG,26.83,,
26/04/2013,SAP AG,59.75,,
26/04/2013,Siemens AG,78.92,,
26/04/2013,ThyssenKrupp AG,13.765,,
26/04/2013,Volkswagen AG,148.1,,
26/04/2013,Singapore Telecom,2.256,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
26/04/2013,Advantest Corp,"1,412",,
26/04/2013,AEON Co Ltd,"1,376",,
26/04/2013,Ajinomoto Co Inc,"1,328",,
26/04/2013,All Nippon Airways Co Ltd,209,,
26/04/2013,Alps Electric Co Ltd,767,,
26/04/2013,Asahi Breweries Ltd,"2,387",,
26/04/2013,Asahi Glass Co Ltd,774,,
26/04/2013,Asahi Kasei Corp,658,,
26/04/2013,Astellas Pharma Inc,"5,630",,
26/04/2013,Bank Of Yokohama Ltd,588,,
26/04/2013,Bridgestone Corp,"3,680",,
26/04/2013,Canon Inc,"3,560",,
26/04/2013,Casio Computer Co Ltd,807,,
26/04/2013,Central Japan Railway Co,"11,670",,
26/04/2013,Chiba Bank Ltd,750,,
26/04/2013,Chiyoda Corp,"1,018",,
26/04/2013,Chubu Electric Power Co Inc,"1,322",,
26/04/2013,Chugai Pharmaceutical Co Ltd,"2,461",,
26/04/2013,Citizen Holdings Co Ltd,601,,
26/04/2013,Comsys Holdings Corp,"1,271",,
26/04/2013,Credit Saison Co Ltd,"2,787",,
27/09/2011,CSK Corp,279,,
26/04/2013,Dai Nippon Printing Co Ltd,946,,
26/04/2013,Daiichi Sankyo Co Ltd,"1,898",,
26/04/2013,Daiichi Sankyo Co Ltd,"1,898",,
26/04/2013,Daikin Industries Ltd,"3,915",,
26/04/2013,Dainippon Screen Mfg Co Ltd,488,,
26/04/2013,Dainippon Sumitomo Pharma Co Ltd,"1,750",,
26/04/2013,Daiwa House Industry Co Ltd,"2,163",,
26/04/2013,Daiwa Securities Group Inc,822,,
26/04/2013,Denki Kagaku Kogyo KK,359,,
26/04/2013,Denso Corp,"4,465",,
26/04/2013,Dentsu Inc,"3,395",,
26/04/2013,DOWA Holdings Co Ltd,702,,
26/04/2013,East Japan Railway Co,"8,330",,
26/04/2013,Ebara Corp,410,,
26/04/2013,Eisai Co Ltd,"4,425",,
26/04/2013,Fanuc Ltd,"15,570",,
26/04/2013,Fast Retailing Co Ltd,"35,700",,
26/04/2013,Fuji Electric Co Ltd,317,,
26/04/2013,Fuji Heavy Industries Ltd,"1,866",,
26/04/2013,Fujifilm Holdings Corp,"2,049",,
26/04/2013,Fujikura Ltd,363,,
26/04/2013,Fujitsu Ltd,408,,
26/04/2013,Fukuoka Financial Group Inc,490,,
26/04/2013,Furukawa Co Ltd,123,,
26/04/2013,Furukawa Electric Co Ltd,242,,
26/04/2013,GS Yuasa Corp,413,,
26/04/2013,Heiwa Real Estate Co Ltd,"2,278",,
26/04/2013,Hino Motors Ltd,"1,467",,
26/04/2013,Hitachi Construction Machinery Co Ltd,"2,327",,
26/04/2013,Hitachi Ltd,622,,
26/04/2013,Hitachi Zosen Corp,157,,
26/04/2013,Hokuetsu Kishu Paper Co Ltd,439,,
26/04/2013,Honda Motor Co Ltd,"4,010",,
26/04/2013,Ihi Corp,363,,
26/04/2013,Inpex Corp,"463,000",,
26/04/2013,Isetan Mitsukoshi Holdings Ltd,"1,541",,
26/04/2013,Isuzu Motors Ltd,665,,
26/04/2013,Itochu Corp,"1,204",,
26/04/2013,J.Front Retailing Co Ltd,817,,
26/04/2013,Japan Steel Works Ltd,490,,
26/04/2013,Japan Tobacco Inc,"3,595",,
26/04/2013,JFE Holdings Inc,"2,077",,
26/04/2013,JGC CORP,"2,871",,
26/04/2013,Jtekt Corp,"1,020",,
26/04/2013,JX Holdings Inc,522,,
26/04/2013,Kajima Corp,311,,
26/04/2013,Kansai Electric Power Co Inc,"1,207",,
26/04/2013,Kao Corp,"3,320",,
26/04/2013,Kawasaki Heavy Industries Ltd,316,,
26/04/2013,Kawasaki Kisen Kaisha Ltd,228,,
26/04/2013,Kddi Corp,"4,580",,
26/04/2013,Keio Corp,829,,
26/04/2013,Keisei Electric Railway Co Ltd,"1,009",,
26/04/2013,Kikkoman Corp,"1,872",,
26/04/2013,Kirin Holdings Co Ltd,"1,686",,
26/04/2013,Kobe Steel Ltd,131,,
26/04/2013,KOMATSU Ltd,"2,655",,
26/04/2013,Konami Corp,"2,196",,
26/04/2013,Konica Minolta Holdings Inc,711,,
26/04/2013,Kubota Corp,"1,381",,
26/04/2013,Kuraray Co Ltd,"1,472",,
26/04/2013,Kyocera Corp,"9,930",,
26/04/2013,Kyowa Hakko Kirin Co Ltd,"1,200",,
26/04/2013,Marubeni Corp,697,,
26/04/2013,Maruha Nichiro Holdings Inc,195,,
26/04/2013,Marui Group Co Ltd,"1,121",,
26/04/2013,Matsui Securities Co Ltd,"1,246",,
26/04/2013,Mazda Motor Corp,346,,
26/04/2013,Meidensha Corp,291,,
26/04/2013,Meiji Holding Co Ltd,"4,335",,
26/04/2013,Minebea Co Ltd,316,,
26/04/2013,Mitsubishi Chemical Hldg Corp,478,,
26/04/2013,Mitsubishi Corp,"1,754",,
26/04/2013,Mitsubishi Electric Corp,931,,
26/04/2013,Mitsubishi Estate Co Ltd,"3,145",,
26/04/2013,Mitsubishi Heavy Industries Ltd,668,,
26/04/2013,Mitsubishi Logistics Corp,"1,753",,
26/04/2013,Mitsubishi Materials Corp,280,,
26/04/2013,Mitsubishi Motors Corp,115,,
26/04/2013,Mitsubishi Paper Mills Ltd,96,,
26/04/2013,Mitsubishi UFJ Financial Group Inc,660,,
26/04/2013,Mitsui & Co Ltd,"1,348",,
26/04/2013,Mitsui Chemicals Inc,229,,
26/04/2013,Mitsui Engineering and Shipbuilding Co Ltd,186,,
26/04/2013,Mitsui Fudosan Co Ltd,"3,300",,
26/04/2013,Mitsui Mining And Smelting Co Ltd,222,,
26/04/2013,Mitsui OSK Lines Ltd,390,,
26/04/2013,Mitsumi Electric Co Ltd,556,,
26/04/2013,Mizuho Financial Group Inc,216,,
26/08/2011,Mizuho Securities Co Ltd,165,,
26/08/2011,Mizuho Trust & Banking Co Ltd,59,,
26/04/2013,Ms&Ad Insurance Group Holding Inc,"2,602",,
26/04/2013,Nec Corp,271,,
26/04/2013,NGK Insulators Ltd,"1,172",,
26/04/2013,Nichirei Corp,569,,
26/04/2013,Nikon Corp,"2,155",,
26/04/2013,Nippon Electric Glass Co Ltd,520,,
26/04/2013,Nippon Express Co Ltd,507,,
26/04/2013,Nippon Kayaku Co Ltd,"1,395",,
25/09/2012,Nippon Light Metal Co Ltd,76,,
26/04/2013,Nippon Meat Packers Inc,"1,473",,
26/03/2013,Nippon Paper Group Inc,"1,466",,
26/04/2013,Nippon Sheet Glass Co Ltd,115,,
26/04/2013,Nippon Soda Co Ltd,453,,
26/04/2013,Nippon Steel Corp,259,,
26/04/2013,Nippon Suisan Kaisha Ltd,192,,
26/04/2013,Nippon Telegraph And Telephone Corp,"4,835",,
26/04/2013,Nippon Yusen KK,255,,
26/04/2013,Nissan Chemical Industries Ltd,"1,268",,
26/04/2013,Nissan Motor Co Ltd,"1,034",,
26/04/2013,Nisshin Seifun Group Inc,"1,256",,
25/09/2012,Nisshin Steel Co Ltd,84,,
26/04/2013,Nisshinbo Holdings Inc,707,,
26/04/2013,Nitto Boseki Co Ltd,349,,
26/04/2013,NKSJ Holdings Inc,"2,460",,
26/04/2013,Nomura Hldg Inc,762,,
26/04/2013,NSK Ltd,796,,
26/04/2013,Ntn Corp,254,,
26/04/2013,NTT Data Corp,"308,500",,
26/04/2013,NTT Docomo Inc,"155,800",,
26/04/2013,Obayashi Corp,584,,
26/04/2013,Odakyu Electric Railway Co Ltd,"1,174",,
26/04/2013,Oji Paper Co Ltd,348,,
26/04/2013,Oki Electric Industry Co Ltd,189,,
26/04/2013,Okuma Corp,782,,
26/04/2013,Olympus Corp,"2,482",,
26/04/2013,Osaka Gas Co Ltd,418,,
26/04/2013,Pacific Metals Co Ltd,494,,
26/04/2013,Panasonic Corp,709,,
26/04/2013,Pioneer Corp,210,,
26/04/2013,Resona Holdings Inc,518,,
26/04/2013,Ricoh Co Ltd,"1,185",,
