Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2012-10-01T20:00:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
28/09/2012,AIA Group Ltd,28.9,,
28/09/2012,Aluminum Corp Of China Ltd,3.21,,
28/09/2012,Bank of China Ltd,2.95,,
28/09/2012,Bank of Communications Co Ltd,5.26,,
28/09/2012,Belle International Holdings Ltd,14.04,,
28/09/2012,BOC Hong Kong Ltd,24.65,,
28/09/2012,Cathay Pacific Airways Ltd,12.62,,
28/09/2012,Cheung Kong  Ltd,113.7,,
28/09/2012,China Coal Energy Co Ltd,7.08,,
28/09/2012,China Construction Bank Corp,5.38,,
28/09/2012,China Life Insurance Co Ltd,22.4,,
28/09/2012,China Merchants Holdings Co Ltd,23.9,,
28/09/2012,China Mobile Ltd,85.95,,
28/09/2012,China Overseas Land & Investment Ltd,19.72,,
28/09/2012,China Petroleum & Chemical Corp,7.24,,
28/09/2012,China Resources Enterprise Ltd,25.9,,
28/09/2012,China Resources Land Ltd,17.08,,
28/09/2012,China Resources Power Holdings Co Ltd,16.98,,
28/09/2012,China Shenhua Energy Co Ltd,30.1,,
28/09/2012,China Unicom  Ltd,12.72,,
28/09/2012,Citic Pacific Ltd,9.31,,
28/09/2012,CLP Holdings Ltd,65.9,,
28/09/2012,Cnooc Ltd,15.9,,
28/09/2012,COSCO Pacific Ltd,10.84,,
28/09/2012,Esprit Holdings Ltd,11.92,,
28/09/2012,Hang Lung Properties Ltd,26.5,,
28/09/2012,Hang Seng Bank Ltd,118.9,,
28/09/2012,Henderson Land Development Co Ltd,55.8,,
28/09/2012,Hengan International Group Co Ltd,73.3,,
28/09/2012,Hong Kong Exchanges And Clearing Ltd,117.2,,
28/09/2012,HSBC Holdings PLC,72.95,,
28/09/2012,Hutchison Whampoa Ltd,75.2,,
28/09/2012,Industrial and Commercial Bank of China Ltd,4.58,,
28/09/2012,Li & Fung Ltd,12.02,,
28/09/2012,MTR Corp Ltd,29.4,,
28/09/2012,New World Development Co Ltd,12.02,,
28/09/2012,PetroChina Co Ltd,10.16,,
28/09/2012,Ping An Insurance Co Of China Ltd,58.6,,
28/09/2012,Power Assets Holdings Ltd,65.85,,
28/09/2012,Sino Land Co Ltd,14.5,,
28/09/2012,Sun Hung Kai Properties Ltd,113.6,,
28/09/2012,Swire Pacific Ltd,95,,
28/09/2012,Tencent Holdings Ltd,264.2,,
28/09/2012,The Bank Of East Asia Ltd,29.1,,
28/09/2012,The Hong Kong and China Gas Co Ltd,19.66,,
28/09/2012,Wharf Ltd,53.85,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
28/09/2012,adidas AG,63.84,,
28/09/2012,Allianz Se,92.59,,
