Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-07-12T23:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
11/07/2014,AIA Group Ltd,39.3,,
11/07/2014,Aluminum Corp Of China Ltd,2.87,,
11/07/2014,Bank of China Ltd,3.47,,
11/07/2014,Bank of Communications Co Ltd,5.19,,
11/07/2014,Belle International Holdings Ltd,8.81,,
11/07/2014,BOC Hong Kong Ltd,23.45,,
11/07/2014,Cathay Pacific Airways Ltd,14.22,,
11/07/2014,Cheung Kong  Ltd,141.1,,
11/07/2014,China Coal Energy Co Ltd,4.21,,
11/07/2014,China Construction Bank Corp,5.56,,
11/07/2014,China Life Insurance Co Ltd,20.8,,
11/07/2014,China Merchants Holdings Co Ltd,25,,
11/07/2014,China Mobile Ltd,76.6,,
11/07/2014,China Overseas Land & Investment Ltd,20.15,,
11/07/2014,China Petroleum & Chemical Corp,7.2,,
11/07/2014,China Resources Enterprise Ltd,21.7,,
11/07/2014,China Resources Land Ltd,15.24,,
11/07/2014,China Resources Power Holdings Co Ltd,22,,
11/07/2014,China Shenhua Energy Co Ltd,21.65,,
11/07/2014,China Unicom  Ltd,12.28,,
11/07/2014,Citic Pacific Ltd,13.8,,
11/07/2014,CLP Holdings Ltd,63.55,,
11/07/2014,Cnooc Ltd,13.38,,
11/07/2014,COSCO Pacific Ltd,10.92,,
11/07/2014,Esprit Holdings Ltd,11.46,,
11/07/2014,Hang Lung Properties Ltd,23.6,,
11/07/2014,Hang Seng Bank Ltd,128.2,,
11/07/2014,Henderson Land Development Co Ltd,45.25,,
11/07/2014,Hengan International Group Co Ltd,82.85,,
11/07/2014,Hong Kong Exchanges And Clearing Ltd,152.5,,
11/07/2014,HSBC Holdings PLC,78.6,,
11/07/2014,Hutchison Whampoa Ltd,104.1,,
11/07/2014,Industrial and Commercial Bank of China Ltd,4.98,,
11/07/2014,Li & Fung Ltd,10.18,,
11/07/2014,MTR Corp Ltd,29.6,,
11/07/2014,New World Development Co Ltd,9.07,,
11/07/2014,PetroChina Co Ltd,9.91,,
11/07/2014,Ping An Insurance Co Of China Ltd,58.85,,
11/07/2014,Power Assets Holdings Ltd,68,,
11/07/2014,Sino Land Co Ltd,12.6,,
11/07/2014,Sun Hung Kai Properties Ltd,106.2,,
11/07/2014,Swire Pacific Ltd,96.85,,
11/07/2014,Tencent Holdings Ltd,121.6,,
11/07/2014,The Bank Of East Asia Ltd,32.15,,
11/07/2014,The Hong Kong and China Gas Co Ltd,16.92,,
11/07/2014,Wharf Ltd,56.6,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
11/07/2014,adidas AG,71.53,,
11/07/2014,Allianz Se,127.7,,
11/07/2014,BASF SE,83.35,,
11/07/2014,Bayer AG,101.15,,
11/07/2014,Beiersdorf AG,68.86,,
11/07/2014,BMW AG,92.07,,
11/07/2014,COMMERZBANK AG,10.8,,
11/07/2014,Daimler AG,66.68,,
11/07/2014,Deutsche Bank AG,25.45,,
11/07/2014,Deutsche Boerse AG,53.46,,
11/07/2014,Deutsche Lufthansa AG,14.375,,
11/07/2014,Deutsche Post AG,25.88,,
11/07/2014,Deutsche Telekom AG,12.075,,
11/07/2014,EON AG,14.495,,
11/07/2014,Fresenius Medical Care AG & Co Kgaa,49.9,,
11/07/2014,Fresenius SE & Co KGaA,111.05,,
11/07/2014,Heidelbergcement AG,59.83,,
11/07/2014,Henkel AG & Co KGaA,85.33,,
11/07/2014,Infineon Technologies AG,8.963,,
11/07/2014,K+S AG,23.1,,
11/07/2014,Linde AG,151.5,,
11/07/2014,MAN SE,89.75,,
11/07/2014,Merck KGaA,63.98,,
11/07/2014,METRO AG,30.92,,
11/07/2014,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,160.85,,
11/07/2014,Rwe AG,30.69,,
11/07/2014,SAP AG,57.06,,
11/07/2014,Siemens AG,92.51,,
11/07/2014,ThyssenKrupp AG,21.67,,
11/07/2014,Volkswagen AG,185.35,,
11/07/2014,Singapore Telecom,2.234,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
11/07/2014,Advantest Corp,"1,204",,
11/07/2014,AEON Co Ltd,"1,159",,
11/07/2014,Ajinomoto Co Inc,"1,575",,
11/07/2014,All Nippon Airways Co Ltd,245,,
11/07/2014,Alps Electric Co Ltd,"1,421",,
11/07/2014,Asahi Breweries Ltd,"3,255",,
11/07/2014,Asahi Glass Co Ltd,587,,
11/07/2014,Asahi Kasei Corp,774,,
11/07/2014,Astellas Pharma Inc,"1,349",,
11/07/2014,Bank Of Yokohama Ltd,591,,
11/07/2014,Bridgestone Corp,"3,690",,
11/07/2014,Canon Inc,"3,338",,
11/07/2014,Casio Computer Co Ltd,"1,575",,
11/07/2014,Central Japan Railway Co,"14,830",,
11/07/2014,Chiba Bank Ltd,725,,
11/07/2014,Chiyoda Corp,"1,203",,
11/07/2014,Chubu Electric Power Co Inc,"1,216",,
11/07/2014,Chugai Pharmaceutical Co Ltd,"2,846",,
11/07/2014,Citizen Holdings Co Ltd,797,,
11/07/2014,Comsys Holdings Corp,"1,863",,
11/07/2014,Credit Saison Co Ltd,"2,084",,
27/09/2011,CSK Corp,279,,
11/07/2014,Dai Nippon Printing Co Ltd,"1,065",,
11/07/2014,Daiichi Sankyo Co Ltd,"1,858",,
11/07/2014,Daiichi Sankyo Co Ltd,"1,858",,
11/07/2014,Daikin Industries Ltd,"6,699",,
11/07/2014,Dainippon Screen Mfg Co Ltd,482,,
11/07/2014,Dainippon Sumitomo Pharma Co Ltd,"1,146",,
11/07/2014,Daiwa House Industry Co Ltd,"2,109",,
11/07/2014,Daiwa Securities Group Inc,848,,
11/07/2014,Denki Kagaku Kogyo KK,383,,
11/07/2014,Denso Corp,"4,669",,
11/07/2014,Dentsu Inc,"4,065",,
11/07/2014,DOWA Holdings Co Ltd,972,,
11/07/2014,East Japan Railway Co,"8,057",,
11/07/2014,Ebara Corp,639,,
11/07/2014,Eisai Co Ltd,"4,214",,
11/07/2014,Fanuc Ltd,"17,325",,
11/07/2014,Fast Retailing Co Ltd,"32,855",,
11/07/2014,Fuji Electric Co Ltd,505,,
11/07/2014,Fuji Heavy Industries Ltd,"2,872",,
11/07/2014,Fujifilm Holdings Corp,"2,866",,
11/07/2014,Fujikura Ltd,514,,
11/07/2014,Fujitsu Ltd,762,,
11/07/2014,Fukuoka Financial Group Inc,496,,
11/07/2014,Furukawa Co Ltd,203,,
11/07/2014,Furukawa Electric Co Ltd,215,,
11/07/2014,GS Yuasa Corp,689,,
11/07/2014,Heiwa Real Estate Co Ltd,"1,555",,
11/07/2014,Hino Motors Ltd,"1,414",,
11/07/2014,Hitachi Construction Machinery Co Ltd,"1,998",,
11/07/2014,Hitachi Ltd,753,,
11/07/2014,Hitachi Zosen Corp,529,,
11/07/2014,Hokuetsu Kishu Paper Co Ltd,441,,
11/07/2014,Honda Motor Co Ltd,"3,515",,
11/07/2014,Ihi Corp,471,,
11/07/2014,Inpex Corp,"1,524",,
11/07/2014,Isetan Mitsukoshi Holdings Ltd,"1,245",,
11/07/2014,Isuzu Motors Ltd,675,,
11/07/2014,Itochu Corp,"1,295",,
11/07/2014,J.Front Retailing Co Ltd,679,,
11/07/2014,Japan Steel Works Ltd,438,,
11/07/2014,Japan Tobacco Inc,"3,719",,
11/07/2014,JFE Holdings Inc,"2,072",,
11/07/2014,JGC CORP,"3,046",,
11/07/2014,Jtekt Corp,"1,740",,
11/07/2014,JX Holdings Inc,532,,
11/07/2014,Kajima Corp,438,,
11/07/2014,Kansai Electric Power Co Inc,964,,
11/07/2014,Kao Corp,"4,192",,
11/07/2014,Kawasaki Heavy Industries Ltd,394,,
11/07/2014,Kawasaki Kisen Kaisha Ltd,212,,
11/07/2014,Kddi Corp,"6,205",,
11/07/2014,Keio Corp,805,,
11/07/2014,Keisei Electric Railway Co Ltd,"1,025",,
11/07/2014,Kikkoman Corp,"2,154",,
11/07/2014,Kirin Holdings Co Ltd,"1,457",,
11/07/2014,Kobe Steel Ltd,155,,
11/07/2014,KOMATSU Ltd,"2,302",,
11/07/2014,Konami Corp,"2,249",,
11/07/2014,Konica Minolta Holdings Inc,"1,004",,
11/07/2014,Kubota Corp,"1,383",,
11/07/2014,Kuraray Co Ltd,"1,301",,
11/07/2014,Kyocera Corp,"4,806",,
11/07/2014,Kyowa Hakko Kirin Co Ltd,"1,396",,
11/07/2014,Marubeni Corp,729,,
26/03/2014,Maruha Nichiro Holdings Inc,170,,
11/07/2014,Marui Group Co Ltd,942,,
11/07/2014,Matsui Securities Co Ltd,978,,
11/07/2014,Mazda Motor Corp,492,,
11/07/2014,Meidensha Corp,424,,
11/07/2014,Meiji Holding Co Ltd,"6,890",,
11/07/2014,Minebea Co Ltd,"1,183",,
11/07/2014,Mitsubishi Chemical Hldg Corp,436,,
11/07/2014,Mitsubishi Corp,"2,100",,
11/07/2014,Mitsubishi Electric Corp,"1,269",,
11/07/2014,Mitsubishi Estate Co Ltd,"2,481",,
11/07/2014,Mitsubishi Heavy Industries Ltd,641,,
11/07/2014,Mitsubishi Logistics Corp,"1,532",,
11/07/2014,Mitsubishi Materials Corp,370,,
11/07/2014,Mitsubishi Motors Corp,"1,127",,
11/07/2014,Mitsubishi Paper Mills Ltd,89,,
11/07/2014,Mitsubishi UFJ Financial Group Inc,599,,
11/07/2014,Mitsui & Co Ltd,"1,627",,
11/07/2014,Mitsui Chemicals Inc,267,,
11/07/2014,Mitsui Engineering and Shipbuilding Co Ltd,204,,
11/07/2014,Mitsui Fudosan Co Ltd,"3,364",,
11/07/2014,Mitsui Mining And Smelting Co Ltd,307,,
11/07/2014,Mitsui OSK Lines Ltd,369,,
11/07/2014,Mitsumi Electric Co Ltd,744,,
11/07/2014,Mizuho Financial Group Inc,201,,
26/08/2011,Mizuho Securities Co Ltd,165,,
26/08/2011,Mizuho Trust & Banking Co Ltd,59,,
11/07/2014,Ms&Ad Insurance Group Holding Inc,"2,332",,
11/07/2014,Nec Corp,356,,
11/07/2014,NGK Insulators Ltd,"2,346",,
11/07/2014,Nichirei Corp,473,,
11/07/2014,Nikon Corp,"1,545",,
11/07/2014,Nippon Electric Glass Co Ltd,584,,
11/07/2014,Nippon Express Co Ltd,492,,
11/07/2014,Nippon Kayaku Co Ltd,"1,295",,
25/09/2012,Nippon Light Metal Co Ltd,76,,
11/07/2014,Nippon Meat Packers Inc,"2,159",,
26/03/2013,Nippon Paper Group Inc,"1,466",,
11/07/2014,Nippon Sheet Glass Co Ltd,136,,
11/07/2014,Nippon Soda Co Ltd,545,,
11/07/2014,Nippon Steel Corp,305,,
11/07/2014,Nippon Suisan Kaisha Ltd,320,,
11/07/2014,Nippon Telegraph And Telephone Corp,"6,550",,
11/07/2014,Nippon Yusen KK,287,,
11/07/2014,Nissan Chemical Industries Ltd,"1,664",,
11/07/2014,Nissan Motor Co Ltd,971,,
11/07/2014,Nisshin Seifun Group Inc,"1,228",,
25/09/2012,Nisshin Steel Co Ltd,84,,
11/07/2014,Nisshinbo Holdings Inc,"1,002",,
11/07/2014,Nitto Boseki Co Ltd,403,,
11/07/2014,NKSJ Holdings Inc,"2,640",,
11/07/2014,Nomura Hldg Inc,668,,
11/07/2014,NSK Ltd,"1,339",,
11/07/2014,Ntn Corp,458,,
11/07/2014,NTT Data Corp,"3,765",,
11/07/2014,NTT Docomo Inc,"1,753",,
11/07/2014,Obayashi Corp,697,,
11/07/2014,Odakyu Electric Railway Co Ltd,981,,
11/07/2014,Oji Paper Co Ltd,414,,
11/07/2014,Oki Electric Industry Co Ltd,215,,
11/07/2014,Okuma Corp,933,,
11/07/2014,Olympus Corp,"3,625",,
11/07/2014,Osaka Gas Co Ltd,427,,
11/07/2014,Pacific Metals Co Ltd,524,,
11/07/2014,Panasonic Corp,"1,214",,
11/07/2014,Pioneer Corp,262,,
11/07/2014,Resona Holdings Inc,588,,
11/07/2014,Ricoh Co Ltd,"1,159",,
11/07/2014,Sapporo Holdings Ltd,431,,
11/07/2014,Secom Co Ltd,"6,209",,
11/07/2014,Sekisui House Ltd,"1,365",,
11/07/2014,Seven & I Holdings Co Ltd,"4,340",,
11/07/2014,Sharp Corp,320,,
11/07/2014,Shimizu Corp,697,,
11/07/2014,Shin Etsu Chemical Co Ltd,"6,075",,
11/07/2014,Shinsei Bank Ltd,214,,
11/07/2014,Shionogi & Co Ltd,"2,187",,
11/07/2014,Shiseido Co Ltd,"1,864",,
