Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2015-09-21T15:15:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
18/09/2015,AIA Group Ltd,43.2,,
18/09/2015,Aluminum Corp Of China Ltd,2.67,,
18/09/2015,Bank of China Ltd,3.54,,
18/09/2015,Bank of Communications Co Ltd,5.69,,
18/09/2015,Belle International Holdings Ltd,6.7,,
18/09/2015,BOC Hong Kong Ltd,24.15,,
18/09/2015,Cathay Pacific Airways Ltd,14.68,,
10/03/2015,Cheung Kong  Ltd,153.1,,
18/09/2015,China Coal Energy Co Ltd,3.31,,
18/09/2015,China Construction Bank Corp,5.58,,
18/09/2015,China Life Insurance Co Ltd,28.85,,
18/09/2015,China Merchants Holdings Co Ltd,24.5,,
18/09/2015,China Mobile Ltd,92.15,,
18/09/2015,China Overseas Land & Investment Ltd,23.85,,
18/09/2015,China Petroleum & Chemical Corp,5.25,,
18/09/2015,China Resources Enterprise Ltd,13.22,,
18/09/2015,China Resources Land Ltd,18.96,,
18/09/2015,China Resources Power Holdings Co Ltd,18.98,,
18/09/2015,China Shenhua Energy Co Ltd,12.76,,
18/09/2015,China Unicom  Ltd,10.2,,
18/09/2015,Citic Pacific Ltd,14.54,,
18/09/2015,CLP Holdings Ltd,65.05,,
18/09/2015,Cnooc Ltd,8.68,,
07/08/2015,COSCO Pacific Ltd,10.2,,
18/09/2015,Esprit Holdings Ltd,7.14,,
18/09/2015,Hang Lung Properties Ltd,17.74,,
18/09/2015,Hang Seng Bank Ltd,145,,
18/09/2015,Henderson Land Development Co Ltd,49.65,,
18/09/2015,Hengan International Group Co Ltd,74.1,,
18/09/2015,Hong Kong Exchanges And Clearing Ltd,187.5,,
18/09/2015,HSBC Holdings PLC,60.25,,
26/05/2015,Hutchison Whampoa Ltd,115,,
18/09/2015,Industrial and Commercial Bank of China Ltd,4.75,,
18/09/2015,Li & Fung Ltd,5.1,,
18/09/2015,MTR Corp Ltd,35.15,,
18/09/2015,New World Development Co Ltd,7.96,,
18/09/2015,PetroChina Co Ltd,5.86,,
18/09/2015,Ping An Insurance Co Of China Ltd,40.4,,
18/09/2015,Power Assets Holdings Ltd,72.45,,
18/09/2015,Sino Land Co Ltd,11.78,,
18/09/2015,Sun Hung Kai Properties Ltd,105.7,,
18/09/2015,Swire Pacific Ltd,87.95,,
18/09/2015,Tencent Holdings Ltd,135.3,,
18/09/2015,The Bank Of East Asia Ltd,26.85,,
18/09/2015,The Hong Kong and China Gas Co Ltd,14.94,,
18/09/2015,Wharf Ltd,44.6,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
18/09/2015,adidas AG,70.17,,
18/09/2015,Allianz Se,137,,
