Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-03-18T16:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
16/03/2012,AIA Group Ltd,28.4,,
16/03/2012,Aluminum Corp Of China Ltd,4.06,,
16/03/2012,Bank of China Ltd,3.31,,
16/03/2012,Bank of Communications Co Ltd,6.32,,
16/03/2012,Belle International Holdings Ltd,14.3,,
16/03/2012,BOC Hong Kong Ltd,21.45,,
16/03/2012,Cathay Pacific Airways Ltd,15.52,,
16/03/2012,Cheung Kong  Ltd,109.2,,
16/03/2012,China Coal Energy Co Ltd,9.54,,
16/03/2012,China Construction Bank Corp,6.27,,
16/03/2012,China Life Insurance Co Ltd,21,,
16/03/2012,China Merchants Holdings Co Ltd,27.6,,
16/03/2012,China Mobile Ltd,83.75,,
16/03/2012,China Overseas Land & Investment Ltd,14.64,,
16/03/2012,China Petroleum & Chemical Corp,9,,
16/03/2012,China Resources Enterprise Ltd,30.5,,
16/03/2012,China Resources Land Ltd,12.82,,
16/03/2012,China Resources Power Holdings Co Ltd,15.22,,
16/03/2012,China Shenhua Energy Co Ltd,35.6,,
16/03/2012,China Unicom  Ltd,13.74,,
16/03/2012,Citic Pacific Ltd,13.5,,
16/03/2012,CLP Holdings Ltd,67.8,,
16/03/2012,Cnooc Ltd,16.74,,
16/03/2012,COSCO Pacific Ltd,12.24,,
16/03/2012,Esprit Holdings Ltd,16.98,,
16/03/2012,Hang Lung Properties Ltd,28.3,,
16/03/2012,Hang Seng Bank Ltd,104,,
16/03/2012,Henderson Land Development Co Ltd,46.7,,
16/03/2012,Hengan International Group Co Ltd,75.35,,
16/03/2012,Hong Kong Exchanges And Clearing Ltd,140.5,,
16/03/2012,HSBC Holdings PLC,70.05,,
16/03/2012,Hutchison Whampoa Ltd,81.45,,
16/03/2012,Industrial and Commercial Bank of China Ltd,5.28,,
16/03/2012,Li & Fung Ltd,19.1,,
16/03/2012,MTR Corp Ltd,27.7,,
16/03/2012,New World Development Co Ltd,9.71,,
16/03/2012,PetroChina Co Ltd,11.38,,
16/03/2012,Ping An Insurance Co Of China Ltd,62.2,,
16/03/2012,Power Assets Holdings Ltd,58.3,,
16/03/2012,Sino Land Co Ltd,13.4,,
16/03/2012,Sun Hung Kai Properties Ltd,117.6,,
16/03/2012,Swire Pacific Ltd,89.5,,
16/03/2012,Tencent Holdings Ltd,217,,
16/03/2012,The Bank Of East Asia Ltd,30.2,,
16/03/2012,The Hong Kong and China Gas Co Ltd,19.76,,
16/03/2012,Wharf Ltd,45.5,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
16/03/2012,adidas AG,59.1,,
16/03/2012,Allianz Se,94,,
16/03/2012,BASF SE,67.98,,
16/03/2012,Bayer AG,54.35,,
16/03/2012,Beiersdorf AG,48.65,,
16/03/2012,BMW AG,73.02,,
16/03/2012,COMMERZBANK AG,1.958,,
16/03/2012,Daimler AG,47.23,,
16/03/2012,Deutsche Bank AG,38.67,,
16/03/2012,Deutsche Boerse AG,50.01,,
16/03/2012,Deutsche Lufthansa AG,10.49,,
16/03/2012,Deutsche Post AG,14.15,,
16/03/2012,Deutsche Telekom AG,8.872,,
16/03/2012,EON AG,18.635,,
16/03/2012,Fresenius Medical Care AG & Co Kgaa,51.41,,
16/03/2012,Fresenius SE & Co KGaA,77.45,,
16/03/2012,Heidelbergcement AG,44.435,,
16/03/2012,Henkel AG & Co KGaA,52.93,,
16/03/2012,Infineon Technologies AG,7.598,,
