Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-02-03T18:30:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
01/02/2013,AIA Group Ltd,30.7,,
01/02/2013,Aluminum Corp Of China Ltd,3.74,,
01/02/2013,Bank of China Ltd,3.9,,
01/02/2013,Bank of Communications Co Ltd,6.62,,
01/02/2013,Belle International Holdings Ltd,17.34,,
01/02/2013,BOC Hong Kong Ltd,26.85,,
01/02/2013,Cathay Pacific Airways Ltd,14.98,,
01/02/2013,Cheung Kong  Ltd,126.3,,
01/02/2013,China Coal Energy Co Ltd,8.6,,
01/02/2013,China Construction Bank Corp,6.69,,
01/02/2013,China Life Insurance Co Ltd,25.9,,
01/02/2013,China Merchants Holdings Co Ltd,27.55,,
01/02/2013,China Mobile Ltd,85,,
01/02/2013,China Overseas Land & Investment Ltd,23.5,,
01/02/2013,China Petroleum & Chemical Corp,9.37,,
01/02/2013,China Resources Enterprise Ltd,27.3,,
01/02/2013,China Resources Land Ltd,23,,
01/02/2013,China Resources Power Holdings Co Ltd,22.25,,
01/02/2013,China Shenhua Energy Co Ltd,33.35,,
01/02/2013,China Unicom  Ltd,12.58,,
01/02/2013,Citic Pacific Ltd,12.34,,
01/02/2013,CLP Holdings Ltd,65.95,,
01/02/2013,Cnooc Ltd,16.02,,
01/02/2013,COSCO Pacific Ltd,12.42,,
01/02/2013,Esprit Holdings Ltd,10.56,,
01/02/2013,Hang Lung Properties Ltd,29.6,,
01/02/2013,Hang Seng Bank Ltd,127.2,,
01/02/2013,Henderson Land Development Co Ltd,55.4,,
01/02/2013,Hengan International Group Co Ltd,78.75,,
01/02/2013,Hong Kong Exchanges And Clearing Ltd,147.9,,
01/02/2013,HSBC Holdings PLC,88,,
01/02/2013,Hutchison Whampoa Ltd,87.3,,
01/02/2013,Industrial and Commercial Bank of China Ltd,5.87,,
01/02/2013,Li & Fung Ltd,10.72,,
01/02/2013,MTR Corp Ltd,31.85,,
01/02/2013,New World Development Co Ltd,14.1,,
01/02/2013,PetroChina Co Ltd,11.1,,
01/02/2013,Ping An Insurance Co Of China Ltd,70.85,,
01/02/2013,Power Assets Holdings Ltd,67,,
01/02/2013,Sino Land Co Ltd,14.26,,
01/02/2013,Sun Hung Kai Properties Ltd,125.7,,
01/02/2013,Swire Pacific Ltd,99.95,,
01/02/2013,Tencent Holdings Ltd,268.6,,
01/02/2013,The Bank Of East Asia Ltd,31.6,,
01/02/2013,The Hong Kong and China Gas Co Ltd,22.15,,
01/02/2013,Wharf Ltd,69.1,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
01/02/2013,adidas AG,70.49,,
01/02/2013,Allianz Se,105.55,,
01/02/2013,BASF SE,75.85,,
01/02/2013,Bayer AG,73,,
01/02/2013,Beiersdorf AG,65.6,,
01/02/2013,BMW AG,74.48,,
01/02/2013,COMMERZBANK AG,1.61,,
01/02/2013,Daimler AG,43.45,,
01/02/2013,Deutsche Bank AG,38.525,,
01/02/2013,Deutsche Boerse AG,48.035,,
01/02/2013,Deutsche Lufthansa AG,14.805,,
01/02/2013,Deutsche Post AG,17.465,,
01/02/2013,Deutsche Telekom AG,9.023,,
01/02/2013,EON AG,12.83,,
01/02/2013,Fresenius Medical Care AG & Co Kgaa,51.99,,
01/02/2013,Fresenius SE & Co KGaA,90.5,,
01/02/2013,Heidelbergcement AG,47.265,,
01/02/2013,Henkel AG & Co KGaA,66.48,,
01/02/2013,Infineon Technologies AG,6.891,,
01/02/2013,K+S AG,33.41,,
01/02/2013,Linde AG,135.55,,
01/02/2013,MAN SE,89.74,,
01/02/2013,Merck KGaA,103.85,,
01/02/2013,METRO AG,22.93,,
01/02/2013,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,136.15,,
01/02/2013,Rwe AG,27.645,,
01/02/2013,SAP AG,60.91,,
01/02/2013,Siemens AG,79.9,,
01/02/2013,ThyssenKrupp AG,18.3,,
01/02/2013,Volkswagen AG,186.65,,
01/02/2013,Singapore Telecom,2.105,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
01/02/2013,Advantest Corp,"1,232",,
01/02/2013,AEON Co Ltd,"1,042",,
01/02/2013,Ajinomoto Co Inc,"1,200",,
01/02/2013,All Nippon Airways Co Ltd,180,,
01/02/2013,Alps Electric Co Ltd,518,,
01/02/2013,Asahi Breweries Ltd,"1,965",,
01/02/2013,Asahi Glass Co Ltd,603,,
01/02/2013,Asahi Kasei Corp,533,,
01/02/2013,Astellas Pharma Inc,"4,700",,
01/02/2013,Bank Of Yokohama Ltd,431,,
01/02/2013,Bridgestone Corp,"2,405",,
01/02/2013,Canon Inc,"3,320",,
01/02/2013,Casio Computer Co Ltd,777,,
01/02/2013,Central Japan Railway Co,"8,010",,
01/02/2013,Chiba Bank Ltd,563,,
01/02/2013,Chiyoda Corp,"1,149",,
01/02/2013,Chubu Electric Power Co Inc,"1,130",,
01/02/2013,Chugai Pharmaceutical Co Ltd,"1,852",,
01/02/2013,Citizen Holdings Co Ltd,513,,
01/02/2013,Comsys Holdings Corp,"1,121",,
01/02/2013,Credit Saison Co Ltd,"1,946",,
27/09/2011,CSK Corp,279,,
01/02/2013,Dai Nippon Printing Co Ltd,735,,
01/02/2013,Daiichi Sankyo Co Ltd,"1,533",,
01/02/2013,Daiichi Sankyo Co Ltd,"1,533",,
