Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-06-27T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
26/06/2015,AIA Group Ltd,51.8,,
26/06/2015,Aluminum Corp Of China Ltd,3.94,,
26/06/2015,Bank of China Ltd,5.03,,
26/06/2015,Bank of Communications Co Ltd,7.91,,
26/06/2015,Belle International Holdings Ltd,9.15,,
26/06/2015,BOC Hong Kong Ltd,32.35,,
26/06/2015,Cathay Pacific Airways Ltd,19.48,,
10/03/2015,Cheung Kong  Ltd,153.1,,
26/06/2015,China Coal Energy Co Ltd,4.77,,
26/06/2015,China Construction Bank Corp,7.09,,
26/06/2015,China Life Insurance Co Ltd,33.2,,
26/06/2015,China Merchants Holdings Co Ltd,32.6,,
26/06/2015,China Mobile Ltd,99.8,,
26/06/2015,China Overseas Land & Investment Ltd,27.85,,
26/06/2015,China Petroleum & Chemical Corp,6.66,,
26/06/2015,China Resources Enterprise Ltd,25.35,,
26/06/2015,China Resources Land Ltd,24.9,,
26/06/2015,China Resources Power Holdings Co Ltd,21.3,,
26/06/2015,China Shenhua Energy Co Ltd,17.66,,
26/06/2015,China Unicom  Ltd,12.06,,
26/06/2015,Citic Pacific Ltd,14,,
26/06/2015,CLP Holdings Ltd,65.7,,
26/06/2015,Cnooc Ltd,11.12,,
26/06/2015,COSCO Pacific Ltd,10.64,,
26/06/2015,Esprit Holdings Ltd,7.17,,
26/06/2015,Hang Lung Properties Ltd,23.3,,
26/06/2015,Hang Seng Bank Ltd,152.3,,
26/06/2015,Henderson Land Development Co Ltd,53.35,,
26/06/2015,Hengan International Group Co Ltd,94,,
26/06/2015,Hong Kong Exchanges And Clearing Ltd,284.2,,
26/06/2015,HSBC Holdings PLC,71.95,,
26/05/2015,Hutchison Whampoa Ltd,115,,
26/06/2015,Industrial and Commercial Bank of China Ltd,6.6,,
26/06/2015,Li & Fung Ltd,6.23,,
26/06/2015,MTR Corp Ltd,36.2,,
26/06/2015,New World Development Co Ltd,10.14,,
26/06/2015,PetroChina Co Ltd,8.75,,
26/06/2015,Ping An Insurance Co Of China Ltd,106.6,,
26/06/2015,Power Assets Holdings Ltd,71.25,,
26/06/2015,Sino Land Co Ltd,12.98,,
26/06/2015,Sun Hung Kai Properties Ltd,126.5,,
26/06/2015,Swire Pacific Ltd,97.85,,
26/06/2015,Tencent Holdings Ltd,159.9,,
