Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Tuesday at 2013-05-28T17:30:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
24/05/2013,AIA Group Ltd,34.95,,
24/05/2013,Aluminum Corp Of China Ltd,3.11,,
24/05/2013,Bank of China Ltd,3.66,,
24/05/2013,Bank of Communications Co Ltd,6.02,,
24/05/2013,Belle International Holdings Ltd,11.96,,
24/05/2013,BOC Hong Kong Ltd,27.15,,
24/05/2013,Cathay Pacific Airways Ltd,14.04,,
24/05/2013,Cheung Kong  Ltd,112.9,,
24/05/2013,China Coal Energy Co Ltd,5.34,,
24/05/2013,China Construction Bank Corp,6.3,,
24/05/2013,China Life Insurance Co Ltd,20.8,,
24/05/2013,China Merchants Holdings Co Ltd,25,,
24/05/2013,China Mobile Ltd,82.9,,
24/05/2013,China Overseas Land & Investment Ltd,23.1,,
24/05/2013,China Petroleum & Chemical Corp,8.21,,
24/05/2013,China Resources Enterprise Ltd,24.5,,
24/05/2013,China Resources Land Ltd,23.2,,
24/05/2013,China Resources Power Holdings Co Ltd,20.2,,
24/05/2013,China Shenhua Energy Co Ltd,26,,
24/05/2013,China Unicom  Ltd,11.06,,
24/05/2013,Citic Pacific Ltd,9.36,,
24/05/2013,CLP Holdings Ltd,69.3,,
24/05/2013,Cnooc Ltd,13.92,,
24/05/2013,COSCO Pacific Ltd,10.84,,
24/05/2013,Esprit Holdings Ltd,11.66,,
24/05/2013,Hang Lung Properties Ltd,29.7,,
24/05/2013,Hang Seng Bank Ltd,126.9,,
24/05/2013,Henderson Land Development Co Ltd,56.9,,
24/05/2013,Hengan International Group Co Ltd,86.75,,
24/05/2013,Hong Kong Exchanges And Clearing Ltd,130.9,,
24/05/2013,HSBC Holdings PLC,86.15,,
24/05/2013,Hutchison Whampoa Ltd,83.05,,
24/05/2013,Industrial and Commercial Bank of China Ltd,5.39,,
24/05/2013,Li & Fung Ltd,10.98,,
24/05/2013,MTR Corp Ltd,31.75,,
24/05/2013,New World Development Co Ltd,13.16,,
24/05/2013,PetroChina Co Ltd,9.45,,
24/05/2013,Ping An Insurance Co Of China Ltd,58.65,,
24/05/2013,Power Assets Holdings Ltd,73.2,,
24/05/2013,Sino Land Co Ltd,12.22,,
24/05/2013,Sun Hung Kai Properties Ltd,108.6,,
24/05/2013,Swire Pacific Ltd,101.3,,
24/05/2013,Tencent Holdings Ltd,299.4,,
24/05/2013,The Bank Of East Asia Ltd,30.6,,
24/05/2013,The Hong Kong and China Gas Co Ltd,23.2,,
24/05/2013,Wharf Ltd,72.65,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
24/05/2013,adidas AG,85.6,,
24/05/2013,Allianz Se,117.1,,
24/05/2013,BASF SE,73.45,,
24/05/2013,Bayer AG,84.46,,
24/05/2013,Beiersdorf AG,70.41,,
24/05/2013,BMW AG,70.88,,
24/05/2013,COMMERZBANK AG,7.668,,
24/05/2013,Daimler AG,47.405,,
24/05/2013,Deutsche Bank AG,34.95,,
24/05/2013,Deutsche Boerse AG,46.03,,
24/05/2013,Deutsche Lufthansa AG,15.99,,
24/05/2013,Deutsche Post AG,20.18,,
24/05/2013,Deutsche Telekom AG,9.26,,
24/05/2013,EON AG,13.145,,
24/05/2013,Fresenius Medical Care AG & Co Kgaa,53.09,,
24/05/2013,Fresenius SE & Co KGaA,94.5,,
24/05/2013,Heidelbergcement AG,57.84,,
24/05/2013,Henkel AG & Co KGaA,76.6,,
24/05/2013,Infineon Technologies AG,6.251,,
24/05/2013,K+S AG,31.9,,
24/05/2013,Linde AG,152.05,,
24/05/2013,MAN SE,85.37,,
24/05/2013,Merck KGaA,122.85,,
24/05/2013,METRO AG,26.9,,
24/05/2013,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,143.35,,
24/05/2013,Rwe AG,27.235,,
24/05/2013,SAP AG,58.68,,
24/05/2013,Siemens AG,82.45,,
24/05/2013,ThyssenKrupp AG,15.15,,
24/05/2013,Volkswagen AG,166.6,,
24/05/2013,Singapore Telecom,2.389,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
24/05/2013,Advantest Corp,"1,730",,
24/05/2013,AEON Co Ltd,"1,249",,
24/05/2013,Ajinomoto Co Inc,"1,437",,
24/05/2013,All Nippon Airways Co Ltd,234,,
24/05/2013,Alps Electric Co Ltd,781,,
24/05/2013,Asahi Breweries Ltd,"2,578",,
24/05/2013,Asahi Glass Co Ltd,774,,
24/05/2013,Asahi Kasei Corp,701,,
24/05/2013,Astellas Pharma Inc,"5,410",,
24/05/2013,Bank Of Yokohama Ltd,537,,
24/05/2013,Bridgestone Corp,"3,480",,
24/05/2013,Canon Inc,"3,710",,
24/05/2013,Casio Computer Co Ltd,974,,
24/05/2013,Central Japan Railway Co,"11,950",,
24/05/2013,Chiba Bank Ltd,662,,
24/05/2013,Chiyoda Corp,"1,184",,
24/05/2013,Chubu Electric Power Co Inc,"1,419",,
24/05/2013,Chugai Pharmaceutical Co Ltd,"2,254",,
24/05/2013,Citizen Holdings Co Ltd,624,,
24/05/2013,Comsys Holdings Corp,"1,358",,
24/05/2013,Credit Saison Co Ltd,"2,479",,
27/09/2011,CSK Corp,279,,
24/05/2013,Dai Nippon Printing Co Ltd,962,,
24/05/2013,Daiichi Sankyo Co Ltd,"1,840",,
24/05/2013,Daiichi Sankyo Co Ltd,"1,840",,
24/05/2013,Daikin Industries Ltd,"4,700",,
24/05/2013,Dainippon Screen Mfg Co Ltd,613,,
24/05/2013,Dainippon Sumitomo Pharma Co Ltd,"1,522",,
24/05/2013,Daiwa House Industry Co Ltd,"1,999",,
24/05/2013,Daiwa Securities Group Inc,909,,
24/05/2013,Denki Kagaku Kogyo KK,376,,
24/05/2013,Denso Corp,"4,505",,
24/05/2013,Dentsu Inc,"3,360",,
24/05/2013,DOWA Holdings Co Ltd,835,,
24/05/2013,East Japan Railway Co,"7,830",,
