Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-09-13T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
12/09/2014,AIA Group Ltd,42.75,,
12/09/2014,Aluminum Corp Of China Ltd,3.54,,
12/09/2014,Bank of China Ltd,3.64,,
12/09/2014,Bank of Communications Co Ltd,5.69,,
12/09/2014,Belle International Holdings Ltd,9.4,,
12/09/2014,BOC Hong Kong Ltd,25.65,,
12/09/2014,Cathay Pacific Airways Ltd,14.38,,
12/09/2014,Cheung Kong  Ltd,139.1,,
12/09/2014,China Coal Energy Co Ltd,4.62,,
12/09/2014,China Construction Bank Corp,5.78,,
12/09/2014,China Life Insurance Co Ltd,23.1,,
12/09/2014,China Merchants Holdings Co Ltd,25.35,,
12/09/2014,China Mobile Ltd,99.3,,
12/09/2014,China Overseas Land & Investment Ltd,21.9,,
12/09/2014,China Petroleum & Chemical Corp,7.89,,
12/09/2014,China Resources Enterprise Ltd,20.45,,
12/09/2014,China Resources Land Ltd,17.98,,
12/09/2014,China Resources Power Holdings Co Ltd,24.25,,
12/09/2014,China Shenhua Energy Co Ltd,22.6,,
12/09/2014,China Unicom  Ltd,13.88,,
12/09/2014,Citic Pacific Ltd,14.18,,
12/09/2014,CLP Holdings Ltd,64.95,,
12/09/2014,Cnooc Ltd,14.3,,
12/09/2014,COSCO Pacific Ltd,10.78,,
12/09/2014,Esprit Holdings Ltd,12.4,,
12/09/2014,Hang Lung Properties Ltd,24.8,,
12/09/2014,Hang Seng Bank Ltd,130.7,,
12/09/2014,Henderson Land Development Co Ltd,55.8,,
12/09/2014,Hengan International Group Co Ltd,81.5,,
12/09/2014,Hong Kong Exchanges And Clearing Ltd,179.2,,
12/09/2014,HSBC Holdings PLC,82.6,,
12/09/2014,Hutchison Whampoa Ltd,101.2,,
12/09/2014,Industrial and Commercial Bank of China Ltd,5.16,,
12/09/2014,Li & Fung Ltd,9.49,,
12/09/2014,MTR Corp Ltd,31.25,,
12/09/2014,New World Development Co Ltd,10.14,,
12/09/2014,PetroChina Co Ltd,10.54,,
12/09/2014,Ping An Insurance Co Of China Ltd,63.9,,
12/09/2014,Power Assets Holdings Ltd,71,,
12/09/2014,Sino Land Co Ltd,13.28,,
12/09/2014,Sun Hung Kai Properties Ltd,117.9,,
12/09/2014,Swire Pacific Ltd,103.6,,
12/09/2014,Tencent Holdings Ltd,122.9,,
12/09/2014,The Bank Of East Asia Ltd,32.95,,
12/09/2014,The Hong Kong and China Gas Co Ltd,17.72,,
12/09/2014,Wharf Ltd,61.7,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
12/09/2014,adidas AG,57.09,,
12/09/2014,Allianz Se,133.05,,
12/09/2014,BASF SE,77,,
12/09/2014,Bayer AG,106.15,,
12/09/2014,Beiersdorf AG,66.67,,
12/09/2014,BMW AG,89.43,,
12/09/2014,COMMERZBANK AG,12.655,,
12/09/2014,Daimler AG,62.95,,
12/09/2014,Deutsche Bank AG,27.085,,
12/09/2014,Deutsche Boerse AG,54.35,,
12/09/2014,Deutsche Lufthansa AG,13.52,,
12/09/2014,Deutsche Post AG,25.39,,
12/09/2014,Deutsche Telekom AG,11.565,,
12/09/2014,EON AG,14.4,,
12/09/2014,Fresenius Medical Care AG & Co Kgaa,54.46,,
12/09/2014,Fresenius SE & Co KGaA,38.5,,
12/09/2014,Heidelbergcement AG,56.58,,
12/09/2014,Henkel AG & Co KGaA,82.89,,
12/09/2014,Infineon Technologies AG,9.018,,
12/09/2014,K+S AG,24.45,,
12/09/2014,Linde AG,153.15,,
12/09/2014,MAN SE,90.63,,
12/09/2014,Merck KGaA,67.56,,
12/09/2014,METRO AG,26.965,,
12/09/2014,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,153.15,,
12/09/2014,Rwe AG,31.005,,
12/09/2014,SAP AG,59.86,,
12/09/2014,Siemens AG,97.09,,
12/09/2014,ThyssenKrupp AG,21.72,,
12/09/2014,Volkswagen AG,175.5,,
12/09/2014,Singapore Telecom,2.325,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
12/09/2014,Advantest Corp,"1,350",,
12/09/2014,AEON Co Ltd,"1,106",,
12/09/2014,Ajinomoto Co Inc,"1,740.5",,
12/09/2014,All Nippon Airways Co Ltd,258.6,,
12/09/2014,Alps Electric Co Ltd,"1,665",,
12/09/2014,Asahi Breweries Ltd,"3,244",,
12/09/2014,Asahi Glass Co Ltd,580,,
12/09/2014,Asahi Kasei Corp,871.6,,
12/09/2014,Astellas Pharma Inc,"1,594",,
12/09/2014,Bank Of Yokohama Ltd,592.5,,
12/09/2014,Bridgestone Corp,"3,690",,
12/09/2014,Canon Inc,"3,519",,
12/09/2014,Casio Computer Co Ltd,"1,715",,
12/09/2014,Central Japan Railway Co,"14,540",,
12/09/2014,Chiba Bank Ltd,776,,
12/09/2014,Chiyoda Corp,"1,184",,
12/09/2014,Chubu Electric Power Co Inc,"1,261",,
12/09/2014,Chugai Pharmaceutical Co Ltd,"3,215",,
12/09/2014,Citizen Holdings Co Ltd,740,,
12/09/2014,Comsys Holdings Corp,"1,937",,
12/09/2014,Credit Saison Co Ltd,"2,211",,
27/09/2011,CSK Corp,279,,
12/09/2014,Dai Nippon Printing Co Ltd,"1,091",,
12/09/2014,Daiichi Sankyo Co Ltd,"1,850",,
12/09/2014,Daiichi Sankyo Co Ltd,"1,850",,
12/09/2014,Daikin Industries Ltd,"7,137",,
12/09/2014,Dainippon Screen Mfg Co Ltd,580,,
12/09/2014,Dainippon Sumitomo Pharma Co Ltd,"1,363",,
12/09/2014,Daiwa House Industry Co Ltd,"1,875.5",,
12/09/2014,Daiwa Securities Group Inc,885.5,,
12/09/2014,Denki Kagaku Kogyo KK,360,,
12/09/2014,Denso Corp,"4,820.5",,
12/09/2014,Dentsu Inc,"4,145",,
12/09/2014,DOWA Holdings Co Ltd,908,,
12/09/2014,East Japan Railway Co,"8,080",,
12/09/2014,Ebara Corp,633,,
12/09/2014,Eisai Co Ltd,"4,350",,
12/09/2014,Fanuc Ltd,"18,655",,
12/09/2014,Fast Retailing Co Ltd,"34,125",,
12/09/2014,Fuji Electric Co Ltd,533,,
12/09/2014,Fuji Heavy Industries Ltd,"3,188",,
12/09/2014,Fujifilm Holdings Corp,"3,276",,
12/09/2014,Fujikura Ltd,536,,
12/09/2014,Fujitsu Ltd,681.6,,
12/09/2014,Fukuoka Financial Group Inc,526,,
12/09/2014,Furukawa Co Ltd,232,,
12/09/2014,Furukawa Electric Co Ltd,229,,
12/09/2014,GS Yuasa Corp,658,,
12/09/2014,Heiwa Real Estate Co Ltd,"1,723",,
12/09/2014,Hino Motors Ltd,"1,498",,
12/09/2014,Hitachi Construction Machinery Co Ltd,"2,233",,
12/09/2014,Hitachi Ltd,820,,
12/09/2014,Hitachi Zosen Corp,603,,
12/09/2014,Hokuetsu Kishu Paper Co Ltd,474,,
12/09/2014,Honda Motor Co Ltd,"3,687",,
12/09/2014,Ihi Corp,516,,
12/09/2014,Inpex Corp,"1,477",,
12/09/2014,Isetan Mitsukoshi Holdings Ltd,"1,277",,
12/09/2014,Isuzu Motors Ltd,743.3,,
12/09/2014,Itochu Corp,"1,371.5",,
12/09/2014,J.Front Retailing Co Ltd,"1,309",,
12/09/2014,Japan Steel Works Ltd,439,,
12/09/2014,Japan Tobacco Inc,"3,675.5",,
12/09/2014,JFE Holdings Inc,"2,151.5",,
12/09/2014,JGC CORP,"2,955.5",,
12/09/2014,Jtekt Corp,"1,760",,
12/09/2014,JX Holdings Inc,526,,
12/09/2014,Kajima Corp,520,,
12/09/2014,Kansai Electric Power Co Inc,"1,053.5",,
12/09/2014,Kao Corp,"4,351.5",,
12/09/2014,Kawasaki Heavy Industries Ltd,410,,
12/09/2014,Kawasaki Kisen Kaisha Ltd,252,,
12/09/2014,Kddi Corp,"6,403",,
12/09/2014,Keio Corp,816,,
12/09/2014,Keisei Electric Railway Co Ltd,"1,067",,
12/09/2014,Kikkoman Corp,"2,221",,
12/09/2014,Kirin Holdings Co Ltd,"1,420.5",,
12/09/2014,Kobe Steel Ltd,181,,
12/09/2014,KOMATSU Ltd,"2,522.5",,
12/09/2014,Konami Corp,"2,285",,
12/09/2014,Konica Minolta Holdings Inc,"1,231",,
