Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-12-18T17:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
16/12/2011,AIA Group Ltd,22.85,,
16/12/2011,Aluminum Corp Of China Ltd,3.4,,
16/12/2011,Bank of China Ltd,2.86,,
16/12/2011,Bank of Communications Co Ltd,5.41,,
16/12/2011,Belle International Holdings Ltd,14.06,,
16/12/2011,BOC Hong Kong Ltd,18.38,,
16/12/2011,Cathay Pacific Airways Ltd,13.28,,
16/12/2011,Cheung Kong  Ltd,90.15,,
16/12/2011,China Coal Energy Co Ltd,8.66,,
16/12/2011,China Construction Bank Corp,5.45,,
16/12/2011,China Life Insurance Co Ltd,19.18,,
16/12/2011,China Merchants Holdings Co Ltd,22.95,,
16/12/2011,China Mobile Ltd,73.6,,
16/12/2011,China Overseas Land & Investment Ltd,14.32,,
16/12/2011,China Petroleum & Chemical Corp,8,,
16/12/2011,China Resources Enterprise Ltd,27.5,,
16/12/2011,China Resources Land Ltd,13,,
16/12/2011,China Resources Power Holdings Co Ltd,14.2,,
16/12/2011,China Shenhua Energy Co Ltd,32.85,,
16/12/2011,China Unicom  Ltd,15.9,,
16/12/2011,Citic Pacific Ltd,13.54,,
16/12/2011,CLP Holdings Ltd,66.05,,
16/12/2011,Cnooc Ltd,13.8,,
16/12/2011,COSCO Pacific Ltd,8.88,,
16/12/2011,Esprit Holdings Ltd,11.1,,
16/12/2011,Hang Lung Properties Ltd,22.2,,
16/12/2011,Hang Seng Bank Ltd,92.9,,
16/12/2011,Henderson Land Development Co Ltd,36.9,,
16/12/2011,Hengan International Group Co Ltd,72.65,,
16/12/2011,Hong Kong Exchanges And Clearing Ltd,124.9,,
16/12/2011,HSBC Holdings PLC,58.85,,
16/12/2011,Hutchison Whampoa Ltd,65,,
16/12/2011,Industrial and Commercial Bank of China Ltd,4.65,,
16/12/2011,Li & Fung Ltd,14.72,,
