Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-05-27T16:30:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
25/05/2012,AIA Group Ltd,24.7,,
25/05/2012,Aluminum Corp Of China Ltd,3.18,,
25/05/2012,Bank of China Ltd,2.86,,
25/05/2012,Bank of Communications Co Ltd,5,,
25/05/2012,Belle International Holdings Ltd,12.8,,
25/05/2012,BOC Hong Kong Ltd,21.65,,
25/05/2012,Cathay Pacific Airways Ltd,12.08,,
25/05/2012,Cheung Kong  Ltd,91.5,,
25/05/2012,China Coal Energy Co Ltd,7.13,,
25/05/2012,China Construction Bank Corp,5.15,,
25/05/2012,China Life Insurance Co Ltd,18.06,,
25/05/2012,China Merchants Holdings Co Ltd,22.9,,
25/05/2012,China Mobile Ltd,79.55,,
25/05/2012,China Overseas Land & Investment Ltd,15.76,,
25/05/2012,China Petroleum & Chemical Corp,7.1,,
25/05/2012,China Resources Enterprise Ltd,24.4,,
25/05/2012,China Resources Land Ltd,13.68,,
25/05/2012,China Resources Power Holdings Co Ltd,13.6,,
25/05/2012,China Shenhua Energy Co Ltd,27.5,,
25/05/2012,China Unicom  Ltd,11.14,,
25/05/2012,Citic Pacific Ltd,11.12,,
25/05/2012,CLP Holdings Ltd,63.9,,
25/05/2012,Cnooc Ltd,14.44,,
25/05/2012,COSCO Pacific Ltd,9.12,,
25/05/2012,Esprit Holdings Ltd,12.26,,
25/05/2012,Hang Lung Properties Ltd,25.05,,
25/05/2012,Hang Seng Bank Ltd,101.4,,
25/05/2012,Henderson Land Development Co Ltd,38.45,,
25/05/2012,Hengan International Group Co Ltd,77.35,,
25/05/2012,Hong Kong Exchanges And Clearing Ltd,110.3,,
25/05/2012,HSBC Holdings PLC,62.7,,
25/05/2012,Hutchison Whampoa Ltd,66.55,,
25/05/2012,Industrial and Commercial Bank of China Ltd,4.62,,
25/05/2012,Li & Fung Ltd,14.98,,
25/05/2012,MTR Corp Ltd,25.3,,
25/05/2012,New World Development Co Ltd,8.11,,
25/05/2012,PetroChina Co Ltd,10.18,,
25/05/2012,Ping An Insurance Co Of China Ltd,56.45,,
25/05/2012,Power Assets Holdings Ltd,55.25,,
25/05/2012,Sino Land Co Ltd,10.7,,
25/05/2012,Sun Hung Kai Properties Ltd,87.75,,
25/05/2012,Swire Pacific Ltd,82.9,,
25/05/2012,Tencent Holdings Ltd,217,,
25/05/2012,The Bank Of East Asia Ltd,26.3,,
25/05/2012,The Hong Kong and China Gas Co Ltd,18.32,,
25/05/2012,Wharf Ltd,40.1,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
25/05/2012,adidas AG,59.18,,
25/05/2012,Allianz Se,75.79,,
25/05/2012,BASF SE,57.05,,
25/05/2012,Bayer AG,50.9,,
25/05/2012,Beiersdorf AG,50.79,,
25/05/2012,BMW AG,61.9,,
25/05/2012,COMMERZBANK AG,1.38,,
25/05/2012,Daimler AG,38.05,,
25/05/2012,Deutsche Bank AG,29.39,,
25/05/2012,Deutsche Boerse AG,38.42,,
25/05/2012,Deutsche Lufthansa AG,8.479,,
25/05/2012,Deutsche Post AG,13.405,,
25/05/2012,Deutsche Telekom AG,8.163,,
25/05/2012,EON AG,15.54,,
25/05/2012,Fresenius Medical Care AG & Co Kgaa,53.4,,
25/05/2012,Fresenius SE & Co KGaA,76.05,,
25/05/2012,Heidelbergcement AG,35.53,,
25/05/2012,Henkel AG & Co KGaA,52.47,,
25/05/2012,Infineon Technologies AG,6.138,,
25/05/2012,K+S AG,33,,
25/05/2012,Linde AG,122.4,,
25/05/2012,MAN SE,77.5,,
25/05/2012,Merck KGaA,75,,
25/05/2012,METRO AG,22.645,,
25/05/2012,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,102.95,,
25/05/2012,Rwe AG,30.45,,
25/05/2012,SAP AG,45.79,,
25/05/2012,Siemens AG,68.58,,
25/05/2012,ThyssenKrupp AG,14.13,,
25/05/2012,Volkswagen AG,128.45,,
25/05/2012,Singapore Telecom,1.871,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
25/05/2012,Advantest Corp,"1,068",,
25/05/2012,AEON Co Ltd,961,,
25/05/2012,Ajinomoto Co Inc,"1,076",,
25/05/2012,All Nippon Airways Co Ltd,208,,
25/05/2012,Alps Electric Co Ltd,600,,
25/05/2012,Asahi Breweries Ltd,"1,695",,
25/05/2012,Asahi Glass Co Ltd,540,,
25/05/2012,Asahi Kasei Corp,435,,
25/05/2012,Astellas Pharma Inc,"3,120",,
25/05/2012,Bank Of Yokohama Ltd,362,,
25/05/2012,Bridgestone Corp,"1,705",,
25/05/2012,Canon Inc,"3,230",,
