Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-11-04T20:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
02/11/2012,AIA Group Ltd,31.8,,
02/11/2012,Aluminum Corp Of China Ltd,3.46,,
02/11/2012,Bank of China Ltd,3.25,,
02/11/2012,Bank of Communications Co Ltd,5.65,,
02/11/2012,Belle International Holdings Ltd,14.9,,
02/11/2012,BOC Hong Kong Ltd,24.2,,
02/11/2012,Cathay Pacific Airways Ltd,14.54,,
02/11/2012,Cheung Kong  Ltd,115.8,,
02/11/2012,China Coal Energy Co Ltd,8.02,,
02/11/2012,China Construction Bank Corp,5.94,,
02/11/2012,China Life Insurance Co Ltd,23.85,,
02/11/2012,China Merchants Holdings Co Ltd,26.2,,
02/11/2012,China Mobile Ltd,87.8,,
02/11/2012,China Overseas Land & Investment Ltd,21.55,,
02/11/2012,China Petroleum & Chemical Corp,8.48,,
02/11/2012,China Resources Enterprise Ltd,26.7,,
02/11/2012,China Resources Land Ltd,18.6,,
02/11/2012,China Resources Power Holdings Co Ltd,16.86,,
02/11/2012,China Shenhua Energy Co Ltd,33.7,,
02/11/2012,China Unicom  Ltd,12.44,,
02/11/2012,Citic Pacific Ltd,10.16,,
02/11/2012,CLP Holdings Ltd,66.15,,
02/11/2012,Cnooc Ltd,16.34,,
02/11/2012,COSCO Pacific Ltd,11.98,,
02/11/2012,Esprit Holdings Ltd,10.92,,
02/11/2012,Hang Lung Properties Ltd,27.85,,
02/11/2012,Hang Seng Bank Ltd,118.9,,
02/11/2012,Henderson Land Development Co Ltd,54.55,,
02/11/2012,Hengan International Group Co Ltd,70.8,,
02/11/2012,Hong Kong Exchanges And Clearing Ltd,131.5,,
02/11/2012,HSBC Holdings PLC,77.95,,
02/11/2012,Hutchison Whampoa Ltd,79.35,,
02/11/2012,Industrial and Commercial Bank of China Ltd,5.25,,
02/11/2012,Li & Fung Ltd,13.18,,
02/11/2012,MTR Corp Ltd,30.15,,
02/11/2012,New World Development Co Ltd,12.34,,
02/11/2012,PetroChina Co Ltd,10.66,,
02/11/2012,Ping An Insurance Co Of China Ltd,62.5,,
02/11/2012,Power Assets Holdings Ltd,66.6,,
02/11/2012,Sino Land Co Ltd,13.56,,
02/11/2012,Sun Hung Kai Properties Ltd,110.1,,
02/11/2012,Swire Pacific Ltd,93.35,,
02/11/2012,Tencent Holdings Ltd,278.2,,
02/11/2012,The Bank Of East Asia Ltd,29.25,,
02/11/2012,The Hong Kong and China Gas Co Ltd,20.5,,
02/11/2012,Wharf Ltd,53.85,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
02/11/2012,adidas AG,66.77,,
02/11/2012,Allianz Se,95.67,,
02/11/2012,BASF SE,65.09,,
02/11/2012,Bayer AG,67.43,,
02/11/2012,Beiersdorf AG,60.7,,
02/11/2012,BMW AG,65,,
02/11/2012,COMMERZBANK AG,1.523,,
02/11/2012,Daimler AG,37.085,,
02/11/2012,Deutsche Bank AG,35.62,,
02/11/2012,Deutsche Boerse AG,41.455,,
02/11/2012,Deutsche Lufthansa AG,12.3,,
02/11/2012,Deutsche Post AG,15.64,,
02/11/2012,Deutsche Telekom AG,8.658,,
02/11/2012,EON AG,17.545,,
02/11/2012,Fresenius Medical Care AG & Co Kgaa,51.85,,
02/11/2012,Fresenius SE & Co KGaA,85.78,,
02/11/2012,Heidelbergcement AG,42.235,,
02/11/2012,Henkel AG & Co KGaA,63.65,,
02/11/2012,Infineon Technologies AG,5.546,,
02/11/2012,K+S AG,36.085,,
02/11/2012,Linde AG,132.15,,
02/11/2012,MAN SE,79.28,,
02/11/2012,Merck KGaA,98.16,,
02/11/2012,METRO AG,22.01,,
02/11/2012,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,124.05,,
02/11/2012,Rwe AG,35.38,,
02/11/2012,SAP AG,57.09,,
02/11/2012,Siemens AG,79.56,,
02/11/2012,ThyssenKrupp AG,17.89,,
02/11/2012,Volkswagen AG,163.6,,
02/11/2012,Singapore Telecom,1.973,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
02/11/2012,Advantest Corp,"1,002",,
02/11/2012,AEON Co Ltd,867,,
02/11/2012,Ajinomoto Co Inc,"1,201",,
02/11/2012,All Nippon Airways Co Ltd,167,,
02/11/2012,Alps Electric Co Ltd,465,,
02/11/2012,Asahi Breweries Ltd,"1,817",,
02/11/2012,Asahi Glass Co Ltd,545,,
02/11/2012,Asahi Kasei Corp,460,,
02/11/2012,Astellas Pharma Inc,"4,110",,
02/11/2012,Bank Of Yokohama Ltd,368,,
02/11/2012,Bridgestone Corp,"1,892",,
02/11/2012,Canon Inc,"2,589",,
02/11/2012,Casio Computer Co Ltd,584,,
02/11/2012,Central Japan Railway Co,"6,870",,
02/11/2012,Chiba Bank Ltd,467,,
02/11/2012,Chiyoda Corp,"1,263",,
02/11/2012,Chubu Electric Power Co Inc,878,,
02/11/2012,Chugai Pharmaceutical Co Ltd,"1,639",,
02/11/2012,Citizen Holdings Co Ltd,400,,
02/11/2012,Comsys Holdings Corp,"1,064",,
02/11/2012,Credit Saison Co Ltd,"1,841",,
27/09/2011,CSK Corp,279,,
02/11/2012,Dai Nippon Printing Co Ltd,578,,
02/11/2012,Daiichi Sankyo Co Ltd,"1,260",,
02/11/2012,Daiichi Sankyo Co Ltd,"1,260",,
02/11/2012,Daikin Industries Ltd,"2,276",,
02/11/2012,Dainippon Screen Mfg Co Ltd,500,,
02/11/2012,Dainippon Sumitomo Pharma Co Ltd,940,,
02/11/2012,Daiwa House Industry Co Ltd,"1,207",,
02/11/2012,Daiwa Securities Group Inc,330,,
02/11/2012,Denki Kagaku Kogyo KK,252,,
02/11/2012,Denso Corp,"2,521",,
02/11/2012,Dentsu Inc,"1,898",,
02/11/2012,DOWA Holdings Co Ltd,526,,
02/11/2012,East Japan Railway Co,"5,510",,
02/11/2012,Ebara Corp,326,,
02/11/2012,Eisai Co Ltd,"3,505",,
02/11/2012,Fanuc Ltd,"13,350",,
02/11/2012,Fast Retailing Co Ltd,"17,420",,
02/11/2012,Fuji Electric Co Ltd,162,,
02/11/2012,Fuji Heavy Industries Ltd,799,,
02/11/2012,Fujifilm Holdings Corp,"1,301",,
02/11/2012,Fujikura Ltd,223,,
02/11/2012,Fujitsu Ltd,294,,
02/11/2012,Fukuoka Financial Group Inc,315,,
02/11/2012,Furukawa Co Ltd,72,,
02/11/2012,Furukawa Electric Co Ltd,151,,
02/11/2012,GS Yuasa Corp,309,,
02/11/2012,Heiwa Real Estate Co Ltd,973,,
02/11/2012,Hino Motors Ltd,630,,
02/11/2012,Hitachi Construction Machinery Co Ltd,"1,420",,
02/11/2012,Hitachi Ltd,427,,
02/11/2012,Hitachi Zosen Corp,106,,
02/11/2012,Hokuetsu Kishu Paper Co Ltd,429,,
02/11/2012,Honda Motor Co Ltd,"2,467",,
02/11/2012,Ihi Corp,170,,
02/11/2012,Inpex Corp,"440,000",,
02/11/2012,Isetan Mitsukoshi Holdings Ltd,774,,
02/11/2012,Isuzu Motors Ltd,432,,
02/11/2012,Itochu Corp,808,,
02/11/2012,J.Front Retailing Co Ltd,417,,
02/11/2012,Japan Steel Works Ltd,480,,
02/11/2012,Japan Tobacco Inc,"2,235",,
02/11/2012,JFE Holdings Inc,"1,155",,
02/11/2012,JGC CORP,"2,777",,
02/11/2012,Jtekt Corp,619,,
02/11/2012,JX Holdings Inc,422,,
02/11/2012,Kajima Corp,218,,
02/11/2012,Kansai Electric Power Co Inc,617,,
02/11/2012,Kao Corp,"2,247",,
02/11/2012,Kawasaki Heavy Industries Ltd,179,,
02/11/2012,Kawasaki Kisen Kaisha Ltd,110,,
02/11/2012,Kddi Corp,"6,270",,
02/11/2012,Keio Corp,611,,
02/11/2012,Keisei Electric Railway Co Ltd,728,,
02/11/2012,Kikkoman Corp,"1,089",,
02/11/2012,Kirin Holdings Co Ltd,"1,010",,
02/11/2012,Kobe Steel Ltd,69,,
02/11/2012,KOMATSU Ltd,"1,786",,
02/11/2012,Konami Corp,"1,899",,
02/11/2012,Konica Minolta Holdings Inc,540,,
02/11/2012,Kubota Corp,830,,
02/11/2012,Kuraray Co Ltd,946,,
02/11/2012,Kyocera Corp,"7,150",,
02/11/2012,Kyowa Hakko Kirin Co Ltd,865,,
02/11/2012,Marubeni Corp,526,,
02/11/2012,Maruha Nichiro Holdings Inc,134,,
02/11/2012,Marui Group Co Ltd,564,,
02/11/2012,Matsui Securities Co Ltd,565,,
02/11/2012,Mazda Motor Corp,107,,
02/11/2012,Meidensha Corp,276,,
02/11/2012,Meiji Holding Co Ltd,"3,665",,
02/11/2012,Minebea Co Ltd,260,,
02/11/2012,Mitsubishi Chemical Hldg Corp,332,,
02/11/2012,Mitsubishi Corp,"1,454",,
02/11/2012,Mitsubishi Electric Corp,598,,
02/11/2012,Mitsubishi Estate Co Ltd,"1,665",,
02/11/2012,Mitsubishi Heavy Industries Ltd,340,,
02/11/2012,Mitsubishi Logistics Corp,"1,041",,
02/11/2012,Mitsubishi Materials Corp,230,,
02/11/2012,Mitsubishi Motors Corp,71,,
02/11/2012,Mitsubishi Paper Mills Ltd,69,,
02/11/2012,Mitsubishi UFJ Financial Group Inc,362,,
02/11/2012,Mitsui & Co Ltd,"1,137",,
02/11/2012,Mitsui Chemicals Inc,169,,
02/11/2012,Mitsui Engineering and Shipbuilding Co Ltd,102,,
02/11/2012,Mitsui Fudosan Co Ltd,"1,717",,
02/11/2012,Mitsui Mining And Smelting Co Ltd,170,,
02/11/2012,Mitsui OSK Lines Ltd,193,,
02/11/2012,Mitsumi Electric Co Ltd,371,,
02/11/2012,Mizuho Financial Group Inc,126,,
26/08/2011,Mizuho Securities Co Ltd,165,,
26/08/2011,Mizuho Trust & Banking Co Ltd,59,,
02/11/2012,Ms&Ad Insurance Group Holding Inc,"1,353",,
02/11/2012,Nec Corp,152,,
02/11/2012,NGK Insulators Ltd,868,,
02/11/2012,Nichirei Corp,449,,
02/11/2012,Nikon Corp,"1,928",,
02/11/2012,Nippon Electric Glass Co Ltd,408,,
02/11/2012,Nippon Express Co Ltd,287,,
02/11/2012,Nippon Kayaku Co Ltd,914,,
25/09/2012,Nippon Light Metal Co Ltd,76,,
02/11/2012,Nippon Meat Packers Inc,"1,120",,
02/11/2012,Nippon Paper Group Inc,976,,
02/11/2012,Nippon Sheet Glass Co Ltd,73,,
02/11/2012,Nippon Soda Co Ltd,345,,
02/11/2012,Nippon Steel Corp,178,,
02/11/2012,Nippon Suisan Kaisha Ltd,176,,
02/11/2012,Nippon Telegraph And Telephone Corp,"3,625",,
02/11/2012,Nippon Yusen KK,160,,
02/11/2012,Nissan Chemical Industries Ltd,926,,
02/11/2012,Nissan Motor Co Ltd,686,,
02/11/2012,Nisshin Seifun Group Inc,"1,007",,
