Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-02-17T16:30:12+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
15/02/2013,AIA Group Ltd,31.05,,
15/02/2013,Aluminum Corp Of China Ltd,3.56,,
15/02/2013,Bank of China Ltd,3.82,,
15/02/2013,Bank of Communications Co Ltd,6.28,,
15/02/2013,Belle International Holdings Ltd,17.88,,
15/02/2013,BOC Hong Kong Ltd,26.95,,
15/02/2013,Cathay Pacific Airways Ltd,15.2,,
15/02/2013,Cheung Kong  Ltd,124.1,,
15/02/2013,China Coal Energy Co Ltd,8.15,,
15/02/2013,China Construction Bank Corp,6.55,,
15/02/2013,China Life Insurance Co Ltd,24.85,,
15/02/2013,China Merchants Holdings Co Ltd,27.7,,
15/02/2013,China Mobile Ltd,85.75,,
15/02/2013,China Overseas Land & Investment Ltd,22.95,,
15/02/2013,China Petroleum & Chemical Corp,8.72,,
15/02/2013,China Resources Enterprise Ltd,26.05,,
15/02/2013,China Resources Land Ltd,22.4,,
15/02/2013,China Resources Power Holdings Co Ltd,22.3,,
15/02/2013,China Shenhua Energy Co Ltd,30.8,,
15/02/2013,China Unicom  Ltd,11.52,,
15/02/2013,Citic Pacific Ltd,12.14,,
15/02/2013,CLP Holdings Ltd,66.35,,
15/02/2013,Cnooc Ltd,15.96,,
15/02/2013,COSCO Pacific Ltd,12.84,,
15/02/2013,Esprit Holdings Ltd,10.12,,
15/02/2013,Hang Lung Properties Ltd,30.4,,
15/02/2013,Hang Seng Bank Ltd,126.2,,
15/02/2013,Henderson Land Development Co Ltd,54.05,,
15/02/2013,Hengan International Group Co Ltd,80.3,,
15/02/2013,Hong Kong Exchanges And Clearing Ltd,147.9,,
15/02/2013,HSBC Holdings PLC,87.55,,
15/02/2013,Hutchison Whampoa Ltd,85.5,,
15/02/2013,Industrial and Commercial Bank of China Ltd,5.75,,
15/02/2013,Li & Fung Ltd,10.2,,
15/02/2013,MTR Corp Ltd,31.95,,
15/02/2013,New World Development Co Ltd,13.98,,
15/02/2013,PetroChina Co Ltd,10.64,,
15/02/2013,Ping An Insurance Co Of China Ltd,68.05,,
15/02/2013,Power Assets Holdings Ltd,71.2,,
15/02/2013,Sino Land Co Ltd,14.22,,
15/02/2013,Sun Hung Kai Properties Ltd,123.5,,
15/02/2013,Swire Pacific Ltd,100.1,,
15/02/2013,Tencent Holdings Ltd,274.4,,
15/02/2013,The Bank Of East Asia Ltd,31.5,,
15/02/2013,The Hong Kong and China Gas Co Ltd,21.6,,
15/02/2013,Wharf Ltd,68.35,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
15/02/2013,adidas AG,70.1,,
15/02/2013,Allianz Se,102.3,,
15/02/2013,BASF SE,70.75,,
15/02/2013,Bayer AG,69.01,,
15/02/2013,Beiersdorf AG,65.8,,
15/02/2013,BMW AG,71.65,,
15/02/2013,COMMERZBANK AG,1.491,,
15/02/2013,Daimler AG,43.955,,
15/02/2013,Deutsche Bank AG,35.98,,
15/02/2013,Deutsche Boerse AG,47.765,,
15/02/2013,Deutsche Lufthansa AG,15.44,,
15/02/2013,Deutsche Post AG,16.92,,
15/02/2013,Deutsche Telekom AG,8.193,,
15/02/2013,EON AG,12.97,,
15/02/2013,Fresenius Medical Care AG & Co Kgaa,52.08,,
15/02/2013,Fresenius SE & Co KGaA,89.07,,
15/02/2013,Heidelbergcement AG,49.815,,
15/02/2013,Henkel AG & Co KGaA,66.06,,
15/02/2013,Infineon Technologies AG,6.303,,
15/02/2013,K+S AG,33.62,,
15/02/2013,Linde AG,132.25,,
15/02/2013,MAN SE,88.61,,
15/02/2013,Merck KGaA,103.35,,
15/02/2013,METRO AG,24.2,,
15/02/2013,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,132.85,,
15/02/2013,Rwe AG,27.34,,
15/02/2013,SAP AG,59.78,,
15/02/2013,Siemens AG,78.11,,
15/02/2013,ThyssenKrupp AG,17.555,,
15/02/2013,Volkswagen AG,177,,
15/02/2013,Singapore Telecom,2.054,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
15/02/2013,Advantest Corp,"1,219",,
15/02/2013,AEON Co Ltd,"1,046",,
15/02/2013,Ajinomoto Co Inc,"1,165",,
15/02/2013,All Nippon Airways Co Ltd,186,,
15/02/2013,Alps Electric Co Ltd,637,,
15/02/2013,Asahi Breweries Ltd,"2,131",,
15/02/2013,Asahi Glass Co Ltd,637,,
15/02/2013,Asahi Kasei Corp,538,,
15/02/2013,Astellas Pharma Inc,"4,910",,
15/02/2013,Bank Of Yokohama Ltd,442,,
15/02/2013,Bridgestone Corp,"2,485",,
