Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-11-23T14:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
22/11/2013,AIA Group Ltd,39,,
22/11/2013,Aluminum Corp Of China Ltd,2.88,,
22/11/2013,Bank of China Ltd,3.73,,
22/11/2013,Bank of Communications Co Ltd,5.73,,
22/11/2013,Belle International Holdings Ltd,9.41,,
22/11/2013,BOC Hong Kong Ltd,26.2,,
22/11/2013,Cathay Pacific Airways Ltd,16.44,,
22/11/2013,Cheung Kong  Ltd,122.5,,
22/11/2013,China Coal Energy Co Ltd,5.14,,
22/11/2013,China Construction Bank Corp,6.27,,
22/11/2013,China Life Insurance Co Ltd,25,,
22/11/2013,China Merchants Holdings Co Ltd,29,,
22/11/2013,China Mobile Ltd,80.45,,
22/11/2013,China Overseas Land & Investment Ltd,23.95,,
22/11/2013,China Petroleum & Chemical Corp,7.01,,
22/11/2013,China Resources Enterprise Ltd,27.6,,
22/11/2013,China Resources Land Ltd,21.05,,
22/11/2013,China Resources Power Holdings Co Ltd,18.38,,
22/11/2013,China Shenhua Energy Co Ltd,26.65,,
22/11/2013,China Unicom  Ltd,12.1,,
22/11/2013,Citic Pacific Ltd,11.2,,
22/11/2013,CLP Holdings Ltd,62.95,,
22/11/2013,Cnooc Ltd,15.7,,
22/11/2013,COSCO Pacific Ltd,11.48,,
22/11/2013,Esprit Holdings Ltd,16.4,,
22/11/2013,Hang Lung Properties Ltd,26.55,,
22/11/2013,Hang Seng Bank Ltd,126.4,,
22/11/2013,Henderson Land Development Co Ltd,45.8,,
22/11/2013,Hengan International Group Co Ltd,95.6,,
22/11/2013,Hong Kong Exchanges And Clearing Ltd,137.3,,
22/11/2013,HSBC Holdings PLC,86.6,,
22/11/2013,Hutchison Whampoa Ltd,96.85,,
22/11/2013,Industrial and Commercial Bank of China Ltd,5.55,,
22/11/2013,Li & Fung Ltd,10.96,,
22/11/2013,MTR Corp Ltd,29.65,,
22/11/2013,New World Development Co Ltd,10.5,,
22/11/2013,PetroChina Co Ltd,9.42,,
22/11/2013,Ping An Insurance Co Of China Ltd,73.15,,
22/11/2013,Power Assets Holdings Ltd,62.75,,
22/11/2013,Sino Land Co Ltd,10.86,,
22/11/2013,Sun Hung Kai Properties Ltd,99.35,,
22/11/2013,Swire Pacific Ltd,92.5,,
22/11/2013,Tencent Holdings Ltd,424.6,,
22/11/2013,The Bank Of East Asia Ltd,34.2,,
22/11/2013,The Hong Kong and China Gas Co Ltd,18.18,,
22/11/2013,Wharf Ltd,65.3,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
22/11/2013,adidas AG,89.16,,
22/11/2013,Allianz Se,126.7,,
22/11/2013,BASF SE,76.64,,
22/11/2013,Bayer AG,95.93,,
22/11/2013,Beiersdorf AG,73.65,,
22/11/2013,BMW AG,83.77,,
22/11/2013,COMMERZBANK AG,10.29,,
22/11/2013,Daimler AG,60.13,,
22/11/2013,Deutsche Bank AG,34.14,,
22/11/2013,Deutsche Boerse AG,55.43,,
22/11/2013,Deutsche Lufthansa AG,15.785,,
22/11/2013,Deutsche Post AG,24.86,,
22/11/2013,Deutsche Telekom AG,11.28,,
22/11/2013,EON AG,14.015,,
22/11/2013,Fresenius Medical Care AG & Co Kgaa,47.86,,
22/11/2013,Fresenius SE & Co KGaA,98.87,,
22/11/2013,Heidelbergcement AG,56.34,,
22/11/2013,Henkel AG & Co KGaA,81.48,,
22/11/2013,Infineon Technologies AG,7.277,,
22/11/2013,K+S AG,19.11,,
22/11/2013,Linde AG,145.85,,
22/11/2013,MAN SE,89.21,,
22/11/2013,Merck KGaA,126.9,,
22/11/2013,METRO AG,36.15,,
22/11/2013,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,156.9,,
22/11/2013,Rwe AG,28.785,,
22/11/2013,SAP AG,60.26,,
22/11/2013,Siemens AG,96.87,,
22/11/2013,ThyssenKrupp AG,18.775,,
22/11/2013,Volkswagen AG,194.7,,
22/11/2013,Singapore Telecom,2.175,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
22/11/2013,Advantest Corp,"1,287",,
22/11/2013,AEON Co Ltd,"1,349",,
