Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-05-13T17:30:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
11/05/2012,AIA Group Ltd,26.5,,
11/05/2012,Aluminum Corp Of China Ltd,3.36,,
11/05/2012,Bank of China Ltd,3,,
11/05/2012,Bank of Communications Co Ltd,5.48,,
11/05/2012,Belle International Holdings Ltd,14.04,,
11/05/2012,BOC Hong Kong Ltd,23.25,,
11/05/2012,Cathay Pacific Airways Ltd,12.66,,
11/05/2012,Cheung Kong  Ltd,97.2,,
11/05/2012,China Coal Energy Co Ltd,8.14,,
11/05/2012,China Construction Bank Corp,5.59,,
11/05/2012,China Life Insurance Co Ltd,19.78,,
11/05/2012,China Merchants Holdings Co Ltd,23.55,,
11/05/2012,China Mobile Ltd,86.9,,
11/05/2012,China Overseas Land & Investment Ltd,16.1,,
11/05/2012,China Petroleum & Chemical Corp,7.63,,
11/05/2012,China Resources Enterprise Ltd,28.3,,
11/05/2012,China Resources Land Ltd,13.8,,
11/05/2012,China Resources Power Holdings Co Ltd,13.68,,
11/05/2012,China Shenhua Energy Co Ltd,30.75,,
11/05/2012,China Unicom  Ltd,12.82,,
11/05/2012,Citic Pacific Ltd,12.06,,
11/05/2012,CLP Holdings Ltd,65.55,,
11/05/2012,Cnooc Ltd,14.9,,
11/05/2012,COSCO Pacific Ltd,10.4,,
11/05/2012,Esprit Holdings Ltd,15.1,,
11/05/2012,Hang Lung Properties Ltd,25.6,,
11/05/2012,Hang Seng Bank Ltd,104.7,,
11/05/2012,Henderson Land Development Co Ltd,39.9,,
11/05/2012,Hengan International Group Co Ltd,80.3,,
11/05/2012,Hong Kong Exchanges And Clearing Ltd,115.3,,
11/05/2012,HSBC Holdings PLC,68.4,,
11/05/2012,Hutchison Whampoa Ltd,71.55,,
11/05/2012,Industrial and Commercial Bank of China Ltd,4.89,,
11/05/2012,Li & Fung Ltd,15.6,,
11/05/2012,MTR Corp Ltd,26.1,,
11/05/2012,New World Development Co Ltd,9.12,,
11/05/2012,PetroChina Co Ltd,10.44,,
11/05/2012,Ping An Insurance Co Of China Ltd,60.2,,
11/05/2012,Power Assets Holdings Ltd,58.3,,
11/05/2012,Sino Land Co Ltd,12.14,,
11/05/2012,Sun Hung Kai Properties Ltd,88.55,,
11/05/2012,Swire Pacific Ltd,86.75,,
11/05/2012,Tencent Holdings Ltd,223.6,,
11/05/2012,The Bank Of East Asia Ltd,28.65,,
11/05/2012,The Hong Kong and China Gas Co Ltd,19.18,,
11/05/2012,Wharf Ltd,42.85,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
11/05/2012,adidas AG,61.05,,
11/05/2012,Allianz Se,80.17,,
11/05/2012,BASF SE,58.76,,
11/05/2012,Bayer AG,53.05,,
11/05/2012,Beiersdorf AG,52.45,,
11/05/2012,BMW AG,67.6,,
11/05/2012,COMMERZBANK AG,1.557,,
11/05/2012,Daimler AG,39.23,,
11/05/2012,Deutsche Bank AG,31.165,,
11/05/2012,Deutsche Boerse AG,45.075,,
11/05/2012,Deutsche Lufthansa AG,9.257,,
11/05/2012,Deutsche Post AG,13.815,,
11/05/2012,Deutsche Telekom AG,8.896,,
11/05/2012,EON AG,15.825,,
11/05/2012,Fresenius Medical Care AG & Co Kgaa,52.85,,
11/05/2012,Fresenius SE & Co KGaA,77.9,,
11/05/2012,Heidelbergcement AG,38.545,,
11/05/2012,Henkel AG & Co KGaA,55.12,,
11/05/2012,Infineon Technologies AG,6.897,,
11/05/2012,K+S AG,35.04,,
11/05/2012,Linde AG,125.55,,
11/05/2012,MAN SE,86.27,,
11/05/2012,Merck KGaA,79.45,,
11/05/2012,METRO AG,23.7,,
11/05/2012,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,105.6,,
11/05/2012,Rwe AG,31.81,,
11/05/2012,SAP AG,48.865,,
11/05/2012,Siemens AG,68.27,,
11/05/2012,ThyssenKrupp AG,16.39,,
11/05/2012,Volkswagen AG,137.4,,
11/05/2012,Singapore Telecom,1.969,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
11/05/2012,Advantest Corp,"1,303",,
11/05/2012,AEON Co Ltd,"1,001",,
11/05/2012,Ajinomoto Co Inc,"1,086",,
11/05/2012,All Nippon Airways Co Ltd,218,,
11/05/2012,Alps Electric Co Ltd,629,,
11/05/2012,Asahi Breweries Ltd,"1,724",,
