Overseas Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Tuesday at 2012-11-13T11:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Hong Kong Stock Exchange,
Quoted in HK Dollars,
,
Trading date,Company name,Last sale,,
09/11/2012,AIA Group Ltd,30.2,,
09/11/2012,Aluminum Corp Of China Ltd,3.3,,
09/11/2012,Bank of China Ltd,3.15,,
09/11/2012,Bank of Communications Co Ltd,5.46,,
09/11/2012,Belle International Holdings Ltd,14.06,,
09/11/2012,BOC Hong Kong Ltd,23.65,,
09/11/2012,Cathay Pacific Airways Ltd,13.66,,
09/11/2012,Cheung Kong  Ltd,112.9,,
09/11/2012,China Coal Energy Co Ltd,7.64,,
09/11/2012,China Construction Bank Corp,5.74,,
09/11/2012,China Life Insurance Co Ltd,23.1,,
09/11/2012,China Merchants Holdings Co Ltd,24.25,,
09/11/2012,China Mobile Ltd,86.15,,
09/11/2012,China Overseas Land & Investment Ltd,20.75,,
09/11/2012,China Petroleum & Chemical Corp,8.06,,
09/11/2012,China Resources Enterprise Ltd,25.75,,
09/11/2012,China Resources Land Ltd,18.02,,
09/11/2012,China Resources Power Holdings Co Ltd,15.96,,
09/11/2012,China Shenhua Energy Co Ltd,31.8,,
09/11/2012,China Unicom  Ltd,11.98,,
09/11/2012,Citic Pacific Ltd,9.86,,
09/11/2012,CLP Holdings Ltd,65.65,,
09/11/2012,Cnooc Ltd,15.96,,
09/11/2012,COSCO Pacific Ltd,10.56,,
09/11/2012,Esprit Holdings Ltd,11.12,,
09/11/2012,Hang Lung Properties Ltd,26.85,,
09/11/2012,Hang Seng Bank Ltd,115.7,,
09/11/2012,Henderson Land Development Co Ltd,52.75,,
09/11/2012,Hengan International Group Co Ltd,72.2,,
09/11/2012,Hong Kong Exchanges And Clearing Ltd,126.6,,
09/11/2012,HSBC Holdings PLC,74.4,,
09/11/2012,Hutchison Whampoa Ltd,77,,
09/11/2012,Industrial and Commercial Bank of China Ltd,5.06,,
09/11/2012,Li & Fung Ltd,12.38,,
09/11/2012,MTR Corp Ltd,29.75,,
09/11/2012,New World Development Co Ltd,12.26,,
09/11/2012,PetroChina Co Ltd,10.26,,
09/11/2012,Ping An Insurance Co Of China Ltd,61.2,,
09/11/2012,Power Assets Holdings Ltd,66.4,,
09/11/2012,Sino Land Co Ltd,13.26,,
09/11/2012,Sun Hung Kai Properties Ltd,112.6,,
09/11/2012,Swire Pacific Ltd,92.25,,
09/11/2012,Tencent Holdings Ltd,267,,
09/11/2012,The Bank Of East Asia Ltd,28.6,,
09/11/2012,The Hong Kong and China Gas Co Ltd,20.05,,
09/11/2012,Wharf Ltd,52.9,,
,
Frankfurt Stock Exchange,
Quoted in Euros,
,
Trading date,Company name,Last sale,,
09/11/2012,adidas AG,64.2,,
09/11/2012,Allianz Se,93.4,,
09/11/2012,BASF SE,63.17,,
09/11/2012,Bayer AG,65.72,,
09/11/2012,Beiersdorf AG,59.69,,
09/11/2012,BMW AG,64.23,,
09/11/2012,COMMERZBANK AG,1.33,,
09/11/2012,Daimler AG,36.165,,
09/11/2012,Deutsche Bank AG,33.52,,
09/11/2012,Deutsche Boerse AG,42.165,,
09/11/2012,Deutsche Lufthansa AG,12.29,,
09/11/2012,Deutsche Post AG,14.91,,
09/11/2012,Deutsche Telekom AG,8.348,,
09/11/2012,EON AG,16.5,,
09/11/2012,Fresenius Medical Care AG & Co Kgaa,52.67,,
09/11/2012,Fresenius SE & Co KGaA,84.64,,
09/11/2012,Heidelbergcement AG,42,,
09/11/2012,Henkel AG & Co KGaA,62.09,,
09/11/2012,Infineon Technologies AG,5.365,,
09/11/2012,K+S AG,35.205,,
09/11/2012,Linde AG,128.6,,
09/11/2012,MAN SE,79.68,,
09/11/2012,Merck KGaA,97.25,,
09/11/2012,METRO AG,21.305,,
09/11/2012,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,126.9,,
09/11/2012,Rwe AG,33.15,,
09/11/2012,SAP AG,55.66,,
09/11/2012,Siemens AG,79.7,,
09/11/2012,ThyssenKrupp AG,17.41,,
09/11/2012,Volkswagen AG,154.5,,
09/11/2012,Singapore Telecom,1.973,,
,
Tokyo Stock Exchange,
Quoted in Japanese Yen,
,
Trading date,Company name,Last sale,,
09/11/2012,Advantest Corp,945,,
09/11/2012,AEON Co Ltd,856,,
09/11/2012,Ajinomoto Co Inc,"1,153",,
09/11/2012,All Nippon Airways Co Ltd,166,,
09/11/2012,Alps Electric Co Ltd,417,,
09/11/2012,Asahi Breweries Ltd,"1,802",,
09/11/2012,Asahi Glass Co Ltd,555,,
09/11/2012,Asahi Kasei Corp,438,,
09/11/2012,Astellas Pharma Inc,"4,070",,
09/11/2012,Bank Of Yokohama Ltd,362,,
09/11/2012,Bridgestone Corp,"1,808",,
09/11/2012,Canon Inc,"2,485",,
09/11/2012,Casio Computer Co Ltd,557,,
09/11/2012,Central Japan Railway Co,"6,660",,
09/11/2012,Chiba Bank Ltd,456,,
09/11/2012,Chiyoda Corp,"1,221",,
09/11/2012,Chubu Electric Power Co Inc,977,,
09/11/2012,Chugai Pharmaceutical Co Ltd,"1,619",,
09/11/2012,Citizen Holdings Co Ltd,361,,
09/11/2012,Comsys Holdings Corp,985,,
09/11/2012,Credit Saison Co Ltd,"1,729",,
27/09/2011,CSK Corp,279,,
09/11/2012,Dai Nippon Printing Co Ltd,571,,
09/11/2012,Daiichi Sankyo Co Ltd,"1,211",,
09/11/2012,Daiichi Sankyo Co Ltd,"1,211",,
09/11/2012,Daikin Industries Ltd,"2,165",,
09/11/2012,Dainippon Screen Mfg Co Ltd,391,,
09/11/2012,Dainippon Sumitomo Pharma Co Ltd,914,,
09/11/2012,Daiwa House Industry Co Ltd,"1,175",,
09/11/2012,Daiwa Securities Group Inc,308,,
09/11/2012,Denki Kagaku Kogyo KK,249,,
09/11/2012,Denso Corp,"2,394",,
09/11/2012,Dentsu Inc,"1,795",,
09/11/2012,DOWA Holdings Co Ltd,508,,
09/11/2012,East Japan Railway Co,"5,340",,
09/11/2012,Ebara Corp,305,,
09/11/2012,Eisai Co Ltd,"3,405",,
09/11/2012,Fanuc Ltd,"12,680",,
09/11/2012,Fast Retailing Co Ltd,"16,870",,
09/11/2012,Fuji Electric Co Ltd,157,,
09/11/2012,Fuji Heavy Industries Ltd,794,,
09/11/2012,Fujifilm Holdings Corp,"1,273",,
09/11/2012,Fujikura Ltd,219,,
09/11/2012,Fujitsu Ltd,271,,
09/11/2012,Fukuoka Financial Group Inc,303,,
09/11/2012,Furukawa Co Ltd,67,,
09/11/2012,Furukawa Electric Co Ltd,144,,
09/11/2012,GS Yuasa Corp,300,,
09/11/2012,Heiwa Real Estate Co Ltd,932,,
09/11/2012,Hino Motors Ltd,623,,
09/11/2012,Hitachi Construction Machinery Co Ltd,"1,325",,
09/11/2012,Hitachi Ltd,416,,
09/11/2012,Hitachi Zosen Corp,99,,
09/11/2012,Hokuetsu Kishu Paper Co Ltd,415,,
09/11/2012,Honda Motor Co Ltd,"2,388",,
09/11/2012,Ihi Corp,163,,
09/11/2012,Inpex Corp,"436,000",,
09/11/2012,Isetan Mitsukoshi Holdings Ltd,733,,
09/11/2012,Isuzu Motors Ltd,450,,
09/11/2012,Itochu Corp,790,,
09/11/2012,J.Front Retailing Co Ltd,384,,
09/11/2012,Japan Steel Works Ltd,466,,
09/11/2012,Japan Tobacco Inc,"2,247",,
