ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Thursday, April 5, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4402.3 at 2012-04-05T16:35:50. Report at Thursday, April 5, 2012. Processed Saturday at 2012-04-07T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,785.865,4.447,3.683,.016,-,-,-.62,-,-,-,-,,3D Oil,,.08,+.1,.082,.09,.08,.079,+1.67,.215,.069,,
DDD,93.182,6.593,9.381,.009,-,-,-.44,-,-,-,-,,3D Res,,.039,-.1,.036,.039,.04,.039,-2.10,.06,.035,,
ARH,295.619,4.831,8.375,.080,-,-,.47,37.2,-,-,-,,A'asian Resources,,.175,-,.175,.185,.18,.17,+.40,.37,.15,,
ABU,30417.2,726.510,997.240,.152,-,-,-.43,-,-,-,-,,ABM Res,,.047,-.2,.047,.048,.05,.045,-3.68,.082,.033,,
AJC,6303.83,126.375,942.373,.038,-,-,-1.14,-,-,-,-,,Acacia Coal,,.042,-.3,.042,.043,.046,.04,-6.27,.16,.038,,
ACB,837.394,17.981,69.099,.045,-,-,-2.06,-,-,-,-,,A-Cap Res,,.225,+1.5,.22,.225,.225,.21,+7.54,.45,.165,,
ACS,34.500,89.763,6.217,.045,-,-,-.42,-,-,-,-,,Accent Res,,.25,-,.25,.275,.25,.25,+.40,.405,.235,,
ACN,4675.02,48.654,89.785,.099,-,-,-4.59,-,-,-,-,,Acer Energy,,.215,-2.5,.21,.215,.24,.21,-10.02,.245,.105,,
AIV,640.000,8.164,67.615,.003,-,-,-.78,-,-,-,-,,ActiveX,,.021,-,.02,.021,.022,.021,+.40,.062,.019,,
AIVO,-,2.974,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,+.40,.014,.001,,
ADD,850.230,13.878,57.313,.005,.01,1.5,-.51,-,-,-,-,,Adavale Resources,,.015,-,.015,.017,.015,.015,+.40,.037,.01,,
ADN,3160.14,48.125,12.571,.013,-,-,-.95,-,-,-,-,,Adelaide Res,,.09,-.4,.088,.09,.096,.084,-3.86,.165,.055,,
AAO,30.000,1.093,9.773,.012,.10,1.9,-9.92,-,-,-,-,,Adept Solutions,†,.19,-1,-,-,.19,.175,-4.60,.80,.135,,
AAOO,-,-,2.987,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,+.40,.11,.051,,
ABY,1010.12,23.770,33.604,.224,1.67,.4,12.66,5.6,9.00,1.41,12.59,,Aditya Birla,,.715,-,.705,.72,.74,.70,+.40,1.95,.68,,
ADY,2617.23,31.640,125.826,.030,-,-,-.44,-,-,-,-,,Admiralty Res,,.049,-.1,.047,.05,.052,.049,-1.60,.096,.037,,
AVD,254.429,3.923,137.905,.001,-,-,-.73,-,-,-,-,,Advance Energy,,.004,-,.004,.005,.004,.004,+.40,.02,.004,,
AVDOA,-,-,63.920,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.40,.005,.001,,
ADX,8058.43,60.184,150.228,.040,-,-,-1.93,-,-,-,-,,ADX Energy,,.092,+.4,.092,.093,.099,.086,+4.95,.11,.062,,
AFR,2198.63,59.499,193.677,.092,-,-,-1.92,-,-,-,-,,African Energy Res,,.28,-2,.275,.285,.30,.26,-6.27,.915,.225,,
AAE,2713.99,60.120,179.141,.005,-,-,-.23,-,-,-,-,,Agri Energy,,.007,-.1,.007,.008,.008,.007,-12.10,.018,.004,,
AGR,269.990,10.313,12.412,.026,-,-,-9.22,-,-,-,-,,Aguia Res,,.30,-6,.30,.33,.36,.30,-16.27,1.06,.30,,
AQG,1798.49,41.504,16.505,.727,-,-,28.59,28.0,-,-,-,,Alacer Gold,,8.00,-16,7.85,8.01,8.22,7.86,-1.56,12.30,7.60,,
AUQ,3442.83,20.680,33.963,.078,-,-,-2.59,-,-,-,-,,Alara Res,,.37,-2,.375,.38,.40,.36,-4.73,.42,.23,,
