ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 15, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5129.3 at 2013-03-15T16:57:05. Report at Friday, March 15, 2013. Processed Saturday at 2013-03-16T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,-,1.238,3.302,.022,-,-,-3.38,-,-,-,-,,3D Oil,,.094,-,.08,.09,.094,.094,+.16,.14,.06,,
DDD,-,2.648,5.738,.009,-,-,-.34,-,-,-,-,,3D Res,,.037,-,.028,.036,.037,.037,+.16,.045,.023,,
ARH,1039.38,2.841,2.884,.024,-,-,-1.26,-,-,-,-,,A'asian Resources,,.05,-.3,.05,.06,.055,.05,-5.50,.195,.05,,
AYC,20.000,.328,-,.013,-,-,-.47,-,-,-,-,,A1 Gold,,.22,-2,.18,.215,.24,.22,-8.17,.30,.20,,
ABU,35530.1,302.567,569.906,.135,-,-,-.43,-,-,-,-,,ABM Res,,.041,+.2,.041,.042,.043,.039,+5.29,.065,.035,,
AJC,4466.38,34.910,102.456,.014,-,-,-.42,-,-,-,-,,Acacia Coal,,.015,-.2,.015,.017,.017,.015,-11.61,.053,.013,,
ACB,504.006,6.820,15.544,.030,-,-,-2.00,-,-,-,-,,A-Cap Res,,.13,+1,.12,.12,.13,.115,+8.49,.275,.10,,
ACS,-,.234,89.569,.033,-,-,-.91,-,-,-,-,,Accent Res,,.18,-,.18,.19,.18,.18,+.16,.335,.18,,
AIV,125.000,8.500,7.102,.003,-,-,-.48,-,-,-,-,,ActiveX,,.013,-.2,.013,.015,.014,.013,-13.17,.025,.011,,
ADD,75.000,2.664,11.415,.005,-,-,-.58,-,-,-,-,,Adavale Resources,,.015,-,.015,.017,.015,.015,+.16,.021,.012,,
ADN,313.296,6.159,18.971,.008,-,-,-3.84,-,-,-,-,,Adelaide Res,,.04,-,.04,.044,.043,.04,+.16,.115,.035,,
ABY,1237.75,16.328,19.710,.139,1.61,.28,1.34,33.2,5.00,.27,11.24,,Aditya Birla,,.445,-3.5,.44,.465,.49,.44,-7.13,.80,.385,,
ADY,717.242,13.145,23.991,.024,-,-,-2.52,-,-,-,-,,Admiralty Res,,.033,-.2,.033,.034,.035,.033,-5.56,.052,.031,,
AVD,6327.87,191.566,3.600,.001,-,-,-.60,-,-,-,-,,Advance Energy,,.001,-,.001,.002,.001,.001,+.16,.007,.001,,
ADX,1060.00,72.083,43.694,.010,-,-,-3.10,-,-,-,-,,ADX Energy,,.02,-.1,.019,.02,.02,.016,-4.60,.099,.014,,
AQR,1659.15,12.689,2.168,.047,-,-,-1.36,-,-,-,-,,AEON Metals,,.28,-1,.26,.28,.29,.245,-3.29,.335,.06,,
AFR,2479.57,24.549,48.617,.044,-,-,-2.89,-,-,-,-,,African Energy Res,,.125,-,.12,.125,.13,.12,+.16,.315,.095,,
AGR,187.766,4.836,6.627,.015,-,-,-11.68,-,-,-,-,,Aguia Res,,.12,-2,.125,.15,.14,.12,-14.13,.48,.12,,
AQG,4362.29,46.813,34.352,.356,-,-,-130.01,-,-,-,-,,Alacer Gold,,3.41,-4,3.41,3.43,3.62,3.35,-1.00,8.49,3.10,,
AUQ,3774.06,33.954,10.343,.033,-,-,-1.50,-,-,-,-,,Alara Res,,.135,-1,.13,.14,.145,.135,-6.74,.42,.11,,
ALY,572.485,10.308,12.621,.018,-,-,-.39,-,-,-,-,,Alchemy Resources,,.115,-1,.105,.115,.125,.105,-7.84,.175,.07,,
AYN,57030.8,193.171,331.881,.029,-,-,-.24,-,-,-,-,,Alcyone Res,,.019,-.7,.018,.019,.026,.017,-26.76,.081,.017,,
AYNO,1562.50,7.289,-,-,-,-,-,-,-,-,-,,  opt may15,,.004,-.6,.005,.01,.01,.004,-59.84,.03,.004,,
AQI,-,.619,-,.003,-,-,-1.50,-,-,-,-,,Alicanto Min,,.21,-,.20,.205,.21,.21,+.16,.26,.20,,
ALK,2918.55,35.177,50.155,.222,-,-,-.52,-,-,-,-,,Alkane Res,,.595,+1.5,.56,.595,.60,.55,+2.74,1.615,.55,,
AHQ,120.000,1.547,-,.002,-,-,-.29,-,-,-,-,,Allegiance Coal,,.05,-.5,.05,.055,.055,.05,-8.93,.19,.05,,
AHQO,-,.194,-,-,-,-,-,-,-,-,-,,  opt mar14,,.005,-,.003,.01,.005,.005,+.16,.025,.005,,
AGS,582.002,8.282,115.970,.060,-,-,-1.12,-,-,-,-,,Alliance Res,,.175,-.5,.17,.175,.185,.17,-2.62,.415,.17,,
AGE,80.000,3.689,17.797,.011,-,-,-.50,-,-,-,-,,Alligator Energy,,.068,-.7,.07,.075,.076,.068,-9.17,.195,.06,,
AYR,1106.93,59.766,9.359,.003,-,-,-.39,-,-,-,-,,Alloy Res,,.01,+.1,.008,.01,.01,.008,+11.27,.022,.008,,
AYM,-,.130,22.566,.009,-,-,-1.31,-,-,-,-,,Altuis Mining,,.019,-,.013,.019,.019,.019,+.16,.056,.015,,
AOH,1959.73,31.612,44.210,.122,-,-,-4.82,-,-,-,-,,Altona Min,,.23,+.5,.22,.23,.235,.215,+2.38,.33,.20,,
AJM,709.701,6.555,24.026,.077,-,-,-.72,-,-,-,-,,Altura Min,,.17,-.5,.16,.17,.175,.16,-2.70,.23,.125,,
AWC,58490.8,869.018,993.883,3.185,.93,1.22,-2.41,-,2.80,-,2.47,,Alumina,,1.135,-4,1.125,1.14,1.182,1.11,-3.25,1.405,.625,,
AQO,1457.84,21.889,32.624,.018,-,-,-2.20,-,-,-,-,,Ambassador Oil & Gas,,.22,+.5,.21,.22,.22,.20,+2.48,.235,.075,,
AQOO,153.334,3.586,-,.002,-,-,-,-,-,-,-,,  opt oct13,,.033,-,.035,.045,.034,.033,+.16,.052,.006,,
AXZ,18.650,1.210,.530,.117,-,-,-4.67,-,-,-,-,,Amex Res,,1.50,-2,1.31,1.50,1.53,1.40,-1.16,1.73,.73,,
AMX,2379.63,43.299,42.732,.067,-,-,-16.83,-,-,-,-,,Ampella Min,,.27,+1,.26,.275,.275,.26,+4.00,1.19,.22,,
AEK,71.222,2.435,.583,.009,-,-,-1.15,-,-,-,-,,Anatolia Energy,,.06,+.5,.055,.065,.06,.055,+9.25,.125,.041,,
AEKO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun17,,.002,-,.001,-,.002,.002,+.16,.002,.002,,
AHR,-,-,.012,.010,-,-,-2.31,-,-,-,-,,Anchor Res,,.19,-,.05,.185,.19,.19,+.16,.20,.12,,
ATM,-,-,-,.002,-,-,5.64,22.2,4.05,1.39,3.24,,Aneka Tambang,,1.25,-,-,-,1.25,1.25,+.16,1.25,1.209,,
AAR,4815.64,64.301,18.664,.006,-,-,-1.15,-,-,-,-,,Anglo Aust Res,,.008,+.2,.007,.008,.008,.006,+33.49,.012,.005,,
AGG,2008.87,2.286,.557,.420,14.62,.32,1979.13,.2,5.87,337.16,1.25,,Anglogold Ashanti,,4.71,+5,4.74,5.00,4.98,4.30,+1.23,7.80,4.30,,
AWV,407.235,15.900,8.604,.008,-,-,-3.82,-,-,-,-,,Anova Metals,,.06,+.5,.058,.06,.06,.055,+9.25,.09,.053,,
AZZ,498.867,22.907,17.945,.129,-,-,-2.20,-,-,-,-,,Antares Energy,,.50,-2,.495,.505,.52,.495,-3.65,.60,.355,,
AZY,21142.3,154.401,2.184,.025,-,-,-1.44,-,-,-,-,,Antipa Min,,.19,+.5,.19,.20,.255,.195,+2.66,.255,.035,,
AZYO,2276.70,15.325,.290,-,-,-,-,-,-,-,-,,  opt mar13,,.012,+.4,.008,.012,.03,.012,+50.16,.04,.002,,
AZYOA,2998.90,31.687,-,.004,-,-,-,-,-,-,-,,  opt dec14,,.097,-,.097,.135,.155,.11,+.16,.155,.01,,
AOM,920.423,6.069,26.092,.003,-,-,-.08,-,-,-,-,,AO Energy,†,.06,-,.058,.06,.065,.06,+.16,.07,.001,,
AAL,-,.125,.410,-,-,-,-.25,-,-,-,-,,APAC Coal,,.003,-,.002,.005,.003,.003,+.16,.012,.002,,
AXM,21896.8,52.146,350.111,.014,-,-,-66.10,-,-,-,-,,Apex Minerals,†,.045,+.3,.044,.045,.06,.042,+7.30,.210,.002,,
AQQ,4107.84,201.045,12.165,.012,-,-,-.40,-,-,-,-,,Aphrodite Gold,,.049,+.1,.048,.049,.05,.046,+2.24,.088,.033,,
AQQO,100.000,15.513,6.376,-,-,-,-,-,-,-,-,,  opt dec13,,.003,-.1,.002,.003,.004,.003,-24.84,.016,.002,,
AOP,50.617,1.155,-,.004,-,-,-9.17,-,-,-,-,,Apollo Cons,,.10,-.5,.083,.088,.105,.10,-4.60,.295,.006,,
AON,6700.76,35.717,7.563,.017,-,-,-1.03,-,-,-,-,,Apollo Minerals,,.058,+.7,.056,.058,.062,.05,+13.88,.067,.026,,
AQP,10189.4,60.649,68.268,.351,-,-,-46.34,-,-,-,-,,Aquarius Platinum,,.72,-7,.70,.775,.805,.72,-8.70,2.46,.475,,
AQA,10085.6,38.842,17.917,.955,-,-,62.34,3.7,-,-,-,,Aquila Res,,2.32,-29,2.20,2.44,2.64,2.26,-10.95,5.49,1.86,,
ARU,2744.97,24.971,99.504,.068,-,-,-1.41,-,-,-,-,,Arafura Resources,,.155,-1,.15,.16,.17,.155,-5.90,.33,.145,,
ARX,2574.41,30.749,153.496,.004,-,-,-.33,-,-,-,-,,ARC Explore,,.004,-.1,.004,.005,.005,.004,-19.84,.008,.004,,
AXE,3906.48,15.619,29.019,.017,-,-,5.30,4.0,-,-,-,,Archer Explore,,.21,-,.21,.22,.25,.20,+.16,.45,.14,,
ARD,1402.80,6.421,9.395,.012,-,-,-4.10,-,-,-,-,,Argent Minerals,,.086,+.1,.086,.094,.10,.085,+1.34,.135,.05,,
AVK,95.000,.742,2.023,.003,-,-,-2.12,-,-,-,-,,Argentina Min,,.04,-.3,.03,.04,.043,.04,-6.82,.155,.04,,
AVKO,-,.239,.672,-,-,-,-,-,-,-,-,,  opt mar15,,.001,-,.003,.015,.001,.001,+.16,.03,.001,,
AXT,140.547,11.532,2.068,.003,-,-,-2.66,-,-,-,-,,Argo Explore,,.022,+.2,.022,.028,.023,.02,+10.16,.05,.009,,
ARE,605.741,12.280,16.278,.015,-,-,.71,7.6,-,-,-,,Argonaut Res,,.054,-.1,.052,.053,.055,.05,-1.66,.093,.038,,
AGY,6.000,1.273,.953,.010,-,-,-.84,-,-,-,-,,Argosy Minerals,,.08,-,.08,.09,.08,.08,+.16,.13,.041,,
AHK,315.000,1.329,2.350,.004,-,-,-7.01,-,-,-,-,,Ark Mines,,.135,+1.5,.06,.135,.14,.094,+12.66,.21,.052,,
AJQ,2176.03,29.844,-,.067,-,-,-,-,-,-,-,,Armour Energy,,.305,-4.5,.31,.32,.355,.305,-12.70,.50,.165,,
AJQO,108.400,3.196,-,.006,-,-,-,-,-,-,-,,  opt aug14,,.10,-1.5,.096,.10,.115,.096,-12.88,.14,.03,,
ARV,1340.76,97.182,44.156,.005,-,-,-.17,-,-,-,-,,Artemis Res,,.01,+.1,.009,.01,.01,.009,+11.27,.029,.006,,
AAJ,210.118,5.619,1.203,.006,-,-,-1.72,-,-,-,-,,Aruma Res,,.065,+.3,.06,.065,.065,.059,+5.00,.097,.05,,
AJY,-,.032,-,.006,-,-,-,-,-,-,-,,Asaplus Res,,.225,-,-,.23,.225,.225,+.16,.225,.20,,
AZQ,517.772,3.613,3.500,.006,-,-,-3.60,-,-,-,-,,Ascot Res,,.17,+2,.145,.17,.17,.145,+13.49,.19,.07,,
ATN,4382.91,76.287,46.509,.003,-,-,-.15,-,-,-,-,,Ashburton Min,,.003,+.1,.002,.003,.003,.002,+50.16,.007,.001,,
ATNO,-,-,-,-,-,-,-,-,-,-,-,,  opt apr14,,.001,-,-,.001,.001,.001,+.16,.002,.001,,
AKM,4977.79,183.864,72.254,.057,-,-,-.88,-,-,-,-,,Aspire Min,,.087,-.9,.086,.088,.099,.086,-9.22,.35,.055,,
ARO,5000.00,84.945,116.241,.003,-,-,-.11,-,-,-,-,,Astro Res,,.001,-,-,.001,.001,.001,+.16,.003,.001,,
AROOA,-,-,-,-,-,-,-,-,-,-,-,,  opt jun14,,.001,-,-,.001,.001,.001,+.16,.001,.001,,
AHN,148.900,1.043,1.946,.005,-,-,-1.52,-,-,-,-,,Athena Res,,.04,-,.035,.042,.04,.04,+.16,.086,.029,,
ATI,540.935,6.993,5.709,.030,-,-,-14.80,-,-,-,-,,Atlantic,,.195,-.5,.195,.20,.21,.19,-2.34,.68,.185,,
ATV,200.000,6.661,13.528,.022,-,-,-.23,-,-,-,-,,Atlantic Gold,,.029,-,.028,.03,.03,.029,+.16,.043,.026,,
ATVCD,-,-,.533,-,-,-,-,-,-,-,-,,  ctg,,.003,-,.001,-,.003,.003,+.16,.003,.003,,
AGO,58394.5,590.695,338.699,1.155,1.60,.79,-42.00,-,3.00,-,2.36,,Atlas Iron,,1.27,-9,1.265,1.275,1.36,1.19,-6.46,3.08,1.145,,
ATU,1619.24,38.515,-,.045,-,-,-,-,-,-,-,,Atrum Coal,,.77,+4,.77,.795,.815,.72,+5.64,.815,.15,,
AYA,104.500,2.217,.521,.037,-,-,-5.44,-,-,-,-,,Attila Res,,.75,+5,.745,.75,.75,.70,+7.30,1.05,.13,,
AYAO,20.000,.177,.100,.006,-,-,-,-,-,-,-,,  opt jun14,,.54,+4,.47,.70,.54,.50,+8.16,.77,.04,,
ACP,-,-,.018,.004,-,-,-.49,-,-,-,-,,Audalia Res,,.205,-,.17,.18,.205,.205,+.16,.23,.16,,
ACPO,-,.025,-,-,-,-,-,-,-,-,-,,  opt apr14,,.02,-,-,.02,.02,.02,+.16,.03,.02,,
AUK,881.504,3.397,8.448,.006,-,-,-5.56,-,-,-,-,,Augur Res,,.031,+.4,.035,.039,.034,.03,+14.97,.10,.024,,
AEE,885.901,10.024,4.724,.017,-,-,-1.77,-,-,-,-,,Aura Energy,,.10,-1,.105,.11,.115,.10,-8.93,.185,.095,,
AEEO,33.094,6.487,2.360,-,-,-,-,-,-,-,-,,  opt dec14,,.02,-.5,.02,.026,.025,.02,-19.84,.053,.015,,
AOU,94.276,1.581,1.096,.008,-,-,-5.36,-,-,-,-,,Auroch Min,,.245,+.5,.21,.24,.245,.24,+2.24,.41,.21,,
ARM,595.711,4.213,4.173,.007,-,-,-2.10,-,-,-,-,,Aurora Minerals,,.065,-.7,.065,.072,.074,.065,-9.56,.12,.063,,
AUT,10245.8,81.249,98.040,1.666,-,-,13.10,28.4,-,-,-,,Aurora Oil & Gas,,3.72,-5,3.68,3.72,3.745,3.52,-1.17,4.26,2.84,,
AIW,5592.63,39.064,17.520,.007,-,-,-6.76,-,-,-,-,,Aust-American Min,,.037,-,.037,.04,.042,.037,+.16,.073,.03,,
AUC,487.311,3.890,7.592,.008,-,-,-4.02,-,-,-,-,,Ausgold,,.054,-3.1,.051,.08,.085,.054,-36.31,1.00,.054,,
AUCO,-,2.238,.763,-,-,-,-,-,-,-,-,,  opt mar13,,.003,-,-,.001,.003,.003,+.16,.77,.003,,
AOA,-,.310,-,.002,-,-,-1.67,-,-,-,-,,Ausmon Resources,,.023,-,.02,.034,.023,.023,+.16,.20,.021,,
ANW,1107.04,8.088,1.789,.006,-,-,-.64,-,-,-,-,,AusNiCo,,.015,-.2,.014,.019,.017,.015,-11.61,.04,.014,,
AQC,5009.35,38.972,43.337,.009,-,-,.12,11.7,-,-,-,,Aust Pacific Coal,,.014,-.1,.013,.014,.014,.013,-6.51,.04,.012,,
AQD,125.000,9.698,4.194,.006,-,-,-2.57,-,-,-,-,,AusQuest,,.035,+.4,.032,.036,.035,.031,+13.06,.08,.023,,
ABZ,217.114,2.171,4.491,.026,-,-,-.81,-,-,-,-,,Aust Bauxite,,.23,-1,.215,.23,.25,.215,-4.01,.55,.215,,
AKA,100.000,1.511,1.186,.009,-,-,-.75,-,-,-,-,,Aust Minerals &  Min,,.079,-,.079,.084,.079,.079,+.16,.17,.067,,
AUZ,1433.70,26.039,33.392,.013,-,-,-.15,-,-,-,-,,Aust Mines,,.02,-.2,.02,.023,.024,.02,-8.93,.03,.012,,
AUZO,17.500,4.605,.969,-,-,-,-,-,-,-,-,,  opt jun13,,.002,-,.002,.004,.002,.002,+.16,.008,.002,,
