ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 31, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4914.0 at 2013-05-31T16:45:05. Report at Friday, May 31, 2013. Processed Saturday at 2013-06-01T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,53.000,8.520,7.226,.024,-,-,-3.61,-,-,-,-,,3D Oil,,.10,-1,.085,.11,.11,.10,-8.08,.14,.06,,
DDD,10.000,5.720,9.527,.005,-,-,-.10,-,-,-,-,,3D Res,,.022,-,.019,.022,.015,.015,+1.01,.045,.014,,
ARH,663.920,6.224,8.119,.020,-,-,-2.33,-,-,-,-,,A'asian Resources,,.04,-,.032,.04,.042,.04,+1.01,.16,.026,,
AYC,61.148,1.433,-,.010,-,-,-.47,-,-,-,-,,A1 Gold,,.18,-3,.18,.20,.20,.18,-13.27,.30,.17,,
ABU,28355.5,623.523,943.631,.092,-,-,-.43,-,-,-,-,,ABM Res,,.028,+.3,.028,.03,.03,.024,+13.01,.065,.023,,
AJC,870.000,69.717,160.057,.009,-,-,-.42,-,-,-,-,,Acacia Coal,,.01,+.1,.01,.011,.011,.01,+11.01,.032,.009,,
ACB,1607.93,18.070,32.728,.014,-,-,-1.08,-,-,-,-,,A-Cap Res,,.052,-,.052,.059,.059,.047,+1.01,.175,.047,,
ACS,-,.702,90.189,.034,-,-,-.86,-,-,-,-,,Accent Res,,.19,-,.19,.33,.19,.19,+1.01,.335,.15,,
AIV,4987.75,71.952,10.612,.004,-,-,-.48,-,-,-,-,,ActiveX,,.015,-,.015,.016,.015,.015,+1.01,.022,.010,,
ADD,521.666,5.381,21.141,.001,-,-,-1.58,-,-,-,-,,Adavale Resources,,.004,-.3,.004,.007,.007,.004,-41.84,.021,.004,,
ADN,2650.29,234.907,60.291,.014,-,-,-3.84,-,-,-,-,,Adelaide Res,,.075,+.1,.085,.08,.087,.072,+2.36,.25,.035,,
ABY,555.487,31.451,36.460,.121,1.63,.24,-2.66,-,5.00,-,12.99,,Aditya Birla,,.385,-.5,.385,.39,.40,.38,-.27,.60,.335,,
ADY,2713.28,24.641,48.796,.022,-,-,-2.52,-,-,-,-,,Admiralty Res,,.03,+.2,.021,.03,.03,.023,+8.16,.052,.023,,
AVD,3000.00,198.171,5.748,.001,-,-,-.30,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,+1.01,.007,.001,,
ADX,1501.55,84.129,86.971,.007,-,-,-3.10,-,-,-,-,,ADX Energy,,.015,-.1,.015,.016,.017,.015,-5.24,.087,.013,,
AQR,206.196,17.337,4.304,.038,-,-,-.13,-,-,-,-,,AEON Metals,,.22,+1,.22,.25,.25,.22,+5.77,.335,.06,,
AFR,2274.54,42.061,107.922,.034,-,-,-3.36,-,-,-,-,,African Energy Res,,.085,+.5,.083,.085,.09,.08,+7.26,.22,.08,,
AGR,1347.24,11.821,14.539,.008,-,-,-11.68,-,-,-,-,,Aguia Res,,.06,-.5,.059,.068,.058,.051,-7.32,.22,.051,,
AQG,4929.17,83.069,69.195,.246,-,-,-130.01,-,-,-,-,,Alacer Gold,,2.27,+7,2.24,2.30,2.30,2.04,+4.19,6.860,2.04,,
AUQ,2923.92,45.114,34.657,.016,-,-,-2.58,-,-,-,-,,Alara Res,,.065,-1,.056,.065,.068,.055,-12.32,.345,.055,,
ALY,-,13.770,20.023,.007,-,-,-.39,-,-,-,-,,Alchemy Resources,,.042,-,.035,.037,.042,.042,+1.01,.16,.04,,
AWD,39012.5,163.701,656.995,.015,-,-,-.32,-,-,-,-,,Aleator Energy,,.009,-.1,.008,.009,.01,.008,-8.99,.018,.008,,
AWDO,3500.00,59.072,367.240,.003,-,-,-,-,-,-,-,,  opt jan15,,.002,-,.001,.002,.002,.002,+1.01,.005,.002,,
AQI,20.000,1.420,-,.003,-,-,-1.50,-,-,-,-,,Alicanto Min,,.20,-,.15,.22,.20,.20,+1.01,.26,.20,,
ALK,2747.36,59.076,107.392,.153,-,-,19.00,2.2,-,-,-,,Alkane Res,,.41,-7.5,.41,.42,.485,.405,-14.29,1.19,.405,,
AHQ,20.000,2.363,2.019,.001,-,-,-.29,-,-,-,-,,Allegiance Coal,,.022,+.1,.021,.028,.022,.022,+5.77,.125,.021,,
AHQO,-,.566,.375,-,-,-,-,-,-,-,-,,  opt mar14,,.001,-,-,.01,.001,.001,+1.01,.025,.001,,
AGS,1188.21,18.868,175.528,.041,-,-,-1.25,-,-,-,-,,Alliance Res,,.12,-.5,.12,.135,.13,.11,-3.15,.355,.11,,
AGE,455.000,10.384,27.618,.005,-,-,-.64,-,-,-,-,,Alligator Energy,,.032,-.4,.032,.038,.035,.031,-10.42,.125,.029,,
AYR,3285.60,97.447,18.944,.002,-,-,-.34,-,-,-,-,,Alloy Res,,.006,-,.006,.007,.007,.005,+1.01,.022,.005,,
AYM,-,.869,26.497,.008,.04,.43,-1.04,-,-,-,-,,Altuis Mining,,.017,-,.002,.017,.017,.017,+1.01,.05,.013,,
AOH,2129.27,61.580,80.068,.098,-,-,.90,20.6,-,-,-,,Altona Min,,.185,+1,.17,.185,.185,.15,+6.73,.33,.15,,
AJM,298.748,15.132,60.129,.045,-,-,-.72,-,-,-,-,,Altura Min,,.10,+.5,.10,.11,.10,.097,+6.28,.22,.09,,
AWC,60508.5,1485.13,1831.09,2.904,.93,1.11,-2.41,-,2.80,-,2.71,,Alumina,,1.035,-.5,1.025,1.04,1.07,1.00,+.53,1.405,.625,,
AQO,214.210,43.050,42.310,.014,-,-,-4.44,-,-,-,-,,Ambassador Oil & Gas,,.17,+.5,.15,.17,.17,.15,+4.04,.275,.075,,
AQOO,130.000,6.422,1.182,-,-,-,-,-,-,-,-,,  opt oct13,,.018,-,.015,.025,.018,.018,+1.01,.05,.006,,
AXZ,151.992,1.681,1.304,.079,-,-,-4.67,-,-,-,-,,Amex Res,,1.00,-10,.95,1.00,1.10,1.00,-8.08,1.73,.73,,
AMX,5412.88,73.839,106.720,.048,-,-,-16.08,-,-,-,-,,Ampella Min,,.195,-1.5,.19,.195,.22,.195,-6.13,.79,.17,,
AEK,35.000,4.283,1.229,.010,-,-,-1.15,-,-,-,-,,Anatolia Energy,,.055,-.6,.053,.056,.056,.05,-9.70,.08,.041,,
AEKO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun17,,.002,-,.001,-,.002,.002,+1.01,.002,.002,,
AHR,-,-,.017,.010,-,-,-2.31,-,-,-,-,,Anchor Res,,.19,-,.056,.19,.19,.19,+1.01,.20,.12,,
ATM,-,.002,-,.001,-,-,5.64,19.5,2.11,2.67,1.92,,Aneka Tambang,,1.10,-2.1,-,-,1.10,1.079,-.91,1.25,1.079,,
AAR,475.000,87.944,38.874,.003,-,-,-1.15,-,-,-,-,,Anglo Aust Res,,.004,-,.004,.005,.005,.004,+1.01,.012,.004,,
AGG,6.881,7.261,.719,.308,14.37,.24,207.05,1.7,4.69,44.15,1.36,,Anglogold Ashanti,,3.45,-2,3.40,3.76,3.44,3.37,+.43,7.80,3.37,,
AWV,318.279,21.145,18.414,.005,-,-,-10.35,-,-,-,-,,Anova Metals,,.028,-.2,.028,.03,.03,.028,-5.65,.083,.028,,
AZZ,756.763,46.253,47.228,.087,-,-,-3.10,-,-,-,-,,Antares Energy,,.34,-1.5,.34,.35,.37,.345,-3.15,.60,.345,,
AZY,771.000,189.267,5.185,.010,-,-,-1.44,-,-,-,-,,Antipa Min,,.055,+.5,.053,.059,.055,.048,+11.01,.255,.035,,
AZYOA,125.000,41.333,-,-,-,-,-,-,-,-,-,,  opt dec14,,.015,+.2,.015,.03,.015,.015,+16.40,.155,.01,,
AOM,226.120,7.314,89.741,.001,-,-,-8.14,-,-,-,-,,AO Energy,†,.02,-.6,.02,.035,.026,.02,-22.06,.07,.001,,
AAL,-,.406,.998,-,-,-,-.25,-,-,-,-,,APAC Coal,,.002,-,.002,.004,.002,.002,+1.01,.006,.002,,
AXM,1524.82,133.621,1852.00,.004,-,-,-46.09,-,-,-,-,,Apex Minerals,,.014,-.1,.014,.015,.015,.012,-5.65,.156,.012,,
AQQ,2567.96,224.957,26.285,.009,-,-,-.41,-,-,-,-,,Aphrodite Gold,,.038,+.5,.033,.038,.04,.031,+16.16,.088,.03,,
AQQO,317.500,18.318,8.698,-,-,-,-,-,-,-,-,,  opt dec13,,.001,-,.001,.002,.001,.001,+1.01,.015,.001,,
AOP,40.452,2.454,3.475,.002,-,-,-10.32,-,-,-,-,,Apollo Cons,,.043,+.2,.042,.043,.043,.041,+5.89,.295,.04,,
AON,85.941,70.525,19.406,.013,-,-,-1.03,-,-,-,-,,Apollo Minerals,,.039,+.4,.036,.039,.04,.035,+12.44,.08,.026,,
AQP,3807.55,92.233,154.515,.316,-,-,-46.34,-,-,-,-,,Aquarius Platinum,,.65,+4,.60,.68,.665,.60,+7.57,1.20,.475,,
AQA,3997.34,70.854,46.620,.898,-,-,62.34,3.5,-,-,-,,Aquila Res,,2.18,+3,2.09,2.18,2.18,2.05,+2.41,3.27,1.63,,
ARU,1247.72,46.352,171.091,.044,-,-,-1.41,-,-,-,-,,Arafura Resources,,.10,-.5,.10,.105,.11,.10,-3.75,.26,.10,,
ARX,682.000,105.960,202.070,.003,-,-,-.13,-,-,-,-,,ARC Explore,,.003,-.1,.003,.004,.004,.003,-23.99,.008,.003,,
AXE,517.657,28.479,146.842,.012,-,-,5.30,2.6,-,-,-,,Archer Explore,,.14,-,.14,.145,.15,.135,+1.01,.28,.13,,
ARD,130.000,11.690,16.373,.008,-,-,-3.07,-,-,-,-,,Argent Minerals,,.051,-,.051,.055,.053,.051,+1.01,.105,.048,,
AVK,-,1.459,7.869,.002,-,-,-7.08,-,-,-,-,,Argentina Min,,.025,-,.013,.025,.025,.025,+1.01,.115,.025,,
AVKO,-,.294,1.630,-,-,-,-,-,-,-,-,,  opt mar15,,.001,-,.001,.017,.001,.001,+1.01,.02,.001,,
AXT,168.000,15.655,13.486,.003,-,-,-6.85,-,-,-,-,,Argo Explore,,.022,+.2,.02,.023,.022,.02,+11.01,.032,.009,,
ARE,670.001,19.267,29.786,.008,-,-,-.20,-,-,-,-,,Argonaut Res,,.028,-.1,.026,.028,.029,.026,-2.44,.093,.026,,
AGY,459.694,4.436,2.160,.008,-,-,-.78,-,-,-,-,,Argosy Minerals,,.061,-2.4,.061,.10,.085,.06,-27.22,.145,.041,,
AHK,-,1.754,3.864,.004,-,-,-4.10,-,-,-,-,,Ark Mines,,.115,-,.05,.10,.115,.115,+1.01,.14,.052,,
AJQ,999.574,41.764,35.091,.060,-,-,-.50,-,-,-,-,,Armour Energy,,.27,-1,.255,.27,.28,.25,-2.56,.41,.165,,
AJQO,22.500,5.493,7.306,.004,-,-,-,-,-,-,-,,  opt aug14,,.07,+1.2,.055,.07,.07,.04,+21.70,.14,.03,,
ARV,1632.63,116.384,65.530,.004,-,-,-.17,-,-,-,-,,Artemis Res,,.008,-.1,.008,.009,.009,.008,-10.10,.024,.006,,
AAJ,10.000,11.538,2.429,.005,-,-,-1.72,-,-,-,-,,Aruma Res,,.039,+.3,.039,.049,.039,.036,+9.35,.097,.036,,
AJY,-,.041,-,.006,-,-,-,-,-,-,-,,Asaplus Res,,.235,-,-,.235,.235,.235,+1.01,.235,.20,,
