ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 13, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4787.3 at 2011-05-13T16:39:16. Report at Friday, May 13, 2011. Processed Saturday at 2011-05-14T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,846.700,5.949,15.326,.035,-,-,-.44,-,-,-,-,,3D Oil,,.175,-3,.175,.20,.20,.17,-14.04,.285,.14,,
DDD,560.500,11.660,6.305,.010,-,-,-.93,-,-,-,-,,3D Res,,.05,-,.05,.06,.05,.045,+.60,.062,.019,,
AAO,929.000,12.577,4.132,.031,-,-,-1.22,-,-,-,-,,A'asia Consolidated,,.165,-3.5,.16,.165,.20,.165,-16.90,.295,.044,,
AAOO,170.000,3.482,.063,.008,-,-,-,-,-,-,-,,  opt apr13,,.06,-1,.06,.085,.075,.06,-13.69,.16,.011,,
ARH,248.916,9.813,10.125,.133,-,-,.57,52.6,-,-,-,,A'asian Resources,,.30,-1,.285,.31,.325,.27,-2.63,.63,.20,,
AAM,2001.91,73.045,66.291,.008,-,-,-2.95,-,-,-,-,,A1 Minerals,,.041,-.4,.041,.043,.046,.041,-8.29,.27,.039,,
ABU,151289,1585.82,372.104,.120,-,-,.82,6.6,-,-,-,,ABM Res,,.054,+.7,.052,.054,.056,.048,+15.49,.056,.016,,
AII,235.040,2.687,.620,.053,-,-,-1.98,-,-,-,-,,Abra Min,,.375,-,.375,.38,.385,.375,+.60,.39,.086,,
ACB,1378.19,80.206,27.473,.062,-,-,-2.10,-,-,-,-,,A-Cap Res,,.31,-3,.31,.32,.345,.31,-8.22,.76,.28,,
ACS,459.045,8.800,17.910,.058,-,-,-.69,-,-,-,-,,Accent Res,,.34,+9,.32,.335,.34,.255,+36.60,.46,.13,,
AEX,16261.8,554.890,1489.20,.006,-,-,-.21,-,-,-,-,,Acclaim Explore,,.004,-,.003,.004,.005,.003,+.60,.027,.003,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,-,.005,.004,.004,+.60,.004,.003,,
AIV,523.445,78.555,14.550,.006,-,-,-1.06,-,-,-,-,,Activex,,.048,-.4,.046,.049,.054,.048,-7.09,.124,.046,,
