ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 13, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4404.2 at 2012-04-13T16:40:34. Report at Friday, April 13, 2012. Processed Saturday at 2012-04-14T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,548.250,4.995,4.089,.018,-,-,-.62,-,-,-,-,,3D Oil,,.091,+1.1,.08,.095,.095,.08,+13.71,.215,.069,,
DDD,-,6.593,10.223,.009,-,-,-.44,-,-,-,-,,3D Res,,.039,-,.036,.039,.039,.039,-.04,.06,.035,,
ARH,915.302,5.747,8.632,.073,-,-,.47,34.0,-,-,-,,A'asian Resources,,.16,-1.5,.16,.17,.18,.16,-8.61,.37,.15,,
ABU,8598.00,735.108,1079.28,.149,-,-,-.43,-,-,-,-,,ABM Res,,.046,-.1,.048,.046,.047,.046,-2.17,.082,.033,,
AJC,3438.14,129.813,986.162,.037,-,-,-1.14,-,-,-,-,,Acacia Coal,,.041,-.1,.04,.041,.043,.04,-2.42,.15,.038,,
ACB,2626.82,20.608,71.399,.050,-,-,-2.06,-,-,-,-,,A-Cap Res,,.25,+2.5,.245,.26,.275,.225,+11.07,.45,.165,,
ACS,79.481,89.842,6.337,.040,-,-,-.42,-,-,-,-,,Accent Res,,.22,-3,.22,.225,.25,.22,-12.04,.405,.22,,
ACN,2696.83,51.350,93.919,.087,-,-,-4.59,-,-,-,-,,Acer Energy,,.19,-2.5,.19,.195,.23,.185,-11.67,.245,.105,,
AIV,150.000,8.314,68.565,.003,-,-,-.78,-,-,-,-,,ActiveX,,.02,-.1,-,-,.02,.02,-4.80,.062,.019,,
AIVO,-,2.974,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,-.04,.014,.001,,
ADD,715.442,14.594,59.612,.004,.01,1.4,-.51,-,-,-,-,,Adavale Resources,,.014,-.1,.014,.015,.015,.014,-6.71,.037,.01,,
ADN,5016.46,53.142,13.360,.014,-,-,-.95,-,-,-,-,,Adelaide Res,,.094,+.4,.092,.095,.115,.086,+4.40,.16,.055,,
AAO,132.956,1.226,9.987,.011,.10,1.7,-9.92,-,-,-,-,,Adept Solutions,†,.175,-1.5,.17,.19,.19,.175,-7.94,.80,.135,,
AAOO,-,-,2.987,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,-.04,.11,.051,,
ABY,694.346,24.464,37.987,.213,1.67,.4,12.66,5.4,9.00,1.41,13.24,,Aditya Birla,,.68,-3.5,.68,.695,.72,.675,-4.94,1.95,.675,,
ADY,1674.14,33.314,150.505,.029,-,-,-.44,-,-,-,-,,Admiralty Res,,.047,-.2,.046,.048,.048,.047,-4.12,.096,.038,,
AVD,541.040,4.464,140.025,.001,-,-,-.73,-,-,-,-,,Advance Energy,,.004,-,-,-,.004,.004,-.04,.02,.004,,
AVDOA,-,-,64.670,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,-.04,.005,.001,,
ADX,3304.11,63.488,156.711,.038,-,-,-1.93,-,-,-,-,,ADX Energy,,.086,-.6,.085,.087,.092,.085,-6.56,.11,.062,,
AFR,3410.12,62.909,203.611,.092,-,-,-1.92,-,-,-,-,,African Energy Res,,.28,-,.28,.285,.285,.26,-.04,.915,.225,,
AAE,4071.38,64.192,187.185,.005,-,-,-.23,-,-,-,-,,Agri Energy,,.007,-,.006,.007,.007,.007,-.04,.017,.004,,
AGR,1198.65,11.512,12.921,.027,-,-,-9.22,-,-,-,-,,Aguia Res,,.32,+2,.31,.33,.32,.26,+6.62,1.00,.26,,
AQG,1379.30,42.884,18.996,.744,-,-,28.59,28.6,-,-,-,,Alacer Gold,,8.19,+19,8.17,8.30,8.20,7.76,+2.33,12.30,7.60,,
AUQ,2065.99,22.746,37.069,.080,-,-,-2.59,-,-,-,-,,Alara Res,,.38,+1,.375,.39,.39,.365,+2.66,.41,.23,,
ALY,216.750,14.651,24.074,.023,-,-,-1.68,-,-,-,-,,Alchemy Resources,,.145,-.5,.135,.155,.145,.135,-3.38,.317,.114,,
AYN,27354.2,424.992,2208.63,.091,-,-,-.52,-,-,-,-,,Alcyone Res,,.069,-.4,.068,.069,.073,.066,-5.52,.145,.066,,
ALK,5299.44,82.108,123.169,.454,-,-,-1.00,-,-,-,-,,Alkane Res,,1.35,-5,1.335,1.35,1.395,1.305,-3.61,2.676,.882,,
AGS,2881.94,147.026,26.929,.101,-,-,-1.77,-,-,-,-,,Alliance Res,,.295,-2,.295,.30,.31,.26,-6.39,.615,.115,,
ALD,183.855,9.316,108.315,.112,2.99,.6,-3.03,-,-,-,-,,Allied Gold,†,1.74,-4.5,1.65,1.75,1.78,1.72,-2.56,4.00,.45,,
AGE,522.875,22.021,46.958,.026,-,-,-.36,-,-,-,-,,Alligator Energy,,.185,+1,.185,.19,.19,.17,+5.67,.195,.076,,
AYR,150.000,11.773,38.586,.003,-,-,-.33,-,-,-,-,,Alloy Res,,.016,-,.015,.018,.016,.016,-.04,.076,.015,,
AYM,50.000,25.285,-,.014,.08,.9,-.65,-,-,-,-,,Altuis Mining,,.07,+.5,.052,.075,.07,.068,+7.65,.15,.06,,
AOH,2984.13,56.624,106.094,.136,-,-,-4.72,-,-,-,-,,Altona Min,,.26,-2.5,.26,.27,.285,.25,-8.81,.39,.19,,
AJM,3118.71,47.645,41.023,.100,-,-,-.39,-,-,-,-,,Altura Min,,.22,-1,.215,.22,.23,.21,-4.39,.23,.13,,
AWC,66453.6,1301.89,1163.59,2.953,1.04,1.2,5.12,23.6,5.68,.90,4.69,f,Alumina,,1.21,-1.5,1.20,1.21,1.22,1.165,-1.27,2.48,1.085,,
AMU,1078.59,55.694,73.601,.056,.30,.7,.35,62.9,-,-,-,,Amadeus Energy,,.22,-,.22,.225,.22,.22,-.04,.27,.19,,
AQO,449.901,36.033,-,.015,-,-,-1.20,-,-,-,-,,Ambassador Oil & Gas,,.18,+1,.18,.19,.18,.17,+5.84,.245,.17,,
AXZ,.400,.722,6.639,.088,-,-,-3.46,-,-,-,-,,Amex Res,,1.22,-3,-,-,1.25,1.22,-2.44,1.50,.64,,
AMX,7987.74,77.840,38.928,.240,-,-,-12.25,-,-,-,-,,Ampella Min,,1.015,-5,1.005,1.035,1.08,.93,-4.74,2.61,.93,,
AEK,133.300,.904,5.018,.011,-,-,-2.18,-,-,-,-,,Anatolia Energy,,.10,-2,.07,.10,.12,.09,-16.71,.20,.09,,
AHR,-,.012,8.792,.011,-,-,-4.79,-,-,-,-,,Anchor Res,,.20,-,-,-,.20,.20,-.04,.34,.15,,
ATM,-,-,-,2.385,-,-,2.16,57.9,3.28,.66,2.62,,Aneka Tambang,,1.25,-,-,-,1.217,1.217,-.04,1.25,1.217,,
AAR,2042.49,24.664,72.684,.005,-,-,-.11,-,-,-,-,,Anglo Aust Res,,.008,-,.008,.01,.01,.008,-.04,.027,.008,,
AGG,23.305,.636,.496,.596,2.60,2.6,55.83,12.0,9.51,5.87,1.42,,Anglogold Ashanti,,6.68,+10,6.68,7.10,6.74,6.50,+1.48,9.48,6.50,,
AZZ,1885.62,30.076,100.478,.116,-,-,-1.40,-,-,-,-,,Antares Energy,,.445,-3,.43,.445,.46,.42,-6.36,.56,.35,,
AZY,30.472,3.053,-,.006,-,-,-.84,-,-,-,-,,Antipa Min,,.11,+1,.10,.12,.11,.10,+9.96,.31,.076,,
AZYO,-,.478,-,-,-,-,-,-,-,-,-,,  opt mar13,,.017,-,.017,.06,.017,.017,-.04,.13,.016,,
AAL,40.000,.510,2.593,.002,-,-,-.07,-,-,-,-,,APAC Coal,,.009,-,.009,.012,.009,.009,-.04,.022,.009,,
AXM,25882.7,698.646,1212.26,.011,-,-,.07,2.9,-,-,-,,Apex Minerals,,.002,-.1,.002,.003,.003,.002,-33.38,.013,.001,,
AXMO,-,.632,98.065,-,-,-,-,-,-,-,-,,  opt nov12,,.001,-,-,-,.001,.001,-.04,.004,.001,,
AQQ,624.225,18.750,29.942,.010,-,-,-.49,-,-,-,-,,Aphrodite Gold,,.055,-.1,-,-,.056,.053,-1.83,.128,.052,,
AQQO,100.000,6.538,5.946,-,-,-,-,-,-,-,-,,  opt dec13,,.012,-,.012,.015,.012,.012,-.04,.035,.01,,
AON,5.178,10.131,11.305,.010,-,-,-1.11,-,-,-,-,,Apollo Minerals,,.053,-.6,.053,.058,.059,.053,-10.21,.10,.045,,
AQP,5147.90,88.804,96.843,.992,-,-,-46.14,-,3.76,-,1.78,,Aquarius Platinum,,2.11,-10,2.09,2.14,2.16,2.02,-4.57,5.53,1.955,,
AQA,2089.99,26.663,31.226,2.141,-,-,-20.60,-,-,-,-,,Aquila Res,,5.20,-8,5.11,5.20,5.35,4.97,-1.56,9.236,3.927,,
ARU,1760.35,128.124,168.565,.123,-,-,-1.91,-,-,-,-,,Arafura Resources,,.31,-,.305,.31,.31,.30,-.04,1.345,.295,,
ARX,3259.31,169.291,448.647,.007,-,-,-.41,-,-,-,-,,ARC Explore,,.008,-,.007,.008,.008,.007,-.04,.036,.005,,
ARXO,-,-,1.200,-,-,-,-,-,-,-,-,,  opt jun12,,.002,-,-,-,.002,.002,-.04,.006,.001,,
AXE,2297.54,49.197,13.386,.024,-,-,-1.60,-,-,-,-,,Archer Explore,,.31,-1,.30,.315,.315,.29,-3.17,.36,.11,,
ARD,1032.75,12.587,40.339,.015,-,-,-5.10,-,-,-,-,,Argent Minerals,,.105,-1,.11,.12,.115,.10,-8.74,.29,.10,,
AVK,733.324,3.435,13.214,.004,-,-,-1.34,-,-,-,-,,Argentina Min,,.115,+1,.105,.13,.125,.085,+9.48,.275,.075,,
AVKO,152.500,.924,3.176,-,-,-,-,-,-,-,-,,  opt mar15,,.03,+.9,.025,.04,.03,.021,+42.81,.11,.012,,
AXT,765.000,4.057,14.393,.003,-,-,-2.33,-,-,-,-,,Argo Explore,,.034,-.1,.03,.034,.035,.03,-2.90,.165,.029,,
ARE,202.692,21.885,50.377,.016,-,-,-1.62,-,-,-,-,,Argonaut Res,,.063,-.3,-,-,.066,.063,-4.59,.098,.039,,
AGY,34.750,1.556,22.903,.011,-,-,-1.06,-,-,-,-,,Argosy Minerals,,.09,-1,.09,.10,.10,.09,-10.04,.275,.062,,
AHK,22.000,2.683,-,.005,-,-,-6.16,-,-,-,-,,Ark Mines,,.18,-,-,-,.18,.18,-.04,.425,.14,,
ARV,279.833,50.753,113.265,.008,-,-,-.26,-,-,-,-,,Artemis Res,,.024,-,.025,.027,.024,.022,-.04,.057,.012,,
AAJ,95.000,2.330,3.119,.003,-,-,-.93,-,-,-,-,,Aruma Res,,.07,-,-,-,.07,.07,-.04,.115,.06,,
ATN,4901.42,69.707,250.523,.005,-,-,-.82,-,-,-,-,,Ashburton Min,,.006,-,.005,.006,.007,.006,+4.96,.068,.005,,
AKM,1702.24,85.755,139.593,.199,-,-,-1.03,-,-,-,-,,Aspire Min,,.32,-2.5,.315,.32,.345,.315,-7.29,1.03,.275,,
AZT,4043.90,51.745,28.507,2.095,-,-,80.00,12.8,-,-,-,,Aston Res,,10.23,+58,9.50,10.25,10.47,9.63,+5.97,12.22,8.17,,
ARO,5060.00,233.602,293.444,.007,-,-,-.09,-,-,-,-,,Astro Res,,.003,+.1,-,-,.003,.003,+49.96,.007,.002,,
AROOB,-,.750,33.536,-,-,-,-,-,-,-,-,,  opt nov12,,.001,-,-,-,.001,.001,-.04,.003,.001,,
AHN,268.396,3.063,38.158,.010,-,-,-1.44,-,-,-,-,,Athena Res,,.085,+.5,.079,.085,.086,.08,+6.21,.133,.072,,
AHNOA,120.000,2.520,.639,-,-,-,-,-,-,-,-,,  opt apr12,,.001,-.2,.001,.004,.003,.001,-66.71,.065,.001,,
ATI,752.575,13.266,19.404,.082,-,-,21.10,2.7,-,-,-,,Atlantic,,.58,-2,.58,.605,.615,.575,-3.38,2.40,.455,,
ATV,673.150,18.334,24.622,.018,-,-,-.25,-,-,-,-,,Atlantic Gold,,.032,-,-,-,.033,.032,-.04,.052,.031,,
ATVCD,-,.533,-,-,-,-,-,-,-,-,-,,  ctg,,.003,-,-,-,.003,.003,-.04,.03,.001,,
AGO,22961.8,486.031,494.947,2.605,.02,145.5,21.60,13.5,3.00,7.20,1.03,,Atlas Iron,,2.91,+6,2.89,2.92,2.92,2.78,+2.06,4.34,2.58,,
AYA,11.500,.589,1.784,.002,-,-,-1.75,-,-,-,-,,Attila Res,,.17,-,.10,.20,.17,.17,-.04,.532,.15,,
AYAO,-,.100,-,-,-,-,-,-,-,-,-,,  opt jun14,,.06,-,-,-,.06,.06,-.04,.21,.035,,
ACP,-,.021,-,.003,-,-,-.36,-,-,-,-,,Audalia Res,,.23,-,-,-,.23,.23,-.04,.26,.10,,
ACPO,-,-,-,-,-,-,-,-,-,-,-,,  opt apr14,,.03,-,-,-,.03,.03,-.04,.03,.03,,
AUK,171.088,20.121,8.756,.014,-,-,-1.34,-,-,-,-,,Augur Res,,.08,-,.076,.08,.082,.078,-.04,.48,.07,,
AEE,916.964,8.806,82.139,.020,-,-,-1.47,-,-,-,-,,Aura Energy,,.13,-2,.13,.15,.15,.12,-13.38,.362,.12,,
AEEO,29.167,3.741,-,-,-,-,-,-,-,-,-,,  opt dec14,,.043,-1,-,-,.053,.043,-18.91,.07,.042,,
AGU,297.758,13.013,193.071,.007,-,-,-.13,-,-,-,-,,Aurium Res,,.022,-.2,-,-,.024,.022,-8.38,.06,.018,,
AGUOA,-,3.468,57.931,-,-,-,-,-,-,-,-,,  opt sep12,,.004,-,-,-,.004,.004,-.04,.029,.002,,
ARM,114.864,7.540,25.388,.011,-,-,-4.98,-,-,-,-,,Aurora Minerals,,.11,-,.11,.115,.115,.11,-.04,.285,.095,,
AUT,3685.39,119.468,176.500,1.548,-,-,7.38,50.9,-,-,-,,Aurora Oil & Gas,,3.76,+4,3.75,3.80,3.77,3.58,+1.03,3.95,2.11,,
AIW,1485.79,24.906,208.638,.005,-,-,-5.40,-,-,-,-,,Aust-American Min,†,.063,-.2,.062,.064,.065,.062,-3.12,.14,.021,,
AIWO,-,2.354,32.997,-,-,-,-,-,-,-,-,,  opt dec12,†,.001,-,-,.006,.001,.001,-.04,.015,.001,,
AUC,226.697,8.381,11.600,.098,-,-,-.34,-,-,-,-,,Ausgold,,.80,-,.78,.80,.80,.70,-.04,1.81,.70,,
AUCO,150.750,1.280,3.210,.049,-,-,-,-,-,-,-,,  opt mar13,,.60,-10,.55,.70,.68,.60,-14.33,1.60,.60,,
AOA,191.000,.191,.357,.012,-,-,-2.00,-,-,-,-,,Ausmon Resources,,.165,-3.5,.10,.165,.20,.12,-17.54,.225,.12,,
ANW,-,2.483,1.323,.003,-,-,-1.20,-,-,-,-,,AusNiCo,,.036,-,-,-,.036,.036,-.04,.16,.03,,
AQC,2880.00,54.329,290.654,.020,.01,3.8,-.14,-,-,-,-,,Aust Pacific Coal,,.038,-.1,.034,.037,.039,.034,-2.61,.089,.028,,
AQD,525.291,5.361,19.376,.015,-,-,-5.73,-,-,-,-,,AusQuest,,.065,-.1,.063,.065,.066,.062,-1.56,.17,.052,,
AQR,165.000,2.664,8.661,.027,-,-,-3.33,-,-,-,-,,Aussie Q Res,,.18,+2,.16,.19,.18,.155,+12.46,.44,.115,,
ABZ,150.320,10.925,5.918,.051,-,-,-.81,-,-,-,-,,Aust Bauxite,,.505,+.5,.505,.51,.525,.49,+.96,.745,.34,,
AKA,1521.81,4.332,10.718,.016,-,-,-1.07,-,-,-,-,,Aust Minerals &  Min,,.16,+.5,.16,.17,.17,.15,+3.18,.185,.095,,
AKAOA,1250.00,8.430,-,-,-,-,-,-,-,-,-,,  opt nov12,,.016,+.1,.015,.019,.017,.014,+6.62,.017,.007,,
AUZ,5372.83,51.458,130.641,.013,-,-,-.71,-,-,-,-,,Aust Mines,,.021,+.1,.02,.021,.021,.019,+4.96,.023,.013,,
AUZO,264.233,1.694,33.314,-,-,-,-,-,-,-,-,,  opt jun13,,.003,-,.004,.005,.003,.003,-.04,.008,.003,,
AOC,560.538,6.539,4.350,.004,-,-,-2.05,-,-,-,-,,Aust Oil Co,,.065,-,.062,.065,.065,.062,-.04,.19,.05,,
AOM,7.000,27.399,15.864,.002,-,-,-.03,-,-,-,-,,Aust Oriental Min,,.001,-.1,.001,.002,.002,.001,-50.04,.004,.001,,
ARW,4702.93,266.666,243.356,.036,.01,1.5,-.37,-,-,-,-,,Aust Renewable,,.015,+.1,.015,.016,.015,.014,+7.10,.026,.012,,
AOK,4679.05,58.463,29.667,.047,-,-,-1.62,-,-,-,-,,AusTex Oil,,.15,-,.145,.15,.155,.14,-.04,.165,.065,,
AKK,44884.6,1020.03,303.832,.040,-,-,-,-,-,-,-,,Austin Explore,,.027,-.2,.027,.028,.03,.027,-6.94,.044,.022,,
AKKOA,47092.3,374.324,-,.005,-,-,-,-,-,-,-,,  opt jul13,,.005,-,.004,.005,.006,.004,-.04,.01,.004,,
AKKOB,-,139.708,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,-.04,.006,.001,,
APG,2187.45,32.913,249.784,.039,-,-,-.02,-,-,-,-,,Austpac Res,,.039,-.1,.039,.04,.04,.038,-2.54,.094,.035,,
AGD,4.566,1.411,.220,.037,-,-,4.11,5.4,-,-,-,,Austral Gold,,.22,-,-,-,.225,.22,-.04,.34,.20,,
AZX,-,16.878,28.627,.039,-,-,-10.18,-,-,-,-,,Auzex Res,,.28,-,-,-,.28,.28,-.04,.80,.16,,
AVI,1970.58,41.594,33.165,.026,-,-,-1.07,-,-,-,-,,Avalon Minerals,,.089,-.4,.089,.095,.093,.088,-4.34,.284,.046,,
AVB,10047.0,298.845,894.166,.075,-,-,-.02,-,-,-,-,,Avanco Res,,.089,-.6,.089,.09,.096,.089,-6.36,.165,.056,,
AVBOB,3344.85,24.727,89.383,.007,-,-,-,-,-,-,-,,  opt apr12,,.072,-.7,.072,.073,.078,.072,-8.90,.145,.042,,
AVY,80.000,2.372,.522,.008,-,-,-1.48,-,-,-,-,,Avenue Res,,.255,-2.5,-,-,.265,.255,-8.97,.40,.14,,
AVA,291.634,18.063,53.192,.018,-,-,-2.52,-,-,-,-,,Aviva Corp,,.11,-,.11,.115,.12,.11,-.04,.295,.10,,
AVZ,100.000,1.894,12.784,.005,-,-,-1.90,-,-,-,-,,Avonlea Minerals,,.05,-.4,.048,.05,.054,.05,-7.45,.18,.045,,
AWE,9545.63,167.669,179.523,.950,1.65,1.1,-7.27,-,-,-,-,f,AWE,,1.82,-11,1.79,1.825,1.90,1.735,-5.74,1.995,.872,,
AXC,11245.6,46.417,11.006,.004,-,-,-2.15,-,-,-,-,,AXG Mining,,.01,+.1,.01,.011,.011,.009,+11.07,.018,.008,,
AVQ,3614.28,338.655,2227.96,.030,-,-,-.66,-,-,-,-,,Axiom Min,,.024,-,.023,.024,.024,.023,-.04,.079,.022,,
AZK,301.319,5.551,-,.020,-,-,-,-,-,-,-,,Aziana,,.21,-.5,.20,.21,.24,.21,-2.37,.25,.115,,
AZKO,80.000,1.255,-,.002,-,-,-,-,-,-,-,,  opt sep13,,.034,-1.6,.034,.05,.05,.034,-32.04,.05,.021,,
AZH,7976.91,126.667,86.571,.282,-,-,-.90,-,-,-,-,,Azimuth Res,,.71,+8,.70,.71,.71,.61,+12.66,.99,.23,,
AZM,4033.36,55.195,64.660,.093,-,-,-6.74,-,-,-,-,,Azumah Res,,.28,+2.5,.28,.285,.285,.245,+9.76,.69,.245,,
AZS,1433.72,27.076,90.350,.015,-,-,-1.31,-,-,-,-,,Azure Minerals,,.037,-.3,.036,.037,.042,.037,-7.54,.084,.022,,
BMB,14885.4,442.476,1813.29,.028,-,-,-.62,-,-,-,-,,Balamara Res,,.016,-.1,.015,.016,.018,.016,-5.92,.042,.01,,
BND,11204.8,195.754,64.449,.370,-,-,.16,437.5,-,-,-,,Bandanna Energy,,.70,-5,.695,.70,.74,.675,-6.71,2.232,.46,,
BMN,2409.38,52.326,138.162,.062,-,-,-5.28,-,-,-,-,,Bannerman Res,,.21,+.5,.205,.21,.225,.205,+2.40,.515,.195,,
BKP,22341.3,330.004,2105.73,.031,-,-,-.05,-,-,-,-,,Baraka Energy,,.015,-.2,.015,.016,.016,.015,-11.81,.025,.008,,
BAR,798.350,16.658,22.260,.010,-,-,-.23,-,-,-,-,,Barra Res,,.026,-.2,.026,.027,.027,.026,-7.19,.046,.022,,
BAC,15.000,1.968,-,.004,-,-,-1.23,-,-,-,-,,Baru Resources,,.11,-,-,-,.11,.11,-.04,.20,.10,,
BACO,-,.540,-,.002,-,-,-,-,-,-,-,,  opt dec16,,.05,-,-,-,.05,.05,-.04,.05,.025,,
BSE,2382.64,60.566,112.456,.249,-,-,.32,168.8,-,-,-,,Base Res,,.54,-1.5,.52,.55,.575,.53,-2.74,.644,.33,,
BSM,18574.7,80.155,32.678,.003,-,-,-26.78,-,-,-,-,,Bass Metals,,.01,-.3,.01,.011,.013,.01,-23.12,.373,.01,,
BSMO,1071.66,28.616,-,-,-,-,-,-,-,-,-,,  opt sep14,,.001,-,-,.001,.001,.001,-.04,.04,.001,,
BAS,140.192,33.888,106.537,.008,-,-,-1.60,-,-,-,-,,Bass Strait Oil Co,,.02,-.2,-,-,.021,.018,-9.13,.036,.016,,
BSR,5979.83,94.084,53.911,.022,-,-,-4.35,-,-,-,-,,Bassari Res,,.055,-.3,.055,.058,.058,.054,-5.21,.140,.038,,
BSRO,16.426,1.089,3.199,-,-,-,-,-,-,-,-,,  opt jun12,,.001,-,-,-,.001,.001,-.04,.06,.001,,
BSROA,641.173,10.088,-,-,-,-,-,-,-,-,-,,  opt nov12,,.007,-.4,.005,.01,.009,.007,-36.41,.032,.005,,
BTU,23659.3,276.488,336.209,.462,-,-,-.69,-,-,-,-,,Bathurst Res,,.665,-5.5,.66,.675,.725,.655,-7.68,1.275,.55,,
BAU,171.433,16.920,85.508,.031,-,-,-.20,-,-,-,-,,Bauxite Resources,,.13,-,.125,.13,.13,.125,-.04,.25,.115,,
BBX,75.000,.726,3.910,.015,-,-,-1.21,-,-,-,-,,BBX Minerals,†,.195,-,-,-,.195,.18,-.04,.24,.055,,
BBXO,-,.005,-,-,-,-,-,-,-,-,-,,  opt jun14,,.03,-,-,-,.03,.03,-.04,.03,.03,,
BCI,267.160,11.659,30.155,.305,-,-,5.36,54.9,-,-,-,,BC Iron,,2.94,-13,2.89,2.97,3.07,2.89,-4.28,3.11,2.00,,
BCD,6236.73,108.290,295.952,.007,.01,.7,-2.00,-,-,-,-,,BCD Res,,.007,-,.007,.008,.008,.007,-.04,.021,.006,,
BPT,52671.1,761.774,321.468,1.631,1.19,1.1,4.25,32.0,1.75,2.43,1.29,f,Beach Energy,,1.36,-3,1.355,1.36,1.41,1.32,-2.20,1.763,.815,,
BHU,86.625,.087,-,.168,-,-,-,-,-,-,-,,Beacon Hill Res,,.32,-,.285,.35,.32,.32,-,.32,.32,,
BCN,9106.41,267.215,276.474,.008,-,-,-.12,-,-,-,-,,Beacon Minerals,,.008,-.1,.007,.008,.009,.008,-11.15,.017,.004,,
BDR,14292.2,230.823,196.410,.487,-,-,-5.40,-,-,-,-,,Beadell Resources,,.68,+3.5,.675,.685,.69,.635,+5.38,.995,.59,,
BKY,337.766,38.514,66.938,.060,-,-,-7.28,-,-,-,-,,Berkeley Res,,.345,+1,.34,.345,.345,.315,+2.94,1.02,.30,,
BKYO,-,.468,2.789,.001,-,-,-,-,-,-,-,,  opt may13,,.105,-,-,-,.105,.105,-.04,.455,.065,,
BHP,40919.9,831.408,918.900,110.707,11.69,2.9,397.33,8.7,103.08,3.85,2.99,f,BHP Billiton,,34.47,+3,34.40,34.48,34.67,33.59,+.04,47.81,33.59,,
