ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Thursday, April 2, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5869.7 at 2015-04-02T16:52:36. Report at Thursday, April 2, 2015. Processed Saturday at 2015-04-04T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,3955.38,43.130,221.592,.146,-,-,-.20,-,-,-,-,,1-Page,†,1.885,-10.5,1.865,1.885,2.14,1.82,-4.95,2.29,.006,,
TDO,596.265,14.124,4.403,.011,-,-,.90,5.1,-,-,-,,3D Oil,,.046,-,.046,.051,.05,.046,+.33,.10,.044,,
DDD,225.000,1.837,2.805,.001,-,-,.28,1.4,-,-,-,,3D Res,,.004,-,.004,.007,.004,.004,+.33,.019,.004,,
88E,63987.4,381.628,8.467,.013,-,-,-10.79,-,-,-,-,,88 Energy,,.011,+.1,.011,.012,.012,.01,+10.33,.325,.006,,
88EO,5996.73,54.404,-,.002,-,-,-,-,-,-,-,,  opt mar18,,.004,+.1,.003,.004,.004,.003,+33.66,.004,.002,,
ARH,-,1.685,3.029,.005,-,-,-3.90,-,-,-,-,,A'asian Resources,,.01,-,.005,.01,.01,.01,+.33,.033,.01,,
AYC,45.000,3.780,.541,.010,-,-,-6.91,-,-,-,-,,A1 Gold,,.035,-.5,.032,.035,.04,.035,-12.17,.098,.025,,
AYCO,50.000,3.823,-,.002,-,-,-,-,-,-,-,,  opt nov19,,.015,-.2,.015,.017,.017,.015,-11.44,.017,.004,,
ABL,174.925,.505,38.577,.005,-,-,-6.27,-,-,-,-,,Abilene Oil & Gas,†,.014,-.1,.011,.015,.015,.009,-6.35,.043,.001,,
ABU,796.420,25.658,291.472,.079,-,-,-55.10,-,-,-,-,,ABM Res,†,.23,+.5,.23,.235,.235,.22,+2.55,.449,.209,,
AJC,872.000,42.615,22.520,.003,-,-,-.02,-,-,-,-,,Acacia Coal,,.003,+.1,.003,.004,.003,.002,+50.33,.011,.002,,
ACB,200.902,3.575,9.204,.015,-,-,-.72,-,-,-,-,,A-Cap Res,,.039,-,.039,.042,.039,.039,+.33,.07,.039,,
ACS,-,.072,.396,.024,-,-,-7.57,-,-,-,-,,Accent Resources,,.13,-,.12,.13,.13,.13,+.33,.22,.13,,
AIV,170.000,32.016,8.904,.019,-,-,-.16,-,-,-,-,,ActiveX,,.031,+.6,.025,.031,.031,.03,+24.33,.033,.013,,
ADD,-,.427,1.369,-,-,-,-5.05,-,-,-,-,,Adavale Resources,†,.017,-,.018,-,.017,.017,+.33,.10,.002,,
ADN,390.275,5.095,20.422,.007,-,-,-3.07,-,-,-,-,,Adelaide Resources,,.023,-,.023,.025,.025,.023,+.33,.055,.023,,
ADNO,-,.002,-,-,-,-,-,-,-,-,-,,  opt sep16,,.005,-,.004,.008,.005,.005,+.33,.009,.005,,
ABY,30.443,11.962,6.083,.058,1.07,.17,-53.74,-,-,-,-,,Aditya Birla,,.185,-,.185,.19,.185,.185,+.33,.295,.15,,
ADY,2161.87,50.847,25.479,.019,-,-,-.42,-,-,-,-,,Admiralty Res,,.025,-.1,.022,.029,.028,.025,-3.52,.037,.011,,
ADX,330.000,32.686,11.415,.003,-,-,.11,3.6,-,-,-,,ADX Energy,,.004,-.1,.004,.005,.005,.004,-19.67,.014,.003,,
AQR,304.152,3.935,.810,.021,-,-,-2.18,-,-,-,-,,AEON Metals,,.07,-,.06,.07,.085,.069,+.33,.24,.068,,
AFR,1026.00,19.046,12.052,.042,-,-,-1.34,-,-,-,-,,African Energy Res,,.069,+.4,.065,.07,.069,.065,+6.48,.106,.051,,
AMN,-,.755,1.201,.012,-,-,-.85,-,-,-,-,,Agrimin,,.135,-,.105,.125,.135,.135,+.33,.20,.065,,
AMNOA,-,1.432,-,-,-,-,-,-,-,-,-,,  opt dec15,,.06,-,-,-,.06,.06,+.33,.095,.03,,
AGR,152.390,11.053,11.359,.012,-,-,-10.03,-,-,-,-,,Aguia Res,,.045,-.5,.045,.05,.05,.045,-9.67,.064,.025,,
AQG,1603.18,22.766,58.615,.218,-,-,28.04,10.7,2.20,12.75,.74,,Alacer Gold,,2.99,+28,2.82,2.99,3.01,2.71,+10.66,3.13,1.815,,
AUQ,2823.36,58.310,43.783,.003,-,-,-.45,-,-,-,-,,Alara Res,,.012,+.2,.01,.012,.012,.009,+20.33,.14,.007,,
ALY,330.340,9.307,12.637,.004,-,-,-2.98,-,-,-,-,,Alchemy Resources,,.019,-,.017,.02,.02,.018,+.33,.038,.013,,
AWD,2936.19,37.265,327.760,.001,-,-,-1.02,-,-,-,-,,Aleator Energy,†,.002,-,.002,.003,.002,.002,+.33,.03,.002,,
AQI,35.000,.902,.816,.002,-,-,-7.00,-,-,-,-,,Alicanto Min,,.05,-,.04,-,.05,.05,+.33,.26,.05,,
ALK,832.464,33.585,37.339,.126,-,-,-2.00,-,-,-,-,,Alkane Res,,.305,+.5,.305,.32,.325,.285,+1.99,.405,.17,,
AHQ,-,.069,1.285,.003,-,-,-.84,-,-,-,-,,Allegiance Coal,,.018,-,.01,.017,.018,.018,+.33,.028,.007,,
AGS,626.541,22.957,33.602,.032,-,-,-4.44,-,-,-,-,,Alliance Res,,.079,-,.079,.08,.08,.078,+.33,.27,.058,,
AGE,115.000,15.716,11.170,.014,-,-,-.37,-,-,-,-,,Alligator Energy,,.044,+.1,.041,.044,.045,.044,+2.65,.055,.021,,
AYR,500.000,11.391,114.337,.003,-,-,-.09,-,-,-,-,,Alloy Res,,.006,-.1,.006,.007,.007,.006,-13.96,.011,.005,,
ATC,103.959,2.733,3.334,.008,-,-,-2.83,-,-,-,-,,Altech Chemicals,,.069,+.2,.063,.069,.069,.059,+3.31,.105,.059,,
ATCO,-,.600,-,-,-,-,-,-,-,-,-,,  opt may15,,.001,-,.001,.002,.001,.001,+.33,.02,.001,,
AOH,1996.38,43.946,33.880,.059,.27,.41,6.05,1.8,-,-,-,,Altona Mining,,.11,+1.1,.10,.11,.11,.099,+11.44,.12,.06,,
AJM,766.627,9.608,26.481,.009,-,-,-6.99,-,-,-,-,,Altura Mining,,.02,-.4,.018,.02,.024,.02,-16.34,.22,.02,,
AWC,79915.1,940.986,936.161,4.420,.94,1.68,-4.27,-,2.04,-,1.30,f,Alumina,,1.575,-6.5,1.575,1.585,1.64,1.555,-3.64,2.10,1.22,,
AXZ,5.000,.142,.261,.059,-,-,-36.57,-,-,-,-,,Amex Resources,,.625,+2.5,.50,.61,.625,.60,+4.49,1.30,.60,,
AEK,3153.03,23.716,5.377,.025,-,-,-1.00,-,-,-,-,,Anatolia Energy,,.082,+.4,.078,.08,.083,.077,+5.45,.105,.055,,
AEKO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun17,,.006,-,-,-,.006,.006,+.33,.006,.002,,
AHR,-,.031,-,.004,-,-,-1.96,-,-,-,-,,Anchor Res,,.08,-,.011,.073,.08,.08,+.33,.19,.08,,
ATM,-,-,-,.001,.12,9.17,-851.35,-,.38,-,.35,,Aneka Tambang,,1.10,-,.95,-,1.10,1.10,+.33,1.10,1.075,,
AAR,.717,3.310,3.966,.001,-,-,-.51,-,-,-,-,,Anglo Aust Res,,.008,-,.008,.009,.008,.008,+.33,.016,.007,,
AGG,2.640,.188,.392,.225,8.89,.28,-401.41,-,-,-,-,,Anglogold Ashanti,,2.52,-8,2.11,2.52,2.60,2.50,-2.75,3.99,1.88,,
AB1,17.761,2.374,3.810,.008,-,-,-13.45,-,-,-,-,,Animoca Brands,†,.18,+.5,.175,.19,.18,.175,+3.18,.338,.013,,
AWV,445.000,16.174,11.858,.014,-,-,-1.53,-,-,-,-,,Anova Metals,,.045,-.1,.045,.051,.046,.045,-1.85,.06,.02,,
AZZ,761.187,19.687,46.195,.034,-,-,1.00,14.0,-,-,-,,Antares Energy,,.14,-1,.135,.14,.15,.135,-6.34,.68,.13,,
AVD,415.162,1.660,-,.002,-,-,-9.72,-,-,-,-,,Antilles Oil & Gas,†,.085,+1,.085,.135,.085,.075,+13.66,.32,.003,,
AZY,1227.84,25.551,11.608,.002,-,-,-.45,-,-,-,-,,Antipa Min,,.005,-,.003,.005,.005,.003,+.33,.025,.003,,
AZYO,466.666,16.096,-,-,-,-,-,-,-,-,-,,  opt may16,,.001,-.1,-,.003,.001,.001,-49.67,.004,.001,,
AAL,-,.100,.085,-,-,-,-.32,-,-,-,-,,APAC Coal,,.002,-,.002,.003,.002,.002,+.33,.007,.002,,
AQQ,58.445,3.543,5.932,.001,-,-,-.68,-,-,-,-,,Aphrodite Gold,*,.006,-.1,.006,.008,.006,.006,-13.96,.020,.006,,
AOP,-,.498,3.822,-,-,-,-.68,-,-,-,-,,Apollo Cons,,.012,-,.013,.029,.012,.012,+.33,.08,.011,,
AON,6120.79,117.391,40.209,.007,-,-,-.04,-,-,-,-,,Apollo Minerals,,.011,-,.01,.011,.011,.009,+.33,.044,.006,,
AQP,2359.36,14.940,14.358,.255,-,-,-.55,-,-,-,-,,Aquarius Platinum,,.17,-1,.165,.19,.185,.165,-5.23,.50,.165,,
ARU,1024.28,12.826,16.597,.026,-,-,-1.40,-,-,-,-,,Arafura Resources,,.06,-,.06,.062,.061,.059,+.33,.105,.037,,
ARX,-,13.785,24.036,.002,-,-,-.17,-,-,-,-,,ARC Explore,,.002,-,.002,.003,.002,.002,+.33,.007,.002,,
AXE,228.197,4.846,10.563,.008,-,-,-.60,-,-,-,-,,Archer Explore,,.094,-.6,.095,.105,.10,.094,-5.67,.235,.091,,
AWO,150.000,.630,.075,.001,-,-,-.25,-,-,-,-,,Ardent Res,,.013,+.5,.008,.012,.013,.008,+62.83,.017,.005,,
ADV,900.471,87.937,2.750,.002,-,-,-.34,-,-,-,-,,Ardiden,†,.006,-,.006,.007,.007,.006,+.33,.02,.004,,
ARD,660.000,6.763,6.965,.006,-,-,-.87,-,-,-,-,,Argent Minerals,,.035,+.9,.03,.034,.035,.025,+34.94,.045,.02,,
ARDO,-,2.911,1.108,-,-,-,-,-,-,-,-,,  opt mar16,,.005,-,.001,.009,.005,.005,+.33,.015,.002,,
AXT,85.800,.849,1.198,.001,-,-,-.90,-,-,-,-,,Argo Explore,,.01,-,.01,.014,.01,.01,+.33,.025,.008,,
ARE,52.092,6.824,14.158,.004,-,-,-.55,-,-,-,-,,Argonaut Res,,.01,-,.009,.01,.01,.01,+.33,.035,.007,,
AREO,-,-,-,-,-,-,-,-,-,-,-,,  opt mar17,,.002,-,.001,-,.002,.002,+.33,.005,.002,,
AGY,-,5.163,.070,-,-,-,-.60,-,-,-,-,,Argosy Minerals,,.001,-,.001,.003,.001,.001,+.33,.016,.001,,
AHK,9.325,.916,-,.002,-,-,-2.47,-,-,-,-,,Ark Mines,,.05,-,.05,.051,.051,.05,+.33,.095,.01,,
AJQ,884.625,14.633,10.057,.017,-,-,-1.24,-,-,-,-,,Armour Energy,,.056,+.5,.055,.056,.058,.05,+10.13,.20,.041,,
ARV,566.667,26.453,28.736,.002,-,-,-.28,-,-,-,-,,Artemis Res,,.002,-,.002,.003,.002,.002,+.33,.004,.002,,
ARVOA,-,-,14.251,-,-,-,-,-,-,-,-,,  opt aug16,,.002,-,-,.001,.002,.002,+.33,.002,.001,,
ARVOB,-,1.246,-,-,-,-,-,-,-,-,-,,  opt jul16,,.001,-,-,.001,.001,.001,+.33,.001,.001,,
AAJ,-,5.963,6.888,.001,-,-,-1.40,-,-,-,-,,Aruma Res,,.01,-,.006,.01,.01,.01,+.33,.044,.009,,
AJY,-,-,-,.021,.03,8.00,-13.33,-,-,-,-,,Asaplus Res,,.24,-,-,.12,.24,.24,+.33,.245,.24,,
AZQ,91.250,.572,9.500,.010,-,-,-14.80,-,-,-,-,,Ascot Res,†,.075,-,.05,.075,.075,.075,+.33,.24,.075,,
AKM,688.952,20.701,18.990,.016,-,-,-2.05,-,-,-,-,,Aspire Min,,.023,-.2,.023,.024,.026,.023,-7.67,.065,.023,,
ARO,97.985,5.863,2.950,-,-,-,-7.15,-,-,-,-,,Astro Res,†,.009,+.2,.009,.012,.009,.007,+28.90,.10,.007,,
AHN,-,.386,4.480,.002,-,-,-.23,-,-,-,-,,Athena Res,,.014,-,.008,.014,.014,.014,+.33,.057,.01,,
AGO,20238.7,625.083,1056.88,.110,.55,.22,-124.69,-,2.00,-,16.67,,Atlas Iron,,.12,-2.5,.12,.125,.14,.12,-16.91,1.08,.12,,
ATU,108.117,5.673,10.332,.213,-,-,-14.05,-,-,-,-,,Atrum Coal,,1.25,-5,1.25,1.29,1.385,1.22,-3.52,1.95,.85,,
AYA,50.800,2.713,3.324,.014,-,-,-10.61,-,-,-,-,,Attila Res,,.16,-2,.16,.17,.18,.16,-10.78,.42,.16,,
ACP,-,.144,.133,.053,-,-,-.23,-,-,-,-,,Audalia Res,,.225,-,-,.195,.225,.225,+.33,.23,.11,,
